,FAXC (84553)
ACH-000004,-0.0673428521166
ACH-000007,-0.0995888934887
ACH-000009,0.0138301728132
ACH-000011,0.021773464248599998
ACH-000012,-0.08230072264010001
ACH-000013,-0.0296309861241
ACH-000014,-0.096072324252
ACH-000015,0.0370157943655
ACH-000017,-0.008999709668010001
ACH-000018,-0.159369580455
ACH-000019,0.132044984681
ACH-000021,-0.111172525574
ACH-000022,0.021827957957599998
ACH-000025,-0.14990290199200001
ACH-000028,0.014626463105899998
ACH-000030,-0.0690901180634
ACH-000035,-0.0369074496945
ACH-000036,-0.1938270318
ACH-000037,0.0441335232321
ACH-000039,-0.011223431221200002
ACH-000040,0.00475900960149
ACH-000041,-0.060666223354199994
ACH-000042,-0.0621537927592
ACH-000045,-0.18434693679000003
ACH-000047,-0.08071754006689999
ACH-000052,-0.118481680984
ACH-000053,-0.041047768363199996
ACH-000054,0.085932197458
ACH-000055,-0.06767028690480001
ACH-000060,-0.195672811537
ACH-000067,-0.07676575437460001
ACH-000070,-0.0430397639081
ACH-000075,-0.369011283395
ACH-000078,0.0886775262414
ACH-000082,-0.237167833737
ACH-000085,-0.12415140856899999
ACH-000086,-0.037689506106
ACH-000087,-0.113994063938
ACH-000092,-0.055964000244100004
ACH-000095,-0.126404461773
ACH-000097,-0.0774605870077
ACH-000098,-0.134962870637
ACH-000099,0.000999003981913
ACH-000108,-0.036421269937999996
ACH-000113,0.033240239479200004
ACH-000115,0.13270799725500002
ACH-000116,0.024353544727500002
ACH-000118,0.0275979468517
ACH-000120,0.000497910678959
ACH-000123,-0.10055047296399999
ACH-000127,0.0174886730613
ACH-000128,-0.20149147778499998
ACH-000132,-0.218799812196
ACH-000133,-0.116702947114
ACH-000137,-0.0132777700241
ACH-000138,-0.089691112009
ACH-000142,-0.142954128853
ACH-000143,-0.21111503573100002
ACH-000146,-0.0844888036991
ACH-000148,-0.012916369142
ACH-000150,-0.11017221090299999
ACH-000152,-0.0111276648546
ACH-000153,-0.00909015570212
ACH-000159,-0.16662104387499999
ACH-000160,-0.0386009462241
ACH-000163,-0.00956201332969
ACH-000167,-0.0596210479361
ACH-000168,-0.13096734959
ACH-000169,-0.0348541905391
ACH-000178,-0.0652815719062
ACH-000182,0.127819070437
ACH-000183,-0.221246935805
ACH-000188,-0.12259957527899999
ACH-000189,-0.0329513451435
ACH-000190,-0.19965171067200002
ACH-000198,-0.033975569770400005
ACH-000204,-0.059627390379699996
ACH-000206,0.116936241048
ACH-000207,-0.528869635601
ACH-000211,-0.07610760279630001
ACH-000215,-0.020779340306900002
ACH-000221,-0.0451122045616
ACH-000222,-0.07416468956399999
ACH-000223,-0.124298806578
ACH-000226,-0.226985171593
ACH-000227,-0.218971651204
ACH-000228,-0.0738899061995
ACH-000231,-0.166027032934
ACH-000232,-0.0802888922856
ACH-000233,-0.0483336674684
ACH-000234,-0.272178395001
ACH-000235,-0.0118359731415
ACH-000237,-0.037883220255
ACH-000238,-0.17893014942899998
ACH-000243,0.041637734764
ACH-000244,0.128772771018
ACH-000246,-0.108112573707
ACH-000248,-0.05047100307
ACH-000250,-0.009449703311379998
ACH-000251,-0.118109899486
ACH-000253,-0.104147037874
ACH-000255,-0.135325595524
ACH-000256,0.08541591536839999
ACH-000257,0.12961161215999997
ACH-000258,0.0242719535553
ACH-000259,-0.0491015447389
ACH-000260,-0.060524008503400006
ACH-000261,-0.027996541836
ACH-000262,-0.16209554001499998
ACH-000263,-0.0808233333322
ACH-000264,-0.10251245877000001
ACH-000265,-0.012757030996999999
ACH-000266,-0.037409401989300005
ACH-000272,-0.10504902445
ACH-000273,-0.229853964447
ACH-000274,-0.158802749443
ACH-000277,0.142077118287
ACH-000278,-0.125067570161
ACH-000279,-0.11918148614299999
ACH-000280,-0.129975694484
ACH-000281,0.0322101371634
ACH-000288,-0.0463966455346
ACH-000291,-0.103597005906
ACH-000293,-0.0712823339953
ACH-000294,-0.127533309824
ACH-000295,-0.0787829671491
ACH-000296,0.0586844759475
ACH-000302,-0.048159234782300005
ACH-000304,-0.18158013182799998
ACH-000307,0.0417749077236
ACH-000308,-0.186784521151
ACH-000310,-0.0258326006694
ACH-000311,0.0371069319753
ACH-000312,0.10724710181399999
ACH-000315,-0.19732378028
ACH-000316,-0.07782546643589999
ACH-000317,-0.0698429788419
ACH-000318,-0.017834760206400003
ACH-000319,-0.104023061361
ACH-000320,-0.043796199749300005
ACH-000322,0.0631562824761
ACH-000323,-0.15481062981899998
ACH-000324,-0.13850721387499998
ACH-000329,-0.128710472298
ACH-000330,0.105128772882
ACH-000331,-0.0996717244574
ACH-000332,0.015980754819999998
ACH-000334,0.006172895438279999
ACH-000335,-0.0753074065609
ACH-000336,0.0645919098263
ACH-000337,0.21770180014600002
ACH-000339,-0.0132454237095
ACH-000341,-0.053034934858300006
ACH-000348,-0.09537098397959999
ACH-000350,0.0779502502041
ACH-000352,0.0454765506931
ACH-000356,-0.196698451947
ACH-000361,-0.09095215921260001
ACH-000362,-0.0863964432597
ACH-000363,-0.0638955148614
ACH-000364,-0.023518053398099998
ACH-000365,-0.0133447428987
ACH-000366,-0.00355468642902
ACH-000368,-0.0788021051463
ACH-000374,0.06247785813469999
ACH-000375,0.243339760519
ACH-000376,-0.12643222184900002
ACH-000381,0.20909292914
ACH-000383,-0.041974357676599995
ACH-000387,-0.110852591249
ACH-000389,0.07162536294760001
ACH-000390,-0.15374310158600002
ACH-000393,-0.223298061259
