,AXL (558)
ACH-000004,-0.111838734504
ACH-000007,-0.13083400354
ACH-000009,-0.10049611724199999
ACH-000011,0.11921841195499999
ACH-000012,-0.0027599666270700005
ACH-000013,-0.13761114466
ACH-000014,-0.301312021657
ACH-000015,-0.199720313415
ACH-000017,-0.00379343947404
ACH-000018,-0.175032806625
ACH-000019,-0.07440836325139999
ACH-000021,-0.0421373325975
ACH-000022,-0.0388349376569
ACH-000025,-0.259588139823
ACH-000028,-0.0649485932747
ACH-000030,-0.194470763511
ACH-000035,-0.118254188387
ACH-000036,-0.010612645844100002
ACH-000037,0.150023622322
ACH-000039,-0.146665011446
ACH-000040,-0.09835168125289999
ACH-000041,-0.11021304057499999
ACH-000042,-0.166084344073
ACH-000045,0.08682458666719998
ACH-000047,0.0162169036629
ACH-000052,-0.39031844763499995
ACH-000053,-0.09802104566469999
ACH-000054,-0.125981214668
ACH-000055,-0.0281077906476
ACH-000060,-0.42279226283
ACH-000067,-0.0139010398576
ACH-000070,0.04773044473130001
ACH-000075,-0.470896022582
ACH-000078,-0.157855544021
ACH-000082,-0.107540593756
ACH-000085,-0.167760232398
ACH-000086,-0.153570352743
ACH-000087,-0.393638090139
ACH-000092,-0.0143596091484
ACH-000095,-0.0560044187232
ACH-000097,-0.07439474033360001
ACH-000098,-0.34760613386699996
ACH-000099,0.06579948048140001
ACH-000108,-0.11608475550899999
ACH-000113,-0.116047882415
ACH-000115,-0.13652288850400002
ACH-000116,0.07612344209130001
ACH-000118,-0.0277356227819
ACH-000120,-0.193075346318
ACH-000123,-0.0059999120464
ACH-000127,-0.049547842621599995
ACH-000128,-0.0381411529467
ACH-000132,-0.267373780488
ACH-000133,-0.167556582938
ACH-000137,-0.384712448934
ACH-000138,-0.0693039125423
ACH-000142,-0.17562646778299998
ACH-000143,-0.0485098074127
ACH-000146,-0.0320656199534
ACH-000148,0.0835808119655
ACH-000150,-0.134584219162
ACH-000152,-0.08735616668539999
ACH-000153,-0.0954228544952
ACH-000159,0.0992399766315
ACH-000160,-0.13356823723
ACH-000163,-0.22411054991300003
ACH-000167,0.062874238132
ACH-000168,-0.177545773518
ACH-000169,-0.02444859759
ACH-000178,-0.252193379699
ACH-000182,0.0357283455461
ACH-000183,0.0302760594983
ACH-000188,-0.0181831300032
ACH-000189,-0.373069732419
ACH-000190,-0.30313572052099996
ACH-000198,-0.192830503996
ACH-000204,-0.00919867056459
ACH-000206,-0.115531099695
ACH-000207,-0.27949015006
ACH-000211,-0.0776658506614
ACH-000215,-0.0307608359183
ACH-000221,-0.21603425725000003
ACH-000222,0.049008584384699995
ACH-000223,-0.0253851943299
ACH-000226,-0.0303136528951
ACH-000227,0.015433374442399998
ACH-000228,-0.043944968921099996
ACH-000231,-0.007504104034729999
ACH-000232,-0.41335887185599995
ACH-000233,-0.115228108204
ACH-000234,-0.040964082771800005
ACH-000235,-0.118687468083
ACH-000237,-0.130153011746
ACH-000238,-0.0067701379579999995
ACH-000243,0.0486457887205
ACH-000244,-0.0074951336856500005
ACH-000246,-0.09866697774260001
ACH-000248,-0.22013650987599997
ACH-000250,-0.11587113066600001
ACH-000251,-0.285689616511
ACH-000253,-0.07857267358930001
ACH-000255,-0.23772005660599999
ACH-000256,-0.0831784311411
ACH-000257,0.040508818049499996
ACH-000258,0.0529871413189
ACH-000259,0.0775523197137
ACH-000260,-0.109688323816
ACH-000261,-0.22309596740600002
ACH-000262,-0.163570300151
ACH-000263,-0.17098159747900002
ACH-000264,-0.0448732260037
ACH-000265,-0.14707827106
ACH-000266,-0.119686085939
ACH-000272,0.0640029958069
ACH-000273,0.078316790245
ACH-000274,-0.0279436380967
ACH-000277,-0.018927751616900003
ACH-000278,-0.156801615559
ACH-000279,-0.0127683223369
ACH-000280,-0.15935555257
ACH-000281,-0.0586621225232
ACH-000288,-0.10752657435999999
ACH-000291,0.0468161541672
