,DOC2A (8448)
ACH-000004,-0.10610492015100001
ACH-000007,0.0375780598638
ACH-000009,0.10295515926200001
ACH-000011,0.114559622979
ACH-000012,0.00665911304947
ACH-000013,-0.0553381500045
ACH-000014,-0.169630170086
ACH-000015,-0.253127037575
ACH-000017,0.127835692861
ACH-000018,0.048377907937599995
ACH-000019,-0.22815072655299998
ACH-000021,-0.15740207790400002
ACH-000022,0.0128865622982
ACH-000025,-0.138463937359
ACH-000028,-0.195920509857
ACH-000030,0.151422028431
ACH-000035,-0.0727483024723
ACH-000036,0.0427749625863
ACH-000037,-0.118320994678
ACH-000039,0.0147308243049
ACH-000040,0.13750912330499998
ACH-000041,0.0219033138914
ACH-000042,0.193175451225
ACH-000045,-0.143753315624
ACH-000047,0.0509049413356
ACH-000052,-0.0609318298758
ACH-000053,0.134168674991
ACH-000054,0.0396280888022
ACH-000055,0.03796820577980001
ACH-000060,0.174034754334
ACH-000067,-0.0331337334406
ACH-000070,-0.120624853149
ACH-000075,-0.026381439793700005
ACH-000078,0.0334856641737
ACH-000082,0.08341142463
ACH-000085,0.203608660077
ACH-000086,0.17938560598099998
ACH-000087,-0.07424800703110002
ACH-000092,0.021815946260599996
ACH-000095,0.0748356372303
ACH-000097,-0.187812635218
ACH-000098,0.009165457675780002
ACH-000099,0.01594569288
ACH-000108,0.124213098518
ACH-000113,0.00447921349947
ACH-000115,-0.23036719403499997
ACH-000116,0.060877246851
ACH-000118,-0.19426445902699999
ACH-000120,-0.127915759067
ACH-000123,-0.0437493477771
ACH-000127,-0.0739631609773
ACH-000128,0.0873933578128
ACH-000132,-0.060183919113499997
ACH-000133,0.16902027359700003
ACH-000137,-0.18798680292300002
ACH-000138,0.0906146091117
ACH-000142,0.0402420673765
ACH-000143,-0.165209023806
ACH-000146,0.034833547893800006
ACH-000148,-0.09612864404060001
ACH-000150,-0.0592458487478
ACH-000152,0.265990705686
ACH-000153,0.0255674442612
ACH-000159,-0.0595921152152
ACH-000160,0.0635503616363
ACH-000163,0.0307688979286
ACH-000167,0.258478028693
ACH-000168,0.11663026650800001
ACH-000169,-0.05285812347080001
ACH-000178,-0.0118589001948
ACH-000182,-0.109188336742
ACH-000183,0.0262637840236
ACH-000188,0.174665151413
ACH-000189,0.035263330131099994
ACH-000190,0.14622058344799999
ACH-000198,0.00532976164642
ACH-000204,-0.08394850854419998
ACH-000206,0.12813884553899998
ACH-000207,-0.013428265741099999
ACH-000211,0.0414709402286
ACH-000215,0.06769990897219999
ACH-000221,-0.08092117222839999
ACH-000222,-0.00287935359642
ACH-000223,0.177753026
ACH-000226,0.129987079228
ACH-000227,0.0209364693101
ACH-000228,-0.0323623820936
ACH-000231,-0.04363254552759999
ACH-000232,-0.11084488038799999
ACH-000233,-0.12313018609099999
ACH-000234,-0.231387793865
ACH-000235,-0.10231536758300001
ACH-000237,-0.015537685721400001
ACH-000238,0.314919424347
ACH-000243,-0.20384864098299998
ACH-000244,-0.10867424249299999
ACH-000246,0.013104059432200001
ACH-000248,0.122705982709
ACH-000250,-0.045534258761499996
ACH-000251,-0.008898490936139999
ACH-000253,0.07682225294680001
ACH-000255,-0.037882123347
ACH-000256,0.198362665687
ACH-000257,0.0182444200117
ACH-000258,-0.109302655579
ACH-000259,-0.123270406501
ACH-000260,-0.07262569480660001
ACH-000261,-0.0322760556705
ACH-000262,-0.0564926387309
ACH-000263,-0.241484932676
ACH-000264,-0.015321077178499998
ACH-000265,-0.138067108857
ACH-000266,0.06023689175559999
ACH-000272,0.0964621714442
ACH-000273,-0.0631873503539
ACH-000274,-0.043862943378300004
ACH-000277,-0.056480616918400006
ACH-000278,0.25490973483199997
ACH-000279,0.023227955664599998
ACH-000280,-0.0460288172306
ACH-000281,0.22392988527899998
ACH-000288,-0.143768518102
ACH-000291,-0.0785918588345
ACH-000293,0.12016032025000001
ACH-000294,0.0114192195863
ACH-000295,0.0512841984687
ACH-000296,-0.0245380046787
ACH-000302,-0.12441644101
ACH-000304,0.134196653949
ACH-000307,0.09719231806010001
ACH-000308,-0.154314560797
ACH-000310,-0.06390636450880001
ACH-000311,-0.170441251791
ACH-000312,-0.147901431307
ACH-000315,-0.0786787393548
ACH-000316,0.13866300724400002
ACH-000317,0.041395600326
ACH-000318,-0.026676683336099995
ACH-000319,0.0501641393136
ACH-000320,-0.288192653988
ACH-000322,-0.027992689196299998
ACH-000323,-0.145442958015
ACH-000324,-0.0652394093674
ACH-000329,0.0117183088547
ACH-000330,-0.274295781963
ACH-000331,-0.0015706995406199998
ACH-000332,-0.09889577663889998
ACH-000334,0.106877270052
ACH-000335,0.08935400589510001
ACH-000336,0.221742363444
ACH-000337,-0.005603102580220001
ACH-000339,0.0663889624461
ACH-000341,0.420780933057
ACH-000348,-0.0756995014117
ACH-000350,0.0032604039670799997
ACH-000352,-0.07782557692160001
ACH-000356,-0.0342874591987
ACH-000361,0.110233865767
ACH-000362,-0.0459883344005
ACH-000363,-0.07392535610249999
ACH-000364,-0.190284834545
ACH-000365,0.14322657290100002
ACH-000366,0.0538434770103
ACH-000368,-0.08303474224480001
ACH-000374,0.109919089504
ACH-000375,-0.168490926053
ACH-000376,0.07816429022749999
ACH-000381,-0.052712665323800006
ACH-000383,0.08417341836310001
ACH-000387,-0.0355168616515
ACH-000389,0.0226364614995
ACH-000390,-0.0140030180734
ACH-000393,-0.0691418077396
ACH-000395,0.272563948813
ACH-000397,-0.042766330409699994
ACH-000401,-0.117585509247
ACH-000402,0.09665394878630001
ACH-000403,0.173258497862
ACH-000404,-0.029795805369599998
ACH-000406,-0.0465807596342
ACH-000407,0.0199373772427
ACH-000408,-0.105401022885
ACH-000410,0.00660918835828
ACH-000411,-0.08640737655610001
