,NAIF1 (203245)
ACH-000004,0.10866061630200001
ACH-000007,-0.0651041248009
ACH-000009,-0.363764586385
ACH-000011,-0.0712676144402
ACH-000012,-0.285152667036
ACH-000013,-0.272057870778
ACH-000014,0.08657157388469999
ACH-000015,-0.28507339493
ACH-000017,-0.20596726167800003
ACH-000018,-0.5272898474759999
ACH-000019,-0.138660314119
ACH-000021,-0.227336373236
ACH-000022,-0.21184661115200001
ACH-000025,-0.248010271476
ACH-000028,-0.0617198692456
ACH-000030,-0.133618788363
ACH-000035,-0.17847941766800002
ACH-000036,-0.09827711905580001
ACH-000037,0.0339983408554
ACH-000039,-0.0877967813304
ACH-000040,-0.19812863529199998
ACH-000041,-0.311598696782
ACH-000042,-0.32446813697099997
ACH-000045,-0.489379951255
ACH-000047,-0.310836573376
ACH-000052,-0.45596456874499997
ACH-000053,-0.08564046230149999
ACH-000054,-0.0663439509923
ACH-000055,-0.102055235702
ACH-000060,-0.164493821414
ACH-000067,-0.134948964811
ACH-000070,-0.144096563653
ACH-000075,0.00471432890057
ACH-000078,-0.228775617795
ACH-000082,-0.09422737824960001
ACH-000085,0.047940384618100004
ACH-000086,-0.00504862848262
ACH-000087,-0.101934734572
ACH-000092,-0.21484335813000002
ACH-000095,-0.0698415108364
ACH-000097,-0.0371631518082
ACH-000098,-0.38949970694700004
ACH-000099,-0.20754063142499998
ACH-000108,-0.045270218347699995
ACH-000113,-0.12810873964000002
ACH-000115,-0.247537013738
ACH-000116,-0.21289346448600002
ACH-000118,-0.107717827403
ACH-000120,-0.316136901122
ACH-000123,-0.137452824289
ACH-000127,-0.169582695682
ACH-000128,-0.345256060205
ACH-000132,-0.113788960459
ACH-000133,-0.130660881418
ACH-000137,0.13426273846200001
ACH-000138,-0.175113152929
ACH-000142,0.020784711706400002
ACH-000143,-0.310871273379
ACH-000146,-0.38523604038099996
ACH-000148,-0.15851914810599999
ACH-000150,0.100417586384
ACH-000152,0.0733780988099
ACH-000153,-0.0582789079124
ACH-000159,-0.117787624653
ACH-000160,-0.03283788766
ACH-000163,-0.12118431299799999
ACH-000167,-0.331902007025
ACH-000168,-0.28527167261
ACH-000169,-0.29355388339
ACH-000178,-0.15457242570399998
ACH-000182,-0.229796415497
ACH-000183,-0.23791144461
ACH-000188,-0.36459973563500003
ACH-000189,0.0692195960183
ACH-000190,-0.293013268692
ACH-000198,-0.305183265684
ACH-000204,-0.11464184162
ACH-000206,-0.114868537787
ACH-000207,-0.24286984154
ACH-000211,-0.08554172455360001
ACH-000215,-0.136600534875
ACH-000221,-0.29106209782
ACH-000222,-0.26892328486
ACH-000223,-0.0983101251619
ACH-000226,-0.215355380581
ACH-000227,-0.23406982071600002
ACH-000228,-0.265431568258
ACH-000231,-0.144366192658
ACH-000232,-0.052460878401699995
ACH-000233,-0.0320510081901
ACH-000234,-0.371011808415
ACH-000235,-0.156579617503
ACH-000237,-0.436756018675
ACH-000238,-0.159688049832
ACH-000243,-0.144712084
ACH-000244,-0.680356067959
ACH-000246,-0.12244681467
ACH-000248,-0.263568261599
ACH-000250,-0.26064866981
ACH-000251,-0.111093875759
ACH-000253,-0.07767648771630001
ACH-000255,-0.215610383549
ACH-000256,0.123713594396
ACH-000257,-0.10497104447799999
ACH-000258,0.140243278536
ACH-000259,-0.235977068579
ACH-000260,-0.23533337707600002
ACH-000261,-0.143888238475
ACH-000262,0.0042989785435400005
ACH-000263,-0.8518106063869999
ACH-000264,-0.21371563445300001
ACH-000265,-0.130600509581
ACH-000266,-0.219450993268
ACH-000272,-0.193558839038
ACH-000273,-0.212161417895
ACH-000274,-0.311735898847
ACH-000277,-0.139946201205
ACH-000278,-0.29012771267299997
ACH-000279,-0.201522214281
ACH-000280,-0.161890040198
ACH-000281,-0.21823664860300002
ACH-000288,-0.0317415630299
ACH-000291,-0.171090988807
ACH-000293,-0.195913147699
ACH-000294,-0.44359812268999993
ACH-000295,-0.20705852505
ACH-000296,-0.280010786977
ACH-000302,-0.17319555888399998
ACH-000304,-0.315450312374
ACH-000307,-0.14588417194
ACH-000308,-0.063465358811
ACH-000310,-0.06269870805359999
ACH-000311,-0.20808595495999999
ACH-000312,-0.18592459129299999
ACH-000315,-0.451676091546
ACH-000316,-0.315191723242
ACH-000317,-0.0312647304846
ACH-000318,-0.283446604913
ACH-000319,-0.401575916387
ACH-000320,-0.0641728346214
ACH-000322,-0.10696208588400001
ACH-000323,-0.363527074446
ACH-000324,-0.267697779631
