,PHOSPHO1 (162466)
ACH-000004,-0.296401135398
ACH-000007,-0.10163458869799999
ACH-000009,-0.460196446873
ACH-000011,-0.138369670202
ACH-000012,-0.34513719640199997
ACH-000013,-0.25412982676600004
ACH-000014,-0.130451200376
ACH-000015,-0.136949254739
ACH-000017,-0.23117568778
ACH-000018,-0.420189114438
ACH-000019,-0.415597471906
ACH-000021,-0.30746290752300004
ACH-000022,-0.027717167422199998
ACH-000025,-0.0630325798601
ACH-000028,-0.34415323318499996
ACH-000030,-0.308111498209
ACH-000035,-0.251720982047
ACH-000036,-0.17680058637
ACH-000037,-0.26612131776299996
ACH-000039,-0.22370250245700002
ACH-000040,-0.23475842538000002
ACH-000041,-0.363686509638
ACH-000042,-0.218093358578
ACH-000045,-0.22321257426600002
ACH-000047,-0.45697858017899995
ACH-000052,-0.49523193785400005
ACH-000053,-0.12601779346
ACH-000054,-0.20890111415399998
ACH-000055,-0.40686150414899996
ACH-000060,-0.32134632881700004
ACH-000067,-0.384057898802
ACH-000070,-0.0855908845102
ACH-000075,-0.41633325198
ACH-000078,-0.120767890976
ACH-000082,-0.200243796439
ACH-000085,-0.407486959328
ACH-000086,-0.31094383537
ACH-000087,-0.41241870373899997
ACH-000092,-0.326331828443
ACH-000095,-0.24980470281300002
ACH-000097,-0.19614694850900002
ACH-000098,-0.225243635889
ACH-000099,-0.22583736016999997
ACH-000108,-0.26647655175900004
ACH-000113,-0.0921633868792
ACH-000115,-0.438410570596
ACH-000116,-0.216377918305
ACH-000118,-0.334992965825
ACH-000120,-0.362982534354
ACH-000123,-0.170445749111
ACH-000127,-0.135672969244
ACH-000128,-0.48523829556599996
ACH-000132,-0.287756779386
ACH-000133,-0.34274169807300003
ACH-000137,-0.190396450247
ACH-000138,-0.19094800596
ACH-000142,-0.430598959243
ACH-000143,-0.284479281765
ACH-000146,-0.061994907986699994
ACH-000148,-0.20969073729200002
ACH-000150,-0.325775527113
ACH-000152,-0.292645195862
ACH-000153,-0.0458245737032
ACH-000159,-0.291857534606
ACH-000160,-0.307556416521
ACH-000163,-0.338118674328
ACH-000167,0.12839554697799999
ACH-000168,-0.177857006183
ACH-000169,-0.07027653506360002
ACH-000178,-0.306478137624
ACH-000182,-0.215669122163
ACH-000183,-0.291664565488
ACH-000188,-0.362609350096
ACH-000189,-0.594737774277
ACH-000190,0.017751041818
ACH-000198,-0.17352104598499998
ACH-000204,-0.36090316241
ACH-000206,-0.234028539712
ACH-000207,0.15399819526
ACH-000211,-0.27716340996100003
ACH-000215,-0.23391064081799998
ACH-000221,-0.202965776509
ACH-000222,-0.217074262739
ACH-000223,-0.290308921301
ACH-000226,-0.234793576794
ACH-000227,-0.521740338586
ACH-000228,-0.36842155634900003
ACH-000231,-0.191098002819
ACH-000232,-0.13346901410700002
ACH-000233,-0.114167453974
ACH-000234,-0.20921367611400002
ACH-000235,-0.341174346257
ACH-000237,-0.284305866046
ACH-000238,-0.438667175475
ACH-000243,-0.24022048724
ACH-000244,0.0587925654124
ACH-000246,-0.214210473684
ACH-000248,-0.436735123662
ACH-000250,-0.199854065488
ACH-000251,-0.167515321492
ACH-000253,-0.251088912223
ACH-000255,-0.340083397028
ACH-000256,-0.41008402581200004
ACH-000257,-0.256703923852
ACH-000258,-0.04876204632659999
ACH-000259,-0.164005515968
ACH-000260,-0.21586632674800002
ACH-000261,-0.23059079148000003
ACH-000262,-0.256395771337
ACH-000263,-0.47199220763099997
ACH-000264,-0.34032463129900004
ACH-000265,-0.32943856880399996
ACH-000266,-0.174231630866
ACH-000272,-0.22793823005199998
ACH-000273,-0.293397147862
ACH-000274,-0.39628344228900003
ACH-000277,-0.348404221637
ACH-000278,-0.20236906458599999
ACH-000279,-0.34367932955499997
ACH-000280,-0.0305079781211
ACH-000281,-0.21920788581700001
ACH-000288,-0.24721932164000002
ACH-000291,-0.121736498279
ACH-000293,-0.124730374973
ACH-000294,-0.26064607697299996
ACH-000295,-0.33346193319899997
ACH-000296,-0.34774502568099996
ACH-000302,-0.22703150002099998
ACH-000304,-0.41523943370800004
ACH-000307,-0.136265186786
ACH-000308,-0.19611104310400002
ACH-000310,-0.422311526938
ACH-000311,-0.217072135875
ACH-000312,-0.120669126929
ACH-000315,-0.41314679653499997
ACH-000316,-0.38335953335699996
ACH-000317,0.0149838994814
ACH-000318,-0.194141067165
ACH-000319,-0.19876192409899998
ACH-000320,-0.276033444156
ACH-000322,-0.036760719821599994
ACH-000323,-0.10520066504100001
ACH-000324,-0.158713520379
ACH-000329,-0.153895834472
ACH-000330,-0.204298585429
ACH-000331,-0.258628711818
ACH-000332,-0.16972368130600002
ACH-000334,-0.107426915121
ACH-000335,-0.393248771155
ACH-000336,-0.31679913405
ACH-000337,-0.25628728993
ACH-000339,-0.293200635508
ACH-000341,-0.028119639308000002
ACH-000348,-0.0273187054925
ACH-000350,-0.116658939073
ACH-000352,-0.127951662527
ACH-000356,-0.279713534918
ACH-000361,-0.453809902588
ACH-000362,-0.137199773555
ACH-000363,-0.296428715123
ACH-000364,-0.24943444718600002
ACH-000365,-0.22220322181
ACH-000366,-0.0716887608577
ACH-000368,-0.106222459941
ACH-000374,-0.166262074973
ACH-000375,-0.09491769366080001
ACH-000376,-0.09454773181029999
ACH-000381,-0.28651110750500003
ACH-000383,-0.30382355311000003
ACH-000387,-0.261771973584
ACH-000389,-0.224244072222
ACH-000390,-0.21822664576499998
ACH-000393,-0.13594591631
ACH-000395,-0.193652031783
ACH-000397,-0.37813528741400004
ACH-000401,-0.312834434951
ACH-000402,-0.24805553214200002
ACH-000403,-0.380864282166
ACH-000404,-0.365165327303
ACH-000406,-0.133051407211
ACH-000407,-0.371669085329
ACH-000408,0.0116732131852
ACH-000410,-0.233729582617
ACH-000411,-0.129426621887
ACH-000414,-0.00860673123739
ACH-000415,-0.329353877074
ACH-000416,-0.263182234552
ACH-000420,-0.046007501105300004
ACH-000421,-0.297386154289
ACH-000424,-0.632845353029
ACH-000425,-0.366046144666
ACH-000426,-0.495348001255
ACH-000427,-0.121051005553
ACH-000433,-0.221498991611
ACH-000436,-0.34394034637500004
ACH-000444,-0.358882046338
ACH-000445,-0.5550940347519999
ACH-000448,-0.228241459705
ACH-000450,-0.432010195135
ACH-000452,-0.208730877901
ACH-000454,-0.223584655416
ACH-000458,-0.332106144083
ACH-000459,0.192983878293
ACH-000460,-0.255222036137
ACH-000461,-0.10123420371
ACH-000463,-0.195028170713
ACH-000464,-0.36631583897
ACH-000466,-0.23869741982099998
ACH-000467,-0.226875191516
ACH-000468,-0.329510609653
ACH-000469,-0.152303023922
ACH-000470,-0.291315388723
ACH-000471,-0.144856905605
ACH-000472,-0.32515435353100003
ACH-000473,-0.12641683919299998
ACH-000475,-0.238595008328
ACH-000476,-0.422405278023
ACH-000477,-0.324632366776
ACH-000480,-0.211578686327
ACH-000481,-0.302449384005
ACH-000483,-0.205326196563
ACH-000484,0.15026861797
ACH-000485,-0.0741436986095
ACH-000486,-0.120584512689
ACH-000487,-0.20633203598799998
ACH-000488,-0.35947900481299994
ACH-000490,-0.224304125432
ACH-000491,-0.40963780004699996
ACH-000495,-0.17466578138099997
ACH-000496,-0.100848946065
ACH-000499,-0.133893030674
ACH-000500,-0.21940964685699998
ACH-000502,-0.216701061081
ACH-000503,-0.437073659681
ACH-000505,-0.05922254463980001
ACH-000507,-0.149284363563
ACH-000510,-0.335685629577
ACH-000511,-0.226775062728
ACH-000512,-0.467541478744
ACH-000516,-0.334118201484
ACH-000517,-0.17710978304699998
ACH-000518,-0.101037910185
ACH-000520,-0.045699866426800004
ACH-000521,-0.39937686308
ACH-000522,-0.19525533211399998
ACH-000524,-0.222120404276
ACH-000527,-0.165103861131
ACH-000528,-0.354787601352
ACH-000537,-0.277670605454
ACH-000541,-0.392484838689
ACH-000542,-0.293424874578
ACH-000544,-0.41328163841700005
ACH-000545,-0.09541185810830001
ACH-000547,-0.142874019103
ACH-000548,-0.232793200562
ACH-000549,-0.34961301938199996
ACH-000550,-0.260613510171
ACH-000552,-0.13272915068
ACH-000556,-0.405469074411
ACH-000557,-0.0232316734634
ACH-000570,-0.305912160724
ACH-000571,-0.22426884640500003
ACH-000573,-0.34553805105400004
ACH-000576,-0.105459557741
ACH-000580,-0.378459970861
ACH-000584,-0.118718639559
ACH-000585,-0.13305975363199998
ACH-000588,-0.06747488638669999
ACH-000589,-0.36939325327
ACH-000591,-0.38660402078699996
ACH-000593,-0.367581850848
ACH-000600,-0.484301078367
ACH-000601,-0.174615817559
ACH-000604,-0.168567931365
ACH-000605,-0.013736239526
ACH-000606,-0.29130961098499997
ACH-000608,-0.263008491348
ACH-000614,-0.0904059744128
ACH-000616,-0.175457812954
ACH-000618,-0.32100418986400003
ACH-000619,-0.222238843081
ACH-000620,-0.217680663105
ACH-000621,-0.147478541965
ACH-000622,-0.17778506214499998
ACH-000623,-0.258548802703
ACH-000624,-0.126361786682
ACH-000627,-0.148681342571
ACH-000630,-0.156383030406
ACH-000632,-0.23067488347399998
ACH-000633,-0.346848471658
ACH-000637,-0.319473592537
ACH-000638,-0.19580426871800002
ACH-000646,-0.135685723655
ACH-000647,-0.44032222487899997
ACH-000648,-0.266551007709
ACH-000649,-0.11586870695999998
ACH-000651,-0.308777705308
ACH-000652,-0.277273644698
ACH-000653,-0.186948131653
ACH-000657,-0.110222055171
ACH-000658,-0.105435012779
ACH-000661,-0.205962003407
ACH-000662,-0.12074677829500001
ACH-000663,-0.157153560486
ACH-000665,-0.162185503333
ACH-000671,-0.221218905314
ACH-000673,-0.204140714912
ACH-000676,-0.29056908089600003
ACH-000677,-0.33823481049599996
ACH-000681,-0.186798826523
ACH-000682,-0.271334707086
ACH-000683,-0.302783052992
ACH-000684,-0.611067677245
ACH-000688,-0.305058958721
ACH-000693,-0.331370052942
ACH-000694,-0.42267253340300004
ACH-000695,-0.141456948141
ACH-000696,-0.237956793198
ACH-000697,-0.37233447526600005
ACH-000699,-0.247681269576
ACH-000701,-0.287053286544
ACH-000706,-0.247452848154
ACH-000711,-0.18021540198199998
ACH-000713,-0.40392920971
ACH-000714,-0.311166824208
ACH-000718,-0.0168701577644
ACH-000720,-0.34870097246699994
ACH-000721,-0.267432085852
ACH-000724,-0.0124922178585
ACH-000725,-0.144428489883
ACH-000732,-0.47995253411899996
ACH-000734,-0.0740144039268
ACH-000735,-0.126451838825
ACH-000736,-0.417796731677
ACH-000738,-0.452891285863
ACH-000746,-0.0562168405458
ACH-000747,-0.366891581362
ACH-000748,-0.30916634558899997
ACH-000753,-0.309581375681
ACH-000756,-0.18650489012000002
ACH-000757,-0.165222139007
ACH-000758,-0.49278859722900004
ACH-000760,-0.140077984685
ACH-000763,-0.120724810024
ACH-000764,-0.567911444418
ACH-000765,-0.28854160728100003
ACH-000766,-0.36895945184600004
ACH-000767,-0.160496083189
ACH-000768,-0.16204492609
ACH-000769,-0.295383965576
ACH-000770,-0.0580124235484
ACH-000771,-0.186353968499
ACH-000773,-0.28296371814800003
ACH-000776,-0.270873990794
ACH-000777,-0.35070344307400003
ACH-000778,0.00157473891244
ACH-000781,-0.19388702836599997
ACH-000782,-0.28963648039
ACH-000783,-0.19687010737500002
ACH-000784,-0.331124181835
ACH-000785,-0.23800757117600002
ACH-000787,-0.15524586889699998
ACH-000788,-0.154429840176
ACH-000791,-0.21011531251600002
ACH-000792,-0.11931013232200001
ACH-000794,-0.330330703229
ACH-000796,-0.216179630986
ACH-000799,-0.161306987682
ACH-000800,-0.265267329873
ACH-000802,-0.326912427658
ACH-000804,-0.238027242406
