,CALHM1 (255022)
ACH-000004,-0.111554232819
ACH-000007,0.26728814302299997
ACH-000009,-0.130992664923
ACH-000011,-0.250154009434
ACH-000012,0.019361945717700002
ACH-000013,-0.011484080377799999
ACH-000014,-0.0106498024612
ACH-000015,-0.0120881589647
ACH-000017,-0.11012830518899999
ACH-000018,-0.0837346275835
ACH-000019,0.013923950861200001
ACH-000021,0.18903781704
ACH-000022,-0.18262436393599998
ACH-000025,-0.0494183073203
ACH-000028,-0.09258463729460001
ACH-000030,-0.22773306982299998
ACH-000035,0.015401950280000002
ACH-000036,0.0514322694129
ACH-000037,-0.0895231546116
ACH-000039,0.00425504128259
ACH-000040,-0.107423127648
ACH-000041,-0.07536364525639999
ACH-000042,-0.12009434424200001
ACH-000045,0.0284607186708
ACH-000047,-0.0692036573234
ACH-000052,-0.0022588140977800003
ACH-000053,-0.023190378956
ACH-000054,-0.143369982354
ACH-000055,0.156727919256
ACH-000060,-0.400666712667
ACH-000067,-0.165204764755
ACH-000070,-0.0331334981859
ACH-000075,-0.0148540063965
ACH-000078,-0.0384494495773
ACH-000082,0.0025646381547500003
ACH-000085,-0.128405571185
ACH-000086,0.0212787559537
ACH-000087,0.202614646982
ACH-000092,0.09500213357899999
ACH-000095,-0.121244439473
ACH-000097,0.004903257977390001
ACH-000098,-0.18485154569200002
ACH-000099,0.10690197912
ACH-000108,-0.029764507324099996
ACH-000113,-0.103376600744
ACH-000115,-0.24489021079599999
ACH-000116,-0.049056163908199994
ACH-000118,0.024928329755500002
ACH-000120,-0.0497320576664
ACH-000123,0.07345101223589999
ACH-000127,-0.055584189809099994
ACH-000128,0.00414314299047
ACH-000132,-0.0507816183535
ACH-000133,-0.173553140255
ACH-000137,-0.223575948193
ACH-000138,0.0847026760396
ACH-000142,-0.044216850793300004
ACH-000143,0.0854492473429
ACH-000146,-0.0438711605429
ACH-000148,-0.144445847605
ACH-000150,0.011229317470799999
ACH-000152,-0.164260950248
ACH-000153,-0.044437237100099995
ACH-000159,0.0516473969711
ACH-000160,0.042757783651400004
ACH-000163,-0.0577601280872
ACH-000167,0.09020829264149999
ACH-000168,0.0191144979111
ACH-000169,-0.124841791109
ACH-000178,-0.09715144190069999
ACH-000182,-0.15562948408
ACH-000183,-0.0738535136818
ACH-000188,-0.106883413245
ACH-000189,-0.585793748997
ACH-000190,-0.139308381308
ACH-000198,-0.0410945471705
ACH-000204,0.200243475264
ACH-000206,-0.055057283221300005
ACH-000207,-0.21956564615899998
ACH-000211,-0.123005679583
ACH-000215,-0.241451496274
ACH-000221,0.12712692151
ACH-000222,0.227158244162
ACH-000223,-0.185472280576
ACH-000226,-0.158858760962
ACH-000227,-0.131884356566
ACH-000228,-0.147575022688
ACH-000231,-0.0353182349057
ACH-000232,0.0100915353805
ACH-000233,-0.136397390476
