,NEXN (91624)
ACH-000004,-0.11299384284399999
ACH-000007,0.016054714783600002
ACH-000009,-0.06595107399109999
ACH-000011,-0.17706092028700002
ACH-000012,-0.0645863308463
ACH-000013,-0.201186009056
ACH-000014,-0.0204254804525
ACH-000015,-0.0104425836809
ACH-000017,-0.0663243252913
ACH-000018,-0.126919708443
ACH-000019,0.16545442718699999
ACH-000021,-0.259143825141
ACH-000022,-0.00501525052201
ACH-000025,0.011383150364899999
ACH-000028,-0.246824835818
ACH-000030,0.032744170052999996
ACH-000035,-0.104686123692
ACH-000036,-0.0989665296058
ACH-000037,-0.263824593004
ACH-000039,-0.29156226180399997
ACH-000040,-0.0396025820949
ACH-000041,-0.08615594710439999
ACH-000042,0.0777043466195
ACH-000045,-0.112511003331
ACH-000047,0.023253787563200002
ACH-000052,-0.40186778707099996
ACH-000053,-0.0371012761477
ACH-000054,0.031524390183
ACH-000055,-0.0269641718428
ACH-000060,-0.10006026889900001
ACH-000067,0.102235189211
ACH-000070,-0.08789624802780001
ACH-000075,-0.0740458058815
ACH-000078,0.0318577715353
ACH-000082,-0.11532625008300001
ACH-000085,-0.41396832419
ACH-000086,-0.144996216255
ACH-000087,-0.212961084056
ACH-000092,-0.07648682412880001
ACH-000095,-0.0517084993984
ACH-000097,-0.00391214687136
ACH-000098,0.034138272950499995
ACH-000099,-0.00451695367482
ACH-000108,-0.0820797203649
ACH-000113,-0.130647755829
ACH-000115,0.12611015477600002
ACH-000116,-0.0232004683724
ACH-000118,-0.160029595246
ACH-000120,-0.0192514441888
ACH-000123,-0.0124487336026
ACH-000127,-0.034882843443300005
ACH-000128,-0.0434446812498
ACH-000132,0.00739862525774
ACH-000133,-0.135126876273
ACH-000137,0.13697178218699999
ACH-000138,0.033598371837
ACH-000142,-0.255254410182
ACH-000143,-0.132940496066
ACH-000146,-0.16248782132300002
ACH-000148,-0.0585813234676
ACH-000150,-0.0744919116633
ACH-000152,0.00204395152924
ACH-000153,0.0344608218392
ACH-000159,0.105091217196
ACH-000160,-0.0390385065798
ACH-000163,0.0280478654891
ACH-000167,-0.296588406275
ACH-000168,0.0239660755199
ACH-000169,0.0507518648835
ACH-000178,-0.030337928974599998
ACH-000182,0.0589288406749
ACH-000183,-0.0150180996564
ACH-000188,-0.12450962440300001
ACH-000189,0.0707662032509
ACH-000190,-0.0670916682278
ACH-000198,-0.0735872873903
ACH-000204,0.320328087839
ACH-000206,-0.060466448820799996
ACH-000207,-0.111182098257
ACH-000211,-0.035587490676800004
ACH-000215,-0.0808866072551
ACH-000221,-0.0795015925983
ACH-000222,-0.346629169279
ACH-000223,-0.422024044387
ACH-000226,-0.154000904452
ACH-000227,-0.146768763148
ACH-000228,-0.234971244448
ACH-000231,-0.09653518373739998
ACH-000232,0.0161213268999
ACH-000233,0.170059906105
ACH-000234,0.027664516954900003
ACH-000235,-0.027812177146799996
ACH-000237,-0.0667069255905
ACH-000238,-0.17360469057
ACH-000243,-0.222522681066
ACH-000244,0.19593667754799998
ACH-000246,-0.046516780611100005
ACH-000248,0.19391217142900002
ACH-000250,-0.0222559589381
ACH-000251,-0.0659037517287
ACH-000253,-0.0316509539993
ACH-000255,-0.0412275701386
ACH-000256,-0.104521726984
ACH-000257,0.09691109448210002
ACH-000258,-0.223827187839
ACH-000259,-0.158470867103
ACH-000260,0.012990405551499998
ACH-000261,-0.0574503031075
ACH-000262,-0.26181798532699996
ACH-000263,0.299218400693
ACH-000264,-0.09962066361239999
ACH-000265,-0.080748166054
ACH-000266,-0.10989939037100001
ACH-000272,-0.043890249086499994
ACH-000273,0.0797559654019
ACH-000274,-0.162289518703
ACH-000277,0.012059089023400001
ACH-000278,-0.16710454738
ACH-000279,-0.0979566289788
ACH-000280,0.00023097218902100002
ACH-000281,-0.102262878411
ACH-000288,-0.20591700601100002
ACH-000291,-0.049341289033900004
ACH-000293,0.061092471408599996
ACH-000294,0.017886693236700002
ACH-000295,0.279840217114
ACH-000296,-0.194488786325
ACH-000302,-0.0389310869175
ACH-000304,-0.38053552254199996
ACH-000307,0.08070521156499999
ACH-000308,-0.101808674905
ACH-000310,-0.290662244936
ACH-000311,-0.271266036811
ACH-000312,-0.0489202327774
ACH-000315,0.239351345548
ACH-000316,0.0102998869904
ACH-000317,0.105972741423
ACH-000318,-0.0705668488451
ACH-000319,-0.118791117361
ACH-000320,-0.256843577578
ACH-000322,-0.19613130054699998
ACH-000323,-0.155744718468
ACH-000324,-0.250396011629
ACH-000329,-0.152030789913
ACH-000330,-0.0496024085484
ACH-000331,-0.10692032429500001
ACH-000332,-0.0767336611531
ACH-000334,0.0987168227651
ACH-000335,0.0986201855471
ACH-000336,0.277989065027
ACH-000337,-0.0711635762465
ACH-000339,-0.111702980243
ACH-000341,-0.400131859781
ACH-000348,-0.14018888850199998
ACH-000350,0.0183292861748
ACH-000352,0.126268412973
ACH-000356,-0.17969121861600001
ACH-000361,0.23282705248100002
ACH-000362,-0.19035142996100002
ACH-000363,-0.0668121885257
ACH-000364,-0.00342790859571
ACH-000365,0.042508847795099995
ACH-000366,-0.00274663209216
ACH-000368,-0.316978084632
ACH-000374,-0.23915241910799998
ACH-000375,-0.14585851532299998
ACH-000376,-0.0383341764315
ACH-000381,-0.135844458623
ACH-000383,-0.12172986144400001
ACH-000387,-0.122949369819
ACH-000389,-0.218614040688
ACH-000390,0.0845642053205
ACH-000393,-0.250955934121
ACH-000395,-0.0652076561921
ACH-000397,0.130922582752
ACH-000401,-0.0540236205415
ACH-000402,-0.040728467663
ACH-000403,-0.13960956205
ACH-000404,0.19613733554499999
ACH-000406,0.0304579809932
ACH-000407,0.0995795520964
ACH-000408,-0.231387201944
ACH-000410,-0.120834815732
ACH-000411,-0.113201915255
ACH-000414,-0.273560599451
ACH-000415,-0.105906383674
ACH-000416,-0.0335661878106
ACH-000420,-0.08096661170969999
ACH-000421,-0.032882436809
ACH-000424,0.0645704284581
ACH-000425,0.0197433340349
ACH-000426,0.262266825968
ACH-000427,-0.0634771695463
ACH-000433,-0.188556012355
ACH-000436,-0.17185605502300003
ACH-000444,0.124387516933
ACH-000445,0.014122408784799999
ACH-000448,-0.023998524214499998
ACH-000450,-0.157329634769
ACH-000452,-0.0033370968673099998
ACH-000454,0.15195318459100002
ACH-000458,0.0560993847174
ACH-000459,0.0667573426251
ACH-000460,0.007276862571609999
ACH-000461,-0.195146068656
ACH-000463,0.0437081887831
ACH-000464,-0.22966812471999998
ACH-000466,-0.195013040302
ACH-000467,-0.16019123888
ACH-000468,-0.157458884039
ACH-000469,-0.0210061725944
ACH-000470,0.00918055608619
ACH-000471,0.180257317724
ACH-000472,0.154434324655
ACH-000473,0.0675189978813
ACH-000475,-0.078905639686
ACH-000476,-0.0566338651858
ACH-000477,0.24560363975900001
ACH-000480,-0.298206324511
ACH-000481,-0.193978886005
ACH-000483,0.00404899728818
ACH-000484,-0.184699340125
ACH-000485,-0.0090063962906
ACH-000486,-0.12022165144000001
ACH-000487,0.048391848861300005
ACH-000488,-0.00615007469734
ACH-000490,-0.151805545727
ACH-000491,-0.29997199583
ACH-000495,-0.159870086328
ACH-000496,-0.137094166065
ACH-000499,0.104261165993
ACH-000500,-0.41418812626100004
ACH-000502,-0.09741401491860001
ACH-000503,-0.0048376540203
ACH-000505,-0.0297693361169
ACH-000507,-0.0240813146057
ACH-000510,-0.119810850988
ACH-000511,-0.080280940694
ACH-000512,-0.259224568083
ACH-000516,0.000588730308903
ACH-000517,-0.117742509914
ACH-000518,0.107562910711
ACH-000520,-0.11281638741800001
ACH-000521,-0.309932309974
ACH-000522,-0.13588964614399998
ACH-000524,-0.044437195038
ACH-000527,-0.121243448991
ACH-000528,0.0013785454473800004
ACH-000537,0.158435644031
ACH-000541,-0.08816830665830001
ACH-000542,-0.11423306193600001
ACH-000544,-0.155764591143
ACH-000545,-0.07449517997939999
ACH-000547,-0.275032181572
ACH-000548,-0.026562134650500002
ACH-000549,0.231458343761
ACH-000550,-0.153728707399
ACH-000552,-0.121447463764
ACH-000556,-0.171188791857
ACH-000557,-0.21726189894900003
ACH-000570,-0.005935154778270001
ACH-000571,-0.0760976057108
ACH-000573,-0.0104872219637
ACH-000576,0.0703638637055
ACH-000580,0.0270247453456
ACH-000584,0.07307050349949999
ACH-000585,-0.104220638583
ACH-000588,-0.06971635847060001
ACH-000589,-0.0780605341437
ACH-000591,-0.15584618072599998
ACH-000593,-0.0158382208397
ACH-000600,-5.38285484135e-05
ACH-000601,0.017689753324
ACH-000604,-0.26803663855
ACH-000605,-0.120908015196
ACH-000606,-0.177269848314
ACH-000608,-0.114738333247
ACH-000614,-0.474659122301
ACH-000616,0.0818276377224
ACH-000618,-0.0673896505819
ACH-000619,0.11091862804000001
ACH-000620,-0.150626478426
ACH-000621,-0.12587029885
ACH-000622,0.0313334059364
ACH-000623,-0.135487315862
ACH-000624,-0.08035327359319999
ACH-000627,-0.122924492953
ACH-000630,-0.09490653728160002
ACH-000632,-0.0758090988657
ACH-000633,-0.0575378715698
ACH-000637,-0.020902648399400002
ACH-000638,-0.30914498914
ACH-000646,0.260425073206
ACH-000647,0.0609725929413
ACH-000648,-0.441192847039
ACH-000649,0.11327279636700001
ACH-000651,-0.104281196292
ACH-000652,-0.168054944921
ACH-000653,0.0996978708292
ACH-000657,-0.128838890299
ACH-000658,-0.0333855402355
ACH-000661,-0.0787873035862
ACH-000662,-0.0303042472681
ACH-000663,-0.041447694394699995
ACH-000665,-0.0901522794729
ACH-000671,-0.0390404798083
ACH-000673,-0.275655739221
ACH-000676,-0.0250069460714
ACH-000677,-0.044802142124300004
ACH-000681,-0.136214521097
ACH-000682,0.049685842415699996
ACH-000683,-0.0653006331927
ACH-000684,-0.161782987051
ACH-000688,-0.143355572653
ACH-000693,-0.014246763944700001
ACH-000694,-0.034853192615699996
ACH-000695,-0.0647458367161
ACH-000696,-0.20381962385400001
ACH-000697,0.21638610142700002
ACH-000699,-0.231500490039
ACH-000701,-0.151647393424
ACH-000706,-0.0680356490095
ACH-000711,-0.165252647156
ACH-000713,-0.158514491521
ACH-000714,-0.15066820729
ACH-000718,-0.121756246074
ACH-000720,-0.0234849480313
ACH-000721,-0.216511048065
ACH-000724,-0.00667212185243
ACH-000725,0.08745099299360001
ACH-000732,-0.013965435224799998
ACH-000734,-0.102894743015
ACH-000735,-0.215299133836
ACH-000736,-0.228643906541
ACH-000738,0.00643380874645
ACH-000746,-0.24960921764000002
ACH-000747,-0.089821001197
ACH-000748,-0.08184284849060001
ACH-000753,0.013594082077600001
ACH-000756,0.011690117087399999
ACH-000757,-0.0606647549009
ACH-000758,-0.0740168463407
ACH-000760,-0.119114004067
ACH-000763,0.0201597041658
ACH-000764,-0.216781782106
ACH-000765,-0.283746792949
ACH-000766,-0.141765642971
ACH-000767,-0.164570719571
ACH-000768,-0.11944292177799999
ACH-000769,-0.00170272371204
ACH-000770,-0.18079584057700002
ACH-000771,0.04814762392659999
ACH-000773,-0.273947812904
ACH-000776,0.0687408737223
ACH-000777,0.0223654848864
ACH-000778,-0.015023552969500002
ACH-000781,-0.051965573833999995
ACH-000782,0.016244591611
ACH-000783,-0.229045612475
ACH-000784,0.019379059528299998
ACH-000785,-0.0436615000347
ACH-000787,0.017143978972200002
ACH-000788,-0.017398518958299997
ACH-000791,-0.0828884185595
ACH-000792,-0.0381254148109
ACH-000794,-0.017729272548599996
ACH-000796,0.07926480070349999
ACH-000799,-0.367276651392
ACH-000800,0.0226653517442
ACH-000802,0.0657796323708
ACH-000804,-0.162136226763
ACH-000805,-0.162737518038
ACH-000809,0.0684460721033
ACH-000810,-0.0468074298573
ACH-000811,-0.169435518149
ACH-000817,-0.198283638226
ACH-000819,-0.020983235669400004
ACH-000820,0.207688628908
ACH-000821,-0.162491169498
ACH-000822,-0.116675335941
ACH-000823,0.0753667415519
ACH-000824,-0.0627417548173
ACH-000827,-0.10866135399
ACH-000829,-0.263291824765
ACH-000831,-0.0184762474544
ACH-000832,0.0654240007993
ACH-000833,0.0852817085312
ACH-000834,0.309447069941
ACH-000835,0.022695072142599998
ACH-000836,-0.120762735054
ACH-000837,-0.0466516370665
ACH-000838,0.144197189737
ACH-000839,-0.09773108192579999
ACH-000840,-0.328580706791
ACH-000841,-0.129481085536
ACH-000843,0.0454842759832
ACH-000846,-0.045161442207199996
ACH-000847,-0.168331179353
ACH-000848,0.120588740832
ACH-000849,-0.123203564379
ACH-000851,-0.04294145709419999
ACH-000855,-0.268412712698
ACH-000856,-0.00218950081239
ACH-000858,-0.134083896808
ACH-000859,0.18732970400199997
ACH-000861,-0.0139037682983
ACH-000862,0.00496812098226
ACH-000865,-0.0183604885499
ACH-000866,-0.0298714171055
ACH-000867,-0.0950985603635
ACH-000869,-0.11016569923800001
ACH-000872,-0.030535936167
ACH-000873,-0.270320944803
ACH-000876,-0.12672326972
ACH-000878,0.423938546757
ACH-000880,-0.17429094736499998
ACH-000881,-0.036142260743400004
ACH-000882,0.0061946569974299995
ACH-000884,0.14663454267
ACH-000885,-0.117683495181
ACH-000887,-0.0542936839634
ACH-000888,-0.0766477565653
ACH-000889,-0.0655959398966
ACH-000890,-0.191730860831
ACH-000896,-0.017925569869400002
ACH-000898,-0.035352540138500005
ACH-000900,-0.264234220949
ACH-000901,-0.156213230507
ACH-000905,-0.011388540306500002
ACH-000906,-0.0795029699686
ACH-000907,0.06478345455699999
ACH-000910,0.08984186350189999
ACH-000911,-0.0485719994196
ACH-000912,0.0850163487022
ACH-000913,-0.09132372194869999
ACH-000915,-0.0673394308107
ACH-000916,-0.35474430613200003
ACH-000917,-0.0842758477531
ACH-000921,0.0693052521604
ACH-000924,-0.0206237458017
ACH-000926,-0.0628551973197
ACH-000928,0.103566392982
ACH-000929,0.0207265092885
ACH-000932,-0.0630800122134
ACH-000935,0.0496328927474
ACH-000936,0.146853340892
ACH-000937,-0.162753963016
ACH-000938,-0.172363698073
ACH-000939,-0.05666783929719999
ACH-000941,0.0260180960286
ACH-000943,-0.0568422854117
ACH-000946,-0.0536810723937
ACH-000947,-0.00462166426729
ACH-000948,-0.268627878627
ACH-000950,-0.140453826079
ACH-000953,-0.0979310138436
ACH-000957,-0.024901016631
ACH-000958,-0.20222983759
ACH-000960,-0.275575679321
ACH-000963,0.267592291783
ACH-000968,-0.0583375702361
ACH-000969,-0.356082275451
ACH-000973,-0.129791772877
ACH-000974,-0.0249070013567
ACH-000975,-0.243018245346
ACH-000976,-0.015113516842200001
ACH-000978,0.0236150331362
ACH-000980,-0.0274372154126
ACH-000984,-0.08639840900789998
ACH-000986,-0.14805263716199998
ACH-000988,0.0195367665629
ACH-000993,-0.0293671060134
ACH-000994,0.0545566035466
ACH-000996,-0.15908262836200002
ACH-001001,-0.012636511086600001
ACH-001020,0.264393136182
ACH-001028,0.0532371311926
ACH-001031,-0.146587223707
ACH-001038,-0.0329718168654
ACH-001048,0.0610716333494
ACH-001050,0.0947323383873
ACH-001053,-0.378240068804
ACH-001054,0.0466492520925
