,UBE2Q1 (55585)
ACH-000004,-0.102261597004
ACH-000007,-0.337806855009
ACH-000009,-0.241120919657
ACH-000011,-0.0410674075862
ACH-000012,-0.358040931925
ACH-000013,0.0834940150979
ACH-000014,-0.383252083971
ACH-000015,-0.307531576498
ACH-000017,-0.440782978718
ACH-000018,-0.006375405484689999
ACH-000019,-0.322262101109
ACH-000021,-0.382131379155
ACH-000022,-0.09316895032309999
ACH-000025,-0.25010836648
ACH-000028,-0.36424845726300004
ACH-000030,-0.186033966668
ACH-000035,-0.106246578434
ACH-000036,-0.425045674414
ACH-000037,-0.00799653016226
ACH-000039,-0.524459678233
ACH-000040,-0.10401208272500001
ACH-000041,-0.40283198794
ACH-000042,0.13617481644
ACH-000045,-0.477281964993
ACH-000047,-0.275643263442
ACH-000052,-0.0648541767586
ACH-000053,0.0323611770371
ACH-000054,-0.128189329537
ACH-000055,-0.624186479928
ACH-000060,0.00636925674759
ACH-000067,-0.269387648193
ACH-000070,-0.30203070241999996
ACH-000075,-0.618543091234
ACH-000078,-0.27534371242100003
ACH-000082,0.03338232678999999
ACH-000085,-0.0731385539803
ACH-000086,-0.36194082865500005
ACH-000087,-0.18680237532699998
ACH-000092,-0.361045233174
ACH-000095,-0.165506195499
ACH-000097,-0.850600879902
ACH-000098,-0.135065493276
ACH-000099,-0.268277271178
ACH-000108,-0.136985189348
ACH-000113,-0.478254654964
ACH-000115,-0.449839517508
ACH-000116,-0.397076571035
ACH-000118,-0.19144526730099998
ACH-000120,-0.5480957170040001
ACH-000123,-0.514022638349
ACH-000127,-0.24915859491999998
ACH-000128,-0.312449227797
ACH-000132,-0.248882665215
ACH-000133,-0.8364102432889999
ACH-000137,-0.430575827053
ACH-000138,-0.35079168060599997
ACH-000142,-0.164967921976
ACH-000143,0.283431820304
ACH-000146,-0.15654682651
ACH-000148,-0.179427872203
ACH-000150,-0.22778516368500001
ACH-000152,-0.6697806919520001
ACH-000153,-0.44022988379699995
ACH-000159,-0.592468393188
ACH-000160,-0.166506277997
ACH-000163,0.11632603054099999
ACH-000167,-0.0561485262069
ACH-000168,-0.7642224186100001
ACH-000169,-0.222234649253
ACH-000178,-0.32190129443000004
ACH-000182,-0.211627937614
ACH-000183,-0.36860531967200005
ACH-000188,-0.25503703979200004
ACH-000189,-0.5689068745
ACH-000190,-0.135939328656
ACH-000198,-0.426102305237
ACH-000204,-0.7418014715440001
ACH-000206,-0.258570942672
ACH-000207,0.48904525745300004
ACH-000211,-0.285177480195
ACH-000215,-0.524502152836
ACH-000221,-0.143907900385
ACH-000222,-0.136763422503
ACH-000223,-0.348214066734
ACH-000226,-0.47166279229999997
ACH-000227,0.111976098333
ACH-000228,0.013422750491899999
ACH-000231,-0.273519376968
ACH-000232,-0.32288466922
ACH-000233,-0.102778509305
ACH-000234,-0.731884737428
ACH-000235,-0.615884396217
ACH-000237,-0.280812868418
ACH-000238,0.0209654299409
ACH-000243,-0.275421577369
ACH-000244,-0.188249616327
