,RALGPS1 (9649)
ACH-000004,-0.23117589614300002
ACH-000007,-0.667648253589
ACH-000009,-0.544305318307
ACH-000011,-0.222984645277
ACH-000012,-0.289864332348
ACH-000013,-0.436529617517
ACH-000014,-0.14811473057
ACH-000015,-0.44280535555
ACH-000017,-0.149126562337
ACH-000018,-0.288984777403
ACH-000019,-0.20761128394
ACH-000021,-0.35465056152400004
ACH-000022,-0.292282558714
ACH-000025,-0.17160367680100003
ACH-000028,-0.266111056796
ACH-000030,-0.3288459427
ACH-000035,-0.064019247131
ACH-000036,-0.320126171573
ACH-000037,-0.186698544578
ACH-000039,-0.211669916176
ACH-000040,-0.39599665733999995
ACH-000041,-0.303429337661
ACH-000042,-0.34146193417099996
ACH-000045,-0.26630793992
ACH-000047,-0.382461966783
ACH-000052,-0.20661359691599998
ACH-000053,-0.264008700951
ACH-000054,-0.24709236824099998
ACH-000055,-0.217198438783
ACH-000060,-0.240083332189
ACH-000067,-0.408603530072
ACH-000070,-0.264812580169
ACH-000075,-0.337899967631
ACH-000078,-0.31858474553800004
ACH-000082,-0.329597923261
ACH-000085,-0.14566411252699998
ACH-000086,-0.37313221366099997
ACH-000087,-0.233307345007
ACH-000092,-0.116313343705
ACH-000095,-0.259213301033
ACH-000097,-0.304433447618
ACH-000098,-0.501618323881
ACH-000099,-0.461097470178
ACH-000108,-0.347934130539
ACH-000113,-0.259347989915
ACH-000115,-0.509834860708
ACH-000116,-0.42697444842
ACH-000118,-0.261024270675
ACH-000120,-0.253947148003
ACH-000123,-0.317961409286
ACH-000127,-0.244390831992
ACH-000128,-0.364458928764
ACH-000132,-0.277701171728
ACH-000133,-0.47932016107600006
ACH-000137,-0.368551415559
ACH-000138,-0.281288908138
ACH-000142,-0.116207693641
ACH-000143,-0.209954526881
ACH-000146,-0.382316243299
ACH-000148,-0.233291379888
ACH-000150,-0.347809627362
ACH-000152,-0.329068004716
ACH-000153,-0.290338387571
ACH-000159,-0.290746720359
ACH-000160,-0.256805982278
ACH-000163,-0.36990795422399997
ACH-000167,-0.246854504065
ACH-000168,-0.319540366134
ACH-000169,-0.264979342069
ACH-000178,-0.34426866732600003
ACH-000182,-0.39757814346299997
ACH-000183,-0.264841585963
ACH-000188,-0.455136964665
