,CSTB (1476)
ACH-000004,-0.22063118170499998
ACH-000007,0.281566732884
ACH-000009,0.13016803309699998
ACH-000011,-0.0252676801266
ACH-000012,0.031130714019299996
ACH-000013,0.0551416882797
ACH-000014,0.26258412870700004
ACH-000015,0.121054391515
ACH-000017,-0.061914620787399996
ACH-000018,-0.102879492373
ACH-000019,-0.147463407352
ACH-000021,0.151192064578
ACH-000022,0.00636330332494
ACH-000025,0.338620592328
ACH-000028,-0.0333800218549
ACH-000030,0.0267359623034
ACH-000035,-0.0563599129947
ACH-000036,-0.13061175692
ACH-000037,-0.253439597121
ACH-000039,0.13365702735999999
ACH-000040,0.08695445909810001
ACH-000041,0.0034102075574499995
ACH-000042,0.061188949500400006
ACH-000045,-0.024746367621900002
ACH-000047,0.0735998014155
ACH-000052,-0.014920650294600001
ACH-000053,-0.0705225196394
ACH-000054,0.136396418199
ACH-000055,0.0992345363146
ACH-000060,0.00884596833894
ACH-000067,0.12411681659399999
ACH-000070,0.206323530403
ACH-000075,-0.0710722421478
ACH-000078,0.189497511221
ACH-000082,0.00367848128372
ACH-000085,0.193722180135
ACH-000086,-0.018111789259099998
ACH-000087,-0.012522773707299999
ACH-000092,-0.04128744683280001
ACH-000095,0.057656190534699996
ACH-000097,-0.0684930456508
ACH-000098,-0.00548586210428
ACH-000099,-0.0164700963719
ACH-000108,-0.0190495948028
ACH-000113,-0.0537784364856
ACH-000115,-0.0621081001131
ACH-000116,-0.0908799346339
ACH-000118,0.107224266514
ACH-000120,-0.178417904242
ACH-000123,0.145175878283
ACH-000127,0.00989334686909
ACH-000128,0.0504309277683
ACH-000132,-0.142059744059
ACH-000133,0.12355125420299999
ACH-000137,0.046802546072500006
ACH-000138,0.244424493904
ACH-000142,0.015545198381
ACH-000143,-0.27245405386
ACH-000146,-0.10590736498
ACH-000148,0.06587565361169999
ACH-000150,-0.084800243832
ACH-000152,0.00695124722911
ACH-000153,-0.250498318133
ACH-000159,-0.0494664774792
ACH-000160,0.101654509543
ACH-000163,-0.00511150845375
ACH-000167,0.034514866329800005
ACH-000168,0.123141635036
ACH-000169,0.0643922371444
ACH-000178,-0.10526822295800001
ACH-000182,0.07784027628939999
ACH-000183,-0.0190374597126
ACH-000188,0.036302678083699996
ACH-000189,0.213355728077
ACH-000190,0.0531987934151
ACH-000198,0.041442784824599996
ACH-000204,0.16988402723999999
ACH-000206,0.0854354941289
ACH-000207,0.028806252809200003
ACH-000211,0.0686562071876
ACH-000215,-0.0333833612686
ACH-000221,-0.06716371887230001
ACH-000222,-0.138783626724
ACH-000223,0.136515634142
ACH-000226,0.0344562038175
ACH-000227,0.177464511247
ACH-000228,0.0414596722974
ACH-000231,-0.185825449727
ACH-000232,0.127523440539
ACH-000233,-0.301189307638
ACH-000234,0.046749768647600005
ACH-000235,0.0383768456027
ACH-000237,-0.143657847549
ACH-000238,-0.222155642798
ACH-000243,0.0329287046352
ACH-000244,-0.193430759961
ACH-000246,0.11696999180199999
ACH-000248,0.301109232853
ACH-000250,-0.0486616343683
ACH-000251,0.025519747248299997
ACH-000253,0.00689063130933
ACH-000255,0.0383521026755
ACH-000256,0.0804533965693
ACH-000257,-0.500036080816
ACH-000258,-0.136818255889
ACH-000259,0.0318330056993
ACH-000260,0.08397468064
ACH-000261,0.105599585857
ACH-000262,0.17162164436900001
ACH-000263,-0.236155600543
ACH-000264,-0.15846579006
ACH-000265,0.09059396200860001
ACH-000266,-0.05374276576090001
ACH-000272,-0.00490089168227
ACH-000273,0.058364812537199995
ACH-000274,-0.013384777657000002
ACH-000277,-0.0779322459025
ACH-000278,0.047901149026499994
ACH-000279,-0.20167060655299998
ACH-000280,-0.026260918687299996
ACH-000281,0.140148964757
ACH-000288,-0.14821011452
ACH-000291,0.0382761634711
ACH-000293,-0.18921026470199998
ACH-000294,0.025381054314599995
ACH-000295,-0.106383309629
ACH-000296,0.0990236981776
ACH-000302,0.0344017027762
ACH-000304,-0.0943997693338
ACH-000307,-0.061911794244800006
ACH-000308,0.00714149139066
