,RGPD2 (729857)
ACH-000004,-0.292629836156
ACH-000007,-0.537537295153
ACH-000009,-0.13950749325
ACH-000011,-0.185148168283
ACH-000012,-0.294711828656
ACH-000013,-0.29145616473
ACH-000014,-0.41155350955799996
ACH-000015,-0.14573421131699998
ACH-000017,-0.140657936151
ACH-000018,-0.23282174679900003
ACH-000019,-0.525702299693
ACH-000021,-0.295896076748
ACH-000022,-0.301800574797
ACH-000025,-0.319225457693
ACH-000028,-0.353332015714
ACH-000030,-0.272679177492
ACH-000035,-0.475568063029
ACH-000036,-0.394875791649
ACH-000037,-0.18366902036
ACH-000039,-0.323471418257
ACH-000040,-0.5649153132370001
ACH-000041,-0.06486581364249999
ACH-000042,-0.175892402792
ACH-000045,-0.5016349363600001
ACH-000047,-0.325931216065
ACH-000052,-0.682920868738
ACH-000053,-0.283660147953
ACH-000054,-0.287802404857
ACH-000055,-0.256478657003
ACH-000060,-0.316655744503
ACH-000067,-0.488445699194
ACH-000070,-0.584009756555
ACH-000075,-0.469744707479
ACH-000078,-0.14019220076
ACH-000082,-0.091186520397
ACH-000085,-0.35717328645
ACH-000086,-0.538692752248
ACH-000087,-0.5387982623800001
ACH-000092,-0.6112787369680001
ACH-000095,-0.30676544901999997
ACH-000097,-0.339516626748
ACH-000098,-0.5036705624800001
ACH-000099,-0.32792692605
ACH-000108,-0.24424050653700002
ACH-000113,-0.165617151233
ACH-000115,-0.38605603618199996
ACH-000116,-0.394927744402
ACH-000118,-0.201680471741
ACH-000120,-0.29309477416499996
ACH-000123,-0.307101880441
ACH-000127,-0.398684011244
ACH-000128,-0.560569381773
ACH-000132,-0.39485270890199997
ACH-000133,-0.340833207417
ACH-000137,-0.49717877210699996
ACH-000138,0.00260151120035
ACH-000142,-0.294944215357
ACH-000143,-0.267223171376
ACH-000146,-0.275125234835
ACH-000148,-0.3877712691
ACH-000150,-0.54237277722
ACH-000152,-0.473193356404
ACH-000153,0.020900491049
ACH-000159,-0.23536975972899998
ACH-000160,-0.450872519222
ACH-000163,-0.0847533686898
ACH-000167,-0.497578072501
ACH-000168,-0.30758905129999997
ACH-000169,-0.150275097113
ACH-000178,-0.366564288271
ACH-000182,-0.29891798512
ACH-000183,-0.523724341187
ACH-000188,-0.376978557615
ACH-000189,-0.47499046767399994
ACH-000190,-0.213328301204
ACH-000198,-0.330563168414
ACH-000204,-0.0380291633366
ACH-000206,-0.379276150225
ACH-000207,-0.288102594184
ACH-000211,-0.482236930764
ACH-000215,-0.475369459
ACH-000221,-0.449652384054
ACH-000222,-0.12324911435000001
