,DTYMK (1841)
ACH-000296,-1.29699355472
ACH-000302,-1.1197614466099999
ACH-000304,-2.41980595399
ACH-000307,-1.8478152485
ACH-000308,-2.22173751263
ACH-000310,-1.77849496196
ACH-000311,-1.84809173282
ACH-000312,-1.53015591331
ACH-000315,-1.71199658924
ACH-000316,-1.1119229585100001
ACH-000317,-1.97166138197
ACH-000318,-1.86768625007
ACH-000319,-1.41778936064
ACH-000320,-1.78895914966
ACH-000322,-1.6017548905599999
ACH-000323,-1.10388152854
ACH-000324,-1.70543064495
ACH-000329,-1.62956663044
ACH-000330,-1.6726903607799999
ACH-000331,-0.954790113967
ACH-000332,-1.74472529125
ACH-000334,-2.06003635914
ACH-000335,-1.61221542444
ACH-000336,-1.8556053613599999
ACH-000337,-1.80753970805
ACH-000339,-1.89683755663
ACH-000341,-2.54104165847
ACH-000348,-2.0067258279900004
ACH-000350,-1.5545603133399999
ACH-000352,-1.4974136290900002
ACH-000356,-1.21622497479
ACH-000361,-1.60865141475
ACH-000362,-1.70176154175
ACH-000363,-2.1318200082599996
ACH-000364,-0.821331175617
ACH-000365,-1.73220607205
ACH-000366,-1.87906692218
ACH-000368,-0.503140412694
ACH-000374,-1.72777998056
ACH-000375,-1.4035122098700001
ACH-000376,-1.25303734198
ACH-000381,-1.7707517148700003
ACH-000383,-2.08854488116
ACH-000387,-2.0665964731099997
ACH-000389,-1.1081755256799999
ACH-000390,-1.98567832937
ACH-000393,-0.722366117245
ACH-000395,-1.3630249255899998
ACH-000397,-1.5634946543000001
ACH-000401,-1.50410860542
ACH-000402,-1.5735377020200003
ACH-000403,-1.7742356943000002
ACH-000404,-1.49258971247
ACH-000406,-2.3018757075
ACH-000407,-1.24664400529
ACH-000408,-1.51275983796
ACH-000410,-0.900315534067
ACH-000411,-1.61248804998
ACH-000414,-1.69835850951
ACH-000415,-1.61232781275
ACH-000416,-1.41755656766
ACH-000420,-0.767221577921
ACH-000421,-1.55027691185
ACH-000424,-1.75500994537
ACH-000425,-1.6534198874000001
ACH-000426,-2.5736813192200003
ACH-000427,-2.10632868352
ACH-000433,-0.696401833321
ACH-000436,-1.7967120344099998
ACH-000444,-1.44396888584
ACH-000445,-1.92665247097
ACH-000448,-1.70909728757
ACH-000450,-1.69576988785
ACH-000452,-1.3701523924599999
ACH-000454,-1.70064592304
ACH-000458,-1.37286538667
ACH-000459,-1.99329923933
ACH-000460,-1.61562149424
ACH-000461,-1.61473818011
ACH-000463,-1.0291465797900001
ACH-000464,-1.00872034725
ACH-000466,-1.876253516
ACH-000467,-1.54449171313
ACH-000468,-1.47854897808
ACH-000469,-1.09472358931
ACH-000470,-1.8839417210799998
ACH-000471,-1.8354561840999999
ACH-000472,-0.7707981209839999
ACH-000473,-1.25447804826
ACH-000475,-1.7385279869599999
ACH-000476,-1.6696450878799998
ACH-000477,-1.9673884367099996
ACH-000480,-1.08487061669
ACH-000481,-1.44574571441
ACH-000483,-1.01988141677
ACH-000484,-1.7227801306200001
ACH-000485,-1.4318982890600003
ACH-000486,-1.4349806169400001
ACH-000487,-1.6764701058700002
ACH-000488,-1.3856908244100001
ACH-000490,-1.79646848384
ACH-000491,-1.7244928170700002
ACH-000495,-1.80259776746
ACH-000496,-1.8073098315
ACH-000499,-1.28791462995
ACH-000500,-1.66154275199
ACH-000502,-1.6108252782299999
ACH-000503,-1.33191003601
ACH-000505,-1.04402247794
ACH-000507,-1.24014770216
ACH-000510,-1.9306955993900001
ACH-000511,-0.9452169271549999
ACH-000512,-1.52331367059
ACH-000516,-0.33873016840000003
ACH-000517,-1.9196673954900003
ACH-000518,-1.61703443664
ACH-000520,-1.7064285134700001
ACH-000521,-1.4478748432700002
ACH-000522,-1.8752180924900002
ACH-000524,-1.0289409411
ACH-000527,-1.23653822924
ACH-000528,-1.30526258787
ACH-000537,-1.5802574720500002
ACH-000541,-1.61536639129
ACH-000542,-1.42307930701
ACH-000544,-1.52092335836
ACH-000545,-1.40838058122
ACH-000547,-1.05429009354
ACH-000548,-1.6564716917700002
ACH-000549,-1.8620556461099997
ACH-000550,-2.35444010387
ACH-000552,-1.44652132056
ACH-000556,-2.00005245602
ACH-000557,-2.33157658094
ACH-000570,-1.5645349705200002
ACH-000571,-2.35796576566
ACH-000573,-1.9674142423199998
ACH-000576,-1.5163506406099998
ACH-000580,-1.7537676736599999
ACH-000584,-1.9618651625599999
ACH-000585,-2.04162111711
ACH-000588,-1.4879263108
ACH-000589,-1.26810500809
ACH-000591,-1.12182858687
ACH-000593,-1.8691143617299997
ACH-000600,-1.34894126366
ACH-000601,-1.62414644982
ACH-000604,-1.8184555202400001
ACH-000605,-1.6503366246200002
ACH-000606,-1.29085627258
ACH-000608,-1.8796441431400002
ACH-000614,-1.54580676262
ACH-000616,-1.36568439484
ACH-000618,-1.7462985973299998
ACH-000619,-1.8506121451800002
ACH-000620,-1.78619833058
ACH-000621,-2.1766745429
ACH-000622,-0.533520971567
ACH-000623,-1.00901286909
ACH-000624,-1.8395526009299998
ACH-000627,-1.71519393812
ACH-000630,-1.49191364476
ACH-000632,-1.9321839182499998
ACH-000633,-1.61120574691
ACH-000637,-0.712040129946
ACH-000638,-1.3726457377099999
ACH-000646,-1.33001491486
ACH-000647,-1.94011759854
ACH-000648,-1.61188650553
ACH-000649,-1.7279418201499999
ACH-000651,-1.6302610204899999
ACH-000652,-1.70295307715
ACH-000653,-1.6253393116100001
ACH-000657,-1.27977816306
ACH-000658,-1.97023029088
ACH-000661,-1.9768709667700002
ACH-000662,-1.87871842322
ACH-000663,-1.8433023423800001
ACH-000665,-1.70463353636
ACH-000671,-1.32407080078
ACH-000673,-0.591917415169
ACH-000676,-1.7506864674900002
ACH-000677,-1.7143351063799999
ACH-000681,-1.5171185603900001
ACH-000682,-1.62158075521
ACH-000683,-1.5257301370899998
ACH-000684,-1.22902041796
ACH-000688,-1.0115960973
ACH-000693,-1.57132955773
ACH-000694,-1.32064356635
ACH-000695,-2.1441979397999997
ACH-000696,-1.4715637799799999
ACH-000697,-1.55435732181
ACH-000699,-1.79032932376
ACH-000701,-1.15066464872
ACH-000706,-1.4667056004799999
ACH-000711,-1.7732589753299999
ACH-000713,-1.3987191372999999
ACH-000714,-1.4795661270200002
ACH-000718,-1.4407875041799998
ACH-000720,-1.43262857878
ACH-000721,-1.7445265799400003
ACH-000724,-0.8125172676629999
ACH-000725,-1.7670964163999998
ACH-000732,-1.1768517313
ACH-000734,-1.9099662621900002
ACH-000735,-1.82082758863
ACH-000736,-1.4906104281499999
ACH-000738,-1.5244132335799998
ACH-000746,-1.60432012079
ACH-000747,-1.27009159597
ACH-000748,-1.36246107817
ACH-000753,-1.75726164272
ACH-000756,-0.48553531077100004
ACH-000757,-1.17448023641
ACH-000758,-1.67389457414
ACH-000760,-1.7056275283000002
ACH-000763,-1.95152360852
ACH-000764,-1.7082677855500001
ACH-000765,-1.93908981817
ACH-000766,-1.68079239033
ACH-000767,-1.90016027887
ACH-000768,-1.5021415065200001
ACH-000769,-1.6516531615
ACH-000770,-1.8700911593599998
ACH-000771,-1.43335602599
ACH-000773,-1.83380896271
ACH-000776,-1.89608473749
ACH-000777,-1.99761533536
ACH-000778,-1.1186541034
ACH-000781,-1.7465448545099997
ACH-000782,-1.53245141275
ACH-000783,-2.13786623729
ACH-000784,-1.3994250999700002
ACH-000785,-2.03736895176
ACH-000787,-1.33971381717
ACH-000788,-1.84031507962
ACH-000791,-1.8332029178
ACH-000792,-1.3058248068
ACH-000794,-1.6539471878799998
ACH-000796,-1.8831546848599998
ACH-000799,-1.69107313567
ACH-000800,-1.88077100414
ACH-000802,-1.64792509026
ACH-000804,-1.70418569408
ACH-000805,-1.53735925939
ACH-000809,-1.72319688342
ACH-000810,-2.0310640124200003
ACH-000811,-0.8097843547239999
ACH-000817,-1.53453794915
ACH-000819,-1.48510045305
ACH-000820,-1.43024367975
ACH-000821,-2.03261734197
ACH-000822,-2.61396189818
ACH-000823,-1.7186758362099999
ACH-000824,-1.3587107781
ACH-000827,-1.5297445582
ACH-000829,-1.5038339218099999
ACH-000831,-1.54521114102
ACH-000832,-1.57621590092
ACH-000833,-2.28019310866
ACH-000834,-0.731135096996
ACH-000835,-1.6871747442299998
ACH-000836,-1.5743700696599998
ACH-000837,-1.46926989506
ACH-000838,-2.046764277
ACH-000839,-1.51490892272
ACH-000840,-1.65271562225
ACH-000841,-1.7780586423
ACH-000843,-1.6338217236500001
ACH-000846,-1.38909136912
ACH-000847,-1.38786419271
ACH-000848,-1.40890016427
ACH-000849,-1.8455259945500002
ACH-000851,-1.53558294802
ACH-000855,-1.68261539086
ACH-000856,-1.7578951378599998
ACH-000858,-0.476732289107
ACH-000859,-1.5280548173500001
ACH-000861,-1.13735444396
ACH-000862,-1.26923329093
ACH-000865,-0.7805750684199999
ACH-000866,-1.63456916463
ACH-000867,-1.70932158035
ACH-000869,-1.9776383106
ACH-000872,-1.44616149049
ACH-000873,-1.9026804387099998
ACH-000876,-2.03145722868
ACH-000878,-1.353978651
ACH-000880,-1.7259384600499998
ACH-000881,-1.66962022468
ACH-000882,-1.6721917321000002
ACH-000884,-1.78326978991
ACH-000885,-1.39656744447
ACH-000887,-1.5268813681600002
ACH-000888,-1.8503657048
ACH-000889,-1.7581682939099996
ACH-000890,-1.5326012384799999
ACH-000896,-1.8387512213400001
ACH-000898,-1.80692790738
ACH-000900,-1.43374498129
ACH-000901,-0.877473049005
ACH-000905,-1.5707067934299999
ACH-000906,-1.85205251467
ACH-000907,-1.06102948358
ACH-000910,-2.10231722224
ACH-000911,-1.4947014623800001
ACH-000912,-1.50593255896
ACH-000913,-1.8158369049
ACH-000915,-1.7475015589900003
ACH-000916,-1.75740163474
ACH-000917,-1.55745964421
ACH-000921,-1.5910649534399999
ACH-000924,-1.81574235745
ACH-000926,-1.68897828613
ACH-000928,-1.49267375566
ACH-000929,-1.56740163905
ACH-000932,-1.5378626188
ACH-000935,-1.67739931799
ACH-000936,-1.54176036095
ACH-000937,-1.93316650649
ACH-000938,-1.8308937248599997
ACH-000939,-1.41380055829
ACH-000941,-2.0363184622299997
ACH-000943,-1.6043812809
ACH-000946,-1.59162234092
ACH-000947,-1.75120991053
ACH-000948,-1.4190048565900002
ACH-000950,-1.75286738846
ACH-000953,-1.93194651463
ACH-000957,-1.4700608003
ACH-000958,-1.20926129394
ACH-000960,-1.99148541556
ACH-000963,-1.28269561632
ACH-000968,-1.30659350064
ACH-000969,-1.6561545770800001
ACH-000973,-1.81882340887
ACH-000974,-1.66686695342
ACH-000975,-2.01350385788
ACH-000976,-1.6709767074200002
ACH-000978,-2.21348586564
ACH-000980,-1.9238966900799999
ACH-000984,-1.9813319892400003
ACH-000986,-1.57130378632
ACH-000988,-2.05267194875
ACH-000993,-1.3577399888400001
ACH-000994,-1.71475338724
ACH-000996,-1.3911936502200002
ACH-001001,-1.5422568885799999
ACH-001020,-1.2167615853799998
ACH-001028,-1.71978566787
ACH-001031,-1.3448156396000002
ACH-001038,-2.0304873236099996
ACH-001048,-1.6016243400999999
ACH-001050,-1.51209595322
ACH-001053,-1.67842733611
ACH-001054,-1.4543855098899998
ACH-001061,-1.4872824943
ACH-001067,-1.4393102029299998
ACH-001075,-1.46139298676
ACH-001096,-1.5038287404
ACH-001128,-1.20512815599
ACH-001134,-1.50228716314
ACH-001151,-1.86618532966
ACH-001163,-1.6585667215600002
ACH-001164,-1.55123241308
ACH-001173,-1.3807875466400001
ACH-001183,-0.562577315391
ACH-001184,-1.52598874773
ACH-001190,-1.99290646493
ACH-001192,-1.7895980419
ACH-001193,-1.61033726771
ACH-001196,-1.6674341631099998
ACH-001197,-1.49785811435
ACH-001205,-1.51976008182
ACH-001211,-1.32654379984
ACH-001212,-1.33477246141
ACH-001228,-1.5371509719999998
ACH-001232,-0.9491634392039999
ACH-001239,-1.8565707503
ACH-001274,-1.47341094815
ACH-001275,-1.38240181815
ACH-001277,-1.25660630115
ACH-001278,-1.52060606239
ACH-001280,-1.8936862528999998
ACH-001283,-1.73940731711
ACH-001289,-1.8571181642200003
ACH-001295,-1.7711306255700001
ACH-001300,-1.60325167701
ACH-001301,-0.8128370426899999
ACH-001302,-1.80522258967
ACH-001303,-1.77703198529
ACH-001306,-1.3598975515399998
ACH-001318,-1.54243437521
ACH-001322,-1.44200406175
ACH-001328,-1.5391263385499998
ACH-001332,-1.7743820117299998
ACH-001333,-1.17377543988
ACH-001336,-1.11951547574
ACH-001340,-1.69076915907
ACH-001346,-1.4555307913
ACH-001353,-1.7207089229499999
ACH-001354,-2.09898281628
ACH-001367,-1.25606669062
ACH-001368,-1.6274984112600002
ACH-001374,-1.04406585459
ACH-001375,-1.34521290432
ACH-001377,-1.21394129229
ACH-001380,-1.6216632021000001
ACH-001391,-1.9181325958500002
ACH-001407,-2.03502573206
ACH-001408,-1.85937309417
ACH-001413,-1.25396021031
ACH-001430,-1.3337455583700002
ACH-001431,-1.61579612265
ACH-001450,-1.7073765370299998
ACH-001496,-1.7750757692099997
ACH-001500,-1.5600042772
ACH-001521,-0.7078760103149999
ACH-001523,-1.67931677354
ACH-001532,-1.4576241357
ACH-001536,-1.3796875233399999
ACH-001550,-1.2415598097299998
ACH-001552,-1.33249071205
ACH-001554,-1.74682070893
ACH-001645,-1.1767263288
ACH-001654,-1.3995052205399998
ACH-001715,-1.04701285256
ACH-001735,-1.71253390889
ACH-001736,-1.87906475154
ACH-001737,-1.9862651308900001
ACH-001740,-1.73912224278
ACH-001745,-1.74898359371
ACH-001750,-1.0992853387100001
ACH-001765,-1.8035304629900002
ACH-001956,-1.3759911298899998
ACH-001957,-1.38978106843
