,MLPH (79083)
ACH-000004,0.207088033488
ACH-000007,0.438824874949
ACH-000009,0.15306311528799998
ACH-000011,-0.0731026826938
ACH-000012,0.145902493476
ACH-000013,0.312618825518
ACH-000014,0.287225853816
ACH-000015,0.0897771503744
ACH-000017,0.283481974666
ACH-000018,0.27011952529100003
ACH-000019,-0.0722560736256
ACH-000021,0.19300975345899998
ACH-000022,0.234043191485
ACH-000025,0.0857665251222
ACH-000028,0.339380564714
ACH-000030,0.298810383605
ACH-000035,0.284054112156
ACH-000036,0.0968926191229
ACH-000037,0.37716636904
ACH-000039,0.310523056719
ACH-000040,0.197147596365
ACH-000041,-0.101805420408
ACH-000042,0.187430243173
ACH-000045,0.101462253677
ACH-000047,0.10657472788999998
ACH-000052,0.060862103098800004
ACH-000053,0.10074644556399999
ACH-000054,0.121531844418
ACH-000055,-0.165994003905
ACH-000060,0.272590194736
ACH-000067,0.212828481677
ACH-000070,-2.33016043327e-05
ACH-000075,0.42177944785800003
ACH-000078,0.108440308924
ACH-000082,0.09821101293239999
ACH-000085,0.017629488994400002
ACH-000086,0.231078477024
ACH-000087,-0.042491177791499996
ACH-000092,0.114084956877
ACH-000095,0.122549297981
ACH-000097,0.128734429748
ACH-000098,0.19893188098
ACH-000099,0.067814421402
ACH-000108,0.139854652179
ACH-000113,0.208988381453
ACH-000115,-0.029227407777400002
ACH-000116,0.176289316257
ACH-000118,0.308465598101
ACH-000120,0.293944677765
ACH-000123,0.235072647938
ACH-000127,0.188844146444
ACH-000128,0.0183872218707
ACH-000132,0.272806715806
ACH-000133,0.115709616052
ACH-000137,0.115413160199
ACH-000138,0.28305103102699997
ACH-000142,0.09055681757060001
ACH-000143,-0.121918908806
ACH-000146,0.101068200272
ACH-000148,0.0611229007686
ACH-000150,-0.09326154821720001
ACH-000152,0.0083236360234
ACH-000153,0.21074342188499998
ACH-000159,0.18810496677400002
ACH-000160,0.202847088781
ACH-000163,0.048434372621999996
ACH-000167,0.0017806852544
ACH-000168,0.332969202907
ACH-000169,0.235332119815
ACH-000178,0.18114339202
ACH-000182,0.161781427224
ACH-000183,0.25782473161999997
ACH-000188,0.228014225551
ACH-000189,0.10274127828400001
ACH-000190,0.159024353782
ACH-000198,0.24129368311799998
ACH-000204,-0.128071147576
ACH-000206,0.284871647165
ACH-000207,0.07860320689349999
ACH-000211,0.225768192833
ACH-000215,0.0563555403544
ACH-000221,0.0731240749911
ACH-000222,0.129345428938
ACH-000223,0.128771929919
ACH-000226,0.45287079868
ACH-000227,0.0468637509588
ACH-000228,0.08771910840880001
ACH-000231,0.250948020141
ACH-000232,0.28523566465
ACH-000233,0.11371938504000001
ACH-000234,0.336215291112
ACH-000235,0.187028392278
ACH-000237,0.14651804302100002
ACH-000238,0.305131597523
ACH-000243,0.18709360715599999
ACH-000244,0.23531855500799997
ACH-000246,0.116289201188
ACH-000248,0.21685570021899997
ACH-000250,0.18058683212999999
ACH-000251,0.0933880981329
ACH-000253,0.214169895242
ACH-000255,0.17138339328899999
ACH-000256,0.342401276585
ACH-000257,0.173958277163
ACH-000258,0.22612790480099998
ACH-000259,0.141398715451
ACH-000260,0.14734960609
ACH-000261,0.320759921757
ACH-000262,0.27267322895199997
ACH-000263,0.29787257103799997
ACH-000264,0.265686127517
ACH-000265,0.187632871799
ACH-000266,0.129873769809
ACH-000272,0.186330415068
ACH-000273,0.100730167953
ACH-000274,0.204947665737
ACH-000277,0.16631388806
ACH-000278,0.28256063836
ACH-000279,0.292875814485
ACH-000280,0.309095459555
ACH-000281,0.274042292935
ACH-000288,0.019166935811400002
ACH-000291,0.306745561509
ACH-000293,0.116421389943
ACH-000294,0.0037861612054199997
ACH-000295,0.232762023372
ACH-000296,0.427841884049
ACH-000302,0.24748217670800002
ACH-000304,0.46990774679999997
ACH-000307,0.2545487562
ACH-000308,0.134330621771
ACH-000310,-0.10285862788799999
ACH-000311,0.0294019351496
ACH-000312,0.125624527539
