,GATAD1 (57798)
ACH-000307,-0.0875446863741
ACH-000308,-0.17660271005
ACH-000310,-0.40336384453
ACH-000311,-0.244093768777
ACH-000312,-0.355728617298
ACH-000315,-0.46940474419699996
ACH-000316,-0.10913285379599999
ACH-000317,-0.30097422072700003
ACH-000318,-0.35715175252400005
ACH-000319,-0.0305021985895
ACH-000320,-0.40107753751599995
ACH-000322,-0.060877055707099996
ACH-000323,-0.432242992041
ACH-000324,-0.340339365145
ACH-000329,0.0348517183968
ACH-000330,-0.09502815751970001
ACH-000331,-0.050348785234099996
ACH-000332,-0.169735320352
ACH-000334,-0.411664772196
ACH-000335,-0.48811697495300005
ACH-000336,-0.25465017212499996
ACH-000337,-0.305626021094
ACH-000339,-0.30946172161400004
ACH-000341,-0.390922044124
ACH-000348,-0.269169851254
ACH-000350,-0.207652095766
ACH-000352,-0.0788718575703
ACH-000356,-0.19096738158100002
ACH-000361,-0.32386997296500003
ACH-000362,-0.523881068763
ACH-000363,-0.374322041667
ACH-000364,-0.257050706503
ACH-000365,-0.382377500947
ACH-000366,-0.54271326009
ACH-000368,-0.33421643180599997
ACH-000374,-0.308310687021
ACH-000375,0.170974387494
ACH-000376,-0.27017259058000004
ACH-000381,-0.310998388723
ACH-000383,-0.40366669891900003
ACH-000387,-0.404704949332
ACH-000389,-0.249849194402
ACH-000390,-0.316849513987
ACH-000393,-0.192404220473
ACH-000395,-0.0403986895881
ACH-000397,-0.245507126686
ACH-000401,-0.379017175278
ACH-000402,-0.176704613394
ACH-000403,-0.291594169327
ACH-000404,-0.242098990201
ACH-000406,-0.0981983529982
ACH-000407,-0.175412309492
ACH-000408,-0.42514549291299997
ACH-000410,-0.167245212076
ACH-000411,-0.22657723947900002
ACH-000414,-0.223192152909
ACH-000415,-0.655287171263
ACH-000416,-0.189786174763
ACH-000420,0.004642424911189999
ACH-000421,-0.38697869209799995
ACH-000424,-0.438280626093
ACH-000425,-0.29952173296100004
ACH-000426,-0.44022492083000003
ACH-000427,-0.05065158557109999
ACH-000433,-0.208691469624
ACH-000436,-0.456413161571
ACH-000444,-0.41949867766800003
ACH-000445,-0.090194278099
ACH-000448,-0.17863398943199998
ACH-000450,-0.403923495396
ACH-000452,-0.302257729116
ACH-000454,-0.0317233962846
ACH-000458,-0.222677095057
ACH-000459,-0.12082960023099999
ACH-000460,-0.292023749688
ACH-000461,-0.28490835599
ACH-000463,-0.196712956411
ACH-000464,-0.218351721182
ACH-000466,-0.318984730685
ACH-000467,-0.24127057373100003
ACH-000468,-0.405694689396
ACH-000469,-0.204209452569
ACH-000470,-0.262079685578
ACH-000471,-0.0913675902671
ACH-000472,-0.321875390819
ACH-000473,-0.151791485526
ACH-000475,-0.17089415412300002
ACH-000476,-0.225096589166
ACH-000477,-0.299859170433
ACH-000480,-0.277917230246
ACH-000481,-0.226733130545
ACH-000483,-0.194415736094
ACH-000484,-0.388732334999
ACH-000485,-0.40388588923
ACH-000486,-0.29479902495
ACH-000487,-0.190122750253
ACH-000488,-0.12812895947
ACH-000490,-0.397926558891
ACH-000491,-0.104109853578
ACH-000495,-0.46165938954400004
ACH-000496,-0.302306056083
ACH-000499,0.097911024554
ACH-000500,-0.39071308115500003
ACH-000502,-0.240791285539
ACH-000503,-0.204853189093
ACH-000505,-0.403381405857
ACH-000507,-0.34768551875200004
ACH-000510,-0.364597030541
ACH-000511,-0.143325435004
ACH-000512,-0.275527583701
ACH-000516,-0.34829663375200004
ACH-000517,-0.194215974161
ACH-000518,-0.23761607249299999
ACH-000520,-0.48649312377
ACH-000521,-0.179434695212
ACH-000522,-0.501394565258
ACH-000524,-0.246948494653
ACH-000527,-0.08377878093119999
ACH-000528,-0.39420535838699994
ACH-000537,-0.08759270007110001
ACH-000541,-0.677114993056
ACH-000542,-0.58872824773
ACH-000544,-0.228866633665
ACH-000545,-0.428249357368
ACH-000547,-0.259862139357
ACH-000548,-0.109031120164
ACH-000549,-0.343974205321
ACH-000550,-0.370545586165
ACH-000552,-0.454529773495
ACH-000556,-0.317088942287
ACH-000557,-0.018697787968099996
ACH-000570,-0.24263988096500003
ACH-000571,-0.123505254625
ACH-000573,0.018782483311400002
ACH-000576,-0.446700752219
ACH-000580,-0.413727204062
ACH-000584,-0.163170413848
ACH-000585,-0.240260343973
ACH-000588,-0.7530199622210001
ACH-000589,-0.0571146173171
ACH-000591,-0.27226312243
ACH-000593,-0.303422727534
ACH-000600,-0.30625479363
ACH-000601,-0.20064198278700002
ACH-000604,-0.133205657124
ACH-000605,-0.17188075739
ACH-000606,-0.21436433475000002
ACH-000608,-0.351905484825
ACH-000614,-0.298752607332
ACH-000616,-0.37020077689499997
ACH-000618,-0.201801785768
ACH-000619,-0.33686053827699997
ACH-000620,-0.046896685124699994
ACH-000621,-0.278542199698
ACH-000622,-0.455074458866
ACH-000623,-0.09597118009029999
ACH-000624,-0.31173736720899997
ACH-000627,-0.278251137711
ACH-000630,0.165311573578
ACH-000632,-0.30740760681999996
ACH-000633,-0.078014203654
ACH-000637,-0.398941845383
ACH-000638,-0.315492036475
ACH-000646,-0.0687877150226
ACH-000647,-0.0956116844699
ACH-000648,-0.0049255553010699995
ACH-000649,-0.154630243275
ACH-000651,-0.130902053179
ACH-000652,-0.366107142853
ACH-000653,-0.513110901794
ACH-000657,-0.206411490113
ACH-000658,0.0502985331919
ACH-000661,-0.399996505168
ACH-000662,-0.208809971182
ACH-000663,-0.141411041775
ACH-000665,-0.342681289523
ACH-000671,-0.0799698507262
ACH-000673,-0.552330652559
ACH-000676,-0.790237131081
ACH-000677,-0.255558684589
ACH-000681,-0.146659035954
ACH-000682,-0.41834046391900004
ACH-000683,-0.34725464505900006
ACH-000684,-0.459840203616
ACH-000688,0.24103424276000002
ACH-000693,-0.322769156091
ACH-000694,-0.320361085709
ACH-000695,-0.119613975043
ACH-000696,-0.283765072212
ACH-000697,-0.401460528747
ACH-000699,-0.487411071594
ACH-000701,-0.126970096674
ACH-000706,0.038601768832400005
ACH-000711,-0.183352128709
ACH-000713,-0.217344728086
ACH-000714,-0.15706123419600002
ACH-000718,-0.21141353774500002
ACH-000720,-0.276142430762
ACH-000721,-0.261940272912
ACH-000724,-0.35083278051600003
ACH-000725,-0.39124053578900003
ACH-000732,-0.26546903742600003
ACH-000734,-0.258682047846
ACH-000735,-0.450215122785
ACH-000736,-0.542786537483
ACH-000738,-0.15961025521299999
ACH-000746,-0.313847825556
ACH-000747,-0.0871634419477
ACH-000748,-0.0773663603985
ACH-000753,-0.39506055150700004
ACH-000756,0.049985007629399995
ACH-000757,-0.325220098644
ACH-000758,-0.172048321424
ACH-000760,-0.127307154329
ACH-000763,-0.6721740205169999
ACH-000764,-0.260612362613
ACH-000765,-0.20883899353399998
ACH-000766,-0.331810264655
ACH-000767,-0.41591881539000003
ACH-000768,-0.32867039548300003
ACH-000769,-0.458274471075
ACH-000770,-0.141952278939
ACH-000771,-0.218311149803
ACH-000773,-0.534928411317
ACH-000776,-0.0967535606679
ACH-000777,-0.352674183288
ACH-000778,-0.335284016907
ACH-000781,-0.295321769487
ACH-000782,-0.230195989597
ACH-000783,-0.108023336874
ACH-000784,-0.157159527212
ACH-000785,-0.37045794490500006
ACH-000787,-0.08823086802670001
ACH-000788,-0.431725832639
ACH-000791,-0.346839214573
ACH-000792,-0.0560349654671
ACH-000794,-0.23907050242
ACH-000796,-0.230249277187
ACH-000799,-0.540433636862
ACH-000800,-0.5584681659849999
ACH-000802,-0.0390598467345
ACH-000804,-0.531688593843
ACH-000805,-0.355277658971
ACH-000809,-0.25418764477600003
ACH-000810,-0.338960575923
ACH-000811,-0.180847047767
ACH-000817,-0.402959770399
ACH-000819,-0.34725749754699997
ACH-000820,-0.162166546704
ACH-000821,-0.247938843138
ACH-000822,-0.402613627895
ACH-000823,-0.35193988780999996
ACH-000824,-0.168053345106
ACH-000827,-0.322953365487
ACH-000829,-0.201065687038
ACH-000831,-0.393993531081
ACH-000832,-0.227465986547
ACH-000833,-0.136591698507
ACH-000834,-0.328189590752
ACH-000835,-0.262855492603
ACH-000836,-0.0569812313911
ACH-000837,-0.27759801981
ACH-000838,-0.348263038663
ACH-000839,-0.166467646939
ACH-000840,-0.516500336394
ACH-000841,-0.22548818408000004
ACH-000843,-0.263204811216
ACH-000846,-0.364929276499
ACH-000847,-0.284110394195
ACH-000848,-0.0818188041356
ACH-000849,0.0822992143554
ACH-000851,-0.396986233482
ACH-000855,-0.450949600488
ACH-000856,-0.0767459835037
ACH-000858,-0.19205992199299998
ACH-000859,-0.116234599277
ACH-000861,-0.214859199082
ACH-000862,-0.20202556559700002
ACH-000865,-0.33349938575300003
ACH-000866,-0.202051251478
ACH-000867,-0.199780527936
ACH-000869,-0.41076698594000005
ACH-000872,-0.162137031079
ACH-000873,-0.41261567023
ACH-000876,-0.282582640762
ACH-000878,-0.250977019358
ACH-000880,-0.258885160575
ACH-000881,-0.36039249399000006
ACH-000882,-0.35090857176600004
ACH-000884,-0.348351108934
ACH-000885,-0.4288405422
ACH-000887,-0.212506770782
ACH-000888,-0.320806822186
ACH-000889,-0.511034641784
ACH-000890,-0.43683940577799996
ACH-000896,-0.09776039648080001
ACH-000898,-0.40255370377899996
ACH-000900,-0.25158673083599997
ACH-000901,-0.150077476652
ACH-000905,-0.258845289935
ACH-000906,-0.367912319403
ACH-000907,-0.132038820449
ACH-000910,-0.20606602549199998
ACH-000911,-0.277710625618
ACH-000912,-0.44487803953599997
ACH-000913,-0.113338151787
ACH-000915,-0.26696493167199997
ACH-000916,-0.7017565350839999
ACH-000917,-0.441874234513
ACH-000921,-0.299130850579
ACH-000924,-0.133016810885
ACH-000926,-0.218731280168
ACH-000928,0.00663892184258
ACH-000929,-0.04826189539
ACH-000932,-0.166658645032
ACH-000935,-0.48854984392800005
ACH-000936,-0.306837722242
ACH-000937,-0.5343393835279999
ACH-000938,-0.35390231529700006
ACH-000939,-0.10318430579
ACH-000941,-0.158909690742
ACH-000943,-0.23576726230599998
ACH-000946,-0.236513125365
ACH-000947,-0.297524889901
ACH-000948,-0.36308340845299997
ACH-000950,-0.325535365732
ACH-000953,-0.0940379435255
ACH-000957,-0.24403022596299997
ACH-000958,-0.08021739486030001
ACH-000960,-0.152643485709
ACH-000963,-0.34852489676299997
ACH-000968,-0.034329607525299996
ACH-000969,-0.279881921205
ACH-000973,-0.39166655252099997
ACH-000974,-0.236742917377
ACH-000975,-0.24148940131299998
ACH-000976,-0.532173069223
ACH-000978,-0.244833828155
ACH-000980,-0.0538626093943
ACH-000984,-0.150868905183
ACH-000986,-0.49957710596999994
ACH-000988,-0.427655058077
ACH-000993,-0.236772920456
ACH-000994,-0.123867590329
ACH-000996,-0.42661899273000004
ACH-001001,-0.270742325365
ACH-001020,0.215430033722
ACH-001028,-0.120566658816
ACH-001031,-0.0334617675335
ACH-001038,-0.162671228202
ACH-001048,-0.24471297071400003
ACH-001050,-0.312891756601
ACH-001053,-0.397538744472
ACH-001054,-0.410120312456
ACH-001061,-0.10906166598099999
ACH-001067,-0.10968762209499999
ACH-001075,-0.14646582260399998
ACH-001096,-0.405163901707
ACH-001128,0.30105495873599997
ACH-001134,-0.616136951745
ACH-001151,-0.230367893463
ACH-001163,-0.346959623205
ACH-001164,-0.421355459165
ACH-001173,-0.0906354278468
ACH-001183,-0.0931300147745
ACH-001184,-0.808800359719
ACH-001190,-0.17917874860999997
ACH-001192,-0.19568981589200002
ACH-001193,0.146393701029
ACH-001196,-0.30946683631
ACH-001197,-0.379719058923
ACH-001205,-0.30942191706300004
ACH-001211,0.04976897656769999
ACH-001212,-0.221991787029
ACH-001228,-0.112769531242
ACH-001232,-0.22648355950500001
ACH-001239,-0.22971151083
ACH-001274,-0.30354294926
ACH-001275,-0.220819875474
ACH-001277,-0.22424254620200001
ACH-001278,-0.28672603811999997
ACH-001280,-0.204772190638
ACH-001283,-0.006565195416279999
ACH-001289,-0.33901154894900004
ACH-001295,-0.419741271998
ACH-001300,-0.178506606334
ACH-001301,-0.134974600271
ACH-001302,-0.17477306221900002
ACH-001303,-0.30099524151
ACH-001306,-0.232595866309
ACH-001318,-0.08792073153439998
ACH-001322,-0.16194001355999998
ACH-001328,0.147972613993
ACH-001332,-0.46316958124200003
ACH-001333,-0.319883661661
ACH-001336,-0.276568344284
ACH-001340,-0.331988485733
ACH-001346,-0.06322886019759999
ACH-001353,-0.340185936574
ACH-001354,-0.46569073602600003
ACH-001367,-0.35143436912500003
ACH-001368,-0.457937954992
ACH-001374,-0.369097782879
ACH-001375,-0.372327640624
ACH-001377,-0.425969953512
ACH-001380,-0.37466407174099997
ACH-001391,-0.706896491171
ACH-001407,-0.319260344247
ACH-001408,-0.0956083245801
ACH-001413,-0.21030513738200002
ACH-001430,-0.379267775679
ACH-001431,-0.36004669396899996
ACH-001450,-0.48096882643399996
ACH-001496,-0.0725319236439
ACH-001500,-0.0100072745474
ACH-001521,-0.07909462909699999
ACH-001523,-0.250866808544
ACH-001532,-0.290073084867
ACH-001536,-0.0263714240916
ACH-001550,-0.0979669074708
ACH-001552,-0.163521764563
ACH-001554,-0.387517141548
ACH-001645,-0.392461013118
ACH-001654,-0.395987860674
ACH-001715,-0.233705851158
ACH-001735,-0.18587890356800002
ACH-001736,-0.303411937296
ACH-001737,-0.141178424173
ACH-001740,-0.24385615598000002
ACH-001745,-0.295159116321
ACH-001750,-0.186327797505
ACH-001765,-0.198349164232
ACH-001956,-0.382655877566
ACH-001957,-0.44626595226899995
