,RHOBTB2 (23221)
ACH-000004,-0.0200136450498
ACH-000007,-0.00472517397145
ACH-000009,0.046771414061
ACH-000011,0.0913740150542
ACH-000012,-0.173210363514
ACH-000013,-0.106717622175
ACH-000014,-0.18076246947900002
ACH-000015,0.022323891977900003
ACH-000017,0.0673864122728
ACH-000018,-0.0453274070594
ACH-000019,-0.17278716625
ACH-000021,-0.0290218275153
ACH-000022,-0.0887093993405
ACH-000025,-0.0798432605357
ACH-000028,-0.141080796688
ACH-000030,-0.15120834449200002
ACH-000035,-0.382132887964
ACH-000036,-0.27794961808699997
ACH-000037,-0.51768371041
ACH-000039,-0.10507050444499999
ACH-000040,-0.132354755809
ACH-000041,-0.22420126666700002
ACH-000042,-0.0830505011207
ACH-000045,-0.351065510748
ACH-000047,0.0200437398993
ACH-000052,-0.11742660136800001
ACH-000053,-0.035311930833300004
ACH-000054,0.04639970449519999
ACH-000055,-0.213418820133
ACH-000060,-0.141758793337
ACH-000067,-0.0398820688296
ACH-000070,0.00301010992823
ACH-000075,-0.166628619872
ACH-000078,0.00415174405358
ACH-000082,-0.0253109924469
ACH-000085,-0.301404404333
ACH-000086,-0.029117889444499997
ACH-000087,-0.1947992786
ACH-000092,-0.13089557100299998
ACH-000095,-0.0325702859495
ACH-000097,-0.0712988690748
ACH-000098,0.159701421201
ACH-000099,-0.157885821617
ACH-000108,-0.0974432034891
ACH-000113,-0.11876511434
ACH-000115,-0.31604189556999995
ACH-000116,0.0304382251541
ACH-000118,-0.15860868476099999
ACH-000120,0.0272935082663
ACH-000123,-0.0216477581268
ACH-000127,-0.0938510918262
ACH-000128,-0.118290065421
ACH-000132,-0.224672140821
ACH-000133,-0.0766932519914
ACH-000137,-0.18862226359700002
ACH-000138,-0.049942417654999995
ACH-000142,0.0247650556438
ACH-000143,-0.199812618087
ACH-000146,-0.10677331079600001
ACH-000148,-0.103535352367
ACH-000150,-0.25920154278900004
ACH-000152,-0.015248462410500001
ACH-000153,-0.254956274014
ACH-000159,0.00293754280625
ACH-000160,-0.166304267842
ACH-000163,-0.272988256828
ACH-000167,-0.310671492635
ACH-000168,-0.35623939157300005
ACH-000169,0.024067097585599998
ACH-000178,0.0283819525197
ACH-000182,-0.183524609407
ACH-000183,-0.15022830779100002
ACH-000188,-0.164744225642
ACH-000189,-0.269539077453
ACH-000190,-0.247779522975
