,IVNS1ABP (10625)
ACH-000004,0.12924249857
ACH-000007,0.062558978004
ACH-000009,-0.171428102641
ACH-000011,0.122229279949
ACH-000012,-0.137714570754
ACH-000013,0.10305868900000001
ACH-000014,0.0629347351889
ACH-000015,0.145535803557
ACH-000017,-0.008318468539680001
ACH-000018,0.153175851915
ACH-000019,0.0631355403767
ACH-000021,-0.0195463560178
ACH-000022,0.130677562671
ACH-000025,0.0205902289508
ACH-000028,0.0704565422859
ACH-000030,0.00391825983532
ACH-000035,0.006162158718409999
ACH-000036,0.13357927896299998
ACH-000037,0.05344364658919999
ACH-000039,0.172013372129
ACH-000040,0.131515798932
ACH-000041,0.027282540852099996
ACH-000042,0.0316762209229
ACH-000045,0.11321234677000001
ACH-000047,-0.0869311996645
ACH-000052,-0.0658418296486
ACH-000053,-0.0469976609361
ACH-000054,0.048431686013000005
ACH-000055,0.0885070720033
ACH-000060,0.151896035551
ACH-000067,0.10035688281300001
ACH-000070,-0.0855488461618
ACH-000075,-0.057257742559099996
ACH-000078,0.011409193248700001
ACH-000082,-0.023720517394300002
ACH-000085,0.0334973240875
ACH-000086,-0.09384926312010002
ACH-000087,-0.164392158928
ACH-000092,-0.0052069226971
ACH-000095,-0.0199796372347
ACH-000097,0.00318142251939
ACH-000098,-0.006926761830109999
ACH-000099,-0.160180535013
ACH-000108,-0.0255651181947
ACH-000113,-0.25652429327
ACH-000115,0.10152204887
ACH-000116,0.0419050108324
ACH-000118,0.0996044433032
ACH-000120,0.090976172288
ACH-000123,0.0551440521621
ACH-000127,0.142825932565
ACH-000128,0.22762129803199999
ACH-000132,-0.09765665653780001
ACH-000133,0.056508777609
ACH-000137,0.175561048301
ACH-000138,-0.030925503876900004
ACH-000142,-0.0107912467361
ACH-000143,0.0251600434038
ACH-000146,-0.10559000924499999
ACH-000148,-0.09342874079160002
ACH-000150,0.15953645961
ACH-000152,-0.0163268212674
ACH-000153,0.0033395235369299997
ACH-000159,-0.060221931261800005
ACH-000160,0.0287052261185
ACH-000163,-0.08516964727700001
ACH-000167,-0.016070265153000002
ACH-000168,0.028649893176000002
ACH-000169,0.0639986490705
ACH-000178,0.0144086300936
ACH-000182,-0.063328605914
ACH-000183,0.159573189089
ACH-000188,0.138656432208
ACH-000189,0.062305077791
ACH-000190,0.165994925121
ACH-000198,0.09272053154360001
ACH-000204,-0.343719960507
ACH-000206,0.15894293112
ACH-000207,0.20177935940699998
ACH-000211,0.184029083653
ACH-000215,0.056496482684500006
ACH-000221,0.0936961604269
ACH-000222,-0.10799863956399999
ACH-000223,-0.019884729482
ACH-000226,-0.0283788263315
ACH-000227,0.0299787434474
ACH-000228,-0.06641911601940001
