,NWD2 (57495)
ACH-000004,-0.0129335055195
ACH-000007,0.141550147916
ACH-000009,-0.08542384147530001
ACH-000011,-0.0571975542858
ACH-000012,-0.0596896249775
ACH-000013,0.0043071951728100005
ACH-000014,-0.036222303815199995
ACH-000015,-0.09433582029210001
ACH-000017,-0.194956673955
ACH-000018,-0.11204058783
ACH-000019,0.0747401789573
ACH-000021,-0.08822185095619998
ACH-000022,-0.14918858504899998
ACH-000025,-0.205970883701
ACH-000028,-0.0523859082723
ACH-000030,-0.202652793165
ACH-000035,0.0137311813154
ACH-000036,-0.157100296413
ACH-000037,-0.234153438997
ACH-000039,-0.21008171381299998
ACH-000040,0.0743871548547
ACH-000041,-0.000679568355109
ACH-000042,-0.154879135543
ACH-000045,-0.018331119994
ACH-000047,-0.185169420863
ACH-000052,-0.177316396006
ACH-000053,-0.185911694016
ACH-000054,-0.026544624043999997
ACH-000055,-0.23210024984799998
ACH-000060,-0.140382745691
ACH-000067,-0.07102233545389999
ACH-000070,-0.0960816095799
ACH-000075,0.0629414759068
ACH-000078,-0.111888026002
ACH-000082,-0.021908288308399998
ACH-000085,0.0008788557151060001
ACH-000086,-0.0404847632784
ACH-000087,0.0851961840607
ACH-000092,-0.114969171176
ACH-000095,-0.00402327162173
ACH-000097,-0.0789329594185
ACH-000098,0.0799625642559
ACH-000099,-0.0616831523606
ACH-000108,-0.167980174031
ACH-000113,-0.18652066375
ACH-000115,0.192369048093
ACH-000116,-0.057030335772099996
ACH-000118,-0.149671916305
ACH-000120,0.0077269003742200006
ACH-000123,-0.17904973725
ACH-000127,-0.139734489406
ACH-000128,0.0374587930707
ACH-000132,-0.10944119162799999
ACH-000133,-0.234498676264
ACH-000137,-0.178389936148
ACH-000138,-0.0201408505738
ACH-000142,-0.044906643082
ACH-000143,-0.352024352154
ACH-000146,-0.09050947620860002
ACH-000148,-0.05580715105259999
ACH-000150,-0.124304758805
ACH-000152,-0.03437610771230001
ACH-000153,-0.00746481493515
ACH-000159,-0.248606064903
ACH-000160,-0.09793787597650001
ACH-000163,-0.33108833018399997
ACH-000167,-0.0935797087573
ACH-000168,-0.186806187579
ACH-000169,-0.0606426111543
ACH-000178,0.0415225763835
ACH-000182,-0.03631788921180001
ACH-000183,-0.0483364385955
ACH-000188,-0.05316450017990001
ACH-000189,0.051353047782800004
ACH-000190,-0.0912216352576
ACH-000198,-0.059834692169900006
ACH-000204,-0.0962816149426
ACH-000206,-0.165929549145
ACH-000207,0.308118158973
ACH-000211,0.0858315407079
ACH-000215,-0.12957915028699998
ACH-000221,-0.0180749521498
ACH-000222,-0.183619406386
ACH-000223,-0.051518192713599996
ACH-000226,-0.145607201264
ACH-000227,-0.0501035036881
ACH-000228,-0.11444731503200001
ACH-000231,-0.116217521224
ACH-000232,-0.028196397855899998
ACH-000233,-0.0591286676542
ACH-000234,0.0850043225045
ACH-000235,-0.0388354467483
ACH-000237,-0.19160288693799998
ACH-000238,-0.37858080993199994
ACH-000243,-0.191618854103
ACH-000244,-0.0549155798712
ACH-000246,-0.043405684291900004
ACH-000248,-0.104611358956
ACH-000250,-0.140692881592
ACH-000251,0.0206037385064
ACH-000253,-0.0910198696385
ACH-000255,-0.028060673440400002
ACH-000256,0.010269407934799999
ACH-000257,-0.256169782816
ACH-000258,-0.0573194396659
ACH-000259,-0.0789610901918
ACH-000260,-0.10717712139900001
ACH-000261,-0.13721766203400002
ACH-000262,-0.093810804517
ACH-000263,-0.180647057711
ACH-000264,-0.210544602175
ACH-000265,-0.0699830924708
ACH-000266,-0.148340477155
ACH-000272,-0.10138226243899999
ACH-000273,-0.206510244373
ACH-000274,-0.9426889483069999
ACH-000277,-0.0135041636837
ACH-000278,-0.05610350051369999
ACH-000279,-0.18784898669300001
ACH-000280,-0.212415275417
ACH-000281,-0.19184647085999998
ACH-000288,-0.0658317529296
ACH-000291,0.0451248951308
ACH-000293,-0.156930162314
ACH-000294,-0.201059308985
ACH-000295,-0.353529873863
ACH-000296,-0.128723809944
ACH-000302,-0.229267843711
ACH-000304,0.0485014770338
ACH-000307,-0.0132640786161
ACH-000308,-0.13718893672000002
ACH-000310,-0.256976245549
ACH-000311,-0.11309314854000001
ACH-000312,-0.187146663462
ACH-000315,-0.277584309974
ACH-000316,0.139808403794
ACH-000317,-0.055921335185400003
ACH-000318,-0.194338921942
ACH-000319,-0.23395348793200002
ACH-000320,-0.20491353893599998
ACH-000322,-0.46338710238200004
ACH-000323,0.013415962828500001
ACH-000324,-0.0528124965382
ACH-000329,-0.18248717049600002
ACH-000330,-0.276948067326
ACH-000331,-0.041917417611099995
ACH-000332,-0.0350857239842
ACH-000334,-0.16528621977
ACH-000335,-0.27359911605799997
ACH-000336,-0.340842183737
ACH-000337,0.111900948335
ACH-000339,-0.05702639009330001
ACH-000341,0.028357414155
ACH-000348,-0.11884549595
ACH-000350,-0.00395979941865
ACH-000352,-0.0740818755618
ACH-000356,0.0904004945883
ACH-000361,0.0389834112225
ACH-000362,-0.12142787952400001
ACH-000363,-0.111273598352
ACH-000364,-0.042001310273400004
ACH-000365,-0.108377078254
ACH-000366,-0.109408790315
ACH-000368,-0.058237737188599994
ACH-000374,-0.0792733103565
ACH-000375,-0.24824389756999998
ACH-000376,-0.11173521179300001
ACH-000381,-0.189604440889
ACH-000383,-0.0916220408381
ACH-000387,-0.079468344276
ACH-000389,-0.0102712836902
ACH-000390,-0.242239654714
ACH-000393,-0.152766820982
ACH-000395,-0.0452938927701
ACH-000397,0.00574358778904
ACH-000401,-0.224920041303
ACH-000402,0.0674431184485
ACH-000403,-0.21806892461199998
ACH-000404,0.23747648751800002
ACH-000406,-0.14262653754000001
ACH-000407,-0.0143120437351
ACH-000408,-0.0439649291616
ACH-000410,0.016929541058700003
ACH-000411,0.047459536436199996
ACH-000414,-0.147497942563
ACH-000415,-0.173965643063
ACH-000416,-0.0769793306907
ACH-000420,-0.12674041170199998
ACH-000421,-0.0221631503534
ACH-000424,0.166619361557
ACH-000425,-0.048969798367599994
ACH-000426,-0.445764401299
ACH-000427,-0.17105395702799997
ACH-000433,-0.22957551023400002
ACH-000436,-0.173715266078
ACH-000444,-0.158460500578
ACH-000445,0.128603935682
ACH-000448,-0.116474678369
ACH-000450,-0.0813811355323
ACH-000452,-0.13513826231599999
ACH-000454,-0.155839858388
ACH-000458,-0.0414144135872
ACH-000459,-0.32834401473499997
ACH-000460,-0.17956383855099997
ACH-000461,-0.0438239163743
ACH-000463,-0.169881717346
ACH-000464,-0.123798983731
ACH-000466,-0.251080415076
ACH-000467,-0.062096302254699996
ACH-000468,-0.233637194676
ACH-000469,-0.0691785487173
ACH-000470,-0.0677360865506
ACH-000471,-0.245347048366
ACH-000472,-0.105883539013
ACH-000473,-0.173892839021
ACH-000475,-0.0526204210573
ACH-000476,-0.108637872044
ACH-000477,0.011898021217100001
ACH-000480,-0.145392041312
ACH-000481,-0.109456283252
ACH-000483,-0.17052087077599998
ACH-000484,0.00237733068541
ACH-000485,-0.024172474130599995
ACH-000486,-0.276879499457
ACH-000487,-0.120842523518
ACH-000488,-0.0348928672541
ACH-000490,-0.159965431225
ACH-000491,-0.17199228847399997
ACH-000495,-0.314628881111
ACH-000496,-0.174195574606
ACH-000499,-0.106667074264
ACH-000500,0.07992443889169999
ACH-000502,-0.25057497775
ACH-000503,-0.38042798074699996
ACH-000505,-0.14444601966700002
ACH-000507,-0.24997661259799997
ACH-000510,-0.11779904456599999
ACH-000511,-0.0874684752495
ACH-000512,0.0188246901284
ACH-000516,-0.18615487752300003
ACH-000517,-0.148826245744
ACH-000518,-0.00829058668462
ACH-000520,-0.168624614212
ACH-000521,-0.143136024267
ACH-000522,-0.018306138506499998
ACH-000524,-0.08798599002879999
ACH-000527,-0.19443346341499998
ACH-000528,-0.132650660018
ACH-000537,-0.133707582763
ACH-000541,-0.11582291268799999
ACH-000542,-0.0661565334143
ACH-000544,-0.016092064415200003
ACH-000545,-0.162667123004
ACH-000547,0.0213795567822
ACH-000548,-0.12101509968699999
ACH-000549,-0.0825874221483
ACH-000550,-0.10498998252999998
ACH-000552,-0.104538016774
ACH-000556,-0.23226089689800003
ACH-000557,-0.200288418479
ACH-000570,-0.128284887783
