,ISX (91464)
ACH-000004,-0.21681159213399998
ACH-000007,-0.16765860055
ACH-000009,0.09689302495439998
ACH-000011,-0.256098864768
ACH-000012,-0.0688316191907
ACH-000013,-0.133138317457
ACH-000014,-0.10044845263699999
ACH-000015,-0.077587587723
ACH-000017,-0.026880694917099997
ACH-000018,-0.0354234286966
ACH-000019,-0.12286983033700001
ACH-000021,0.0541074665681
ACH-000022,0.037695025159
ACH-000025,-0.0350439700031
ACH-000028,-0.111778526146
ACH-000030,-0.162031768466
ACH-000035,0.0425127478944
ACH-000036,0.0778087471592
ACH-000037,-0.14532578282199998
ACH-000039,0.167954617634
ACH-000040,0.133931527379
ACH-000041,-0.27508957994000005
ACH-000042,-0.44287593243100004
ACH-000045,0.13145025247199998
ACH-000047,0.0675442869486
ACH-000052,-0.14858948081700002
ACH-000053,-0.05857866614440001
ACH-000054,-0.0250335017421
ACH-000055,-0.182923972029
ACH-000060,-0.115330189485
ACH-000067,-0.0593796274448
ACH-000070,-0.08351571039189999
ACH-000075,-0.125539463532
ACH-000078,0.14453713994
ACH-000082,0.06872594190810001
ACH-000085,-0.00391544374236
ACH-000086,0.0836020899521
ACH-000087,-0.10285565648700001
ACH-000092,-0.196769218512
ACH-000095,-0.052768828721400006
ACH-000097,-0.04115397950769999
ACH-000098,-0.190182372953
ACH-000099,-0.011093443505500001
ACH-000108,0.0932267759119
ACH-000113,0.12652440447899999
ACH-000115,-0.227311348139
ACH-000116,-0.011936011897400001
ACH-000118,-0.0305820094876
ACH-000120,-0.00261955484325
ACH-000123,-0.205428157812
ACH-000127,0.0873643490568
ACH-000128,0.045709863013699996
ACH-000132,-0.08174204367539999
ACH-000133,-0.025078810151
ACH-000137,-0.237065016813
ACH-000138,0.0775406162776
ACH-000142,0.036130257152199995
ACH-000143,-0.07020368907869999
ACH-000146,-0.0293843714606
ACH-000148,0.10869031782500001
ACH-000150,0.0556550969424
ACH-000152,0.028848633281700002
ACH-000153,0.145890624197
ACH-000159,0.132518717452
ACH-000160,0.0318461770426
ACH-000163,-0.264910599416
ACH-000167,-0.029744726888900005
ACH-000168,-0.033755317613400004
ACH-000169,-0.149584254152
ACH-000178,0.054581235404400005
ACH-000182,0.0124090793842
ACH-000183,-0.0147030591478
ACH-000188,0.10994657492799999
ACH-000189,-0.135434323148
ACH-000190,-0.171108497641
ACH-000198,0.020064385889400002
ACH-000204,-0.162605842473
ACH-000206,-0.0311673732187
ACH-000207,-0.060969275570300005
ACH-000211,-0.0360542884663
ACH-000215,0.07169715719519999
ACH-000221,-0.145393097207
ACH-000222,-0.00536900253609
ACH-000223,-0.0298270411398
ACH-000226,0.016433651444700003
ACH-000227,-0.0696476783316
ACH-000228,-0.049789243693900004
ACH-000231,0.04969962928169999
ACH-000232,0.00318016128915
ACH-000233,-0.176662497211
ACH-000234,0.06717869939360001
ACH-000235,0.078205678364
ACH-000237,-0.0146678441674
ACH-000238,-0.08190147181719999
ACH-000243,0.0790148662404
ACH-000244,-0.0619074086849
ACH-000246,0.09348378929670001
ACH-000248,-0.04686408636660001
ACH-000250,0.12028835232599999
ACH-000251,0.17362174268599997
ACH-000253,-0.205171944175
ACH-000255,-0.20491789902399998
ACH-000256,-0.388652881505
ACH-000257,0.30347765689399997
ACH-000258,-0.0913910396093
ACH-000259,0.0146524719649
ACH-000260,-0.0517204296351
ACH-000261,-0.100300751606
ACH-000262,0.27161493843400003
ACH-000263,0.0134686737438
ACH-000264,-0.196753509023
ACH-000265,-0.277684470654
ACH-000266,0.0556059304693
ACH-000272,-0.21840285274500001
ACH-000273,0.08138102467389999
ACH-000274,-0.0342867309532
ACH-000277,0.122484952863
ACH-000278,-0.0245632048863
ACH-000279,0.0
ACH-000280,0.036704168705000005
ACH-000281,-0.00820627171264
ACH-000288,0.0907369237672
ACH-000291,0.045084555487199994
ACH-000293,0.043889300237999994
ACH-000294,0.06763732046
ACH-000295,-0.0604174887304
ACH-000296,0.228061126531
ACH-000302,-0.132465150381
ACH-000304,-0.24492584661400002
ACH-000307,0.0316081188482
ACH-000308,0.00048923754886
ACH-000310,0.08759873409590001
ACH-000311,0.1278525299
ACH-000312,0.130164650266
ACH-000315,0.0833525430547
ACH-000316,0.0
ACH-000317,0.19766564380899998
ACH-000318,-0.08819551468709999
ACH-000319,0.0135146386533
ACH-000320,0.13338845607
ACH-000322,0.06622888369850001
ACH-000323,-0.028212192856099997
ACH-000324,0.0560124636517
ACH-000329,0.12672130581399998
ACH-000330,-0.21726671026900002
ACH-000331,-0.0631510067459
ACH-000332,-0.030338368388299997
ACH-000334,0.107404766619
ACH-000335,-0.0910813814588
ACH-000336,0.08854526262810002
ACH-000337,-0.145259096629
ACH-000339,0.04913768575519999
ACH-000341,-0.039952588062
ACH-000348,0.0028941650296300005
ACH-000350,-0.0417062138299
ACH-000352,-0.10633260207800001
ACH-000356,-0.0356087938928
ACH-000361,-0.0647758590156
ACH-000362,0.030021866358599998
ACH-000363,0.0153695061552
ACH-000364,-0.0529524787368
ACH-000365,-0.154057672349
ACH-000366,0.0458716392959
ACH-000368,-0.087353116064
ACH-000374,0.0955333909581
ACH-000375,0.06252972708269999
ACH-000376,-0.17831173698600003
ACH-000381,-0.0542026568178
ACH-000383,-0.0193705294923
ACH-000387,-0.0474225239393
ACH-000389,0.051634475122800005
ACH-000390,-0.0035699220701100004
ACH-000393,0.0398384607264
ACH-000395,0.09980233804500001
ACH-000397,-0.108131624757
ACH-000401,0.0061807418748
ACH-000402,-0.15805309274
ACH-000403,-0.125478253388
ACH-000404,0.0682451953049
ACH-000406,-0.044143424496400005
ACH-000407,0.0263369085345
ACH-000408,-0.048759953548900004
ACH-000410,-0.018308329427700002
ACH-000411,0.055445622314099996
ACH-000414,-0.0816112280902
ACH-000415,-0.0448570780334
ACH-000416,0.009109682703059998
ACH-000420,-0.154670852745
ACH-000421,-0.012342999423
ACH-000424,0.0262027367105
ACH-000425,-0.19989599498399999
ACH-000426,-0.17571411715500002
ACH-000427,-0.135946060847
ACH-000433,0.166559011961
ACH-000436,-0.00149006663779
ACH-000444,-0.08155236566139999
ACH-000445,0.0912966945882
ACH-000448,-0.09987705433589998
ACH-000450,-0.119077714249
