,ELL2 (22936)
ACH-000004,0.0498386472365
ACH-000007,0.267518408483
ACH-000009,0.09027386499189999
ACH-000011,0.157042624947
ACH-000012,-0.010389535997
ACH-000013,0.226132462531
ACH-000014,0.0869352112811
ACH-000015,0.07125452606039999
ACH-000017,0.192021578615
ACH-000018,-0.15964278310399999
ACH-000019,0.163184104661
ACH-000021,0.0300230821782
ACH-000022,0.0310730715373
ACH-000025,0.23300280661400002
ACH-000028,0.148702347101
ACH-000030,0.0365601153119
ACH-000035,-0.0531496421209
ACH-000036,0.09140523324310001
ACH-000037,-0.000840248028368
ACH-000039,0.113077180222
ACH-000040,0.09996879398849999
ACH-000041,0.0343352691629
ACH-000042,0.0774862226012
ACH-000045,0.12547216294000002
ACH-000047,0.166582822716
ACH-000052,-0.029485297467799997
ACH-000053,-0.094647108943
ACH-000054,-0.0163889451769
ACH-000055,0.096272885553
ACH-000060,0.134898925069
ACH-000067,0.047444469803300006
ACH-000070,0.119714013177
ACH-000075,-0.004927417221060001
ACH-000078,0.04740105270909999
ACH-000082,0.0623415652403
ACH-000085,0.08543609090489998
ACH-000086,0.0582572462699
ACH-000087,-0.12671773847999998
ACH-000092,0.11283706668
ACH-000095,0.0913841717962
ACH-000097,0.220598755968
ACH-000098,0.0472892533656
ACH-000099,0.0743883061038
ACH-000108,0.05756696595369999
ACH-000113,-0.209350871256
ACH-000115,-0.0167071497582
ACH-000116,0.108975558606
ACH-000118,0.167290373836
ACH-000120,0.12270265644999999
ACH-000123,0.100785303885
ACH-000127,0.043943369991899996
ACH-000128,0.19996945451499998
ACH-000132,0.164097836282
ACH-000133,0.082757391082
ACH-000137,0.06043566097630001
ACH-000138,0.144949120544
ACH-000142,0.22173738295099998
ACH-000143,-0.21910938211999997
ACH-000146,0.16697497051100002
ACH-000148,0.125367699266
ACH-000150,0.062018617028599995
ACH-000152,0.252858478514
ACH-000153,-0.12705824342900002
ACH-000159,0.268293901547
ACH-000160,0.59494313509
ACH-000163,0.0511847038995
