,CEBPE (1053)
ACH-000425,-0.36575155464599995
ACH-000426,-0.309284898793
ACH-000427,-0.246833665104
ACH-000433,-0.341610906449
ACH-000436,-0.197638785959
ACH-000444,-0.26446398792
ACH-000445,-0.59318373552
ACH-000448,-0.42529211413199997
ACH-000450,-0.423987138723
ACH-000452,-0.129468982933
ACH-000454,-0.319241330617
ACH-000458,-0.240805051666
ACH-000459,-0.302024809589
ACH-000460,-0.323403759113
ACH-000461,-0.217524793684
ACH-000463,-0.41713288205300003
ACH-000464,-0.23929946727499998
ACH-000466,-0.344652166357
ACH-000467,-0.189140645693
ACH-000468,-0.264949815081
ACH-000469,-0.201083424934
ACH-000470,0.0895459278829
ACH-000471,-0.608447867359
ACH-000472,-0.308628011782
ACH-000473,-0.303137474064
ACH-000475,-0.285203561549
ACH-000476,-0.288556417227
ACH-000477,-0.5509044100280001
ACH-000480,-0.243952064788
ACH-000481,-0.471975498905
ACH-000483,-0.40237685973000004
ACH-000484,-0.43843941285899996
ACH-000485,-0.30438676943799997
ACH-000486,-0.505489644268
ACH-000487,-0.08307796887680001
ACH-000488,-0.33967507939499997
ACH-000490,-0.382520963725
ACH-000491,-0.18106411674800002
ACH-000495,-0.5926197127880001
ACH-000496,-0.0671689248973
ACH-000499,-0.5140075120750001
ACH-000500,0.21804421269000002
ACH-000502,-0.278392267274
ACH-000503,-0.317258028136
ACH-000505,-0.330131818591
ACH-000507,-0.316792953058
ACH-000510,-0.22397441528
ACH-000511,-0.299899466628
ACH-000512,-0.307415550269
ACH-000516,-0.294508276361
ACH-000517,-0.153763323901
ACH-000518,-0.28965235784000004
ACH-000520,-0.23381710473900003
ACH-000521,-0.29174432225900004
ACH-000522,-0.303024673009
ACH-000524,-0.247687442349
ACH-000527,-0.317323352023
ACH-000528,-0.367585784576
ACH-000537,-0.15229545418600002
ACH-000541,-0.0796233773648
ACH-000542,-0.30590579413
ACH-000544,-0.472983905938
ACH-000545,-0.404831665845
ACH-000547,-0.419207599022
ACH-000548,-0.245811058682
ACH-000549,-0.074958160996
ACH-000550,-0.34688669383000004
ACH-000552,-0.44574502299099994
ACH-000556,-0.269903204083
ACH-000557,0.180018422858
ACH-000570,-0.18735901806299998
ACH-000571,-0.271477909513
ACH-000573,-0.25950318685
ACH-000576,-0.121207796852
ACH-000580,-0.465116569934
ACH-000584,-0.46531592514200004
ACH-000585,-0.215222827436
ACH-000588,-0.152435117524
ACH-000589,-0.285792376559
ACH-000591,-0.131043266754
ACH-000593,-0.19598718629200002
ACH-000600,-0.324242662119
ACH-000601,-0.336976275379
ACH-000604,-0.196138499259
ACH-000605,-0.0823520460489
ACH-000606,-0.368029427134
ACH-000608,-0.258053236129
ACH-000614,-0.254987606688
ACH-000616,-0.284661805328
ACH-000618,-0.280534536701
ACH-000619,-0.41211212098300004
ACH-000620,-0.282243503861
ACH-000621,-0.105551351514
ACH-000622,-0.38410205998499997
ACH-000623,-0.344575306739
ACH-000624,-0.314288467166
ACH-000627,-0.308733525142
ACH-000630,-0.0723783525273
ACH-000632,-0.330793499167
ACH-000633,-0.361509516036
ACH-000637,-0.072443956651
ACH-000638,-0.25462912862799997
ACH-000646,-0.314384181223
ACH-000647,-0.12366032027799999
ACH-000648,-0.162939116985
ACH-000649,-0.37252642459
ACH-000651,-0.26786674084600004
ACH-000652,0.0124192515757
ACH-000653,-0.105837635433
ACH-000657,-0.413010398426
ACH-000658,0.00522963964621
ACH-000661,-0.327682027607
ACH-000662,-0.20434623456700002
ACH-000663,-0.22750161575800001
ACH-000665,-0.18491499231699998
ACH-000671,-0.34956413216300003
ACH-000673,-0.14424810168500002
ACH-000676,-0.441288957134
ACH-000677,-0.489921172735
ACH-000681,-0.370190976109
ACH-000682,-0.31166161646400004
ACH-000683,-0.44337729488999994
ACH-000684,-0.220400328063
ACH-000688,-0.198559212835
ACH-000693,-0.443575180905
ACH-000694,-0.398949554278
ACH-000695,-0.252151534443
ACH-000696,-0.282601833774
ACH-000697,-0.234739987451
ACH-000699,-0.259483820135
ACH-000701,-0.22084103499299998
ACH-000706,-0.191428065669
ACH-000711,-0.315337177062
ACH-000713,-0.47574108738700005
ACH-000714,-0.143802177321
ACH-000718,-0.194311589842
ACH-000720,-0.12183358413499999
ACH-000721,-0.407701312399
ACH-000724,-0.20015131373300002
ACH-000725,-0.78614830287
ACH-000732,-0.171209238423
ACH-000734,-0.0923296398972
ACH-000735,-0.249245423746
ACH-000736,-0.289575261528
ACH-000738,-0.35537495425899995
ACH-000746,-0.362011832226
ACH-000747,-0.4337570647
ACH-000748,-0.215728169555
ACH-000753,-0.210979764766
ACH-000756,-0.273974006483
ACH-000757,-0.43576913746299994
ACH-000758,-0.25646273933
ACH-000760,-0.329803449565
ACH-000763,-0.04127740149819999
ACH-000764,-0.288745207534
ACH-000765,-0.33252311257
ACH-000766,-0.403110786113
ACH-000767,-0.198016114113
ACH-000768,-0.19417824165
ACH-000769,-0.24256189581999998
ACH-000770,-0.296339709112
ACH-000771,-0.113326524539
ACH-000773,-0.255391660309
ACH-000776,-0.353679659116
ACH-000777,-0.302558001624
ACH-000778,-0.11675410060000001
ACH-000781,-0.23423048184
ACH-000782,-0.100943779999
ACH-000783,-0.37008110891
ACH-000784,-0.318859837793
ACH-000785,0.048457892668000005
ACH-000787,-0.165212012192
ACH-000788,-0.302566235542
ACH-000791,-0.395699619661
ACH-000792,-0.194771042085
ACH-000794,-0.408528604838
ACH-000796,-0.327283975487
ACH-000799,-0.10284152284800001
ACH-000800,-0.274890914518
ACH-000802,-0.33257803350000004
ACH-000804,-0.20521229326499998
ACH-000805,-0.367449047219
ACH-000809,-0.18841948072099998
ACH-000810,-0.121942012873
ACH-000811,-0.16721235172499999
ACH-000817,-0.26197491925099997
ACH-000819,-0.37861834172799996
ACH-000820,-0.700995443743
ACH-000821,-0.166533176471
ACH-000822,-0.287586550697
ACH-000823,-0.386292468494
ACH-000824,-0.18755745450599998
ACH-000827,-0.39189980574199995
ACH-000829,-0.11602328131100001
ACH-000831,-0.269114764518
ACH-000832,-0.47899442846100004
ACH-000833,-0.10851420109200001
ACH-000834,-0.0894267009288
ACH-000835,-0.301081568275
ACH-000836,-0.502367612924
ACH-000837,-0.385726377886
ACH-000838,-0.34246292094
ACH-000839,-0.38252076589199996
ACH-000840,-0.278539567608
ACH-000841,-0.44304975718199996
ACH-000843,-0.217929948838
ACH-000846,-0.264167565687
ACH-000847,-0.469246103246
ACH-000848,-0.307822621192
ACH-000849,-0.308482106695
ACH-000851,-0.449695869092
ACH-000855,-0.303259949653
ACH-000856,-0.264644857806
ACH-000858,-0.379265820027
ACH-000859,-0.392244559435
ACH-000861,-0.35866944338
ACH-000862,-0.0377283674538
ACH-000865,-0.451402435634
ACH-000866,-0.262871913752
ACH-000867,-0.259070754047
ACH-000869,-0.337329536017
ACH-000872,-0.127349382305
ACH-000873,-0.24605962945999998
ACH-000876,-0.27642970010400003
ACH-000878,-0.36169950893200004
ACH-000880,-0.321027316627
ACH-000881,-0.341145296878
ACH-000882,-0.2623516469
ACH-000884,-0.30140002851
ACH-000885,-0.341202361602
ACH-000887,-0.406138817389
ACH-000888,-0.0743195648348
ACH-000889,-0.771957333288
ACH-000890,-0.319867888125
ACH-000896,-0.269090376194
ACH-000898,-0.351362179185
ACH-000900,-0.347423353311
ACH-000901,-0.160446404248
ACH-000905,-0.40258950111
ACH-000906,-0.242689864453
ACH-000907,-0.42464272449699997
ACH-000910,-0.138069088528
ACH-000911,-0.28450508350000003
ACH-000912,-0.458491906729
ACH-000913,-0.302728563775
ACH-000915,-0.19275148052700003
ACH-000916,-0.464890129749
ACH-000917,-0.32680683155400003
ACH-000921,-0.272561960808
ACH-000924,-0.150627596395
ACH-000926,-0.0528425592849
ACH-000928,-0.308860928463
ACH-000929,-0.25516896013
ACH-000932,-0.33115424143100003
ACH-000935,-0.378176832316
ACH-000936,-0.38117104020000003
ACH-000937,-0.103148371739
ACH-000938,-0.157049852062
ACH-000939,-0.31488021661800003
ACH-000941,-0.7236714321430001
ACH-000943,-0.464118157676
ACH-000946,-0.32944090286999994
ACH-000947,-0.286834447901
ACH-000948,-0.235356184908
ACH-000950,-0.233653764823
ACH-000953,-0.395740667746
ACH-000957,-0.221569997587
ACH-000958,-0.0947671170517
ACH-000960,-0.253320403596
ACH-000963,-0.21261457804900002
ACH-000968,-0.508711220549
ACH-000969,-0.341368851523
ACH-000973,-0.273692868552
ACH-000974,-0.309063572744
ACH-000975,-0.172546198759
ACH-000976,-0.218164332266
ACH-000978,-0.323437205292
ACH-000980,-0.21836320154199998
ACH-000984,-0.184536797786
ACH-000986,-0.297566479328
ACH-000988,-0.27590501902
ACH-000993,-0.294682265471
ACH-000994,-0.325194946216
ACH-000996,-0.285569386541
ACH-001001,-0.242988828428
ACH-001020,-0.159353241532
ACH-001028,-0.334112280716
ACH-001031,-0.485328624267
ACH-001038,-0.35138929317100004
ACH-001048,-0.269462455116
ACH-001050,-0.295471125383
ACH-001053,-0.162010578647
ACH-001054,-0.190752404091
ACH-001061,-0.331375279898
ACH-001067,-0.338651603056
ACH-001075,-0.308534769418
ACH-001096,-0.38822768282799996
ACH-001128,-0.338744682077
ACH-001134,-0.416612170556
ACH-001151,-0.24691123414799998
ACH-001163,-0.326445961665
ACH-001164,-0.41005593727899997
ACH-001173,-0.28561926868799997
ACH-001183,-0.331985827309
ACH-001184,0.0311405864675
ACH-001190,-0.335880377461
ACH-001192,-0.361512805498
ACH-001193,-0.235300547907
ACH-001196,-0.32918441794500003
ACH-001197,-0.275524180993
ACH-001205,-0.14329104496
ACH-001211,-0.11544114763800001
ACH-001212,-0.187948544117
ACH-001228,-0.166776364401
ACH-001232,-0.339361810719
ACH-001239,-0.254696920625
ACH-001274,-0.371609293303
ACH-001275,-0.137700231825
ACH-001277,-0.305497934628
ACH-001278,-0.164670767352
ACH-001280,-0.115394595835
ACH-001283,-0.447857181835
ACH-001289,-0.310514644139
ACH-001295,-0.345808772692
ACH-001300,-0.225374087646
ACH-001301,-0.0904991578143
ACH-001302,-0.219224394645
ACH-001303,0.132733094776
ACH-001306,-0.21961273853
ACH-001318,-0.288759361595
ACH-001322,-0.34310434856399996
ACH-001328,-0.158393994372
ACH-001332,-0.30259125925999997
ACH-001333,-0.462671079417
ACH-001336,-0.154826564536
ACH-001340,-0.155769335074
ACH-001346,-0.37672079232199995
ACH-001353,-0.332517108284
ACH-001354,-0.189008592805
ACH-001367,-0.48071969400200004
ACH-001368,-0.313599752449
ACH-001374,-0.3861359912
ACH-001375,-0.286098480359
ACH-001377,-0.320979916114
ACH-001380,-0.44617795849799996
ACH-001391,-0.148003301873
ACH-001407,-0.183737410599
ACH-001408,-0.31981491302799997
ACH-001413,-0.46581573153300004
ACH-001430,-0.08629381136
ACH-001431,-0.30372515537300004
ACH-001450,-0.298089191131
ACH-001496,-0.276204287443
ACH-001500,-0.319685552817
ACH-001521,-0.330256958842
ACH-001523,-0.280205995211
ACH-001532,-0.342970760153
ACH-001536,-0.152377996082
ACH-001550,-0.612534792237
ACH-001552,-0.222713675386
ACH-001554,-0.276390313361
ACH-001645,-0.394620524944
ACH-001654,-0.127360199855
ACH-001715,-0.36713633796499995
ACH-001735,-0.119544015132
ACH-001736,-0.08951670730810002
ACH-001737,-0.459997324471
ACH-001740,-0.252312407017
ACH-001745,-0.374040232131
ACH-001750,-0.319724480703
ACH-001765,-0.418276334202
ACH-001956,-0.271013820562
ACH-001957,-0.39179965303099995
