,ATP6V0C (527)
ACH-000424,-1.7740607424700001
ACH-000425,-1.8738963455500002
ACH-000426,-1.86273207406
ACH-000427,-1.9823376700599997
ACH-000433,-1.6561617233500001
ACH-000436,-2.19130561692
ACH-000444,-1.58156103945
ACH-000445,-1.46307659128
ACH-000448,-1.5998127999599998
ACH-000450,-1.60459799585
ACH-000452,-1.78721083332
ACH-000454,-1.5997208898700002
ACH-000458,-1.7719766713599998
ACH-000459,-2.4432794451700004
ACH-000460,-1.70413702199
ACH-000461,-1.8429981401400002
ACH-000463,-1.43244909692
ACH-000464,-2.19672425387
ACH-000466,-1.73326684176
ACH-000467,-1.7941715146200001
ACH-000468,-2.2665007173
ACH-000469,-1.83406256289
ACH-000470,-1.9867437265599999
ACH-000471,-1.8538606460900002
ACH-000472,-2.16520107715
ACH-000473,-1.87981029055
ACH-000475,-1.85576108934
ACH-000476,-1.9012146073299998
ACH-000477,-2.89931245775
ACH-000480,-1.76674874434
ACH-000481,-2.03481683586
ACH-000483,-1.4261877784
ACH-000484,-1.7489515158400002
ACH-000485,-1.9201295270299998
ACH-000486,-1.6181218095200003
ACH-000487,-1.82423681995
ACH-000488,-1.7519023704199999
ACH-000490,-1.61091859429
ACH-000491,-2.06878813849
ACH-000495,-1.6885744270299998
ACH-000496,-1.8376969788
ACH-000499,-1.68603331465
ACH-000500,-0.905783325722
ACH-000502,-1.56505545448
ACH-000503,-1.93191271466
ACH-000505,-1.7664051748599998
ACH-000507,-1.9605015416
ACH-000510,-1.98677296396
ACH-000511,-1.7408527006
ACH-000512,-1.74767650495
ACH-000516,-1.8742192080000002
ACH-000517,-2.0258228626299997
ACH-000518,-1.6909033332899999
ACH-000520,-1.6920299625100002
ACH-000521,-2.0057655802900003
ACH-000522,-1.92950605559
ACH-000524,-2.1422853443400003
ACH-000527,-1.74280287089
ACH-000528,-1.7793657518900001
ACH-000537,-1.8469373106
ACH-000541,-1.7571623137599999
ACH-000542,-1.64919060405
ACH-000544,-1.71636556903
ACH-000545,-1.56513212559
ACH-000547,-1.3801113739
ACH-000548,-1.9273272833200001
ACH-000549,-1.7682548786400003
ACH-000550,-1.45547084619
ACH-000552,-1.7136618558399999
ACH-000556,-1.6183285495700002
ACH-000557,-2.2757135441900003
ACH-000570,-1.9296078957099998
ACH-000571,-2.43348775003
ACH-000573,-1.94745388917
ACH-000576,-2.02589781018
ACH-000580,-1.98152307871
ACH-000584,-2.04900738518
ACH-000585,-1.83509706605
ACH-000588,-2.03375000162
ACH-000589,-1.64401918809
ACH-000591,-2.0572061336400003
ACH-000593,-1.87806575692
ACH-000600,-1.87141880498
ACH-000601,-1.7124272281600001
ACH-000604,-2.64443668944
ACH-000605,-1.40190876372
ACH-000606,-1.62941983503
ACH-000608,-2.3888494729599996
ACH-000614,-2.08325153853
ACH-000616,-1.80379579995
ACH-000618,-1.88108362023
ACH-000619,-1.8129854570299997
ACH-000620,-1.84084135948
ACH-000621,-2.2378489304299998
ACH-000622,-2.13642163072
ACH-000623,-1.9097347514900003
ACH-000624,-1.75580788037
ACH-000627,-1.7689145593400002
ACH-000630,-1.46372150265
ACH-000632,-1.9647540458400001
ACH-000633,-1.91558057012
ACH-000637,-1.1514120233
ACH-000638,-1.8306689118000001
ACH-000646,-2.25307297654
ACH-000647,-1.6367463567299998
ACH-000648,-1.8581442386400002
ACH-000649,-2.00685897424
ACH-000651,-1.65939400695
ACH-000652,-1.8958954696099999
ACH-000653,-1.9913070279
ACH-000657,-1.8204650916499998
ACH-000658,-2.12286510857
ACH-000661,-2.29113274088
ACH-000662,-1.8026774866
ACH-000663,-1.88446658532
ACH-000665,-1.7840668827500001
ACH-000671,-2.00615127922
ACH-000673,-1.77711858324
ACH-000676,-1.72874774333
ACH-000677,-0.8976303578779999
ACH-000681,-1.8399405356799998
ACH-000682,-1.76909470947
ACH-000683,-1.76376331626
ACH-000684,-1.62169258724
ACH-000688,-2.18395455631
ACH-000693,-1.53920675115
ACH-000694,-1.60598405593
ACH-000695,-2.0492776513799997
ACH-000696,-1.6813277816299999
ACH-000697,-1.7730464020900003
ACH-000699,-2.2442546061099997
ACH-000701,-1.29978583255
ACH-000706,-1.8887912557299997
ACH-000711,-1.73476098373
ACH-000713,-1.60941397943
ACH-000714,-1.68899187778
ACH-000718,-2.0608351489700003
ACH-000720,-1.6149450113
ACH-000721,-1.7416121232900004
ACH-000724,-2.32878218285
ACH-000725,-2.0824827888
ACH-000732,-1.5806258715200001
ACH-000734,-1.8198472847799998
ACH-000735,-1.7278190650599998
ACH-000736,-1.9039612448900003
ACH-000738,-1.41941565734
ACH-000746,-2.2524513910499997
ACH-000747,-1.81722670312
ACH-000748,-1.1605617032
ACH-000753,-2.01120407835
ACH-000756,-1.7887988614099997
ACH-000757,-1.8917079504499998
ACH-000758,-1.70082159007
ACH-000760,-1.8318974809
ACH-000763,-1.9980949533
ACH-000764,-1.75269079117
ACH-000765,-1.9828009125900001
ACH-000766,-1.7558773769299998
ACH-000767,-1.9396374388799997
ACH-000768,-1.77752304015
ACH-000769,-1.7287459625200001
ACH-000770,-1.82502394063
ACH-000771,-1.58391977465
ACH-000773,-2.00820220745
ACH-000776,-1.89046058135
ACH-000777,-1.46240471599
ACH-000778,-2.3940416792700003
ACH-000781,-1.8264665863499998
ACH-000782,-1.93336005377
ACH-000783,-2.19072494608
ACH-000784,-1.7733966293599999
ACH-000785,-1.91912438993
ACH-000787,-1.8939890404900002
ACH-000788,-1.79181193628
ACH-000791,-1.58922678229
ACH-000792,-1.9161952891499998
ACH-000794,-1.6460329731799999
ACH-000796,-1.91087031792
ACH-000799,-1.5092110123299998
ACH-000800,-1.87411058245
ACH-000802,-1.70445594674
ACH-000804,-1.7186551061300002
ACH-000805,-1.95336489488
ACH-000809,-1.89890459254
ACH-000810,-1.70020970938
ACH-000811,-1.21279644372
ACH-000817,-1.65239920716
ACH-000819,-1.37830591935
ACH-000820,-1.62498928547
ACH-000821,-2.5502758038900004
ACH-000822,-2.39387552648
ACH-000823,-1.69630506596
ACH-000824,-2.0803988373099997
ACH-000827,-1.61673509742
ACH-000829,-2.1243851257900004
ACH-000831,-1.67958948593
ACH-000832,-1.4718528972
ACH-000833,-2.0320315833
ACH-000834,-1.8504432914
ACH-000835,-1.60605762385
ACH-000836,-1.87451224146
ACH-000837,-1.66972815366
ACH-000838,-1.9372313704400004
ACH-000839,-1.4850600836399999
ACH-000840,-1.46579518769
ACH-000841,-1.7577737032499998
ACH-000843,-1.89588196657
ACH-000846,-1.7276740508200001
ACH-000847,-1.92093754657
ACH-000848,-1.6130786306600002
ACH-000849,-1.7517502726400003
ACH-000851,-1.6306700738600002
ACH-000855,-2.00014909539
ACH-000856,-2.0014756710499997
ACH-000858,-1.8423523736200003
ACH-000859,-1.50757563882
ACH-000861,-1.89523080118
ACH-000862,-1.39653299331
ACH-000865,-1.48532501019
ACH-000866,-1.9668070908200002
ACH-000867,-1.91860017697
ACH-000869,-1.9916345928599999
ACH-000872,-1.65076702372
ACH-000873,-1.64279473669
ACH-000876,-2.1243940287200003
ACH-000878,-1.796974387
ACH-000880,-1.57666196007
ACH-000881,-1.81402004574
ACH-000882,-1.7597668682700003
ACH-000884,-1.7773423589400001
ACH-000885,-1.57974303842
ACH-000887,-1.6680022504700003
ACH-000888,-1.8638749310799998
ACH-000889,-2.04769001072
ACH-000890,-1.87268371336
ACH-000896,-1.8986895682
ACH-000898,-2.20590761387
ACH-000900,-1.92618635535
ACH-000901,-1.64371479692
ACH-000905,-1.85143504067
ACH-000906,-1.8803970110900003
ACH-000907,-1.65832062442
ACH-000910,-2.0809556451400004
ACH-000911,-1.73946511655
ACH-000912,-1.58875145456
ACH-000913,-1.78698114567
ACH-000915,-1.68927664378
ACH-000916,-1.99454011675
ACH-000917,-1.55999246675
ACH-000921,-1.6229214055399999
ACH-000924,-1.72754838282
ACH-000926,-1.5209626574000001
ACH-000928,-1.86288615002
ACH-000929,-1.40579839229
ACH-000932,-1.71018609208
ACH-000935,-1.8032203254499999
ACH-000936,-1.91427983273
ACH-000937,-2.10535525126
ACH-000938,-2.09506985374
ACH-000939,-1.60806138197
ACH-000941,-1.96215847873
ACH-000943,-1.9289071623299998
ACH-000946,-1.51851535269
ACH-000947,-1.90479545357
ACH-000948,-1.75949146692
ACH-000950,-1.77341746252
ACH-000953,-2.0616801889099996
ACH-000957,-1.45010138122
ACH-000958,-1.96548722292
ACH-000960,-2.21209407465
ACH-000963,-1.779226438
ACH-000968,-1.8077176935599997
ACH-000969,-1.8887866068099999
ACH-000973,-1.85179253168
ACH-000974,-1.73992887227
ACH-000975,-1.8853764667400001
ACH-000976,-2.0120252332799997
ACH-000978,-1.76005604521
ACH-000980,-1.7605058412599999
ACH-000984,-1.7406781614900002
ACH-000986,-1.6463480849599998
ACH-000988,-1.71352829095
ACH-000993,-1.69907286676
ACH-000994,-2.57841402762
ACH-000996,-1.5840982386700002
ACH-001001,-1.7000158284399998
ACH-001020,-1.93151941878
ACH-001028,-1.74967842877
ACH-001031,-2.0395444701599996
ACH-001038,-1.9542006911900003
ACH-001048,-1.87942985765
ACH-001050,-1.92542963335
ACH-001053,-1.8049806764099998
ACH-001054,-2.0219805463599996
ACH-001061,-1.78312999553
ACH-001067,-1.8556006692400002
ACH-001075,-1.7612458776
ACH-001096,-1.67027290098
ACH-001128,-2.20208499252
ACH-001134,-1.7645375306
ACH-001151,-1.7077439721899998
ACH-001163,-1.8509887936900002
ACH-001164,-2.1210909732900003
ACH-001173,-1.7693377406200002
ACH-001183,-1.4972561080899998
ACH-001184,-2.04068446241
ACH-001190,-1.79748408257
ACH-001192,-1.57663247121
ACH-001193,-1.8306000911700002
ACH-001196,-1.69081237561
ACH-001197,-2.00323914187
ACH-001205,-1.60028891825
ACH-001211,-1.8074353205400002
ACH-001212,-2.28819542328
ACH-001228,-1.2601652902399998
ACH-001232,-1.3587806694799998
ACH-001239,-1.9205143877900002
ACH-001274,-1.89570938778
ACH-001275,-1.55873086373
ACH-001277,-1.6779778244999999
ACH-001278,-1.9805142641999998
ACH-001280,-1.6421541684299998
ACH-001283,-1.75439504651
ACH-001289,-1.9419533032799998
ACH-001295,-1.8382296357799999
ACH-001300,-1.5556090474200002
ACH-001301,-1.53169429054
ACH-001302,-1.95317480363
ACH-001303,-1.9445804409
ACH-001306,-1.69019609458
ACH-001318,-1.6923518899799999
ACH-001322,-1.53801615741
ACH-001328,-1.63120881963
ACH-001332,-1.37130032404
ACH-001333,-2.13112521109
ACH-001336,-1.4789658711000002
ACH-001340,-1.62666621415
ACH-001346,-1.63122708526
ACH-001353,-1.8369002561599999
ACH-001354,-1.9507881687400002
ACH-001367,-1.7272770800400001
ACH-001368,-1.86078597148
ACH-001374,-1.7304713120299997
ACH-001375,-1.51729628792
ACH-001377,-1.8297939236900003
ACH-001380,-1.6974663802399999
ACH-001391,-2.26843995633
ACH-001407,-1.91391637335
ACH-001408,-1.85796936833
ACH-001413,-1.4892300329799997
ACH-001430,-1.5289331184000001
ACH-001431,-1.5208005490799998
ACH-001450,-1.8422287757799998
ACH-001496,-1.72739956867
ACH-001500,-1.9039024484599998
ACH-001521,-1.9272594274400001
ACH-001523,-1.5906736184099999
ACH-001532,-1.8618216744999998
ACH-001536,-1.94039638503
ACH-001550,-1.62916774159
ACH-001552,-1.5272294345200002
ACH-001554,-1.83511608183
ACH-001645,-1.69058264319
ACH-001654,-1.7479376232599997
ACH-001715,-2.11653896194
ACH-001735,-1.9868070020299997
ACH-001736,-2.14994108255
ACH-001737,-1.38183149872
ACH-001740,-2.1796731245200003
ACH-001745,-2.18757280372
ACH-001750,-1.56980215439
ACH-001765,-2.0174879245099997
ACH-001956,-2.09685096279
ACH-001957,-1.90817972568
