,TOX4 (9878)
ACH-000004,-0.130592992209
ACH-000007,-0.47611783456600004
ACH-000009,-0.317793990576
ACH-000011,-0.24644644108000002
ACH-000012,-0.387069881818
ACH-000013,-0.126298096588
ACH-000014,-0.341719076924
ACH-000015,-0.23926385009799997
ACH-000017,-0.368234255851
ACH-000018,-0.21464053681899997
ACH-000019,-0.18749486307500002
ACH-000021,-0.326970597192
ACH-000022,-0.377782430737
ACH-000025,-0.322016242669
ACH-000028,-0.522482094462
ACH-000030,-0.376039499352
ACH-000035,-0.5681013499149999
ACH-000036,-0.452305723143
ACH-000037,-0.47853914243199996
ACH-000039,-0.544212190216
ACH-000040,-0.20831854588100002
ACH-000041,-0.537269511651
ACH-000042,-0.337686735092
ACH-000045,-0.358307713571
ACH-000047,-0.32049430346999996
ACH-000052,-0.542754558449
ACH-000053,-0.427778541396
ACH-000054,-0.332340274745
ACH-000055,-0.55137367967
ACH-000060,-0.596797135866
ACH-000067,-0.09040936423620001
ACH-000070,-0.601772803595
ACH-000075,-0.571106318459
ACH-000078,-0.0676249696918
ACH-000082,-0.207706699311
ACH-000085,-0.469645756462
ACH-000086,-0.512221651533
ACH-000087,-0.44328403602399996
ACH-000092,-0.684265110464
ACH-000095,-0.388851536339
ACH-000097,-0.636771630387
ACH-000098,-0.36336597111900004
ACH-000099,-0.0844474201366
ACH-000108,-0.6595880904770001
ACH-000113,-0.394029614635
ACH-000115,-0.6790767382260001
ACH-000116,-0.126685136579
ACH-000118,-0.560915183788
ACH-000120,-0.726724380001
ACH-000123,-0.525565412584
ACH-000127,-0.06789754807869999
ACH-000128,-0.49499005564099996
ACH-000132,-0.34913430865
ACH-000133,-0.5510632953679999
ACH-000137,-0.367733687977
ACH-000138,-0.290473841061
ACH-000142,-0.393931586829
ACH-000143,-0.76678904882
ACH-000146,-0.391213055498
ACH-000148,-0.39573584426700004
ACH-000150,-0.0478743402398
ACH-000152,-0.524703605974
ACH-000153,-0.5296528165300001
ACH-000159,-0.48555914485299995
ACH-000160,-0.405748820868
ACH-000163,-0.23228711892200002
ACH-000167,-0.49879962684600004
ACH-000168,-0.398792652628
ACH-000169,-0.315849824281
ACH-000178,-0.618430570235
ACH-000182,-0.381687609566
ACH-000183,-0.28474969178599996
ACH-000188,-0.341112803129
ACH-000189,-0.45939378587800006
ACH-000190,-0.57385245587
ACH-000198,-0.624721192962
ACH-000204,-0.419977691973
ACH-000206,-0.54715563017
ACH-000207,-0.304800800509
ACH-000211,-0.497091714899
ACH-000215,-0.0813178228296
ACH-000221,-0.42458566544799997
ACH-000222,-0.638918966345
ACH-000223,-0.48116073306699997
ACH-000226,-0.41678922584
ACH-000227,-0.0586523637594
ACH-000228,-0.284851169964
ACH-000231,-0.48336626625
ACH-000232,-0.45074565469899996
ACH-000233,-0.31505166627799996
ACH-000234,-0.275704039065
ACH-000235,-0.35421932215400004
ACH-000237,-0.176777968387
ACH-000238,-0.313055466224
ACH-000243,-0.541821085983
ACH-000244,-0.636831469999
ACH-000246,-0.181099467508
ACH-000248,-0.41366974108000004
ACH-000250,-0.32247929025600003
ACH-000251,-0.364580624643
ACH-000253,-0.408345048338
ACH-000255,-0.347713849256
ACH-000256,-0.10492414772
ACH-000257,-0.540526697899
ACH-000258,-0.5286195634499999
ACH-000259,-0.40029365490400004
ACH-000260,-0.449625370924
ACH-000261,-0.6747263881209999
ACH-000262,-0.33478058031
ACH-000263,-0.216414703419
ACH-000264,-0.451224064167
ACH-000265,-0.453301578911
ACH-000266,-0.44573066468999994
ACH-000272,-0.283553922136
ACH-000273,-0.282724006835
ACH-000274,-0.128512090879
ACH-000277,-0.0581730421729
ACH-000278,-0.534001874175
