,EHBP1L1 (254102)
ACH-000511,-0.35272056395499995
ACH-000512,-0.45567285471600005
ACH-000516,-0.334523500111
ACH-000517,-0.29277535458299997
ACH-000518,-0.340849990808
ACH-000520,-0.326075272639
ACH-000521,-0.289527170117
ACH-000522,-0.44578674370899996
ACH-000524,-0.299494820518
ACH-000527,-0.20051661308
ACH-000528,-0.124883669487
ACH-000537,-0.311264714008
ACH-000541,-0.31285030421300003
ACH-000542,-0.41177843494800004
ACH-000544,-0.43676209267800004
ACH-000545,-0.575093897455
ACH-000547,-0.46826548576300003
ACH-000548,-0.579853016857
ACH-000549,-0.25310826457400004
ACH-000550,0.044289562268199995
ACH-000552,-0.542543334675
ACH-000556,-0.24343674080299998
ACH-000557,-0.355152032894
ACH-000570,-0.17577822730599998
ACH-000571,-0.431108495776
ACH-000573,-0.162003094743
ACH-000576,-0.0330425666539
ACH-000580,-0.249915846886
ACH-000584,-0.173847056375
ACH-000585,-0.359038078763
ACH-000588,-0.231164456066
ACH-000589,-0.333560329749
ACH-000591,-0.409270455413
ACH-000593,-0.27595509321899997
ACH-000600,-0.6508058951619999
ACH-000601,-0.20906458654100002
ACH-000604,-0.056819698829999994
ACH-000605,-0.24802168256999998
ACH-000606,-0.396923508121
ACH-000608,-0.564031841644
ACH-000614,-0.490629278989
ACH-000616,-0.23674703834600003
ACH-000618,-0.35225924856299995
ACH-000619,-0.6215684757209999
ACH-000620,-0.32698495531599997
ACH-000621,-0.249776653193
ACH-000622,-0.19312611648800002
ACH-000623,-0.32515153320900003
ACH-000624,-0.247205624429
ACH-000627,-0.45534725787600006
ACH-000630,-0.510651573631
ACH-000632,-0.388435372329
ACH-000633,-0.282470145676
ACH-000637,-0.14428613662
ACH-000638,-0.43152352766400004
ACH-000646,-0.6358438111420001
ACH-000647,-0.397849494326
ACH-000648,-0.540620529956
ACH-000649,-0.410963625221
ACH-000651,-0.15959807099099999
ACH-000652,-0.34717007576
ACH-000653,-0.202090134644
ACH-000657,-0.267068634708
ACH-000658,-0.320349385729
ACH-000661,-0.286200416913
ACH-000662,-0.27119557774799996
ACH-000663,-0.514717038181
ACH-000665,-0.34083331158
ACH-000671,-0.25607635802900003
ACH-000673,-0.384913519446
ACH-000676,-0.11805383359999999
ACH-000677,-0.158560356646
ACH-000681,-0.399004295729
ACH-000682,-0.0734123317641
ACH-000683,-0.175182967015
ACH-000684,-0.207327667767
ACH-000688,-0.316999241506
ACH-000693,-0.311078634279
ACH-000694,-0.183081486652
ACH-000695,-0.361744408446
ACH-000696,-0.289388951638
ACH-000697,-0.21292930370299998
ACH-000699,-0.211009763997
ACH-000701,0.292639989677
ACH-000706,-0.09606122268410001
ACH-000711,-0.29129950675099997
ACH-000713,-0.392185458109
ACH-000714,-0.24769602580699998
ACH-000718,-0.446552670386
ACH-000720,-0.29524122741000003
ACH-000721,-0.41549935673699995
ACH-000724,-0.538347977223
ACH-000725,-0.39313601209700005
ACH-000732,-0.332047810874
ACH-000734,-0.5037235937510001
ACH-000735,-0.422688103803
ACH-000736,-0.683708832352
ACH-000738,-0.185691409785
ACH-000746,-0.392702977837
ACH-000747,-0.40718793191200003
ACH-000748,-0.502300445799
ACH-000753,-0.319473401147
ACH-000756,-0.325962856691
ACH-000757,-0.337454166535
ACH-000758,-0.258885920884
ACH-000760,-0.21620026115200003
ACH-000763,-0.06885801161739999
ACH-000764,-0.0752305003428
ACH-000765,-0.20248531677700002
ACH-000766,-0.36634740100100005
ACH-000767,-0.20066358069200002
ACH-000768,-0.226860836358
ACH-000769,-0.24154858268100002
ACH-000770,-0.355130755595
ACH-000771,-0.21578067958799999
ACH-000773,-0.536596996465
ACH-000776,-0.409071244369
ACH-000777,-0.31930966396899996
ACH-000778,-0.821648984823
ACH-000781,-0.183542548544
ACH-000782,-0.160958966036
ACH-000783,-0.347799112024
ACH-000784,-0.232043294422
ACH-000785,0.0440086162513
ACH-000787,-0.37377925466899997
ACH-000788,-0.228108866532
ACH-000791,-0.17853411598000002
ACH-000792,-0.423393862567
ACH-000794,-0.535928583112
ACH-000796,-1.04791169544
ACH-000799,0.0101368577777
ACH-000800,0.09292713586519999
ACH-000802,-0.397302172883
ACH-000804,-0.21452939124
ACH-000805,-0.238363903877
ACH-000809,-0.24017271267499998
ACH-000810,-0.024068976285599997
ACH-000811,-0.20148271580200003
ACH-000817,-0.637969848133
ACH-000819,-0.225000644173
ACH-000820,-0.700832298274
ACH-000821,-0.137092892997
ACH-000822,-0.20395832504099998
ACH-000823,-0.29122354409699996
ACH-000824,-0.32529754472100003
ACH-000827,-0.247777205533
ACH-000829,-0.451378867882
ACH-000831,-0.339996809925
ACH-000832,-0.43071820259800003
ACH-000833,-0.6806129612720001
ACH-000834,-0.261244084873
ACH-000835,-0.289438447987
ACH-000836,-0.601153479833
ACH-000837,-0.263510388481
ACH-000838,-0.168257110248
ACH-000839,-0.623552134984
ACH-000840,-0.301443534941
ACH-000841,-0.436018144758
ACH-000843,-0.290016312201
ACH-000846,-0.297850937862
ACH-000847,-0.44099185839500005
ACH-000848,-0.08836177203569999
ACH-000849,-0.171266862967
ACH-000851,-0.304158508084
ACH-000855,-0.296371240971
ACH-000856,-0.323276517485
ACH-000858,-0.29303149196
ACH-000859,-0.605711833982
ACH-000861,-0.23439282808400003
ACH-000862,0.00886413508547
ACH-000865,-0.35464461566399996
ACH-000866,-0.259066232823
ACH-000867,-0.187058029711
ACH-000869,-0.31720970138
ACH-000872,-0.159168545701
ACH-000873,-0.245388562037
ACH-000876,-0.220160747524
ACH-000878,-0.302915843821
ACH-000880,-0.5292295447600001
ACH-000881,-0.417600536916
ACH-000882,-0.237721835185
ACH-000884,-0.241906048724
ACH-000885,-0.181390361292
ACH-000887,-0.431567502736
ACH-000888,-0.450154742162
ACH-000889,-0.16996883045000002
ACH-000890,-0.430311250432
ACH-000896,-0.141045469484
ACH-000898,-0.396224638811
ACH-000900,-0.440633344423
ACH-000901,-0.692805144013
ACH-000905,-0.345243954156
ACH-000906,-0.306175593458
ACH-000907,-0.35565846441
ACH-000910,-0.183404105953
ACH-000911,-0.212320726043
ACH-000912,-0.0914418126763
ACH-000913,-0.164667378895
ACH-000915,-0.297946543667
ACH-000916,-0.019820520911499998
ACH-000917,-0.377074307284
ACH-000921,-0.29523680886500003
ACH-000924,-0.142240339849
ACH-000926,-0.22335059347800001
ACH-000928,-0.344556449783
ACH-000929,-0.502046153742
ACH-000932,-0.37277662066
ACH-000935,-0.2535762071
ACH-000936,-0.483737572244
ACH-000937,-0.288140439036
ACH-000938,-0.402244635803
ACH-000939,-0.308137071118
ACH-000941,-0.35956511769599997
ACH-000943,-0.22217802350699997
ACH-000946,-0.20808778168900002
ACH-000947,-0.360785047804
ACH-000948,-0.23353085023400003
ACH-000950,-0.28867038221
ACH-000953,-0.511023914517
ACH-000957,-0.213168119131
ACH-000958,-0.14967209113399998
ACH-000960,-0.31104851274900003
ACH-000963,-0.331220944637
ACH-000968,-0.15546507289
ACH-000969,-0.17782279925
ACH-000973,-0.11126125777000001
ACH-000974,-0.196945596409
ACH-000975,-0.16693299962400002
ACH-000976,-0.49627378940800004
ACH-000978,-0.361133789041
ACH-000980,-0.289228505616
ACH-000984,-0.17397531244000003
ACH-000986,-0.492160596793
ACH-000988,-0.22637095656
ACH-000993,-0.286046716001
ACH-000994,-0.429738558117
ACH-000996,-0.436456012266
ACH-001001,-0.372219858268
ACH-001020,-0.652832489335
ACH-001028,-0.352349731158
ACH-001031,-0.30132026020799996
ACH-001038,-0.22974994253400002
ACH-001048,-0.248308375695
ACH-001050,-0.32653626703099997
ACH-001053,-0.133433137003
ACH-001054,-0.18615225442699998
ACH-001061,-0.49902486641099997
ACH-001067,-0.31997625028099996
ACH-001075,-0.45442555043099997
ACH-001096,-0.23256765047699998
ACH-001128,-0.7116666706899999
ACH-001134,-0.12307368645899999
ACH-001151,-0.225318422943
ACH-001163,-0.34446838659900003
ACH-001164,0.0705604900202
ACH-001173,-0.260987474715
ACH-001183,-0.24112455291999998
ACH-001184,0.0300894902025
ACH-001190,-0.153602928585
ACH-001192,-0.38947325850000003
ACH-001193,-0.384000164527
ACH-001196,-0.200469875071
ACH-001197,-0.2424170814
ACH-001205,-0.34610674092200006
ACH-001211,-0.0671651565992
ACH-001212,0.019345685119999997
ACH-001228,-0.33931415028000006
ACH-001232,-0.169095914098
ACH-001239,-0.133176051947
ACH-001274,-0.287093312288
ACH-001275,-0.238588898385
ACH-001277,-0.0825550961543
ACH-001278,-0.417424120867
ACH-001280,-0.26298124336
ACH-001283,-0.17867779193799999
ACH-001289,-0.161435022566
ACH-001295,-0.186894786075
ACH-001300,-0.13483349792500002
ACH-001301,-0.460073394373
ACH-001302,-0.0795431590458
ACH-001303,-0.312154743864
ACH-001306,-0.517527236743
ACH-001318,-0.251229123446
ACH-001322,-0.060712913738599994
ACH-001328,-0.497992327524
ACH-001332,-0.777993988895
ACH-001333,-0.271926394268
ACH-001336,-0.281268906449
ACH-001340,-0.361666616201
ACH-001346,-0.23397584870299998
ACH-001353,-0.9325404556110001
ACH-001354,-0.00870536433923
ACH-001367,-0.39170127496
ACH-001368,-0.462426696435
ACH-001374,-0.353579602963
ACH-001375,-0.265983328454
ACH-001377,-0.251472886112
ACH-001380,-0.326869485582
ACH-001391,-0.116557072493
ACH-001407,-0.29237804091200004
ACH-001408,-0.349501315855
ACH-001413,-0.38944698703
ACH-001430,-0.37950266274000005
ACH-001431,-0.168165243548
ACH-001450,-0.37038744464199996
ACH-001496,-0.234795095028
ACH-001500,-0.484712567061
ACH-001521,-0.43176439168999997
ACH-001523,-0.19735657671
ACH-001532,-0.18092100890700002
ACH-001536,-0.388100983678
ACH-001550,-0.205257502703
ACH-001552,-0.17736985015999998
ACH-001554,-0.42112563565300004
ACH-001645,-0.44274233717
ACH-001654,-0.310598792491
ACH-001715,-0.258533554851
ACH-001735,-0.39005188928499995
ACH-001736,-0.390197972151
ACH-001737,-0.12994995082900002
ACH-001740,-0.206622480728
ACH-001745,-0.296168198108
ACH-001750,-0.303140971909
ACH-001765,-0.265484329881
ACH-001956,-0.242790194866
ACH-001957,-0.39352843625
