,EBPL (84650)
ACH-000004,0.090999435672
ACH-000007,-0.28924659964
ACH-000009,0.23959863997900002
ACH-000011,-0.223916322573
ACH-000012,0.11291251582499999
ACH-000013,0.0223130274466
ACH-000014,0.21322862985100002
ACH-000015,0.158851184491
ACH-000017,-0.029044073559300002
ACH-000018,-0.0158109286855
ACH-000019,0.346661230813
ACH-000021,-0.06685932477199999
ACH-000022,0.0483480869011
ACH-000025,-0.10634938372300001
ACH-000028,0.250219092303
ACH-000030,0.0481269260238
ACH-000035,-0.08946942678539999
ACH-000036,0.029036723123800002
ACH-000037,-0.041123245089999996
ACH-000039,-0.23203734504
ACH-000040,-0.33979915619499995
ACH-000041,-0.140656203812
ACH-000042,0.21465793008200001
ACH-000045,0.204535595017
ACH-000047,0.0353808474589
ACH-000052,0.241077292198
ACH-000053,0.19865247664900001
ACH-000054,0.220593216068
ACH-000055,0.109552971326
ACH-000060,0.022015464746400003
ACH-000067,0.138172688718
ACH-000070,-0.0574961853768
ACH-000075,0.0130217758725
ACH-000078,-0.0642163632312
ACH-000082,-0.0772002327242
ACH-000085,0.250874827909
ACH-000086,0.006226365947699999
ACH-000087,-0.0925297003346
ACH-000092,-0.0198552378517
ACH-000095,-0.00579704355276
ACH-000097,0.120954971011
ACH-000098,-0.0572740711084
ACH-000099,0.139764483085
ACH-000108,0.125038303726
ACH-000113,0.055783459766499996
ACH-000115,0.254103021364
ACH-000116,0.11959399415
ACH-000118,0.00855145774597
ACH-000120,0.126130439503
ACH-000123,0.11974806583799999
ACH-000127,0.0469206465374
ACH-000128,-0.0668265071922
ACH-000132,-0.185278926598
ACH-000133,0.150841721248
ACH-000137,-0.029693239089200005
ACH-000138,0.209783202153
ACH-000142,0.0482850532135
ACH-000143,-0.00245838309529
ACH-000146,0.0658276672645
ACH-000148,-0.19904809637499998
ACH-000150,-0.20997523083
ACH-000152,0.136246573165
ACH-000153,0.328263253651
ACH-000159,-0.165540776873
ACH-000160,0.0866919245568
ACH-000163,-0.0668037509371
ACH-000167,0.336063490205
ACH-000168,0.11604999162900001
ACH-000169,-0.0274873857631
ACH-000178,0.134611405136
ACH-000182,0.148009747932
ACH-000183,-0.08650830918849998
ACH-000188,0.0217297869728
ACH-000189,-0.13682742093699998
ACH-000190,-0.0726728159563
ACH-000198,0.24473927760699998
ACH-000204,0.0944913556734
ACH-000206,0.625682478186
ACH-000207,-0.0680663736843
ACH-000211,0.0960351383248
ACH-000215,-0.017231722668700003
ACH-000221,0.008178069402459999
ACH-000222,-0.314159396501
ACH-000223,-0.134463905529
ACH-000226,0.104454268966
ACH-000227,-0.0486837272341
ACH-000228,0.0040892481806900005
ACH-000231,0.11440297269500001
ACH-000232,-0.18947980929299998
ACH-000233,0.123591429716
ACH-000234,-0.0532596583565
ACH-000235,-0.012844498196600001
ACH-000237,0.177351955816
ACH-000238,0.0843115048866
ACH-000243,0.168961483095
ACH-000244,-0.138943767017
ACH-000246,0.055607961506599995
ACH-000248,-0.009819296848870002
ACH-000250,-0.0382269587544
ACH-000251,0.020455733047
ACH-000253,0.13933011809499998
ACH-000255,0.12948095527999998
ACH-000256,-0.16141165047599998
ACH-000257,-0.060825854370599994
ACH-000258,0.30802615994800003
ACH-000259,0.00756036138745
ACH-000260,-0.0100153121399
ACH-000261,0.051373829078699994
ACH-000262,0.09834093708410001
ACH-000263,0.559075869935
ACH-000264,0.0301971085157
ACH-000265,0.150221567782
ACH-000266,0.0578271400454
ACH-000272,0.00117204793365
ACH-000273,0.0613084600951
ACH-000274,0.0479309212744
ACH-000277,0.20004318713799998
ACH-000278,0.139504836105
ACH-000279,-0.0465628358825
ACH-000280,0.257211639575
ACH-000281,0.117863970997
ACH-000288,-0.0954503757837
ACH-000291,0.118330394176
ACH-000293,-0.0683273462571
ACH-000294,0.175570746043
ACH-000295,-0.211741888357
ACH-000296,-0.09810738697310001
ACH-000302,0.09840406390419999
ACH-000304,-0.103624819032
ACH-000307,0.09161105458869999
ACH-000308,0.00909021316875
ACH-000310,0.315107213515
ACH-000311,0.320292899901
ACH-000312,0.20313981158
ACH-000315,0.201556588023
ACH-000316,-0.09270075203739998
ACH-000317,0.0402314944221
ACH-000318,0.123801126758
ACH-000319,-0.0344503168159
ACH-000320,0.171325800513
ACH-000322,0.0056516311422600005
ACH-000323,0.034103240789900006
ACH-000324,0.042443613363300006
ACH-000329,-0.119208460475
ACH-000330,-0.0005492072252459999
ACH-000331,-0.129379622972
ACH-000332,0.143640869131
ACH-000334,0.12508529636
ACH-000335,-0.151567215221
ACH-000336,-0.222025664004
