,HIST1H4H (8365)
ACH-000004,0.286922676732
ACH-000007,0.109035306018
ACH-000009,0.036051625607199995
ACH-000011,0.012172234740299999
ACH-000012,0.113361636863
ACH-000013,0.0508492693667
ACH-000014,0.0829426754853
ACH-000015,0.112135147634
ACH-000017,0.0915617529356
ACH-000018,0.07883142035089999
ACH-000019,0.0573350878029
ACH-000021,0.08065075756199999
ACH-000022,0.0881545202445
ACH-000025,0.0647922117787
ACH-000028,0.0509980290592
ACH-000030,0.122958583003
ACH-000035,0.18226535327399998
ACH-000036,0.0786916450698
ACH-000037,0.221266224056
ACH-000039,0.141746994484
ACH-000040,0.2055103759
ACH-000041,0.194637816212
ACH-000042,0.18514531646200003
ACH-000045,0.18109160838
ACH-000047,-0.014151015544200002
ACH-000052,0.212789915546
ACH-000053,0.15458110704199998
ACH-000054,0.22197609592599998
ACH-000055,0.0575629553004
ACH-000060,0.25800412983300003
ACH-000067,0.072058459154
ACH-000070,0.0992263895983
ACH-000075,0.146065752778
ACH-000078,0.052038397007800004
ACH-000082,0.027289415954900004
ACH-000085,0.0720024980919
ACH-000086,0.097784492518
ACH-000087,0.11044375049
ACH-000092,0.030346872111299997
ACH-000095,0.20468674082000002
ACH-000097,0.0768180136558
ACH-000098,0.0189584469873
ACH-000099,0.111542668774
ACH-000108,0.0534879321442
ACH-000113,0.128635275054
ACH-000115,-0.0422506020548
ACH-000116,0.148697358531
ACH-000118,0.0777335962813
ACH-000120,0.030925892184500002
ACH-000123,0.007396595373749999
ACH-000127,0.153782286467
ACH-000128,0.0686510484925
ACH-000132,-0.0375314961439
ACH-000133,0.0214280259273
ACH-000137,0.026504597576200002
ACH-000138,0.026166509438999997
ACH-000142,0.0876351483798
ACH-000143,0.209579360257
ACH-000146,0.26579906128499997
ACH-000148,0.17223192123199998
ACH-000150,0.177287608868
ACH-000152,0.0740851695829
ACH-000153,0.153651695818
ACH-000159,0.06237231530259999
ACH-000160,0.0569264024835
ACH-000163,0.09054310316410001
ACH-000167,-0.13258681546599999
ACH-000168,0.20546563223099998
ACH-000169,0.00543813500492
ACH-000178,0.0992362101918
ACH-000182,0.141643486825
ACH-000183,0.142552831448
ACH-000188,0.136289906708
ACH-000189,0.151560419996
ACH-000190,-0.230550511796
ACH-000198,0.176675712037
ACH-000204,0.168225982998
ACH-000206,0.0429017633933
ACH-000207,0.0384732864841
ACH-000211,0.09177042967049999
ACH-000215,0.124463494001
ACH-000221,0.14642334388699998
ACH-000222,0.0354963862181
ACH-000223,-0.0399805885296
ACH-000226,0.106292401011
ACH-000227,0.0169583394967
ACH-000228,0.138812985309
ACH-000231,-0.0688062252872
ACH-000232,0.20339591405000002
ACH-000233,0.00413024230991
ACH-000234,-0.116007661295
ACH-000235,0.142635172882
ACH-000237,0.069433194117
ACH-000238,0.07836386033260001
ACH-000243,0.07764180326789999
ACH-000244,0.0480844813967
ACH-000246,0.0582018083642
ACH-000248,-0.0688412488976
ACH-000250,0.11816724523700001
ACH-000251,0.022754435246299998
ACH-000253,0.127224770954
ACH-000255,0.115273268771
ACH-000256,-0.0283994947848
ACH-000257,0.20783642677
ACH-000258,0.036824916161599996
ACH-000259,0.11803733693099999
ACH-000260,0.08812449728760001
ACH-000261,0.07514695128769999
ACH-000262,0.047225095355
