,DST (667)
ACH-000004,0.041197613376300006
ACH-000007,-0.13275231122300002
ACH-000009,0.05074437330730001
ACH-000011,-0.245841339362
ACH-000012,-0.131804124448
ACH-000013,-0.212428731373
ACH-000014,-0.200946435821
ACH-000015,-0.158276674456
ACH-000017,-0.017336950319
ACH-000018,-0.0155164706779
ACH-000019,-0.0609453150838
ACH-000021,-0.016629027288
ACH-000022,-0.142862207231
ACH-000025,-0.22343860933600002
ACH-000028,-0.0908737619905
ACH-000030,0.131258835026
ACH-000035,-0.172624265396
ACH-000036,-0.150876769694
ACH-000037,0.253698714008
ACH-000039,-0.237925704747
ACH-000040,-0.423467607619
ACH-000041,0.016292015471600002
ACH-000042,-0.06976588015660001
ACH-000045,0.139047322242
ACH-000047,0.11853610313200001
ACH-000052,-0.122048523331
ACH-000053,-0.11005593227
ACH-000054,-0.08409146537810001
ACH-000055,0.0482320223925
ACH-000060,-0.122927943735
ACH-000067,0.0436202795451
ACH-000070,0.179710737628
ACH-000075,-0.0343897876101
ACH-000078,-0.09347024637880001
ACH-000082,-0.0532938698796
ACH-000085,0.07694244196330001
ACH-000086,-0.0647780211193
ACH-000087,0.061869935073300006
ACH-000092,0.067350811027
ACH-000095,-0.0581999438965
ACH-000097,-0.222664384069
ACH-000098,-0.033387972264200004
ACH-000099,-0.167730507107
ACH-000108,-0.20334914007100002
ACH-000113,-0.033761882163
ACH-000115,0.00336149379175
ACH-000116,-0.0400802556883
ACH-000118,-0.0035943281954899996
ACH-000120,-0.277517011076
ACH-000123,0.108856091326
ACH-000127,-0.0913287954833
ACH-000128,-0.14429338838199998
ACH-000132,0.053575656027499995
ACH-000133,-0.18303828497400002
ACH-000137,0.00810983641074
ACH-000138,0.135342297396
ACH-000142,-0.124748205634
ACH-000143,-0.0256012595379
ACH-000146,0.126199007568
ACH-000148,-0.0255083739959
ACH-000150,-0.122883831458
ACH-000152,-0.158582637147
ACH-000153,0.026479405200900002
ACH-000159,-0.0454652994857
ACH-000160,0.0239261789439
ACH-000163,-0.0553502154358
ACH-000167,-0.22456046563999998
ACH-000168,0.179329411941
ACH-000169,-0.08921302594569999
ACH-000178,-0.0258367166939
ACH-000182,-0.0667104934228
ACH-000183,-0.000581537690551
ACH-000188,0.125671746052
ACH-000189,-0.135151985411
ACH-000190,0.0534418908707
