,TNS4 (84951)
ACH-000004,0.22060387622400002
ACH-000007,-0.142355715098
ACH-000009,0.222714213772
ACH-000011,0.277406245872
ACH-000012,0.15737535386
ACH-000013,0.1925819946
ACH-000014,0.35460766371299995
ACH-000015,0.247925779514
ACH-000017,0.119641829397
ACH-000018,0.159624238882
ACH-000019,0.19474129211199998
ACH-000021,0.22011369121
ACH-000022,0.220565146428
ACH-000025,0.20446756424899998
ACH-000028,0.247353876102
ACH-000030,0.16336875641100002
ACH-000035,0.0530781415108
ACH-000036,0.24909194791099998
ACH-000037,0.203855543253
ACH-000039,0.291022401983
ACH-000040,0.188512913834
ACH-000041,0.09205529970339998
ACH-000042,0.261975535961
ACH-000045,0.10925563865999999
ACH-000047,0.228236082993
ACH-000052,0.245574968466
ACH-000053,0.183358738232
ACH-000054,0.196313505191
ACH-000055,0.0792958737799
ACH-000060,0.206697984527
ACH-000067,0.17703838898600002
ACH-000070,0.269989645188
ACH-000075,0.269919604628
ACH-000078,0.33684756406099997
ACH-000082,0.22285786503899999
ACH-000085,-0.027931147855
ACH-000086,0.153136960338
ACH-000087,0.23532747447799998
ACH-000092,0.10867224782500001
ACH-000095,0.286882320113
ACH-000097,0.184860387165
ACH-000098,0.272794119901
ACH-000099,0.25359567915
ACH-000108,0.324534178952
ACH-000113,0.218515174985
ACH-000115,0.278576833001
ACH-000116,0.175026996673
ACH-000118,0.20071118118200001
ACH-000120,0.330041387628
ACH-000123,0.19570488697500002
ACH-000127,0.221649758913
ACH-000128,0.332994906717
ACH-000132,0.242369141701
ACH-000133,0.239027941598
ACH-000137,0.19234532801399998
ACH-000138,-0.10131523141799999
ACH-000142,0.18608518446800001
ACH-000143,0.170727743746
ACH-000146,0.10878605802
ACH-000148,0.212475516337
ACH-000150,0.3086609563
ACH-000152,0.170455915837
ACH-000153,0.25884316170899996
ACH-000159,0.290921961158
ACH-000160,0.0872244990624
ACH-000163,0.16882236528900002
ACH-000167,-0.0116536574569
ACH-000168,0.0622787210275
ACH-000169,0.184572365323
ACH-000178,0.0523478446795
ACH-000182,0.139326875516
ACH-000183,0.189343803799
ACH-000188,0.154829110057
ACH-000189,0.0915889400543
ACH-000190,0.019624097999
ACH-000198,0.23737843636199998
ACH-000204,0.101478360124
ACH-000206,-0.0337954780677
ACH-000207,0.12235989790200001
ACH-000211,0.212125583906
ACH-000215,0.19833017446600001
ACH-000221,0.22528149388
ACH-000222,0.335771060411
ACH-000223,0.187077408417
ACH-000226,0.20764086777600002
ACH-000227,0.26190184993
ACH-000228,0.300601898478
ACH-000231,0.231776870522
ACH-000232,0.285040556557
ACH-000233,0.240501108279
ACH-000234,0.252251849174
ACH-000235,-0.039508388288599997
ACH-000237,0.243406382072
ACH-000238,0.230189537106
ACH-000243,-0.09449714218960001
ACH-000244,0.351259961471
ACH-000246,0.24329795413000002
ACH-000248,0.18091451841400003
ACH-000250,0.141414873035
ACH-000251,0.150799593883
ACH-000253,0.138048350045
ACH-000255,0.027308280855400005
ACH-000256,0.20656559474800001
ACH-000257,0.165037233743
ACH-000258,0.36523442335100004
ACH-000259,0.23596648026
ACH-000260,0.25553585284
ACH-000261,0.197879980382
ACH-000262,0.21396400655099998
ACH-000263,0.0514972786089
ACH-000264,0.11513147301200001
ACH-000265,0.20278024010600001
ACH-000266,0.20689280327100001
ACH-000272,0.228893864571
ACH-000273,0.183676870655
ACH-000274,0.0500743289131
ACH-000277,0.17514002244100002
ACH-000278,0.22858013897799997
ACH-000279,0.141503782766
ACH-000280,0.120517494813
ACH-000281,0.24920434884300002
ACH-000288,0.185638253159
ACH-000291,0.158459342325
ACH-000293,0.248346282092
ACH-000294,0.031361901497
ACH-000295,0.18843177435
ACH-000296,0.322779139375
ACH-000302,0.259989098213
ACH-000304,0.10102398608799999
ACH-000307,0.11217993036599999
ACH-000308,0.30059050482
ACH-000310,0.326226460314
ACH-000311,0.19810000326299998
ACH-000312,0.203294479613
ACH-000315,0.183642806093
ACH-000316,0.185818562522
ACH-000317,0.267152550882
ACH-000318,0.20349983439599997
ACH-000319,0.299880151118
ACH-000320,-0.0858791946568
ACH-000322,0.179210796074
ACH-000323,0.18795385176100002
ACH-000324,0.181956670794
ACH-000329,0.20078098416200002
ACH-000330,0.21524156527899999
ACH-000331,0.232953078032
ACH-000332,0.162381589447
ACH-000334,0.206625623829
ACH-000335,0.359233920494
ACH-000336,0.178521649077
ACH-000337,0.19609922444800001
ACH-000339,0.20541977920600002
ACH-000341,0.44144282900700005
ACH-000348,0.059609652852099994
ACH-000350,0.416035962021
ACH-000352,0.274526864008
ACH-000356,0.159515986314
ACH-000361,0.37923232309699995
ACH-000362,0.253942231768
ACH-000363,0.24176502853100001
ACH-000364,0.21682261558200003
ACH-000365,0.249142990548
ACH-000366,0.22845101539
ACH-000368,0.12348895528899999
ACH-000374,0.10297679648
ACH-000375,0.310895462701
ACH-000376,0.190750835662
ACH-000381,0.216264357887
ACH-000383,0.173421897328
ACH-000387,0.113863769837
ACH-000389,0.205751959104
ACH-000390,0.16934524170200002
ACH-000393,0.204983791849
ACH-000395,-0.06131266831780001
ACH-000397,0.005378498005199999
ACH-000401,0.191834633625
ACH-000402,0.334562370844
ACH-000403,0.234331329234
ACH-000404,0.234200003499
ACH-000406,0.183647118517
ACH-000407,0.126867943693
ACH-000408,0.18616569182700002
ACH-000410,0.17404479698199998
ACH-000411,0.23091252508699997
ACH-000414,0.193707782474
ACH-000415,0.0912672844819
ACH-000416,0.17664449988699998
ACH-000420,0.21450955945300001
ACH-000421,0.182736102498
ACH-000424,0.24633947590500002
ACH-000425,0.17083286073399997
ACH-000426,0.10143007838
ACH-000427,-0.0396805427624
ACH-000433,0.423576927736
ACH-000436,0.376760719611
ACH-000444,0.149295570736
ACH-000445,0.267645433354
ACH-000448,0.00332048506435
ACH-000450,0.190163556955
ACH-000452,0.026470070888
ACH-000454,0.21872337368
ACH-000458,-0.0677645385178
ACH-000459,0.0808708560098
ACH-000460,0.157567029111
ACH-000461,0.146660049623
ACH-000463,-0.043819824032100003
ACH-000464,0.15998872012
ACH-000466,0.054113519034599995
ACH-000467,0.234847015261
ACH-000468,0.136194891548
ACH-000469,0.249995306345
ACH-000470,0.333014402716
ACH-000471,0.126926519398
ACH-000472,0.121446650601
ACH-000473,0.223911420906
ACH-000475,0.219847479345
ACH-000476,0.19698461851799998
ACH-000477,0.244402398937
ACH-000480,0.149542634995
ACH-000481,-0.0931676801637
ACH-000483,0.135467021678
ACH-000484,0.32845573880600004
ACH-000485,0.140946438238
ACH-000486,0.188379740931
ACH-000487,0.153200990816
ACH-000488,0.17491706337699997
ACH-000490,0.08939659487939998
ACH-000491,0.140211036248
ACH-000495,0.350602030186
ACH-000496,-0.0275647977893
ACH-000499,0.28287481644699997
ACH-000500,0.22881789422600002
ACH-000502,0.24237510608399998
ACH-000503,0.214946682295
ACH-000505,0.217375905636
ACH-000507,0.23213573942200003
ACH-000510,0.267491015177
ACH-000511,0.108964069498
ACH-000512,0.37294737223700003
ACH-000516,0.13937222556
ACH-000517,0.0797050243156
ACH-000518,0.239582146635
ACH-000520,0.255508834149
ACH-000521,0.08966116315960002
ACH-000522,0.261653576843
ACH-000524,0.0487150507219
ACH-000527,0.274963043874
ACH-000528,0.298196061857
ACH-000537,0.250498157841
ACH-000541,0.254760258169
ACH-000542,0.23984926124400002
ACH-000544,0.0880557824271
ACH-000545,0.116695409926
ACH-000547,0.233072820503
ACH-000548,0.0697324944669
ACH-000549,0.15953616221699998
ACH-000550,0.24451484449799998
ACH-000552,0.0186073458363
ACH-000556,0.151963462226
