,ACTR5 (79913)
ACH-000004,-0.5875447100810001
ACH-000007,-0.853868648712
ACH-000009,-0.355819875127
ACH-000011,-0.311200976538
ACH-000012,-0.24148406611099998
ACH-000013,-0.35657968166799997
ACH-000014,-0.40137493500699994
ACH-000015,-0.430661409443
ACH-000017,-0.497601556797
ACH-000018,-0.561483329846
ACH-000019,-0.373592947543
ACH-000021,-0.23809950678000003
ACH-000022,-0.236506332903
ACH-000025,-0.853466683916
ACH-000028,-0.39204377999799994
ACH-000030,0.0282364977848
ACH-000035,-0.41569499138800003
ACH-000036,-0.778541081955
ACH-000037,-0.278676858991
ACH-000039,-0.407667394868
ACH-000040,-0.193868712053
ACH-000041,-0.393865783247
ACH-000042,-0.404171880819
ACH-000045,-0.572365012646
ACH-000047,0.0730700248179
ACH-000052,-0.36254108424500003
ACH-000053,-0.454138639098
ACH-000054,-0.441713750005
ACH-000055,-0.47028245530199997
ACH-000060,-0.49661854340800005
ACH-000067,-0.53017920985
ACH-000070,-0.391639104159
ACH-000075,-0.463832530742
ACH-000078,-0.439443092207
ACH-000082,-0.449629598653
ACH-000085,-0.6186810785010001
ACH-000086,-0.992516848236
ACH-000087,-0.6573855370880001
ACH-000092,-0.6510299947929999
ACH-000095,-0.181870116853
ACH-000097,-0.522643427055
ACH-000098,-0.685288909704
ACH-000099,-0.49352638537
ACH-000108,-0.0307161468939
ACH-000113,-0.563789337616
ACH-000115,-0.824903688832
ACH-000116,-0.345141308082
ACH-000118,-0.0719193795759
ACH-000120,-0.292277014804
ACH-000123,-0.636131198044
ACH-000127,-0.35193171657399996
ACH-000128,-0.698620675828
ACH-000132,-0.202155889681
ACH-000133,-0.806492428555
ACH-000137,-0.546169156823
ACH-000138,-0.152892656109
ACH-000142,-0.420727178015
ACH-000143,-0.725180958033
ACH-000146,-0.430266207742
ACH-000148,-0.665645969083
ACH-000150,0.0665375939943
ACH-000152,-0.59996558103
ACH-000153,-0.862841251375
ACH-000159,-0.33722021303599997
ACH-000160,-0.0896682667935
