,RAPH1 (65059)
ACH-000004,-0.193829821333
ACH-000007,-0.334797686327
ACH-000009,-0.512138939399
ACH-000011,-0.110787957379
ACH-000012,-0.0561225714382
ACH-000013,-0.140111827183
ACH-000014,-0.302966007445
ACH-000015,-0.288791396518
ACH-000017,-0.207995237157
ACH-000018,-0.402755868872
ACH-000019,-0.16038714441
ACH-000021,-0.0357028454399
ACH-000022,-0.133280500661
ACH-000025,-0.38237960146300004
ACH-000028,-0.255503245525
ACH-000030,-0.149386767596
ACH-000035,0.266283531518
ACH-000036,-0.264205195561
ACH-000037,-0.120445343598
ACH-000039,-0.37322793650700004
ACH-000040,-0.143857096079
ACH-000041,-0.0673028946657
ACH-000042,-0.18684970464499998
ACH-000045,-0.20471606900199998
ACH-000047,-0.0513620871526
ACH-000052,-0.0969084164936
ACH-000053,-0.11033462693900001
ACH-000054,-0.377239818408
ACH-000055,-0.23741269469700002
ACH-000060,-0.28682620499600003
ACH-000067,-0.481561969688
ACH-000070,-0.1155426257
ACH-000075,-0.401727392144
ACH-000078,-0.288453729524
ACH-000082,-0.09879968235400001
ACH-000085,-0.104388258567
ACH-000086,-0.158774309792
ACH-000087,-0.295734184251
ACH-000092,-0.313215925923
ACH-000095,-0.12994550380699998
ACH-000097,-0.117027544475
ACH-000098,-0.39382287240099995
ACH-000099,-0.383063942255
ACH-000108,-0.489859591162
ACH-000113,-0.380226902398
ACH-000115,0.05118822647969999
ACH-000116,-0.211844487927
ACH-000118,-0.337778504286
ACH-000120,-0.320545764374
ACH-000123,-0.18751348522300001
ACH-000127,-0.216034203228
ACH-000128,-0.0923143026633
ACH-000132,-0.405946632042
ACH-000133,-0.39302117266000003
ACH-000137,-0.293447427933
ACH-000138,-0.386103040389
ACH-000142,-0.10062882782400001
ACH-000143,-0.284962471673
ACH-000146,-0.135458199683
ACH-000148,-0.138470604244
ACH-000150,-0.305240453785
ACH-000152,-0.291539900288
ACH-000153,-0.418941996362
ACH-000159,-0.130158157664
ACH-000160,-0.19327550122900003
ACH-000163,-0.13281296546399998
ACH-000167,-0.37755903180399997
ACH-000168,-0.16986735568300002
ACH-000169,-0.251821832731
ACH-000178,-0.573448929203
ACH-000182,-0.0918346443406
ACH-000183,-0.206943056072
ACH-000188,-0.0936858242378
ACH-000189,-0.111353818841
ACH-000190,-0.408751742462
ACH-000198,-0.233532765207
ACH-000204,-0.236125052099
ACH-000206,-0.110802907169
ACH-000207,-0.0842954111974
ACH-000211,-0.36246104298799997
ACH-000215,-0.131094906801
ACH-000221,-0.08978055405369999
ACH-000222,-0.0885162641436
ACH-000223,-0.33568510655699996
ACH-000226,-0.036883244492699994
ACH-000227,-0.128593608206
ACH-000228,-0.12273758433700001
ACH-000231,-0.12296101970000001
ACH-000232,-0.344034920346
ACH-000233,-0.21174537784400002
ACH-000234,-0.266122155893
ACH-000235,-0.147701167967
ACH-000237,-0.258125884578
ACH-000238,-0.06355069809109999
ACH-000243,-0.279348718736
ACH-000244,-0.44922725357
ACH-000246,-0.13049716090500002
ACH-000248,-0.135686231775
ACH-000250,-0.155494733073
ACH-000251,-0.500753738477
ACH-000253,-0.0925501930724
ACH-000255,-0.122700938585
ACH-000256,-0.0669029484454
ACH-000257,-0.28036114316
ACH-000258,-0.345370064118
ACH-000259,-0.172461776853
ACH-000260,-0.19771685913800002
ACH-000261,-0.18260562366900002
ACH-000262,-0.366856089854
ACH-000263,-0.321734281719
ACH-000264,-0.0935760086352
ACH-000265,-0.262524426464
ACH-000266,-0.305247771076
ACH-000272,-0.131858597166
ACH-000273,-0.40811021078500004
ACH-000274,-0.281973831953
ACH-000277,-0.131352132763
ACH-000278,-0.455656425726
ACH-000279,-0.23324188621199998
ACH-000280,-0.0681668746241
ACH-000281,-0.359180407862
ACH-000288,-0.44373032099299997
ACH-000291,-0.1671427892
ACH-000293,-0.09931822356069998
ACH-000294,-0.13405255267000002
ACH-000295,-0.208868623382
ACH-000296,-0.304849030036
ACH-000302,-0.191463113841
ACH-000304,-0.122789649033
ACH-000307,-0.212708259759
ACH-000308,-0.24187768738600002
ACH-000310,-0.151219323038
ACH-000311,-0.275714623438
ACH-000312,-0.139024837468
ACH-000315,-0.0107215904238
ACH-000316,-0.363700478362
ACH-000317,-0.362563822592
ACH-000318,-0.10587564460799999
ACH-000319,-0.00179462177807
ACH-000320,-0.599772132698
ACH-000322,-0.234458885533
ACH-000323,-0.07531597270399999
ACH-000324,-0.260753876649
ACH-000329,-0.36476506618199994
ACH-000330,-0.17158222872499998
ACH-000331,-0.408832511003
ACH-000332,-0.16412856435999998
ACH-000334,-0.046496908242800006
ACH-000335,-0.034489360752699996
ACH-000336,0.156079965623
ACH-000337,-0.258984437053
ACH-000339,-0.517624991366
ACH-000341,-0.0208059995357
ACH-000348,-0.240210132504
ACH-000350,-0.22124732434900002
ACH-000352,-0.113111030932
ACH-000356,-0.31159185743900003
ACH-000361,-0.351581674755
ACH-000362,-0.255808823297
ACH-000363,-0.0873305997105
ACH-000364,-0.452103061592
ACH-000365,-0.16782075346500003
ACH-000366,-0.182916220342
ACH-000368,-0.103022077856
ACH-000374,-0.21185281321
ACH-000375,-0.259107541028
ACH-000376,-0.11279843312599999
ACH-000381,-0.39194726377899997
ACH-000383,-0.17227587852600001
ACH-000387,-0.0247452548428
ACH-000389,-0.44104101408699997
ACH-000390,-0.165635713576
ACH-000393,-0.258724265533
ACH-000395,-0.313244451571
ACH-000397,-0.309664222025
ACH-000401,-0.28138889153499996
ACH-000402,-0.423317824002
ACH-000403,-0.45685499873400004
ACH-000404,-0.356917355265
ACH-000406,-0.15049824521400001
ACH-000407,-0.187284121331
ACH-000408,0.0580836773907
ACH-000410,-0.35290972458000003
ACH-000411,-0.187163867729
ACH-000414,-0.36703166492
ACH-000415,-0.158831462896
ACH-000416,-0.252325049993
ACH-000420,-0.475423293147
ACH-000421,-0.257398546751
ACH-000424,-0.22656280202
ACH-000425,-0.326414700635
ACH-000426,-0.284833643734
ACH-000427,0.0888001851159
ACH-000433,0.0170107946822
ACH-000436,-0.121682499807
ACH-000444,-0.121199040515
ACH-000445,-0.28976435964
ACH-000448,-0.19778868235
ACH-000450,-0.422730361976
ACH-000452,-0.0631854209342
ACH-000454,-0.23808418651000002
ACH-000458,0.017644296671
ACH-000459,-0.349585320497
ACH-000460,-0.240323723913
ACH-000461,-0.120380194858
ACH-000463,-0.0951089476244
ACH-000464,-0.0667073461653
ACH-000466,-0.176880654379
ACH-000467,-0.157488843283
ACH-000468,-0.615553537459
ACH-000469,-0.36831556959399997
ACH-000470,-0.388309080817
ACH-000471,-0.405061775371
ACH-000472,-0.101108422859
ACH-000473,-0.0272375693237
ACH-000475,-0.198248509303
ACH-000476,-0.057541566340199995
ACH-000477,-0.344672222182
ACH-000480,-0.151925094036
ACH-000481,-0.262631521014
ACH-000483,-0.187292672544
ACH-000484,-0.0371103538314
ACH-000485,-0.36287418834299995
ACH-000486,-0.219779278946
ACH-000487,-0.23037601246800002
ACH-000488,-0.132998616869
ACH-000490,-0.34573782959399996
ACH-000491,-0.0985739448568
ACH-000495,-0.420148543225
ACH-000496,-0.557606890679
ACH-000499,-0.287091347077
ACH-000500,0.182417148855
ACH-000502,-0.359109824922
ACH-000503,-0.480910393917
ACH-000505,-0.199599760815
ACH-000507,-0.401615731844
ACH-000510,-0.127811038736
ACH-000511,-0.52842428515
ACH-000512,-0.490829316649
ACH-000516,-0.20754934526000002
ACH-000517,-0.42540482820500003
ACH-000518,-0.283473112485
ACH-000520,-0.25916050542
ACH-000521,-0.477300388883
ACH-000522,-0.189520683329
ACH-000524,-0.040319181069900005
ACH-000527,-0.18674548144499997
ACH-000528,-0.243735924324
ACH-000537,-0.36327616356700004
ACH-000541,-0.119279901776
ACH-000542,-0.34875779649300004
ACH-000544,-0.0823435094692
ACH-000545,-0.19745256913800002
ACH-000547,-0.216374593262
ACH-000548,-0.223230665806
ACH-000549,-0.18591241573399997
ACH-000550,-0.148163242726
ACH-000552,-0.41197427888099997
ACH-000556,0.07799223385580001
ACH-000557,-0.0546568329875
ACH-000570,-0.44269718316600004
ACH-000571,-0.38169409887100003
ACH-000573,-0.121030127787
ACH-000576,-0.185542092767
ACH-000580,-0.126915497271
ACH-000584,-0.17276990287900001
ACH-000585,-0.258147110274
ACH-000588,-0.0225612809973
ACH-000589,-0.157797604026
ACH-000591,-0.280832607472
ACH-000593,-0.21965358520599998
ACH-000600,-0.364509573468
ACH-000601,-0.313553096778
ACH-000604,-0.452170434924
ACH-000605,-0.347523567008
ACH-000606,-0.23500236433899999
ACH-000608,-0.23510871800299998
ACH-000614,-0.491592773965
ACH-000616,-0.319286009161
ACH-000618,0.00390674298107
ACH-000619,-0.23748213520300002
ACH-000620,-0.306323971915
ACH-000621,-0.298963026303
ACH-000622,-0.318893861063
ACH-000623,-0.295253085365
ACH-000624,-0.10511239139900001
ACH-000627,-0.23859697858000004
ACH-000630,-0.387478090749
ACH-000632,-0.298608119999
ACH-000633,-0.18249383513599998
ACH-000637,-0.264106144441
ACH-000638,-0.147239886349
ACH-000646,-0.147956002241
ACH-000647,-0.0703927482173
ACH-000648,-0.617275155907
ACH-000649,-0.205967126015
ACH-000651,-0.24207046805399998
ACH-000652,-0.303023423877
ACH-000653,-0.36308251490800003
ACH-000657,-0.224595335378
ACH-000658,-0.010031628893499999
ACH-000661,0.102542611358
ACH-000662,-0.010320755282700001
ACH-000663,-0.130184294465
ACH-000665,-0.129418055851
ACH-000671,-0.12470658102499999
ACH-000673,-0.19276855863200001
ACH-000676,-0.180417014412
ACH-000677,-0.119218832836
ACH-000681,-0.27840245237399996
ACH-000682,-0.305335396798
ACH-000683,-0.00605359582193
ACH-000684,-0.317144972663
ACH-000688,-0.432429623339
ACH-000693,-0.315411996418
ACH-000694,-0.155159053585
ACH-000695,-0.213800920811
ACH-000696,-0.136208303663
ACH-000697,-0.254121196366
ACH-000699,-0.154065394801
ACH-000701,-0.139220211679
ACH-000706,-0.24157830397900001
ACH-000711,-0.179545277527
ACH-000713,-0.107933258455
ACH-000714,-0.178179740836
ACH-000718,-0.316204985387
ACH-000720,-0.05934545179549999
ACH-000721,-0.09418413770169999
ACH-000724,0.16914815125399998
ACH-000725,0.00224939212086
ACH-000732,-0.106752490452
ACH-000734,-0.21319876519
ACH-000735,-0.224141393071
ACH-000736,-0.275480373908
ACH-000738,-0.31008875261
ACH-000746,-0.34253049049
ACH-000747,-0.45629129508500005
ACH-000748,-0.0527865831815
ACH-000753,-0.19949773032499998
ACH-000756,-0.108498008472
ACH-000757,-0.38700988317900004
ACH-000758,-0.113383170386
ACH-000760,-0.11667584107899999
ACH-000763,-0.310410592123
ACH-000764,-0.416850212161
ACH-000765,-0.148240588782
ACH-000766,-0.410538439081
ACH-000767,-0.122404090512
ACH-000768,-0.469567518516
ACH-000769,-0.20839493960799998
ACH-000770,-0.236861821507
ACH-000771,-0.17800751802099998
ACH-000773,-0.12559007431299998
ACH-000776,0.061369251483300004
ACH-000777,-0.0977512903095
ACH-000778,-0.0911389942745
ACH-000781,-0.162455617065
ACH-000782,-0.0610419972952
ACH-000783,-0.17087490227000002
ACH-000784,-0.306786384564
ACH-000785,-0.235541717297
ACH-000787,-0.225791194564
ACH-000788,-0.155669087307
ACH-000791,-0.199028635541
ACH-000792,0.10719008599400001
ACH-000794,-0.0305142457694
ACH-000796,-0.259843459456
ACH-000799,-0.35928570146300004
ACH-000800,-0.159438966133
ACH-000802,-0.408083367658
ACH-000804,-0.240170765211
ACH-000805,-0.202597767224
ACH-000809,-0.163880032147
ACH-000810,-0.0844467411447
ACH-000811,-0.024074173845700004
ACH-000817,-0.22354523097600001
ACH-000819,-0.16461496133099998
ACH-000820,-0.7475930904770001
ACH-000821,0.025204639333599996
ACH-000822,-0.14550834547
ACH-000823,-0.111547826898
ACH-000824,-0.263111223177
ACH-000827,-0.399223492848
ACH-000829,-0.055571424655499996
ACH-000831,-0.277625909192
ACH-000832,-0.47349186669699994
ACH-000833,0.0345153193718
ACH-000834,-0.0458557896503
ACH-000835,-0.5203498413359999
ACH-000836,-0.315068286314
ACH-000837,-0.15450871132400001
ACH-000838,-0.299288020259
ACH-000839,-0.351734021223
ACH-000840,-0.283153998945
ACH-000841,-0.593468524269
ACH-000843,-0.27079869259399997
ACH-000846,0.0695235467346
ACH-000847,-0.0367687069856
ACH-000848,-0.0603207007725
ACH-000849,-0.0900418397153
ACH-000851,-0.421899025617
ACH-000855,0.0411969724965
ACH-000856,-0.34413397978200005
ACH-000858,-0.0023565041021399997
ACH-000859,-0.328819293079
ACH-000861,-0.40371669374799996
ACH-000862,-0.324824146079
ACH-000865,-0.14551651162999998
ACH-000866,-0.207703548021
ACH-000867,-0.17652492378600002
ACH-000869,-0.14626555606
ACH-000872,-0.268886940683
ACH-000873,-0.390301718036
ACH-000876,-0.32012031883000003
ACH-000878,0.149877406277
ACH-000880,-0.27354517731100003
ACH-000881,-0.19015177322700003
ACH-000882,-0.322507131373
ACH-000884,-0.271656072043
ACH-000885,-0.318180243829
ACH-000887,-0.0392413915569
ACH-000888,-0.396375938903
ACH-000889,-0.344512080113
ACH-000890,-0.671955013317
ACH-000896,-0.018362868887200002
ACH-000898,0.0103413928281
ACH-000900,-0.139334298123
ACH-000901,-0.19990882700399998
ACH-000905,-0.100651885765
ACH-000906,-0.14731638367900002
ACH-000907,-0.30930905047400004
ACH-000910,-0.09524806758580001
ACH-000911,-0.195043768136
ACH-000912,-0.243440372078
ACH-000913,-0.07048101062689999
ACH-000915,-0.378472618572
ACH-000916,-0.293326040324
ACH-000917,-0.0114948165286
ACH-000921,-0.154372636491
ACH-000924,-0.294833756382
ACH-000926,-0.291918119867
ACH-000928,-0.126912646228
ACH-000929,-0.078723741819
ACH-000932,-0.0678985687616
ACH-000935,-0.5424309867029999
ACH-000936,-0.194204388591
ACH-000937,-0.086009745224
ACH-000938,-0.0653137469382
ACH-000939,-0.207231204386
ACH-000941,-0.176712829685
ACH-000943,-0.181579032085
ACH-000946,-0.09026824861780001
ACH-000947,-0.233719483354
ACH-000948,-0.276830438027
ACH-000950,-0.196768783235
ACH-000953,-0.09553431924039998
ACH-000957,-0.250109923932
ACH-000958,-0.27208866371999996
ACH-000960,-0.16486824030799999
ACH-000963,-0.45872514020800004
ACH-000968,-0.318975178939
ACH-000969,-0.0191680274919
ACH-000973,-0.181603650964
ACH-000974,-0.22482150643000004
ACH-000975,-0.449748390049
ACH-000976,-0.266714088139
ACH-000978,0.09620296448339999
ACH-000980,-0.224069183838
ACH-000984,-0.190672180995
ACH-000986,-0.292576567721
ACH-000988,-0.281554530081
ACH-000993,-0.114956873879
ACH-000994,-0.25360083539
ACH-000996,0.06935120983160001
ACH-001001,-0.172065531614
ACH-001020,-0.0947941542361
ACH-001028,-0.142349139912
ACH-001031,-0.202695565499
ACH-001038,-0.22317216280299998
ACH-001048,-0.39211990700800003
ACH-001050,-0.482156435451
ACH-001053,-0.315812091964
ACH-001054,-0.297814564815
ACH-001061,-0.280716499354
ACH-001067,-0.40301785403800006
ACH-001075,-0.0892213211283
ACH-001096,-0.310788230303
ACH-001128,-0.78118398616
ACH-001134,-0.0936805720633
ACH-001151,-0.676646056016
ACH-001163,-0.0380959421488
ACH-001164,-0.477632806376
ACH-001173,-0.369689794406
ACH-001183,0.18162806849
ACH-001184,-0.406730342767
ACH-001190,-0.40079945563
ACH-001192,-0.200179812262
ACH-001193,0.0853268430827
ACH-001196,-0.250270690458
ACH-001197,-0.0342094952709
ACH-001205,-0.5433055865959999
ACH-001211,-0.323060286133
ACH-001212,-0.16639810176
ACH-001228,-0.110308526854
ACH-001232,-0.160693051773
ACH-001239,-0.167825346649
ACH-001274,-0.432061853071
ACH-001275,-0.214344891921
ACH-001277,0.0121533034886
ACH-001278,-0.165501302781
ACH-001280,-0.176062314781
ACH-001283,-0.13290088057
ACH-001289,-0.015610429585700001
ACH-001295,-0.18864204433499998
ACH-001300,-0.0876632651409
ACH-001301,-0.120057393037
ACH-001302,-0.380931525387
ACH-001303,-0.446657665155
ACH-001306,-0.141944445464
ACH-001318,-0.186715391493
ACH-001322,-0.682858057331
ACH-001328,0.0030288211976700003
ACH-001332,-0.093342814478
ACH-001333,-0.337292827658
ACH-001336,-0.216922926334
ACH-001340,-0.165845658555
ACH-001346,0.007402786936210001
ACH-001353,-0.326082860703
ACH-001354,0.105136103572
ACH-001367,-0.270243118474
ACH-001368,-0.0808066151701
ACH-001374,-0.390381422507
ACH-001375,-0.226728586835
ACH-001377,-0.38416333977399997
ACH-001380,-0.250786862592
ACH-001391,-0.504073397405
ACH-001407,-0.313291054467
ACH-001408,-0.22082993077399998
ACH-001413,-0.43223891742700005
ACH-001430,-0.272830306337
ACH-001431,-0.185054272894
ACH-001450,-0.12090903165200001
ACH-001496,-0.0317169115056
ACH-001500,-0.36072050949900003
ACH-001521,-0.08933123167000001
ACH-001523,-0.062202476837599996
ACH-001532,-0.223983531553
ACH-001536,-0.7503729139380001
ACH-001550,-0.177640152502
ACH-001552,-0.194747036558
ACH-001554,-0.32550598682500004
ACH-001645,-0.08752968231969999
ACH-001654,-0.0651460721543
ACH-001715,-0.09496864652180001
ACH-001735,-0.0769594742912
ACH-001736,-0.0733646313254
ACH-001737,-0.0057551911543
ACH-001740,-0.386044140305
ACH-001745,-0.589064058291
ACH-001750,-0.241673163115
ACH-001765,-0.0619246654473
ACH-001956,-0.498325782329
ACH-001957,-0.32311840591200003
