,NT5C (30833)
ACH-000255,-0.390947602122
ACH-000256,-0.47559168838699994
ACH-000257,-0.098132280438
ACH-000258,0.12209824570399999
ACH-000259,-0.164462840818
ACH-000260,-0.351223335968
ACH-000261,-0.55075588152
ACH-000262,-0.100991612732
ACH-000263,0.0868281270553
ACH-000264,-0.369531381198
ACH-000265,-0.23254067799199998
ACH-000266,-0.412397371256
ACH-000272,-0.277170880088
ACH-000273,-0.15843315765799998
ACH-000274,-0.34650630822899997
ACH-000277,-0.359683835569
ACH-000278,0.012875925057600001
ACH-000279,-0.212755800942
ACH-000280,-0.391896002686
ACH-000281,-0.36182578075800004
ACH-000288,-0.349692355026
ACH-000291,-0.134095599572
ACH-000293,-0.543543380105
ACH-000294,-0.272223731245
ACH-000295,-0.737365590362
ACH-000296,-0.41202339799800003
ACH-000302,-0.15203922764699998
ACH-000304,-0.270910074755
ACH-000307,-0.483109267461
ACH-000308,-0.152142891684
ACH-000310,-0.55065983792
ACH-000311,-0.11992305918299999
ACH-000312,-0.42861703371699994
ACH-000315,-0.194702980977
ACH-000316,-0.581085707871
ACH-000317,0.0697584989994
ACH-000318,-0.229166806369
ACH-000319,-0.20251619522199998
ACH-000320,-0.23079077430199998
ACH-000322,-0.21435425886300002
ACH-000323,-0.17285710785500003
ACH-000324,-0.462024620999
ACH-000329,-0.339028458074
ACH-000330,-0.20936172305300002
ACH-000331,-0.22782647634199998
ACH-000332,-0.352708699793
ACH-000334,-0.260555834023
ACH-000335,-0.297790956165
ACH-000336,-0.0902285554125
ACH-000337,-0.652546558207
ACH-000339,-0.25618988191500003
ACH-000341,-0.188208518103
ACH-000348,-0.391289026619
ACH-000350,-0.279588296746
ACH-000352,-0.374130441752
ACH-000356,-0.556849118801
ACH-000361,-0.22954736151500002
ACH-000362,-0.164051115221
ACH-000363,-0.191993508103
ACH-000364,-0.12614103162
ACH-000365,-0.085472968168
ACH-000366,-0.308610715547
ACH-000368,0.018093492664700003
ACH-000374,-0.269581902524
ACH-000375,-0.062253775728699993
ACH-000376,-0.316279541353
ACH-000381,-0.193616493856
ACH-000383,-0.41970741339699996
ACH-000387,-0.142914788351
ACH-000389,-0.404484725749
ACH-000390,-0.180457953516
ACH-000393,-0.13469772942
ACH-000395,-0.19543668055100002
ACH-000397,-0.25569371116399997
ACH-000401,0.20745258701400002
ACH-000402,-0.393131898086
ACH-000403,-0.274431557765
ACH-000404,-0.147150635379
ACH-000406,-0.293014572035
ACH-000407,-0.5855041517399999
ACH-000408,0.0807431102048
ACH-000410,-0.293984757905
ACH-000411,-0.34855239531099996
ACH-000414,-0.279018692453
ACH-000415,-0.16752802766799998
ACH-000416,-0.310032754898
ACH-000420,-0.06507062921080001
ACH-000421,-0.28866482842700003
ACH-000424,-0.256594800487
ACH-000425,-0.30128474232700003
ACH-000426,-0.21072067686
ACH-000427,-0.358299633468
ACH-000433,-0.512626403682
ACH-000436,-0.165069353991
ACH-000444,-0.188874070097
ACH-000445,-0.644900499588
ACH-000448,-0.21980279336
ACH-000450,0.0132217427871
ACH-000452,-0.17880700121100002
ACH-000454,-0.228846500092
ACH-000458,-0.179957560817
ACH-000459,0.0731586156854
ACH-000460,-0.39345825907799997
ACH-000461,-0.30442087345400004
ACH-000463,-0.286070846744
ACH-000464,-0.17290364864399999
ACH-000466,-0.252211162579
ACH-000467,-0.17107224230300003
ACH-000468,-0.199424952429
ACH-000469,-0.141306670312
ACH-000470,-0.48045138452799996
ACH-000471,-0.253102567264
ACH-000472,-0.297644439947
ACH-000473,-0.5535427106949999
ACH-000475,-0.250160979181
ACH-000476,-0.584353751562
ACH-000477,0.08921760191510002
ACH-000480,-0.301139189997
ACH-000481,-0.357433007414
ACH-000483,-0.270035318618
ACH-000484,-0.340944413515
ACH-000485,-0.362574092201
ACH-000486,-0.133310357277
ACH-000487,-0.226381869939
ACH-000488,-0.273451658476
ACH-000490,-0.263629399196
ACH-000491,-0.249092913294
ACH-000495,-0.21211605527199998
ACH-000496,-0.230963529733
ACH-000499,-0.311904095421
ACH-000500,-0.14405037947000002
ACH-000502,-0.420868296362
ACH-000503,-0.0714562625748
ACH-000505,-0.38602727711499996
ACH-000507,-0.285843252301
ACH-000510,-0.269494968261
ACH-000511,-0.27125772686099997
ACH-000512,0.0177167989132
ACH-000516,-0.311109770131
ACH-000517,-0.360506746817
ACH-000518,-0.218158624904
ACH-000520,-0.279805402253
ACH-000521,-0.378152135943
ACH-000522,-0.21312529177
ACH-000524,-0.523490380951
ACH-000527,-0.385178581303
ACH-000528,-0.324173572237
ACH-000537,-0.538569215488
ACH-000541,-0.396874995541
ACH-000542,-0.315856189725
ACH-000544,-0.32952578882399997
ACH-000545,-0.298990737386
ACH-000547,-0.307501277772
ACH-000548,-0.423601252274
ACH-000549,-0.34473299814099995
ACH-000550,-0.371374685234
ACH-000552,-0.0841802941918
ACH-000556,-0.208267876804
ACH-000557,-0.241608855035
ACH-000570,-0.4301499696
ACH-000571,-0.122447403719
ACH-000573,-0.19515309802900002
ACH-000576,-0.18725957253800002
ACH-000580,-0.234891766047
ACH-000584,-0.243002316784
ACH-000585,-0.22010778162099998
ACH-000588,-0.320018080378
ACH-000589,-0.362691878485
ACH-000591,-0.265101201748
ACH-000593,-0.238091920193
ACH-000600,-0.365968951057
ACH-000601,-0.26612590466999997
ACH-000604,-0.0533435935823
ACH-000605,-0.348035901439
ACH-000606,-0.366157562187
ACH-000608,-0.41007023644699997
ACH-000614,-0.156828961956
ACH-000616,-0.48323975156000004
ACH-000618,-0.140094941591
ACH-000619,-0.206931142564
ACH-000620,0.0201157390899
ACH-000621,0.141186219863
ACH-000622,-0.43118016644100005
ACH-000623,-0.485730657887
ACH-000624,-0.37003757049900005
ACH-000627,-0.28429385152
ACH-000630,-0.32791759978
ACH-000632,-0.21023131120299998
ACH-000633,-0.341900442874
ACH-000637,-0.37950710373400004
ACH-000638,-0.313324131284
ACH-000646,-0.745152737423
ACH-000647,-0.473875684677
ACH-000648,-0.41510877028300003
ACH-000649,-0.32717849866500004
ACH-000651,-0.297076566375
ACH-000652,-0.414556680302
ACH-000653,-0.374818590232
ACH-000657,-0.213813708742
ACH-000658,-0.255917632231
ACH-000661,-0.18316900919100002
ACH-000662,-0.291612320361
ACH-000663,-0.52237712276
ACH-000665,-0.24239416828699997
ACH-000671,-0.17587114121300002
ACH-000673,-0.323141689047
ACH-000676,-0.448598323377
ACH-000677,-0.24331463266999998
ACH-000681,-0.135212168966
ACH-000682,-0.28688034501
ACH-000683,-0.31994855327300004
ACH-000684,-0.213842360968
ACH-000688,-0.344431640176
ACH-000693,-0.261894915226
ACH-000694,-0.259667780008
ACH-000695,-0.26067289141
ACH-000696,-0.208704331952
ACH-000697,-0.497400138577
ACH-000699,-0.42132574866899997
ACH-000701,-0.44441229402099997
ACH-000706,-0.299346149131
ACH-000711,-0.325203749093
ACH-000713,-0.0825325041902
ACH-000714,-0.32540035382300003
ACH-000718,-0.258367202062
ACH-000720,-0.348129643402
ACH-000721,-0.359248842107
ACH-000724,-0.337745539954
ACH-000725,-0.439232699702
ACH-000732,-0.20336820513700002
ACH-000734,-0.23817690447099998
ACH-000735,-0.200681046197
ACH-000736,-0.0728847351333
ACH-000738,-0.23847515507300002
ACH-000746,-0.277965057523
ACH-000747,-0.112936568631
ACH-000748,-0.262649629262
ACH-000753,-0.35400900771899996
ACH-000756,-0.22858447133
ACH-000757,-0.0147462815047
ACH-000758,-0.24918996183800002
ACH-000760,-0.43980327312600004
ACH-000763,-0.110116223803
ACH-000764,-0.38192802674000004
ACH-000765,-0.275689715868
ACH-000766,-0.526868126262
ACH-000767,-0.330488153786
ACH-000768,-0.316675491869
ACH-000769,-0.385666312157
ACH-000770,-0.162435388394
ACH-000771,-0.288420449247
ACH-000773,-0.283505570234
ACH-000776,-0.23670068106
ACH-000777,-0.23201601566
ACH-000778,-0.288012324806
ACH-000781,-0.24720126754900001
ACH-000782,-0.182727840892
ACH-000783,-0.23254489152199997
ACH-000784,-0.264679673086
ACH-000785,-0.27883648735399996
ACH-000787,-0.28507107024399997
ACH-000788,-0.459373737524
ACH-000791,-0.27971234044300003
ACH-000792,-0.410144395062
ACH-000794,-0.333201640969
ACH-000796,-0.26753921900100003
ACH-000799,-0.36054423604999997
ACH-000800,-0.506487580678
ACH-000802,-0.263804663853
ACH-000804,-0.37819715091300005
ACH-000805,-0.24949478124000002
ACH-000809,-0.344755558169
ACH-000810,-0.359251309113
ACH-000811,-0.34143695771
ACH-000817,-0.357606080955
ACH-000819,-0.42103128990999994
ACH-000820,-0.17527464775199997
ACH-000821,0.081685463463
ACH-000822,-0.016019633419700002
ACH-000823,-0.20826807060199998
ACH-000824,-0.22649165531399998
ACH-000827,-0.300816886394
ACH-000829,-0.194951728204
ACH-000831,-0.336499888965
ACH-000832,-0.22120445976300002
ACH-000833,-0.121247608805
ACH-000834,-0.08953483956630001
ACH-000835,-0.16915281581799999
ACH-000836,-0.360669707239
ACH-000837,-0.323889266528
ACH-000838,-0.25636451746399996
ACH-000839,0.062229960529999996
ACH-000840,-0.494838784244
ACH-000841,-0.23251137836999997
ACH-000843,-0.297879926425
ACH-000846,-0.20480175210700002
ACH-000847,-0.306837118294
ACH-000848,-0.27749879498
ACH-000849,-0.326210831922
ACH-000851,-0.08496727291850001
ACH-000855,-0.0942036395569
ACH-000856,-0.38046002588100003
ACH-000858,-0.19454102888500002
ACH-000859,-0.45117919306000004
ACH-000861,-0.27888464179
ACH-000862,-0.21071282151
ACH-000865,-0.140700940192
ACH-000866,-0.171500665273
ACH-000867,-0.332069323288
ACH-000869,-0.16610694461699999
ACH-000872,-0.212136588184
ACH-000873,-0.391110986075
ACH-000876,-0.22553909120299998
ACH-000878,0.013908027857800001
ACH-000880,-0.166825771166
ACH-000881,-0.543312288859
ACH-000882,-0.326767616564
ACH-000884,-0.358762435049
ACH-000885,-0.27022523316
ACH-000887,-0.346862685814
ACH-000888,-0.274102420593
ACH-000889,-0.23080976395799999
ACH-000890,-0.32011487617199996
ACH-000896,-0.17188432872099998
ACH-000898,-0.16285604897800002
ACH-000900,-0.22672068491900002
ACH-000901,-0.447946717725
ACH-000905,-0.203802814252
ACH-000906,-0.259496431012
ACH-000907,-0.196454361208
ACH-000910,-0.823946610904
ACH-000911,-0.28948010066700003
ACH-000912,-0.21954944504299997
ACH-000913,-0.529801300679
ACH-000915,-0.167660323424
ACH-000916,-0.192734045225
ACH-000917,-0.17641500560400003
ACH-000921,-0.306508085337
ACH-000924,-0.263700454748
ACH-000926,-0.20133219637299998
ACH-000928,-0.047449543986300004
ACH-000929,-0.463547376764
ACH-000932,-0.11990669820399999
ACH-000935,-0.13554079319499998
ACH-000936,-0.242798113303
ACH-000937,-0.22325820736699997
ACH-000938,-0.0483653062015
ACH-000939,-0.30977043957899997
ACH-000941,-0.14899099072799998
ACH-000943,-0.28032942001999994
ACH-000946,-0.315794668035
ACH-000947,-0.333344580554
ACH-000948,-0.155121534726
ACH-000950,-0.0669516541764
ACH-000953,-0.208581691462
ACH-000957,-0.257913712237
ACH-000958,-0.044680096330399995
ACH-000960,-0.0642586303543
ACH-000963,-0.145865305655
ACH-000968,-0.26795987953899997
ACH-000969,-0.42967451673199997
ACH-000973,-0.27234318317899997
ACH-000974,-0.173496183433
ACH-000975,-0.17104698437899998
ACH-000976,-0.41929435448299995
ACH-000978,-0.62743385442
ACH-000980,-0.34582510797
ACH-000984,-0.0815482500853
ACH-000986,-0.25144467408300003
ACH-000988,-0.18198852487
ACH-000993,-0.7411832141240001
ACH-000994,-0.317810347359
ACH-000996,-0.23335120548799998
ACH-001001,-0.22344016235999997
ACH-001020,-0.638112973107
ACH-001028,-0.361466020764
ACH-001031,-0.284358093823
ACH-001038,-0.18345418205800001
ACH-001048,-0.213425041485
ACH-001050,-0.5766175273699999
ACH-001053,-0.49456324732900003
ACH-001054,-0.37984151261999993
ACH-001061,-0.30369466039299997
ACH-001067,-0.37839649650300006
ACH-001075,-0.07213845155889999
ACH-001096,-0.09848865721319999
ACH-001128,-0.22744319673
ACH-001134,-0.340073124931
ACH-001151,-0.309143502137
ACH-001163,-0.160715468071
ACH-001164,-0.543938017789
ACH-001173,-0.271178951463
ACH-001183,-0.0188282511092
ACH-001184,-0.422317882489
ACH-001190,-0.5109128744470001
ACH-001192,-0.268642990832
ACH-001193,-0.12320972411900001
ACH-001196,-0.36526791869499997
ACH-001197,-0.570786508571
ACH-001205,-0.21425649609900002
ACH-001211,-0.266367900746
ACH-001212,-0.545031895885
ACH-001228,-0.077804882125
ACH-001232,-0.10146861156999999
ACH-001239,-0.221627050154
ACH-001274,-0.179577771457
ACH-001275,-0.20162409901999997
ACH-001277,-0.304374873063
ACH-001278,-0.150009083347
ACH-001280,-0.181584161855
ACH-001283,-0.44625892002800005
ACH-001289,-0.24463548188099998
ACH-001295,-0.416534313895
ACH-001300,-0.410976510016
ACH-001301,-0.6375855400630001
ACH-001302,-0.711284900218
ACH-001303,-0.7453190735259999
ACH-001306,-0.447994669673
ACH-001318,-0.290521619193
ACH-001322,-0.244891206503
ACH-001328,-0.227446553393
ACH-001332,-0.472921449521
ACH-001333,-0.262901838631
ACH-001336,-0.227544384629
ACH-001340,-0.35233855835100003
ACH-001346,-0.299343581588
ACH-001353,-0.36829787818899995
ACH-001354,-0.29210368202799997
ACH-001367,-0.0238131506611
ACH-001368,-0.28874128159400003
ACH-001374,-0.273340010097
ACH-001375,-0.330098267256
ACH-001377,-0.35516383035800003
ACH-001380,-0.303656042322
ACH-001391,-0.350482415241
ACH-001407,-0.245495376354
ACH-001408,-0.205736519036
ACH-001413,-0.30674324411
ACH-001430,-0.0626318141727
ACH-001431,-0.39778554086199996
ACH-001450,0.022707106320700002
ACH-001496,-0.18346203296
ACH-001500,-0.13782115552899998
ACH-001521,-0.513520190419
ACH-001523,-0.35542652478200004
ACH-001532,-0.23059995271400002
ACH-001536,-0.34138123087800004
ACH-001550,-0.387565927615
ACH-001552,-0.268073363842
ACH-001554,-0.202526876315
ACH-001645,-0.507957706184
ACH-001654,-0.454474114268
ACH-001715,-0.329988146455
ACH-001735,-0.298099732998
ACH-001736,-0.232268477327
ACH-001737,-0.420705698676
ACH-001740,-0.421158465145
ACH-001745,-0.252086880362
ACH-001750,-0.2101033936
ACH-001765,-0.21175857984000002
ACH-001956,-0.225505434106
ACH-001957,-0.22140900718400003
