,CHCHD1 (118487)
ACH-000004,-0.962766861963
ACH-000007,-1.08332208309
ACH-000009,-0.716508016065
ACH-000011,-0.800436150345
ACH-000012,-0.934103002016
ACH-000013,-0.7870626064890001
ACH-000014,-0.916435464021
ACH-000015,-1.05528434373
ACH-000017,-0.984150853125
ACH-000018,-0.683574805792
ACH-000019,-0.8182554874950001
ACH-000021,-0.8090417939419999
ACH-000022,-1.10531247205
ACH-000025,-0.8793131236439999
ACH-000028,-0.898993949029
ACH-000030,-1.1355218803799998
ACH-000035,-1.07189288066
ACH-000036,-0.800580618926
ACH-000037,-1.10681109124
ACH-000039,-0.6998203370460001
ACH-000040,-0.834037057727
ACH-000041,-0.8828608489740001
ACH-000042,-0.971583582194
ACH-000045,-0.905173100396
ACH-000047,-0.942486143921
ACH-000052,-0.7629257539740001
ACH-000053,-0.8464176301180001
ACH-000054,-0.5970478087960001
ACH-000055,-0.509410441847
ACH-000060,-0.743876666672
ACH-000067,-0.729911139774
ACH-000070,-1.05342990756
ACH-000075,-0.7820755514569999
ACH-000078,-1.2221970988600002
ACH-000082,-0.930184881452
ACH-000085,-0.909893850255
ACH-000086,-0.845154516479
ACH-000087,-0.869055653949
ACH-000092,-0.9770840337729999
ACH-000095,-0.9769060013040001
ACH-000097,-0.9243899679700001
ACH-000098,-0.834771230528
ACH-000099,-1.0703736358
ACH-000108,-0.810763472335
ACH-000113,-1.32962335093
ACH-000115,-0.809910552925
ACH-000116,-0.695470197301
ACH-000118,-0.9074890603419999
ACH-000120,-0.9567053785259999
ACH-000123,-1.0349622809999999
ACH-000127,-0.8950235807879999
ACH-000128,-0.884671342079
ACH-000132,-0.979766383885
ACH-000133,-0.772140407227
ACH-000137,-0.9487094074789999
ACH-000138,-0.7388100308200001
ACH-000142,-0.635770181528
ACH-000143,-0.591038433954
ACH-000146,-0.8723471984819999
ACH-000148,-1.11742781888
ACH-000150,-1.1170850621100001
ACH-000152,-0.7505992531640001
ACH-000153,-1.09497107162
ACH-000159,-0.978667274346
ACH-000160,-1.2748872711700001
ACH-000163,-0.862790079287
ACH-000167,-1.1362358039899998
ACH-000168,-0.7028801712270001
ACH-000169,-1.0644512539700002
ACH-000178,-0.901856051574
ACH-000182,-1.38745118261
ACH-000183,-0.7673008076440001
ACH-000188,-1.00430726877
ACH-000189,-0.989397643918
ACH-000190,-0.828591918173
ACH-000198,-1.01519694547
ACH-000204,-0.7835153140600001
ACH-000206,-1.03626073441
ACH-000207,-1.1143286345399999
ACH-000211,-1.04526812751
ACH-000215,-1.04068461064
ACH-000221,-0.98312965642
ACH-000222,-0.703152462031
ACH-000223,-1.05047181004
ACH-000226,-0.755243093123
ACH-000227,-1.14919703148
ACH-000228,-1.02991211697
ACH-000231,-0.81495569981
ACH-000232,-1.07563043395
ACH-000233,-0.848180214531
ACH-000234,-1.22974912563
ACH-000235,-0.888318563771
ACH-000237,-0.7063982884350001
ACH-000238,-0.886290661672
ACH-000243,-0.915128889993
ACH-000244,-0.35427804279799996
ACH-000246,-1.19813992309
ACH-000248,-0.697004929977
ACH-000250,-1.04192674559
ACH-000251,-0.825221694668
ACH-000253,-0.850068639358
ACH-000255,-0.885223502053
ACH-000256,-1.1071571257500001
ACH-000257,-0.93375870991
ACH-000258,-0.941450076601
ACH-000259,-1.18796789615
ACH-000260,-0.8519721662459999
ACH-000261,-1.0747294697299998
ACH-000262,-0.704582977306
ACH-000263,-0.9889577956829999
ACH-000264,-0.778429854349
ACH-000265,-0.998752723829
ACH-000266,-0.891766380297
