,NVL (4931)
ACH-000278,-1.17165186781
ACH-000279,-1.1591859074
ACH-000280,-1.3498982450900001
ACH-000281,-0.934012891617
ACH-000288,-1.15832681109
ACH-000291,-1.1495358576899999
ACH-000293,-0.989257718022
ACH-000294,-1.4523994661000001
ACH-000295,-1.3611752025
ACH-000296,-1.29741879262
ACH-000302,-1.1899482231999998
ACH-000304,-1.37623907494
ACH-000307,-1.33493858026
ACH-000308,-1.0657350696899999
ACH-000310,-1.19731903496
ACH-000311,-1.02217755407
ACH-000312,-1.0116808916700002
ACH-000315,-0.9357835068000001
ACH-000316,-1.55467614903
ACH-000317,-1.37690388714
ACH-000318,-1.44501448151
ACH-000319,-1.49898349551
ACH-000320,-1.1955538936299999
ACH-000322,-1.2621555209100002
ACH-000323,-1.25692513475
ACH-000324,-1.16145703857
ACH-000329,-1.08819661247
ACH-000330,-0.976767999874
ACH-000331,-1.3024493936100001
ACH-000332,-1.14814081901
ACH-000334,-1.52390888631
ACH-000335,-1.08237685543
ACH-000336,-1.3457210355000002
ACH-000337,-1.26881063418
ACH-000339,-0.978459687113
ACH-000341,-1.1229929486399999
ACH-000348,-1.1619086718
ACH-000350,-1.1873226509600001
ACH-000352,-1.28902874778
ACH-000356,-1.2169359178
ACH-000361,-1.49258648153
ACH-000362,-1.14540564854
ACH-000363,-1.14861556542
ACH-000364,-1.13338760215
ACH-000365,-1.33134601201
ACH-000366,-1.16002780884
ACH-000368,-1.04490042501
ACH-000374,-1.00248843216
ACH-000375,-1.47364104097
ACH-000376,-1.21294659292
ACH-000381,-1.20373610501
ACH-000383,-1.32756467922
ACH-000387,-1.1737525144399998
ACH-000389,-1.20811913153
ACH-000390,-1.1974081995
ACH-000393,-1.3682189871000001
ACH-000395,-1.55399571262
ACH-000397,-1.0818409016600001
ACH-000401,-0.926463269605
ACH-000402,-1.40579249139
ACH-000403,-1.19328768744
ACH-000404,-1.42035806755
ACH-000406,-1.0595580036499999
ACH-000407,-1.19237761212
ACH-000408,-1.2476354223100001
ACH-000410,-1.51016788138
ACH-000411,-1.1164836191
ACH-000414,-1.00497090539
ACH-000415,-1.17533560538
ACH-000416,-1.09176297435
ACH-000420,-1.0992645385700002
ACH-000421,-1.2761084534799998
ACH-000424,-1.15095830143
ACH-000425,-1.4240544989700001
ACH-000426,-0.859945882556
ACH-000427,-0.709784292189
ACH-000433,-0.9698463678389999
ACH-000436,-1.1039462028
ACH-000444,-1.1514975339
ACH-000445,-1.1374930397
ACH-000448,-1.1879504196
ACH-000450,-1.27551529925
ACH-000452,-1.27631361095
ACH-000454,-1.03908259654
ACH-000458,-1.17533004547
ACH-000459,-1.188268176
ACH-000460,-0.8673531459170001
ACH-000461,-1.28883914879
ACH-000463,-1.19427009544
ACH-000464,-1.26610453231
ACH-000466,-1.27279454733
ACH-000467,-1.0212525028100001
ACH-000468,-0.963787479381
ACH-000469,-1.08340746359
ACH-000470,-1.3212834898999999
ACH-000471,-1.15034226573
ACH-000472,-1.04380312189
ACH-000473,-1.32573153466
ACH-000475,-1.034472135
ACH-000476,-1.0737635773999998
ACH-000477,-1.5029684999700001
ACH-000480,-1.07477790308
ACH-000481,-1.30876357305
ACH-000483,-1.40132078234
ACH-000484,-1.4739129984200001
ACH-000485,-1.24788128017
ACH-000486,-1.14627779053
ACH-000487,-1.11940510159
ACH-000488,-1.17578313094
ACH-000490,-1.2281718262
ACH-000491,-1.2865190733
ACH-000495,-1.0748986894900001
ACH-000496,-1.2946057182100001
ACH-000499,-1.21245843491
ACH-000500,-1.58380607748
ACH-000502,-1.1605766583700001
ACH-000503,-1.04011235097
ACH-000505,-1.2751778912
ACH-000507,-1.39760225801
ACH-000510,-1.39514840632
ACH-000511,-1.2851904135299999
ACH-000512,-1.11273003061
ACH-000516,-1.2234518887
ACH-000517,-1.30558700582
ACH-000518,-1.54750936695
ACH-000520,-1.23930818905
ACH-000521,-0.9675821639309999
ACH-000522,-1.06736852429
ACH-000524,-1.15426048266
ACH-000527,-1.23906968203
ACH-000528,-1.21447079731
ACH-000537,-1.12029729914
ACH-000541,-1.1137191396100001
ACH-000542,-1.2004840066700002
ACH-000544,-1.02460948394
ACH-000545,-1.10785286318
ACH-000547,-1.3587114597499999
ACH-000548,-1.0432925514
ACH-000549,-1.2942783979999999
ACH-000550,-1.33260031682
ACH-000552,-1.4152678438600002
ACH-000556,-1.23776435273
ACH-000557,-1.3276776099
ACH-000570,-1.1553712003299998
ACH-000571,-1.31328908639
ACH-000573,-1.17049246887
ACH-000576,-1.15408416906
ACH-000580,-1.63471141223
ACH-000584,-1.16522443205
ACH-000585,-1.0989938697200001
ACH-000588,-1.1911453187
ACH-000589,-1.0122653770799999
ACH-000591,-1.3614130440799999
ACH-000593,-1.2894296471100002
ACH-000600,-1.2474598577
ACH-000601,-1.0523263358700001
ACH-000604,-1.3983681476899998
ACH-000605,-1.25903473693
ACH-000606,-1.30522798267
ACH-000608,-1.2971684881799999
ACH-000614,-1.4538950079700002
ACH-000616,-0.8409501006319999
ACH-000618,-1.1865569791500001
ACH-000619,-1.33858254092
ACH-000620,-1.2569644143799998
ACH-000621,-1.11379840017
ACH-000622,-1.4813943057199999
ACH-000623,-1.2134564330700002
ACH-000624,-1.2439152251999999
ACH-000627,-1.5050515418900001
ACH-000630,-1.10741968759
ACH-000632,-1.22831474964
ACH-000633,-1.0646524047200001
ACH-000637,-1.18204039312
ACH-000638,-1.20201923229
ACH-000646,-1.28966430579
ACH-000647,-1.14309333481
ACH-000648,-1.18383469619
ACH-000649,-1.3488306083300001
ACH-000651,-1.18194983142
ACH-000652,-1.19233601088
ACH-000653,-1.38006715326
ACH-000657,-1.24428908876
ACH-000658,-1.05425793568
ACH-000661,-1.2372899884
ACH-000662,-1.1240931028399999
ACH-000663,-1.6185126547100002
ACH-000665,-0.987341797623
ACH-000671,-1.13613769562
ACH-000673,-1.11095417434
ACH-000676,-1.28303219309
ACH-000677,-1.4443552503400001
ACH-000681,-1.20459372226
ACH-000682,-1.21522515035
ACH-000683,-1.26960137221
ACH-000684,-0.866494896002
ACH-000688,-1.07336400681
ACH-000693,-1.10210490026
ACH-000694,-1.23172570049
ACH-000695,-1.2240126285100001
ACH-000696,-1.0933264484899998
ACH-000697,-1.2003075854
ACH-000699,-1.1545766917
ACH-000701,-1.29433042427
ACH-000706,-1.5989558353400002
ACH-000711,-1.1823256092399999
ACH-000713,-1.2486253251700001
ACH-000714,-1.06610392831
ACH-000718,-1.22573694057
ACH-000720,-1.21962201066
ACH-000721,-1.1990054747
ACH-000724,-1.07025224699
ACH-000725,-1.07662296954
ACH-000732,-0.983206483794
ACH-000734,-1.1377991678100001
ACH-000735,-1.37082505712
ACH-000736,-1.22337104874
ACH-000738,-1.28270796749
ACH-000746,-1.3323439077500001
ACH-000747,-1.20859850168
ACH-000748,-1.3215058875
ACH-000753,-1.14884263465
ACH-000756,-0.812146413646
ACH-000757,-1.23396733454
ACH-000758,-1.15975071047
ACH-000760,-1.28895794785
ACH-000763,-0.996221450088
ACH-000764,-1.20947373547
ACH-000765,-1.15135109509
ACH-000766,-1.2357863176600001
ACH-000767,-1.38808236905
ACH-000768,-1.18371745587
ACH-000769,-1.42646506609
ACH-000770,-1.2806952991
ACH-000771,-1.06069967175
ACH-000773,-0.9848140302680001
ACH-000776,-1.01885266265
ACH-000777,-1.0836841153899999
ACH-000778,-1.00016723819
ACH-000781,-1.1537028483399998
ACH-000782,-1.3803957832299998
ACH-000783,-1.23106057844
ACH-000784,-1.20820730808
ACH-000785,-1.25802903629
ACH-000787,-1.15078974675
ACH-000788,-1.13358653793
ACH-000791,-1.28150529906
ACH-000792,-0.9682093000669999
ACH-000794,-1.1683810649600002
ACH-000796,-1.0654048870000001
ACH-000799,-0.901356900076
ACH-000800,-1.28007433096
ACH-000802,-1.30682606652
ACH-000804,-0.9090993370799999
ACH-000805,-1.16242816342
ACH-000809,-1.27838562759
ACH-000810,-1.10165198179
ACH-000811,-1.31417361496
ACH-000817,-0.6999064273540001
ACH-000819,-1.5307868623899998
ACH-000820,-1.2753319310200002
ACH-000821,-1.16129868175
ACH-000822,-1.2707745464700002
ACH-000823,-1.2654937671700002
ACH-000824,-1.39751432859
ACH-000827,-1.10713262939
ACH-000829,-1.3695919115900002
ACH-000831,-1.09755827404
ACH-000832,-1.1775581202299998
ACH-000833,-1.5704644730700001
ACH-000834,-1.0428070675399999
ACH-000835,-1.33680469479
ACH-000836,-1.33692998832
ACH-000837,-0.925929223784
ACH-000838,-1.6826850300100002
ACH-000839,-1.1167340906799998
ACH-000840,-1.51053349943
ACH-000841,-1.30233288843
ACH-000843,-1.15175950163
ACH-000846,-1.21442913953
ACH-000847,-1.0891853949099999
ACH-000848,-1.37216564843
ACH-000849,-1.01945208612
ACH-000851,-1.00310774182
ACH-000855,-1.1881449275700002
ACH-000856,-1.63633422288
ACH-000858,-1.13997728385
ACH-000859,-1.13872869552
ACH-000861,-1.13409381631
ACH-000862,-1.32619214066
ACH-000865,-1.18041265501
ACH-000866,-0.959283106128
ACH-000867,-1.3659957369600002
ACH-000869,-1.17065875806
ACH-000872,-1.23983117311
ACH-000873,-0.942836342711
ACH-000876,-1.23673622344
ACH-000878,-1.15897273957
ACH-000880,-1.3564201720299998
ACH-000881,-1.3781949055200002
ACH-000882,-1.40546742556
ACH-000884,-1.13339930919
ACH-000885,-1.42826142128
ACH-000887,-1.21225358851
ACH-000888,-1.1545670511200001
ACH-000889,-1.1426993664799998
ACH-000890,-1.3566818328999999
ACH-000896,-1.1835941078899999
ACH-000898,-1.2838738989299998
ACH-000900,-1.06019052222
ACH-000901,-1.13146853036
ACH-000905,-1.20635522375
ACH-000906,-1.36033597061
ACH-000907,-1.18063640436
ACH-000910,-1.04591345769
ACH-000911,-1.06690232748
ACH-000912,-1.24497431177
ACH-000913,-1.27837643814
ACH-000915,-1.08142301446
ACH-000916,-1.4286920526700002
ACH-000917,-1.37572402896
ACH-000921,-1.20505546648
ACH-000924,-1.1949627540899999
ACH-000926,-1.3851636165999999
ACH-000928,-1.3112354105
ACH-000929,-1.32454744784
ACH-000932,-1.1877406523
ACH-000935,-1.3026708977299999
ACH-000936,-1.3587294420700002
ACH-000937,-1.16433986677
ACH-000938,-1.11585123999
ACH-000939,-1.25058113055
ACH-000941,-1.03788758294
ACH-000943,-1.17939650076
ACH-000946,-1.21723003891
ACH-000947,-1.13831190906
ACH-000948,-1.1315171722600001
ACH-000950,-1.38265307433
ACH-000953,-1.24865816828
ACH-000957,-1.33917639752
ACH-000958,-1.28752876673
ACH-000960,-1.2446885110600001
ACH-000963,-1.3757404201899999
ACH-000968,-1.3563969458899998
ACH-000969,-1.15068178342
ACH-000973,-1.22721901454
ACH-000974,-1.1987535647799998
ACH-000975,-1.2683602491700001
ACH-000976,-1.17645925195
ACH-000978,-0.661188207457
ACH-000980,-1.15255654229
ACH-000984,-1.09062550771
ACH-000986,-1.40773667539
ACH-000988,-0.935433678159
ACH-000993,-1.07091648864
ACH-000994,-1.03225194379
ACH-000996,-1.4093594457299998
ACH-001001,-1.07606741229
ACH-001020,-1.09516669051
ACH-001028,-1.27482172214
ACH-001031,-1.32466455496
ACH-001038,-0.9863213336679999
ACH-001048,-1.21694743695
ACH-001050,-1.42143321484
ACH-001053,-1.44504628345
ACH-001054,-1.11021140261
ACH-001061,-1.33651276963
ACH-001067,-1.23919250412
ACH-001075,-1.2601911602200002
ACH-001096,-1.22780151826
ACH-001128,-1.66752826
ACH-001134,-1.05019282136
ACH-001151,-1.2863025609999998
ACH-001163,-1.26746105904
ACH-001164,-1.03766946882
ACH-001173,-1.01603359466
ACH-001183,-1.08372345187
ACH-001184,-1.15811922675
ACH-001190,-1.4965450321
ACH-001192,-1.1041299101
ACH-001193,-1.11065841465
ACH-001196,-0.8232941656739999
ACH-001197,-0.987567683447
ACH-001205,-1.06519605084
ACH-001211,-0.942069561137
ACH-001212,-1.2304587499200001
ACH-001228,-1.15500920762
ACH-001232,-1.19031201004
ACH-001239,-1.1228916237
ACH-001274,-1.15229632213
ACH-001275,-1.07894290919
ACH-001277,-1.27870446622
ACH-001278,-1.5945619399700002
ACH-001280,-1.37672235683
ACH-001283,-1.4589736064399998
ACH-001289,-1.22872470085
ACH-001295,-1.1915539671
ACH-001300,-1.49416753919
ACH-001301,-0.921277724052
ACH-001302,-1.4545558010100001
ACH-001303,-1.48368848084
ACH-001306,-1.24313840868
ACH-001318,-1.12230031319
ACH-001322,-1.34172862291
ACH-001328,-1.09516109191
ACH-001332,-1.13572608609
ACH-001333,-1.04847709235
ACH-001336,-1.1279904601000001
ACH-001340,-1.02663006367
ACH-001346,-1.19322617622
ACH-001353,-1.18566365066
ACH-001354,-0.706648371864
ACH-001367,-1.17888855449
ACH-001368,-1.25878733085
ACH-001374,-0.9415548931899999
ACH-001375,-1.3405515161200001
ACH-001377,-1.18953628829
ACH-001380,-1.09104910873
ACH-001391,-1.30934659349
ACH-001407,-1.1601061439899998
ACH-001408,-1.32613544368
ACH-001413,-1.1862316054000002
ACH-001430,-1.41440298396
ACH-001431,-1.04139213528
ACH-001450,-1.39405911049
ACH-001496,-1.28124594326
ACH-001500,-1.11905334276
ACH-001521,-0.9522705331829999
ACH-001523,-1.0640686092
ACH-001532,-1.17422557921
ACH-001536,-1.37708136803
ACH-001550,-1.45989815028
ACH-001552,-1.14398508249
ACH-001554,-1.19093815412
ACH-001645,-1.15647846844
ACH-001654,-1.16155001821
ACH-001715,-1.24309154325
ACH-001735,-1.4107321772699999
ACH-001736,-1.158143848
ACH-001737,-1.00635749808
ACH-001740,-1.0721254275
ACH-001745,-1.2283716889299998
ACH-001750,-1.36948360308
ACH-001765,-1.25333048266
ACH-001956,-1.15336511565
ACH-001957,-1.25281428613
