,EIF2S1 (1965)
ACH-000822,-2.50676121056
ACH-000823,-1.77023621117
ACH-000824,-1.90795993414
ACH-000827,-1.7072741109399998
ACH-000829,-2.19155277712
ACH-000831,-1.8873695145599998
ACH-000832,-1.57128755917
ACH-000833,-2.22135183422
ACH-000834,-1.83662639653
ACH-000835,-1.8351570257299998
ACH-000836,-2.1094720702200003
ACH-000837,-1.76159900463
ACH-000838,-2.02996324732
ACH-000839,-1.48288814241
ACH-000840,-1.4725782428
ACH-000841,-1.6831840727899998
ACH-000843,-1.8739396752000002
ACH-000846,-1.79592682302
ACH-000847,-1.71616834181
ACH-000848,-1.9132157297099999
ACH-000849,-2.01199099206
ACH-000851,-1.9300595022799998
ACH-000855,-1.5867911679100002
ACH-000856,-2.02495366577
ACH-000858,-1.6651133784799999
ACH-000859,-1.5230568310600001
ACH-000861,-2.0690511750200002
ACH-000862,-1.7391910717299999
ACH-000865,-1.91020704709
ACH-000866,-2.06361587114
ACH-000867,-1.95474150207
ACH-000869,-1.7744353673599997
ACH-000872,-1.6806363410299998
ACH-000873,-1.97390812207
ACH-000876,-2.40572446528
ACH-000878,-2.0381472503799998
ACH-000880,-1.79188171479
ACH-000881,-2.0945367313900003
ACH-000882,-1.8271799506200002
ACH-000884,-1.86823393949
ACH-000885,-2.19090576345
ACH-000887,-1.7665964744999998
ACH-000888,-1.9259360398099998
ACH-000889,-2.05424257013
ACH-000890,-2.01203949763
ACH-000896,-1.9426916536
ACH-000898,-2.00304158991
ACH-000900,-2.08528338423
ACH-000901,-2.0250648681
ACH-000905,-2.02891010682
ACH-000906,-1.97816944638
ACH-000907,-1.71494309524
ACH-000910,-1.76274437832
ACH-000911,-1.8832514527200002
ACH-000912,-1.8181291473299999
ACH-000913,-2.03921315367
ACH-000915,-2.0764747484
ACH-000916,-2.03139460144
ACH-000917,-1.8053054229299998
ACH-000921,-1.8511699515900002
ACH-000924,-1.6781790580000002
ACH-000926,-2.0843565060900002
ACH-000928,-1.9300304292
ACH-000929,-1.66944850252
ACH-000932,-1.8637076747699999
ACH-000935,-1.6994222459600001
ACH-000936,-1.8550009901499998
ACH-000937,-2.16734238937
ACH-000938,-2.02840402942
ACH-000939,-1.98673741283
ACH-000941,-2.15242140328
ACH-000943,-2.0722773550999998
ACH-000946,-1.92276889471
ACH-000947,-1.9502089020500002
ACH-000948,-1.8602052281900001
ACH-000950,-1.7185800205300001
ACH-000953,-2.0810144955500003
ACH-000957,-1.78450510539
ACH-000958,-1.8306227564400002
ACH-000960,-2.19418391595
ACH-000963,-2.16279195082
ACH-000968,-2.07641048942
ACH-000969,-1.85029159855
ACH-000973,-1.9479467945500002
ACH-000974,-1.98832323945
ACH-000975,-1.9448416666
ACH-000976,-1.60020542625
ACH-000978,-1.81805073595
ACH-000980,-1.98963504898
ACH-000984,-1.8295744971599999
ACH-000986,-1.74995725619
ACH-000988,-1.8393229411200003
ACH-000993,-1.72159656401
ACH-000994,-1.9424554801099998
ACH-000996,-1.9886760893900002
ACH-001001,-1.90258908491
ACH-001020,-2.2420776519
ACH-001028,-2.25679896977
ACH-001031,-2.00567006941
ACH-001038,-2.03246758326
ACH-001048,-2.0505786868900002
ACH-001050,-1.8413877683000002
ACH-001053,-2.24405075523
ACH-001054,-1.89131002185
ACH-001061,-1.7520791681299999
ACH-001067,-2.03521019161
ACH-001075,-1.8436711057
ACH-001096,-1.80195289404
ACH-001128,-2.28087779936
ACH-001134,-1.9259662024400002
ACH-001151,-1.70181167543
ACH-001163,-2.16238100431
ACH-001164,-1.7812265833200003
ACH-001173,-1.99435457029
ACH-001183,-1.9110556614099998
ACH-001184,-2.09601875882
ACH-001190,-1.6460270861200001
ACH-001192,-2.18344055929
ACH-001193,-2.12386457461
ACH-001196,-1.87730217497
ACH-001197,-2.07971031175
ACH-001205,-1.923612167
ACH-001211,-2.21384349267
ACH-001212,-1.8645104302000002
ACH-001228,-2.0473855466
ACH-001232,-1.74609653347
ACH-001239,-2.23020335417
ACH-001274,-2.23861669126
ACH-001275,-1.7526062007299998
ACH-001277,-1.69795293718
ACH-001278,-2.04236591184
ACH-001280,-2.34166163896
ACH-001283,-1.87559692463
ACH-001289,-1.8580714040700002
ACH-001295,-2.11327139545
ACH-001300,-2.1656405321000003
ACH-001301,-1.7948776194799998
ACH-001302,-1.8075302642200002
ACH-001303,-2.06627212707
ACH-001306,-1.7737447989
ACH-001318,-1.7630997472
ACH-001322,-2.1553439441799997
ACH-001328,-1.9806839787400001
ACH-001332,-1.28939381214
ACH-001333,-2.05898724381
ACH-001336,-1.6839723179100001
ACH-001340,-1.86096367431
ACH-001346,-1.7485799512400002
ACH-001353,-1.8641775584400002
ACH-001354,-2.32159936851
ACH-001367,-2.0889545008000003
ACH-001368,-1.9407263986200003
ACH-001374,-1.6402498293599999
ACH-001375,-1.86326415161
ACH-001377,-1.9610654597400001
ACH-001380,-1.81578902115
ACH-001391,-2.11009976693
ACH-001407,-2.04365497181
ACH-001408,-1.9307905263599998
ACH-001413,-1.74247946781
ACH-001430,-2.1226660742
ACH-001431,-2.0135285187400003
ACH-001450,-1.94785224004
ACH-001496,-1.97636235612
ACH-001500,-1.98178121752
ACH-001521,-2.34777863572
ACH-001523,-1.8723676709200001
ACH-001532,-1.9385486496700002
ACH-001536,-1.8491398584
ACH-001550,-1.87851581678
ACH-001552,-1.70003642236
ACH-001554,-1.96905279072
ACH-001645,-2.04860936055
ACH-001654,-1.8199916054499998
ACH-001715,-1.9060955647799998
ACH-001735,-2.04548218893
ACH-001736,-2.14709994259
ACH-001737,-1.6429086141100002
ACH-001740,-1.93210170776
ACH-001745,-1.7782293120400003
ACH-001750,-1.96335555521
ACH-001765,-2.0831440593400004
ACH-001956,-1.8150265450099998
ACH-001957,-1.94376188436
