,EIF2S1 (1965)
ACH-000004,-2.15626293971
ACH-000007,-1.89269581983
ACH-000009,-2.16626212224
ACH-000011,-1.9995788569400001
ACH-000012,-1.8801400545200002
ACH-000013,-2.03837399321
ACH-000014,-2.38297447874
ACH-000015,-1.8521547457700003
ACH-000017,-1.8872927073299999
ACH-000018,-1.67822318005
ACH-000019,-1.63718192694
ACH-000021,-1.739082112
ACH-000022,-1.8291034515
ACH-000025,-1.77052445662
ACH-000028,-1.75983799352
ACH-000030,-1.93189980743
ACH-000035,-1.6211606407799999
ACH-000036,-1.98388331343
ACH-000037,-2.64646927032
ACH-000039,-2.1321906878599997
ACH-000040,-1.7364179917900002
ACH-000041,-2.1154385505
ACH-000042,-1.8810207178799998
ACH-000045,-2.19572724469
ACH-000047,-1.8411575549099999
ACH-000052,-2.0367067429900003
ACH-000053,-1.9542807992500002
ACH-000054,-2.00038603994
ACH-000055,-1.96471036395
ACH-000060,-1.8773379175799998
ACH-000067,-1.9053784738
ACH-000070,-2.28028671564
ACH-000075,-1.7162358959600001
ACH-000078,-2.1454961412
ACH-000082,-2.1403583620299997
ACH-000085,-2.0354935328
ACH-000086,-1.4542435666
ACH-000087,-1.92282622699
ACH-000092,-1.94878421116
ACH-000095,-2.03033229896
ACH-000097,-1.8969366402799999
ACH-000098,-2.02670638033
ACH-000099,-2.01844129935
ACH-000108,-1.97319350518
ACH-000113,-2.10523249443
ACH-000115,-2.55654375082
ACH-000116,-1.6697038427500002
ACH-000118,-1.7338798111400002
ACH-000120,-1.9706949081999998
ACH-000123,-1.8753863391299999
ACH-000127,-2.16027017956
ACH-000128,-1.8753548561500002
ACH-000132,-2.10226022641
ACH-000133,-1.9338116317400003
ACH-000137,-1.9545738271200002
ACH-000138,-1.58676386088
ACH-000142,-1.88190865164
ACH-000143,-1.8386722743700001
ACH-000146,-2.3139750063499998
ACH-000148,-2.00664894194
ACH-000150,-1.28140677072
ACH-000152,-1.6991886386200001
ACH-000153,-2.05666715806
ACH-000159,-2.16836121979
ACH-000160,-1.8265311725400002
ACH-000163,-1.95693566785
ACH-000167,-2.53424105842
ACH-000168,-2.09801990354
ACH-000169,-1.8113738767200003
ACH-000178,-1.9591172345900003
ACH-000182,-2.04160453965
ACH-000183,-1.95091748675
ACH-000188,-1.63591660259
ACH-000189,-1.72837015719
ACH-000190,-2.1748354195400004
ACH-000198,-2.0306637430700003
ACH-000204,-2.00326456451
ACH-000206,-1.71261013385
ACH-000207,-1.5447673786899998
ACH-000211,-1.88556891265
ACH-000215,-2.2121221496
ACH-000221,-1.85273068505
ACH-000222,-2.1592999607700003
ACH-000223,-1.97628978616
ACH-000226,-1.8464288063599998
ACH-000227,-2.52194308158
ACH-000228,-1.5071985947100002
ACH-000231,-1.96913241195
ACH-000232,-2.14174434074
ACH-000233,-1.93238412358
ACH-000234,-2.35892267226
ACH-000235,-2.05422888638
ACH-000237,-1.9134482985900003
ACH-000238,-1.8879369196400002
ACH-000243,-1.8090746325599998
ACH-000244,-2.00448702474
ACH-000246,-1.9478706356
ACH-000248,-1.70124749465
ACH-000250,-2.02199276046
ACH-000251,-1.9531517995200003
ACH-000253,-1.94652733403
ACH-000255,-1.4737205080700002
ACH-000256,-1.6599326561899999
ACH-000257,-2.32663670124
ACH-000258,-1.71056648419
ACH-000259,-2.08062454682
ACH-000260,-1.96630683507
ACH-000261,-1.8644758584099999
ACH-000262,-1.61755376242
ACH-000263,-2.17071903306
ACH-000264,-2.14189423519
ACH-000265,-1.8590870462599998
ACH-000266,-1.68413738644
ACH-000272,-2.12619098408
ACH-000273,-1.8074878125999998
ACH-000274,-2.24271600275
ACH-000277,-2.12359566075
ACH-000278,-1.90655548599
ACH-000279,-2.03457787935
ACH-000280,-1.6815074333200002
ACH-000281,-1.87137900031
ACH-000288,-2.01205424308
ACH-000291,-1.9226614192200002
ACH-000293,-1.65787601041
ACH-000294,-2.16907898756
ACH-000295,-2.0301301932799998
ACH-000296,-1.8511758254
ACH-000302,-2.10745152982
ACH-000304,-2.39912435567
ACH-000307,-1.72940116643
ACH-000308,-2.1976610904900005
ACH-000310,-2.19820449148
ACH-000311,-2.04382722154
ACH-000312,-1.88236698948
ACH-000315,-1.7856153849599998
ACH-000316,-1.68557920734
ACH-000317,-2.06178921336
ACH-000318,-1.5845807488299999
ACH-000319,-1.57385026397
ACH-000320,-2.07491158155
ACH-000322,-2.16080265338
ACH-000323,-1.7649335100099999
ACH-000324,-1.87855070561
ACH-000329,-2.07410645995
ACH-000330,-1.55771944436
ACH-000331,-1.7842005794099998
ACH-000332,-1.8375499187200002
ACH-000334,-2.66299791561
ACH-000335,-1.7584409978599997
ACH-000336,-1.8694711113999998
ACH-000337,-1.7336681055599998
ACH-000339,-1.7538973682700003
ACH-000341,-2.34656543291
ACH-000348,-2.0855239766900002
ACH-000350,-2.0507038223299996
ACH-000352,-1.8247703470200003
ACH-000356,-1.7180622279400002
ACH-000361,-1.7026215332799999
ACH-000362,-2.18788187718
ACH-000363,-2.30198775899
ACH-000364,-1.74664370316
ACH-000365,-2.04727006814
ACH-000366,-1.7584210695700002
ACH-000368,-1.9293823233400003
ACH-000374,-1.94181281718
ACH-000375,-2.06977177449
ACH-000376,-1.7388590265700001
ACH-000381,-1.92866492877
ACH-000383,-2.43443414336
ACH-000387,-2.28310338222
ACH-000389,-1.65881005815
ACH-000390,-1.6871445094400002
ACH-000393,-1.9523740994799998
ACH-000395,-2.15582846458
ACH-000397,-1.7681707670400002
ACH-000401,-1.79954981806
ACH-000402,-2.18345052975
ACH-000403,-2.30036984615
ACH-000404,-1.9678734821700001
ACH-000406,-1.7867713309200002
ACH-000407,-1.72092256025
ACH-000408,-1.49776739667
ACH-000410,-1.7204655334599999
ACH-000411,-2.0298505360599997
ACH-000414,-2.0774635563299997
ACH-000415,-1.8012509623900002
ACH-000416,-1.849871199
ACH-000420,-1.7963895620599997
ACH-000421,-1.6611106347799998
ACH-000424,-2.0838860291
ACH-000425,-2.0687371832299997
ACH-000426,-1.76368886567
ACH-000427,-2.1062447022599997
ACH-000433,-2.18638268029
ACH-000436,-1.9390712779700001
ACH-000444,-1.8638746858099997
ACH-000445,-1.5802435275
ACH-000448,-1.97003225877
ACH-000450,-2.28084889777
ACH-000452,-1.9866659057099998
ACH-000454,-1.7659967173299997
ACH-000458,-1.4690437823500002
ACH-000459,-2.28818563039
ACH-000460,-1.79127755151
ACH-000461,-1.5884916690900002
ACH-000463,-1.61210080251
ACH-000464,-2.0212467826599996
ACH-000466,-1.93591319257
ACH-000467,-1.9182948255400003
ACH-000468,-2.1929329814700003
ACH-000469,-1.89148440758
ACH-000470,-2.10983590736
ACH-000471,-1.9498458177400002
ACH-000472,-1.9355904741099998
ACH-000473,-1.7273941648500002
ACH-000475,-2.10744377814
ACH-000476,-2.02201429244
ACH-000477,-2.63334648569
ACH-000480,-1.9113466900999998
ACH-000481,-1.9486969992099998
ACH-000483,-1.99964965762
ACH-000484,-2.06549810439
ACH-000485,-2.0774749592
ACH-000486,-1.8350107580300001
ACH-000487,-2.14988364746
ACH-000488,-1.8560549208500001
ACH-000490,-1.79923374553
ACH-000491,-1.95564494088
ACH-000495,-1.74455633752
ACH-000496,-1.95125126461
ACH-000499,-2.06706896452
ACH-000500,-1.65440841655
ACH-000502,-1.8733087957499999
ACH-000503,-1.5733912832499999
ACH-000505,-2.01671491372
ACH-000507,-1.86351431056
ACH-000510,-2.14830357163
ACH-000511,-1.87900483432
ACH-000512,-1.8901952131900002
ACH-000516,-2.0715073899700003
ACH-000517,-2.0165115529700004
ACH-000518,-1.7693025994299998
ACH-000520,-1.96606144688
ACH-000521,-1.7269906308400003
ACH-000522,-2.1220927229499997
ACH-000524,-2.29341374084
ACH-000527,-1.90134375999
ACH-000528,-1.90477311616
ACH-000537,-1.9501747176900002
ACH-000541,-1.6751690000200001
ACH-000542,-1.92102439085
ACH-000544,-1.7981417567700002
ACH-000545,-1.7755898507199999
ACH-000547,-1.60192390431
ACH-000548,-1.8120421936200002
ACH-000549,-1.56989023992
ACH-000550,-1.92144250258
ACH-000552,-1.7781624359900001
ACH-000556,-2.1011628819799997
ACH-000557,-2.71293886972
ACH-000570,-1.9786003551499998
ACH-000571,-2.5723562266799997
ACH-000573,-1.8444717404099997
ACH-000576,-1.75575168012
ACH-000580,-2.36118090212
ACH-000584,-1.90567716655
ACH-000585,-1.90443933005
ACH-000588,-1.7726422704900002
ACH-000589,-1.8327498614700002
ACH-000591,-1.8321149133
ACH-000593,-1.8158199620500002
ACH-000600,-1.9577836063
ACH-000601,-1.95705668895
ACH-000604,-2.12580919483
ACH-000605,-1.54895814607
ACH-000606,-1.53359711573
ACH-000608,-2.51741067905
ACH-000614,-2.38466317047
ACH-000616,-1.67757937717
ACH-000618,-1.90634668725
ACH-000619,-1.85377123163
ACH-000620,-2.10716007055
ACH-000621,-2.3350694345500003
ACH-000622,-2.23135657039
ACH-000623,-1.8344491133400003
ACH-000624,-1.99002055007
ACH-000627,-2.00307693125
ACH-000630,-2.05601304737
ACH-000632,-1.86361253925
ACH-000633,-2.15154732305
ACH-000637,-1.7688601497099998
ACH-000638,-1.9066512362
ACH-000646,-2.3279490693900002
ACH-000647,-1.79767633526
ACH-000648,-2.1784537728999998
ACH-000649,-2.0143931588900004
ACH-000651,-1.9395253097599998
ACH-000652,-2.0814016613499997
ACH-000653,-1.9976657646400002
ACH-000657,-1.9086864262799998
ACH-000658,-2.17099727121
ACH-000661,-2.2442022975
ACH-000662,-1.97590275908
ACH-000663,-2.20321642651
ACH-000665,-1.8517846975499999
ACH-000671,-2.0994019399400004
ACH-000673,-2.00184730718
ACH-000676,-1.90555697257
ACH-000677,-2.0482864191099996
ACH-000681,-1.9896796262599998
ACH-000682,-1.91952369293
ACH-000683,-2.1055201895200004
ACH-000684,-1.9590064146900001
ACH-000688,-1.7469311629299997
ACH-000693,-1.7406150655500001
ACH-000694,-1.5802869642700001
ACH-000695,-2.0787419797499997
ACH-000696,-1.7904214242299998
ACH-000697,-1.7878894878
ACH-000699,-2.09265029534
ACH-000701,-2.1173676972299997
ACH-000706,-1.8848447582299999
ACH-000711,-1.9322489732700001
ACH-000713,-1.53423691491
ACH-000714,-2.2523486688900003
ACH-000718,-1.99194633055
ACH-000720,-1.9174818720299998
ACH-000721,-2.1502563045
ACH-000724,-2.1511226515599997
ACH-000725,-2.24663251154
ACH-000732,-1.4709127441799998
ACH-000734,-2.30072741835
ACH-000735,-1.97419662167
ACH-000736,-2.21791698722
ACH-000738,-1.76529072777
ACH-000746,-2.1717901523500003
ACH-000747,-1.79426424228
ACH-000748,-1.92430950708
ACH-000753,-2.04091494868
ACH-000756,-1.9271689050299998
ACH-000757,-1.97742708287
ACH-000758,-1.5373333225299999
ACH-000760,-1.8021272513599997
ACH-000763,-2.23594642482
ACH-000764,-1.9342312993400002
ACH-000765,-1.8799238605700002
ACH-000766,-1.98739626708
ACH-000767,-1.9042660886700002
ACH-000768,-1.7728937436
ACH-000769,-2.08119267426
ACH-000770,-2.04243415444
ACH-000771,-1.75832079726
ACH-000773,-2.43131620672
ACH-000776,-1.7712519101400004
ACH-000777,-1.91891741205
ACH-000778,-2.00032081062
ACH-000781,-2.0312533355
ACH-000782,-1.7633656195099998
ACH-000783,-2.33679749677
ACH-000784,-1.72859314274
ACH-000785,-1.7779646883000002
ACH-000787,-1.8650948469599997
ACH-000788,-2.09525724414
ACH-000791,-1.8327978117099997
ACH-000792,-1.6772287551299998
ACH-000794,-1.84046042241
ACH-000796,-1.9550049729700003
ACH-000799,-1.65583616461
ACH-000800,-2.24659837591
ACH-000802,-1.89497328518
ACH-000804,-2.19663541101
ACH-000805,-2.15156622392
ACH-000809,-1.94842117131
ACH-000810,-2.0423030786900003
ACH-000811,-2.08715945588
ACH-000817,-1.8964640042299998
ACH-000819,-1.64472531148
ACH-000820,-1.73673319837
ACH-000821,-2.12746526105
