,UBLCP1 (134510)
ACH-000004,0.247096843135
ACH-000007,0.0683373751473
ACH-000009,0.0989063833398
ACH-000011,0.291340382739
ACH-000012,0.22277537162099997
ACH-000013,0.268859693301
ACH-000014,0.205746822799
ACH-000015,0.050662833200699996
ACH-000017,0.197768691074
ACH-000018,0.276592424664
ACH-000019,0.26039844848
ACH-000021,0.12764861620200002
ACH-000022,0.270281129685
ACH-000025,0.229916035771
ACH-000028,0.242483406688
ACH-000030,0.259757315271
ACH-000035,0.136143816696
ACH-000036,-0.007357257761560001
ACH-000037,0.165666144186
ACH-000039,0.137543015529
ACH-000040,-0.0401016476595
ACH-000041,0.22286238442499998
ACH-000042,0.20035442848
ACH-000045,0.17524694376699998
ACH-000047,0.133119976742
ACH-000052,0.254719295992
ACH-000053,0.160399406522
ACH-000054,0.20593531999200002
ACH-000055,0.111504579118
ACH-000060,0.17955167785700002
ACH-000067,0.20091408061299998
ACH-000070,0.08957870874360001
ACH-000075,0.230752396664
ACH-000078,0.14213826767
ACH-000082,0.0711561871565
ACH-000085,0.129447992711
ACH-000086,0.272335706778
ACH-000087,0.159596961601
ACH-000092,0.18500728404800001
ACH-000095,0.136439160167
ACH-000097,0.22025163269
ACH-000098,0.165153501314
ACH-000099,0.118703178446
ACH-000108,0.215078644959
ACH-000113,0.0604082158752
ACH-000115,-0.0207333517937
ACH-000116,0.20721561459399998
ACH-000118,0.297538098175
ACH-000120,0.262488824278
ACH-000123,0.11278474491599999
ACH-000127,0.11593585397
ACH-000128,0.04405515346390001
ACH-000132,0.180736543004
ACH-000133,0.23809552091999997
ACH-000137,0.38032376083400005
ACH-000138,0.16634315310999997
ACH-000142,0.243863218678
ACH-000143,0.270868008146
ACH-000146,0.132300639314
ACH-000148,0.157416120179
ACH-000150,0.0664358916443
ACH-000152,0.061723422513199996
ACH-000153,0.258280275821
ACH-000159,0.185675961589
ACH-000160,0.11609892544299999
ACH-000163,0.253327335185
ACH-000167,0.0722705311122
ACH-000168,0.18913711507300002
ACH-000169,0.30298008113
ACH-000178,0.09573749024139998
ACH-000182,0.30500774345
ACH-000183,0.16299580157
ACH-000188,0.186718894104
ACH-000189,0.3898701634
ACH-000190,0.0174343529548
ACH-000198,0.0643618668121
ACH-000204,-0.028477896941200002
ACH-000206,0.232935024438
ACH-000207,0.253165769456
ACH-000211,0.11946901328500001
ACH-000215,0.287666588786
ACH-000221,0.248971351142
ACH-000222,0.144942174045
ACH-000223,0.0016376120616
ACH-000226,0.185560963212
ACH-000227,-0.0114573864821
ACH-000228,0.159105650056
ACH-000231,0.10731318193700001
ACH-000232,0.051817583952
ACH-000233,0.17600899390900002
ACH-000234,0.282391564289
ACH-000235,0.136461386493
ACH-000237,0.168577960277
ACH-000238,0.17209769967
ACH-000243,0.258807231787
ACH-000244,0.0117743829004
ACH-000246,0.08906360578710001
ACH-000248,0.237143498577
ACH-000250,0.223005350333
ACH-000251,0.185443449469
ACH-000253,0.24254099454300002
ACH-000255,0.202346044062
ACH-000256,0.286630682508
ACH-000257,0.027244574506700002
ACH-000258,0.236603064158
ACH-000259,0.21582196441799997
ACH-000260,0.249388195788
ACH-000261,0.221301442709
ACH-000262,0.37198508407200004
ACH-000263,0.122501410716
ACH-000264,0.15415701961300002
ACH-000265,0.172116499353
ACH-000266,0.27307475274500004
ACH-000272,0.0559428225637
ACH-000273,0.08538918709410001
ACH-000274,0.102718094084
ACH-000277,0.0742079950681
ACH-000278,0.28762090267499996
ACH-000279,0.17207689513799998
ACH-000280,0.354085968022
ACH-000281,0.395752201656
ACH-000288,0.18780223807
ACH-000291,0.21938454760499998
ACH-000293,0.17747677347899998
ACH-000294,0.0981459497357
ACH-000295,0.22295112397300001
ACH-000296,0.013497796234
ACH-000302,0.23827869968600002
ACH-000304,0.0740596022893
ACH-000307,0.15317953023800002
ACH-000308,0.149181432992
ACH-000310,0.22688158290399998
ACH-000311,0.151996565065
ACH-000312,0.269560128966
ACH-000315,0.156116735273
ACH-000316,0.26937360975
ACH-000317,0.175902690072
ACH-000318,0.260633375347
ACH-000319,0.096137721414
ACH-000320,-0.0410471229514
ACH-000322,0.07215268372360001
ACH-000323,0.24711439922400003
ACH-000324,0.18558582109400001
ACH-000329,0.04489789522530001
ACH-000330,0.35312317675
ACH-000331,0.0569925697006
ACH-000332,0.187878509615
ACH-000334,0.0148459594089
ACH-000335,-0.0808129880451
ACH-000336,0.059458357055
ACH-000337,-3.93341128101e-05
ACH-000339,0.17808014308800002
ACH-000341,0.146638108775
ACH-000348,0.187044706072
ACH-000350,0.06319627096
ACH-000352,0.16972548654199998
ACH-000356,0.249612153055
ACH-000361,0.141225686224
ACH-000362,0.23207993550900002
ACH-000363,0.168673840766
ACH-000364,0.12259535430299999
ACH-000365,0.0849939999788
ACH-000366,0.21043273860999998
ACH-000368,-0.00850353654612
ACH-000374,0.118258160213
ACH-000375,0.23815126156
ACH-000376,0.17522412450999997
ACH-000381,0.161150129584
ACH-000383,0.136486836536
ACH-000387,0.113102415056
ACH-000389,0.253300273505
ACH-000390,0.18547552226199998
ACH-000393,0.14769597018
ACH-000395,0.127745262045
ACH-000397,0.16555506762299999
ACH-000401,0.0867877267013
ACH-000402,0.253953986768
ACH-000403,0.0014619020468
ACH-000404,0.136527548092
ACH-000406,0.146499346301
ACH-000407,0.227633620092
