,GPAT2 (150763)
ACH-000004,-0.153741982151
ACH-000007,-0.410572089212
ACH-000009,-0.443731602159
ACH-000011,-0.244506392806
ACH-000012,-0.508511068187
ACH-000013,-0.443620901981
ACH-000014,-0.305274308973
ACH-000015,-0.469918672085
ACH-000017,-0.657171722261
ACH-000018,-0.645160633132
ACH-000019,-0.541572700575
ACH-000021,-0.436719291406
ACH-000022,-0.640008717349
ACH-000025,-0.184730403664
ACH-000028,-0.466402238792
ACH-000030,-0.49591836052
ACH-000035,-0.444576618045
ACH-000036,-0.503854250139
ACH-000037,-0.577810843425
ACH-000039,-0.324791200178
ACH-000040,-0.6780468658759999
ACH-000041,-0.118655159361
ACH-000042,-0.18944465675
ACH-000045,-0.375918300322
ACH-000047,-0.06686147396940001
ACH-000052,-0.277996399521
ACH-000053,-0.335917053247
ACH-000054,-0.522773666326
ACH-000055,-0.512503787396
ACH-000060,-0.39558112868199996
ACH-000067,-0.6742566668559999
ACH-000070,-0.26971298289
ACH-000075,-0.31403497834800004
ACH-000078,-0.349556087043
ACH-000082,-0.41213068215000004
ACH-000085,-0.322591490066
ACH-000086,-0.505759724592
ACH-000087,-0.826770165659
ACH-000092,-0.640093136208
ACH-000095,-0.358148295163
ACH-000097,-0.174988258304
ACH-000098,-0.39451175626
ACH-000099,-0.41290168829999996
ACH-000108,-0.41931082946500003
ACH-000113,-0.36391056417499995
ACH-000115,-0.49803392476499997
ACH-000116,-0.211658693704
ACH-000118,-0.45044845074400003
ACH-000120,-0.180671496634
ACH-000123,-0.591349288899
ACH-000127,-0.286682473629
ACH-000128,-0.58170082347
ACH-000132,-0.112605247278
ACH-000133,-0.36467851539000007
ACH-000137,-0.393190907448
ACH-000138,-0.290891118269
ACH-000142,-0.362128034171
ACH-000143,-0.563434733635
ACH-000146,-0.507968470508
ACH-000148,-0.301612232341
ACH-000150,-0.0018374718202800002
ACH-000152,-0.327519553305
ACH-000153,-0.458816594618
ACH-000159,-0.311332340051
ACH-000160,0.0243460485128
ACH-000163,-0.401182395693
ACH-000167,-0.733401817612
ACH-000168,-0.108105602211
ACH-000169,-0.288082811065
ACH-000178,-0.43637930716000006
ACH-000182,-0.20320462790600002
ACH-000183,-0.415073703191
ACH-000188,-0.395678751877
ACH-000189,-0.41836920514
ACH-000190,-0.431311854524
ACH-000198,-0.6772540119239999
ACH-000204,-0.290592765112
ACH-000206,-0.46878096907399996
ACH-000207,-0.5928346542230001
ACH-000211,-0.491721203785
ACH-000215,-0.431887171373
ACH-000221,-0.579022854654
ACH-000222,-0.8490800489139999
ACH-000223,-0.5319715569169999
ACH-000226,-0.391442907941
ACH-000227,-0.36996724278000004
ACH-000228,-0.39049353467
ACH-000231,-0.423356636318
ACH-000232,-0.301300982335
ACH-000233,-0.297894486058
ACH-000234,-0.408242860212
ACH-000235,-0.362248762023
ACH-000237,-0.489657195045
ACH-000238,-0.38803419372500003
ACH-000243,-0.570606055586
ACH-000244,-0.618965003673
ACH-000246,-0.452417281152
ACH-000248,-0.49049644892899996
ACH-000250,-0.471764716702
ACH-000251,-0.38174417876
ACH-000253,-0.505944255866
ACH-000255,-0.334004826764
ACH-000256,-0.408285332294
ACH-000257,-0.506805642327
ACH-000258,-0.155050428503
ACH-000259,-0.341058555204
ACH-000260,-0.30862917753
ACH-000261,-0.274686418363
ACH-000262,-0.479802269361
ACH-000263,-0.46525894421999997
ACH-000264,-0.375970159103
ACH-000265,-0.47338219876599996
ACH-000266,-0.40145377391000003
ACH-000272,-0.519461236711
ACH-000273,-0.598379679231
ACH-000274,-0.50987438611
ACH-000277,-0.329174983777
ACH-000278,-0.150007186226
ACH-000279,-0.229208547192
ACH-000280,-0.304257336195
ACH-000281,-0.170537693411
ACH-000288,-0.625142835876
ACH-000291,-0.294640304766
ACH-000293,-0.548312898922
ACH-000294,-0.506364403627
ACH-000295,-0.7574092908319999
ACH-000296,-0.369927753543
ACH-000302,-0.344945570936
ACH-000304,-0.318992211693
ACH-000307,-0.498536325756
ACH-000308,-0.209332699694
ACH-000310,-0.171269287458
ACH-000311,-0.492627106317
ACH-000312,-0.309930919504
ACH-000315,-0.201470024323
ACH-000316,-0.6212580307710001
ACH-000317,-0.223194269287
ACH-000318,-0.573785660642
ACH-000319,-0.429084162717
ACH-000320,-0.46426051485
ACH-000322,-0.293376141909
ACH-000323,-0.7496268568350001
ACH-000324,-0.6081879850949999
ACH-000329,-0.603498852761
ACH-000330,-0.600168956298
ACH-000331,-0.229018597414
ACH-000332,-0.354371703991
ACH-000334,-0.6715652384
ACH-000335,-0.51366622341
ACH-000336,-0.536409681004
ACH-000337,-0.338077070917
ACH-000339,-0.41266827436399994
ACH-000341,-0.419555356455
ACH-000348,-0.368405517374
ACH-000350,-0.24184565482200002
ACH-000352,-0.35847441773
ACH-000356,-0.40265263708099996
ACH-000361,-0.681544410281
ACH-000362,-0.5000695555870001
ACH-000363,-0.263637931665
ACH-000364,-0.513956006045
ACH-000365,-0.452005942891
ACH-000366,-0.402883572503
ACH-000368,-0.30268751086199996
ACH-000374,-0.6977128752799999
ACH-000375,-0.502299015965
ACH-000376,-0.415961976313
ACH-000381,-0.370654757499
ACH-000383,-0.40011279401999994
ACH-000387,-0.16480189109
ACH-000389,-0.24101290035599998
ACH-000390,-0.45839887453100003
ACH-000393,-0.655019992836
ACH-000395,-0.567852087866
ACH-000397,-0.308886268481
ACH-000401,-0.62920702953
ACH-000402,-0.505562406822
ACH-000403,-0.525630222893
ACH-000404,-0.321722325489
ACH-000406,-0.422122292928
ACH-000407,-0.565146505348
ACH-000408,-0.24339158801999997
ACH-000410,-0.373416960365
ACH-000411,-0.265803985426
ACH-000414,-0.447424984634
ACH-000415,-0.387342516778
ACH-000416,-0.316671629468
ACH-000420,-0.381913962466
ACH-000421,-0.427509679477
ACH-000424,-0.615605724809
ACH-000425,-0.544170783235
ACH-000426,-0.4121101915
ACH-000427,-0.341619737003
ACH-000433,-0.540624333852
ACH-000436,-0.432573366601
ACH-000444,-0.279443036247
ACH-000445,-0.577674002095
ACH-000448,-0.557494734489
ACH-000450,-0.38365920958800004
ACH-000452,-0.322961369982
ACH-000454,-0.44100955150399995
ACH-000458,-0.567417191005
ACH-000459,-0.398305733892
ACH-000460,-0.382013293917
ACH-000461,-0.551861709234
ACH-000463,-0.38133037974
ACH-000464,-0.34928070765600006
ACH-000466,-0.619279994893
ACH-000467,-0.449783110697
ACH-000468,-0.521441907409
ACH-000469,-0.362677103707
ACH-000470,-0.5670286432689999
ACH-000471,-0.227358612262
ACH-000472,-0.38215623393700004
ACH-000473,-0.401306275622
ACH-000475,-0.387544672346
ACH-000476,-0.463127209476
ACH-000477,-0.401993975801
ACH-000480,-0.389023787311
ACH-000481,-0.479120136899
ACH-000483,-0.273185057358
ACH-000484,-0.6063606834
ACH-000485,-0.426889900375
ACH-000486,-0.37085516994
ACH-000487,-0.266123865932
ACH-000488,-0.44019684423699995
ACH-000490,-0.45075440024999996
ACH-000491,-0.646801077294
ACH-000495,-0.682252344051
ACH-000496,-0.700731789418
ACH-000499,-0.19856392338
ACH-000500,0.161994972687
ACH-000502,-0.446347450314
ACH-000503,-0.513309560193
ACH-000505,-0.676338495013
ACH-000507,-0.24537226497200001
ACH-000510,-0.42798243991499996
ACH-000511,-0.19953568005800001
ACH-000512,-0.57186309478
ACH-000516,-0.389821310149
ACH-000517,-0.432794765272
ACH-000518,-0.330288583785
ACH-000520,-0.495724097131
ACH-000521,-0.823836546515
ACH-000522,-0.364595890209
ACH-000524,-0.30733924017700004
ACH-000527,-0.282729370465
ACH-000528,-0.27049290727200004
ACH-000537,-0.581833936025
ACH-000541,-0.484272432104
ACH-000542,-0.249532685759
ACH-000544,-0.5763703835899999
ACH-000545,-0.5357587858039999
ACH-000547,-0.324619628883
ACH-000548,-0.286632599615
ACH-000549,-0.372804696092
ACH-000550,-0.444564257802
ACH-000552,-0.428276377579
ACH-000556,-0.48277052808399995
ACH-000557,-0.40781030546400004
ACH-000570,-0.6715498785100001
ACH-000571,-0.322667038737
ACH-000573,-0.25976823232900004
ACH-000576,-0.297591131169
ACH-000580,-0.259708965711
ACH-000584,-0.457545291508
ACH-000585,-0.210379256059
ACH-000588,-0.309913492657
ACH-000589,-0.545385695532
ACH-000591,-0.630669571973
ACH-000593,-0.530741773703
ACH-000600,-0.609496324867
ACH-000601,-0.351274365441
ACH-000604,-0.44630804464900004
ACH-000605,-0.6830180262890001
ACH-000606,-0.565829395731
ACH-000608,-0.36567285256300003
ACH-000614,-0.567027526391
ACH-000616,-0.410611185479
ACH-000618,-0.418412640102
ACH-000619,-0.690645627542
ACH-000620,-0.380085962416
ACH-000621,-0.496939747528
ACH-000622,-0.456631621069
ACH-000623,-0.640347289604
ACH-000624,-0.40154390136699997
ACH-000627,-0.487779656941
ACH-000630,-0.7752762862420001
ACH-000632,-0.245491075594
ACH-000633,-0.44923299597499994
ACH-000637,-0.6322120827300001
ACH-000638,-0.416186659178
ACH-000646,-0.160082260294
ACH-000647,-0.327561305627
ACH-000648,-0.593982866894
ACH-000649,-0.46339812375399997
ACH-000651,-0.2607584991
ACH-000652,-0.5497131185409999
ACH-000653,-0.260972500527
ACH-000657,-0.515315394236
ACH-000658,-0.27276548772
ACH-000661,-0.37858788960199996
ACH-000662,-0.590331141359
ACH-000663,-0.489952443776
ACH-000665,-0.48671713693
ACH-000671,-0.36104398142399996
ACH-000673,-0.484945400238
ACH-000676,-0.217860206192
ACH-000677,-0.425176032021
ACH-000681,-0.29885141026900003
ACH-000682,-0.441691992307
ACH-000683,-0.22201577261100003
ACH-000684,-0.623459399266
ACH-000688,-0.552950040378
ACH-000693,-0.366877977662
ACH-000694,-0.14059640529
ACH-000695,-0.34060640301899997
ACH-000696,-0.38506600952799996
ACH-000697,-0.33302471941
ACH-000699,-0.24489956959000003
ACH-000701,-0.44502937737899995
ACH-000706,-0.202602419644
ACH-000711,-0.520013352937
ACH-000713,-0.514573661714
ACH-000714,-0.70517697552
ACH-000718,-0.388210830267
ACH-000720,-0.326715182313
ACH-000721,-0.476023221529
ACH-000724,-0.653509401822
ACH-000725,-0.379507953015
ACH-000732,-0.5326015780259999
ACH-000734,-0.509336098432
ACH-000735,-0.329785658564
ACH-000736,-0.635127337077
ACH-000738,-0.397922144351
ACH-000746,-0.745305613555
ACH-000747,-0.045337215405099995
ACH-000748,-0.44661211222900005
ACH-000753,-0.33121025714
ACH-000756,-0.4918582451
ACH-000757,-0.392402457809
ACH-000758,-0.19642016273899998
ACH-000760,-0.297944762607
ACH-000763,-0.277358420158
ACH-000764,-0.7019519292190001
ACH-000765,-0.49328698660400006
ACH-000766,-0.424291742556
ACH-000767,-0.323414940137
ACH-000768,-0.42475816301200003
ACH-000769,-0.523463622992
ACH-000770,-0.606218878454
ACH-000771,-0.529126119622
ACH-000773,-0.268550895272
ACH-000776,-0.27129382227
ACH-000777,-0.5315119871230001
ACH-000778,-0.551336670928
ACH-000781,-0.235579180488
ACH-000782,-0.47119805429
ACH-000783,-0.424077344161
ACH-000784,-0.321318590096
ACH-000785,-0.661571383309
ACH-000787,-0.525804131219
ACH-000788,-0.49012446758100003
ACH-000791,-0.300197275797
ACH-000792,-0.224414251107
ACH-000794,-0.400345172214
ACH-000796,-0.540205674309
ACH-000799,-0.375777651554
ACH-000800,-0.423659896466
ACH-000802,-0.267586490752
ACH-000804,-0.210563929269
ACH-000805,-0.458254378962
ACH-000809,-0.371668208454
ACH-000810,-0.8237853487800001
ACH-000811,-0.7253352315360001
ACH-000817,-0.243779943344
ACH-000819,-0.23598235808899998
ACH-000820,-0.193044258253
ACH-000821,-0.650908933218
ACH-000822,-0.223129527079
ACH-000823,-0.322357442888
ACH-000824,-0.307339315627
ACH-000827,-0.40605290803000005
ACH-000829,-0.44147725398000004
ACH-000831,-0.259816730441
ACH-000832,-0.557906470803
ACH-000833,-0.477034099437
ACH-000834,-0.5467690593060001
ACH-000835,-0.346878922119
ACH-000836,-0.46569081443800003
ACH-000837,-0.435979105026
ACH-000838,-0.49850729103200003
ACH-000839,-0.45388475557400004
ACH-000840,-0.300178473761
ACH-000841,-0.644676195356
ACH-000843,-0.512344422406
ACH-000846,-0.365011468058
ACH-000847,-0.656470184699
ACH-000848,-0.5661666203279999
ACH-000849,-0.16016688157700001
ACH-000851,-0.666794010226
ACH-000855,-0.302773530361
ACH-000856,-0.7000721558349999
ACH-000858,-0.196152911322
ACH-000859,-0.571595879459
ACH-000861,-0.279385262066
ACH-000862,-0.325465976789
ACH-000865,-0.355854060748
ACH-000866,-0.293363401331
ACH-000867,-0.49669953830700003
ACH-000869,-0.47502489833800005
ACH-000872,-0.36588374405900004
ACH-000873,-0.432275073249
ACH-000876,-0.497028701198
ACH-000878,-0.465390077001
ACH-000880,-0.570920151812
ACH-000881,-0.604780965312
ACH-000882,-0.43799758658200005
ACH-000884,-0.475780824055
ACH-000885,-0.456575170859
ACH-000887,-0.396383395576
ACH-000888,-0.54434838861
ACH-000889,-0.6589391299740001
ACH-000890,-0.489797114314
ACH-000896,-0.489813766629
ACH-000898,-0.39871479665700005
ACH-000900,-0.587959620587
ACH-000901,-0.485840278142
ACH-000905,-0.380419011001
ACH-000906,-0.32395767848900003
ACH-000907,-0.5767582934800001
ACH-000910,-0.249202878573
ACH-000911,-0.226136647463
ACH-000912,-0.456910067291
ACH-000913,-0.627871876655
ACH-000915,-0.305271597898
ACH-000916,-0.599136908076
ACH-000917,-0.403771088283
ACH-000921,-0.588311477068
ACH-000924,-0.601516476049
ACH-000926,-0.285373991364
ACH-000928,-0.405025996359
ACH-000929,-0.338533189633
ACH-000932,-0.435462971985
ACH-000935,-0.35184387430200004
ACH-000936,-0.561340032816
ACH-000937,-0.158735814918
ACH-000938,-0.43460388049800003
ACH-000939,-0.627108898232
ACH-000941,-0.504373262261
ACH-000943,-0.40444968461499997
ACH-000946,-0.33865538124300004
ACH-000947,-0.47280007989100004
ACH-000948,-0.44515918835100005
ACH-000950,-0.597270210553
ACH-000953,-0.468642453377
ACH-000957,-0.37006014664399994
ACH-000958,-0.348038543755
ACH-000960,-0.284943289088
ACH-000963,-0.458412777356
ACH-000968,-0.395431611929
ACH-000969,-0.161075381543
ACH-000973,-0.47872719983400003
ACH-000974,-0.6306149524279999
ACH-000975,-0.407851692755
ACH-000976,-0.625366126885
ACH-000978,-0.152121754273
ACH-000980,-0.326123182746
ACH-000984,-0.23559195586999998
ACH-000986,-0.341897636682
ACH-000988,-0.32923991015500004
ACH-000993,-0.34386276825499995
ACH-000994,-0.46602711551299997
ACH-000996,-0.5221802882109999
ACH-001001,-0.344348495797
ACH-001020,-0.435283245394
ACH-001028,-0.534466432356
ACH-001031,-0.41835607530599994
ACH-001038,-0.316294239574
ACH-001048,-0.504710399978
ACH-001050,-0.44202946050399994
ACH-001053,-0.371159256503
ACH-001054,-0.134382294066
ACH-001061,-0.321296545057
ACH-001067,-0.548485713186
ACH-001075,-0.527146350355
ACH-001096,-0.40927799054999997
ACH-001128,-0.522793655546
ACH-001134,-0.390642822397
ACH-001151,-0.42095599958999996
ACH-001163,-0.489273116537
ACH-001164,-0.323785268663
ACH-001173,-0.40617485774400003
ACH-001183,-0.511568019555
