,TRNT1 (51095)
ACH-000476,-1.51103175822
ACH-000477,-1.24395798449
ACH-000480,-1.37215927535
ACH-000481,-1.5486417429100001
ACH-000483,-1.3615034566600002
ACH-000484,-2.0048015868999998
ACH-000485,-1.5540856473700002
ACH-000486,-1.45778557903
ACH-000487,-1.4627961284399997
ACH-000488,-1.60838563116
ACH-000490,-1.56247324598
ACH-000491,-1.71435828886
ACH-000495,-1.1959397951000001
ACH-000496,-1.4751257570299998
ACH-000499,-1.28270215815
ACH-000500,-1.69061218599
ACH-000502,-1.42180634209
ACH-000503,-1.44588596961
ACH-000505,-1.5449191924599999
ACH-000507,-1.40859537507
ACH-000510,-1.6652435693
ACH-000511,-1.44456019736
ACH-000512,-1.32779317366
ACH-000516,-1.48522427542
ACH-000517,-1.71703393109
ACH-000518,-1.68888094639
ACH-000520,-1.61800531096
ACH-000521,-1.5917445383200002
ACH-000522,-1.65516004113
ACH-000524,-1.35312062191
ACH-000527,-1.26039569859
ACH-000528,-1.32439831366
ACH-000537,-1.76018520208
ACH-000541,-1.1562863029000001
ACH-000542,-1.47445279269
ACH-000544,-1.38799294648
ACH-000545,-1.3228874413200002
ACH-000547,-1.29743994235
ACH-000548,-1.6290209267299998
ACH-000549,-1.5069198514
ACH-000550,-1.49274659045
ACH-000552,-1.49213846669
ACH-000556,-1.50789293456
ACH-000557,-1.08266206564
ACH-000570,-1.3722909076499998
ACH-000571,-1.5640188361000003
ACH-000573,-1.4056901551899998
ACH-000576,-1.2851557020200002
ACH-000580,-1.8385378949700002
ACH-000584,-1.27872158659
ACH-000585,-1.33022031506
ACH-000588,-1.47134109118
ACH-000589,-1.4662486405200001
ACH-000591,-1.26673717981
ACH-000593,-1.6386689962999998
ACH-000600,-1.5263112887099999
ACH-000601,-1.45054941503
ACH-000604,-1.5121892428400001
ACH-000605,-1.69112330847
ACH-000606,-1.46466657175
ACH-000608,-1.4217405112900001
ACH-000614,-1.86764161905
ACH-000616,-1.4432510348199998
ACH-000618,-1.37728796143
ACH-000619,-1.5297607009799998
ACH-000620,-1.4499359486599999
ACH-000621,-1.2586035043200001
ACH-000622,-1.51269017919
ACH-000623,-1.32833416837
ACH-000624,-1.534771809
ACH-000627,-1.60237110454
ACH-000630,-1.3375305963500002
ACH-000632,-1.4337488384600001
ACH-000633,-1.5922429071899997
ACH-000637,-1.20419154825
ACH-000638,-1.27393833324
ACH-000646,-0.833693267627
ACH-000647,-1.19116062372
ACH-000648,-1.2418617763
ACH-000649,-1.53092102135
ACH-000651,-1.56071382217
ACH-000652,-1.75904591523
ACH-000653,-1.42063919845
ACH-000657,-1.4244641760499999
ACH-000658,-1.55832360665
ACH-000661,-1.4030725131400001
ACH-000662,-1.69170456429
ACH-000663,-1.49907509333
ACH-000665,-1.39720384586
ACH-000671,-1.3928541386000002
ACH-000673,-1.56403853803
ACH-000676,-1.37997748986
ACH-000677,-0.971320093971
ACH-000681,-1.39263643199
ACH-000682,-1.55931059021
ACH-000683,-1.8093100576400003
ACH-000684,-1.6968490439700001
ACH-000688,-1.0541617649500001
ACH-000693,-1.49569498111
ACH-000694,-1.39137802306
ACH-000695,-1.95997837222
ACH-000696,-1.19718781871
ACH-000697,-1.47098317821
ACH-000699,-1.4742052299200001
ACH-000701,-1.01469925513
ACH-000706,-1.51012313482
ACH-000711,-1.3764258223899999
ACH-000713,-1.47839436206
ACH-000714,-1.5700317832600001
ACH-000718,-1.81010049713
ACH-000720,-1.36816401318
ACH-000721,-1.6871136047
ACH-000724,-1.6746695593399998
ACH-000725,-0.8182749819130001
ACH-000732,-1.264631543
ACH-000734,-1.4652361604
ACH-000735,-1.5075227788799999
ACH-000736,-1.4933043983200003
ACH-000738,-1.1737788390600001
ACH-000746,-1.20746394394
ACH-000747,-1.2796289546600002
ACH-000748,-1.3104022249299998
ACH-000753,-1.4195296334399998
ACH-000756,-1.58639116477
ACH-000757,-1.46123582179
ACH-000758,-1.30196616471
ACH-000760,-1.5564411003
ACH-000763,-1.6101836931600002
ACH-000764,-1.7425697915599998
ACH-000765,-1.31318878667
ACH-000766,-1.50946264265
ACH-000767,-1.5431113784900001
ACH-000768,-1.2955739665200001
ACH-000769,-1.63376364406
ACH-000770,-1.51803413519
ACH-000771,-1.4755272061000002
ACH-000773,-1.4029577194299998
ACH-000776,-1.23117392456
ACH-000777,-1.44407249449
ACH-000778,-2.0385780017900004
ACH-000781,-1.4167830185899999
ACH-000782,-1.55205888521
ACH-000783,-1.95668342995
ACH-000784,-1.4860846380700001
ACH-000785,-1.48073407896
ACH-000787,-1.4013056159200001
ACH-000788,-1.5816430819799998
ACH-000791,-1.4854214335799998
ACH-000792,-1.24775878765
ACH-000794,-1.59784833093
ACH-000796,-1.7571631676800001
ACH-000799,-1.48411895729
ACH-000800,-1.63697229718
ACH-000802,-1.59199003782
ACH-000804,-1.53108525123
ACH-000805,-1.6823979589700002
ACH-000809,-1.5241101001100001
ACH-000810,-1.9395380676900003
ACH-000811,-1.6705860990399999
ACH-000817,-1.6116390923700001
ACH-000819,-1.22183279269
ACH-000820,-1.8414558882599998
ACH-000821,-1.52006018179
ACH-000822,-2.3108143284400002
ACH-000823,-1.2969474738
ACH-000824,-1.840919068
ACH-000827,-1.5153803185699999
ACH-000829,-1.53758382653
ACH-000831,-1.34434312518
ACH-000832,-1.4318530456
ACH-000833,-1.71800699958
ACH-000834,-1.4882590980300001
ACH-000835,-1.4371852785600001
ACH-000836,-1.7609941586000002
ACH-000837,-1.4314753092899999
ACH-000838,-1.3131918520399999
ACH-000839,-1.75982774593
ACH-000840,-1.5978455201700001
ACH-000841,-1.59478209239
ACH-000843,-1.31998464431
ACH-000846,-1.36956468926
ACH-000847,-1.52315196282
ACH-000848,-1.53659802003
ACH-000849,-1.5701989166299999
ACH-000851,-1.5839422815000002
ACH-000855,-1.60977781843
ACH-000856,-1.50865813259
ACH-000858,-1.47522642794
ACH-000859,-1.4575399128100002
ACH-000861,-1.26410302334
ACH-000862,-1.25486746996
ACH-000865,-1.67399870614
ACH-000866,-1.58818900206
ACH-000867,-1.3488095673299998
ACH-000869,-1.3537542679700003
ACH-000872,-1.4875929298700001
ACH-000873,-1.65354957163
ACH-000876,-1.6879131408399999
ACH-000878,-1.67673352125
ACH-000880,-1.3873164802899998
ACH-000881,-1.29181538229
ACH-000882,-1.5866216517299998
ACH-000884,-1.49177986664
ACH-000885,-1.54022793861
ACH-000887,-1.56816613378
ACH-000888,-1.7553756636200002
ACH-000889,-1.37350491711
ACH-000890,-1.60620160465
ACH-000896,-1.4245768226299997
ACH-000898,-1.42683264092
ACH-000900,-1.51565061209
ACH-000901,-1.55960600838
ACH-000905,-1.4946814663699999
ACH-000906,-1.6258678873399999
ACH-000907,-1.3376086047799998
ACH-000910,-1.71228110329
ACH-000911,-1.5066724775
ACH-000912,-1.30285070327
ACH-000913,-1.34372174782
ACH-000915,-1.4887850938299998
ACH-000916,-1.1993391396700002
ACH-000917,-1.51474283129
ACH-000921,-1.3872297871200001
ACH-000924,-1.56438845273
ACH-000926,-1.6101940105099999
ACH-000928,-1.26131958682
ACH-000929,-1.5269315506099999
ACH-000932,-1.37675107431
ACH-000935,-1.50408567748
ACH-000936,-1.51111418817
ACH-000937,-1.5973662738999999
ACH-000938,-1.28594297713
ACH-000939,-1.3008169649899999
ACH-000941,-1.0784552409200001
ACH-000943,-1.53357480595
ACH-000946,-1.4194213172999999
ACH-000947,-1.36014054285
ACH-000948,-1.1338186218700002
ACH-000950,-1.7407141494799998
ACH-000953,-1.40854848035
ACH-000957,-1.3044819422
ACH-000958,-1.42808696825
ACH-000960,-1.42691562825
ACH-000963,-1.3450722549599998
ACH-000968,-1.46693000149
ACH-000969,-1.3601197803999998
ACH-000973,-1.53168483294
ACH-000974,-1.46413645273
ACH-000975,-1.6552846324700001
ACH-000976,-1.5027670712
ACH-000978,-1.0567426603499999
ACH-000980,-1.41933453092
ACH-000984,-1.71894919532
ACH-000986,-1.3126821875
ACH-000988,-1.46774146079
ACH-000993,-1.7391764315
ACH-000994,-1.42956450717
ACH-000996,-1.4749310584900002
ACH-001001,-1.2357349445499999
ACH-001020,-1.59809818119
ACH-001028,-1.5990565232799998
ACH-001031,-1.3263426237
ACH-001038,-1.56208929694
ACH-001048,-1.57012753109
ACH-001050,-1.2410432544399999
ACH-001053,-1.40820599687
ACH-001054,-1.46039005495
ACH-001061,-1.30570695278
ACH-001067,-1.37268470854
ACH-001075,-1.4558336535799998
ACH-001096,-1.46902389357
ACH-001128,-1.5593484023100002
ACH-001134,-1.3648498505899997
ACH-001151,-1.59070825918
ACH-001163,-1.52989546839
ACH-001164,-1.04821435615
ACH-001173,-1.3025140222700002
ACH-001183,-1.35080859486
ACH-001184,-1.74749063935
ACH-001190,-1.38066449917
ACH-001192,-1.1744791688
ACH-001193,-1.5008086061800001
ACH-001196,-1.35578921002
ACH-001197,-1.65203886911
ACH-001205,-1.50350942625
ACH-001211,-1.5020238485100001
ACH-001212,-1.4807161829700002
ACH-001228,-1.56720424131
ACH-001232,-1.35218969324
ACH-001239,-1.7162806098199999
ACH-001274,-1.39331899266
ACH-001275,-1.62208210063
ACH-001277,-1.61499756729
ACH-001278,-1.353767235
ACH-001280,-1.24290454338
ACH-001283,-1.2941717678799998
ACH-001289,-1.17236026597
ACH-001295,-1.55277928087
ACH-001300,-1.64022749852
ACH-001301,-1.4120683242399998
ACH-001302,-1.1731848436399999
ACH-001303,-1.62429799557
ACH-001306,-1.5919556902599998
ACH-001318,-1.4436916691600001
ACH-001322,-1.1286526078799999
ACH-001328,-1.55465327484
ACH-001332,-1.4832529082199999
ACH-001333,-1.3349623484100002
ACH-001336,-1.57728677148
ACH-001340,-1.3336248696700002
ACH-001346,-1.55118347898
ACH-001353,-1.5837453218200002
ACH-001354,-1.60306821956
ACH-001367,-1.58835476898
ACH-001368,-1.342458467
ACH-001374,-1.7466756955900002
ACH-001375,-1.44589423122
ACH-001377,-1.37901972094
ACH-001380,-1.31975446759
ACH-001391,-1.76637851197
ACH-001407,-1.4522185712
ACH-001408,-1.2966880629700002
ACH-001413,-1.39551371574
ACH-001430,-1.9043318264099998
ACH-001431,-1.48251928352
ACH-001450,-1.4616943465399999
ACH-001496,-1.4282360313
ACH-001500,-1.68601750483
ACH-001521,-2.2478100296
ACH-001523,-1.4673104792899998
ACH-001532,-1.36955855264
ACH-001536,-1.75475727491
ACH-001550,-1.36735186845
ACH-001552,-1.61698921885
ACH-001554,-1.28076773706
ACH-001645,-1.4914012109099999
ACH-001654,-1.6370355168000001
ACH-001715,-1.49567499278
ACH-001735,-1.58624186015
ACH-001736,-1.4037471146899998
ACH-001737,-1.7524064254499998
ACH-001740,-1.4876022800400002
ACH-001745,-1.5328827587399998
ACH-001750,-1.30919611441
ACH-001765,-1.2954305166
ACH-001956,-1.12209495302
ACH-001957,-1.23630802369
