,CRAT (1384)
ACH-000004,-0.296108512201
ACH-000007,-0.314599649941
ACH-000009,-0.267376301737
ACH-000011,-0.12449468429999999
ACH-000012,-0.346743428072
ACH-000013,-0.374835338966
ACH-000014,-0.16402031492900002
ACH-000015,-0.297215840736
ACH-000017,-0.13436759321900002
ACH-000018,-0.356621325459
ACH-000019,-0.166243571979
ACH-000021,-0.192409923747
ACH-000022,-0.09495950056220001
ACH-000025,-0.11169905423000001
ACH-000028,-0.111870544725
ACH-000030,-0.162125672938
ACH-000035,-0.11960554197699999
ACH-000036,-0.306691588786
ACH-000037,-0.10263399286800001
ACH-000039,0.103521947796
ACH-000040,-0.09653849556199999
ACH-000041,-0.172038144392
ACH-000042,-0.345546451462
ACH-000045,0.0222681610384
ACH-000047,-0.15195806501599998
ACH-000052,-0.521935729158
ACH-000053,-0.151669342037
ACH-000054,-0.261125299323
ACH-000055,-0.139313603314
ACH-000060,-0.26932029116399997
ACH-000067,0.0507743879985
ACH-000070,-0.332859367873
ACH-000075,-0.0208696909379
ACH-000078,-0.351462459327
ACH-000082,-0.16387388742
ACH-000085,-0.18171123354899998
ACH-000086,-0.413670291079
ACH-000087,-0.484353991083
ACH-000092,-0.334056120576
ACH-000095,-0.0572525796237
ACH-000097,-0.075055097801
ACH-000098,-0.166532671704
ACH-000099,-0.32205406154
ACH-000108,-0.32443240572099996
ACH-000113,-0.16885310050900001
ACH-000115,-0.344881835682
ACH-000116,-0.0646519054835
ACH-000118,-0.305787003928
ACH-000120,-0.282049300656
ACH-000123,-0.24685603269
ACH-000127,-0.147857910279
ACH-000128,-0.201386159988
ACH-000132,-0.327838057513
ACH-000133,0.0379796003154
ACH-000137,-0.17046608957400003
ACH-000138,-0.321142053846
ACH-000142,-0.362784372788
ACH-000143,-0.289351948766
ACH-000146,-0.196110036336
ACH-000148,-0.170965639485
ACH-000150,-0.219079760592
ACH-000152,-0.495663903261
ACH-000153,-0.111430842291
ACH-000159,-0.162826868801
ACH-000160,-0.31573179840300003
ACH-000163,-0.07551687409489999
ACH-000167,-0.331557506804
ACH-000168,-0.20802759363499998
ACH-000169,-0.438076846448
ACH-000178,0.0533312497686
ACH-000182,-0.334936993561
ACH-000183,-0.268086924426
ACH-000188,-0.475040909761
ACH-000189,-0.143311022435
ACH-000190,0.015539568289700002
ACH-000198,-0.230108199792
ACH-000204,-0.0172324854534
ACH-000206,0.0897906474055
ACH-000207,-0.10566490849400001
ACH-000211,-0.0836024058488
ACH-000215,-0.119419377849
ACH-000221,-0.141914775017
ACH-000222,-0.332389387222
ACH-000223,-0.0403625106554
ACH-000226,0.00416224614075
ACH-000227,-0.47168454916599994
ACH-000228,-0.121520596348
ACH-000231,-0.140500359109
ACH-000232,-0.08875367790210001
ACH-000233,-0.149763502018
ACH-000234,-0.292977386321
ACH-000235,-0.181041243422
ACH-000237,-0.20633352777300001
ACH-000238,-0.194686339252
ACH-000243,-0.268093997523
ACH-000244,-0.178908993487
ACH-000246,-0.185165648494
ACH-000248,-0.18319831044100002
