,UBOX5 (22888)
ACH-000004,-0.011876293621200002
ACH-000007,0.11533308183
ACH-000009,0.156063158649
ACH-000011,0.00977676234631
ACH-000012,-0.09449228592730001
ACH-000013,-0.0690456643419
ACH-000014,0.115883837437
ACH-000015,0.0759328197973
ACH-000017,0.021499886614200003
ACH-000018,-0.0783139592935
ACH-000019,0.175033444637
ACH-000021,0.109491440896
ACH-000022,0.110937805857
ACH-000025,0.18658012273
ACH-000028,-0.178716246512
ACH-000030,0.06897296573429999
ACH-000035,0.0125897490245
ACH-000036,0.032838985184999996
ACH-000037,0.12689922326
ACH-000039,0.000252504866543
ACH-000040,0.0427889932323
ACH-000041,-0.0651844303511
ACH-000042,-0.259813044007
ACH-000045,-0.019811125239799998
ACH-000047,-0.06923592442589999
ACH-000052,-0.09997309852289998
ACH-000053,-0.015036158068600002
ACH-000054,-0.120226030736
ACH-000055,0.027804347257099998
ACH-000060,0.0273591713177
ACH-000067,-0.0480027523822
ACH-000070,-0.278224531921
ACH-000075,-0.012609597987799998
ACH-000078,0.00760083488794
ACH-000082,0.0362493921784
ACH-000085,-0.071975609985
ACH-000086,-0.013815665799
ACH-000087,0.381642603781
ACH-000092,0.0572393841736
ACH-000095,0.0996191063009
ACH-000097,-0.0158924883796
ACH-000098,-0.0760251655478
ACH-000099,-0.046496795727
ACH-000108,-0.11115139702299999
ACH-000113,0.075812194835
ACH-000115,0.0965033319888
ACH-000116,-0.0663350734789
ACH-000118,0.0443722272921
ACH-000120,0.07952146829189999
ACH-000123,0.051091361277199994
ACH-000127,-0.0244066414385
ACH-000128,-0.145322974421
ACH-000132,0.134096387834
ACH-000133,-0.176953368891
ACH-000137,0.0693988140016
ACH-000138,-0.05791057522999999
ACH-000142,0.08558546744449999
ACH-000143,-0.11214535805400001
ACH-000146,0.172005801899
ACH-000148,-0.011105999636899998
ACH-000150,-0.113097315942
ACH-000152,-0.190769037371
ACH-000153,0.0879045281983
ACH-000159,-0.17003471228300002
ACH-000160,-0.135581213628
ACH-000163,-0.019862631777299997
ACH-000167,-0.014691146788600002
ACH-000168,-0.0974540641199
ACH-000169,0.182113111753
ACH-000178,0.0123281429225
ACH-000182,-0.017502252773400003
ACH-000183,0.144455072595
ACH-000188,-0.00665974581609
ACH-000189,-0.17930277185
ACH-000190,-0.114744031281
ACH-000198,-0.0292741398056
ACH-000204,-0.111688002585
ACH-000206,0.216951636439
ACH-000207,0.09595654433010001
ACH-000211,-0.0605214031842
ACH-000215,0.0349744017035
ACH-000221,0.033493756443400004
ACH-000222,-0.157609579694
ACH-000223,0.0372231565291
ACH-000226,0.150531051887
ACH-000227,-0.15498076079700002
ACH-000228,0.0035781059924299996
ACH-000231,-0.12198421168
ACH-000232,0.102855260186
ACH-000233,-0.0341568132184
ACH-000234,0.134446492436
ACH-000235,-0.0872868962163
ACH-000237,-0.00179739829745
ACH-000238,-0.09114616388689999
ACH-000243,-0.182409171307
ACH-000244,-0.11807905343399999
ACH-000246,-0.07068505274589999
ACH-000248,0.123273386973
ACH-000250,-0.0830723939882
ACH-000251,-0.186424631131
ACH-000253,-0.158457738106
ACH-000255,0.225453948535
ACH-000256,-0.042999123706599994
ACH-000257,-0.646435559225
ACH-000258,0.218492676619
ACH-000259,-0.0740050991313
ACH-000260,-0.323043444478
ACH-000261,0.253950326354
ACH-000262,0.00588660665334
ACH-000263,-0.126729597017
ACH-000264,-0.000978794958763
ACH-000265,-0.167115788762
ACH-000266,0.05751384677759999
ACH-000272,0.0511721958694
ACH-000273,-0.0907428872219
ACH-000274,-0.09177445840260001
ACH-000277,0.140080978284
ACH-000278,0.220209175048
ACH-000279,0.118423122717
ACH-000280,-0.0299307631477
ACH-000281,-0.11179237824
ACH-000288,-0.07981440680650001
ACH-000291,-0.0258158889421
ACH-000293,0.0199738716691
ACH-000294,-0.00343391473122
ACH-000295,-0.0186059594935
ACH-000296,-0.08466210091880001
ACH-000302,0.0343972430931
ACH-000304,-0.042665838447799996
ACH-000307,-0.044186652088900005
ACH-000308,0.00362932151687
ACH-000310,-0.026333411649
ACH-000311,0.0392757171866
ACH-000312,-0.0647495687468
ACH-000315,0.21790293799899998
ACH-000316,-0.310415202873
ACH-000317,-0.131017715352
ACH-000318,-0.24289914517499997
ACH-000319,-0.0969445053594
ACH-000320,-0.072314024624
ACH-000322,-0.117790521638
ACH-000323,0.0824895401178
ACH-000324,-0.144610128447
ACH-000329,-0.005890514111060001
ACH-000330,0.138999356001
ACH-000331,0.0404760645343
ACH-000332,-0.0431689473576
ACH-000334,0.12364533686899999
ACH-000335,0.193868271433
ACH-000336,0.189029296168
ACH-000337,0.07974478538589999
ACH-000339,-0.019903442282
ACH-000341,0.04312400155590001
ACH-000348,-0.08037327912469999
ACH-000350,0.045728467972999995
ACH-000352,-0.16073467295399999
ACH-000356,0.124664791083
ACH-000361,-0.136580938979
ACH-000362,0.0732777119621
ACH-000363,-0.0628316076813
ACH-000364,-0.127567565903
ACH-000365,0.140417650971
ACH-000366,-0.011151617802600001
ACH-000368,-0.142087777342
ACH-000374,0.13694164574
ACH-000375,-0.20866564951400002
ACH-000376,-0.225840567502
