,RARS2 (57038)
ACH-000004,-0.79027294765
ACH-000007,-1.1964006418200002
ACH-000009,-0.822003078817
ACH-000011,-0.797228581855
ACH-000012,-0.9049874801350001
ACH-000013,-0.5719119070350001
ACH-000014,-0.8632126070589999
ACH-000015,-1.0834737514700001
ACH-000017,-1.00885975281
ACH-000018,-1.0153618495999999
ACH-000019,-0.599960670991
ACH-000021,-0.727873984169
ACH-000022,-1.12292880336
ACH-000025,-1.01265906927
ACH-000028,-0.8916089322390001
ACH-000030,-0.9043001152339999
ACH-000035,-1.03129814861
ACH-000036,-0.29902574538000004
ACH-000037,-0.6689510346299999
ACH-000039,-0.7797515398520001
ACH-000040,-0.458976227022
ACH-000041,-0.9913153967530001
ACH-000042,-0.977526458852
ACH-000045,-0.8051009094660001
ACH-000047,-1.0056608973799999
ACH-000052,-0.958775185035
ACH-000053,-0.7012288358609999
ACH-000054,-1.09695329158
ACH-000055,-0.6229403592670001
ACH-000060,-0.822135892476
ACH-000067,-0.761237553091
ACH-000070,-0.5751967412919999
ACH-000075,-0.65927683388
ACH-000078,-0.7939363931569999
ACH-000082,-0.788851715609
ACH-000085,-0.428714747314
ACH-000086,-1.09465160205
ACH-000087,-1.00733126824
ACH-000092,-0.493033737691
ACH-000095,-0.48639713169699994
ACH-000097,-0.576063417828
ACH-000098,-0.717960391326
ACH-000099,-0.9951895861839999
ACH-000108,-0.5225696151870001
ACH-000113,-0.516678143485
ACH-000115,-0.743813955643
ACH-000116,-0.912914452942
ACH-000118,-1.05672497377
ACH-000120,-0.929705134006
ACH-000123,-0.9603620270000001
ACH-000127,-1.0226743031299999
ACH-000128,-1.1144904712600001
ACH-000132,-0.7872931368080001
ACH-000133,-0.998340221275
ACH-000137,-0.682362193542
ACH-000138,-1.01431833269
ACH-000142,-0.647142612006
ACH-000143,-1.08922179445
ACH-000146,-0.825813019466
ACH-000148,-0.8713313432459999
ACH-000150,-0.954301697643
ACH-000152,-0.8083395757260001
ACH-000153,-0.929057674205
ACH-000159,-0.5076874571769999
ACH-000160,-1.01068311713
ACH-000163,-0.505026157768
ACH-000167,-0.673377754232
ACH-000168,-0.5909406904010001
ACH-000169,-0.758910615413
ACH-000178,-0.906120018602
ACH-000182,-1.1161280650799998
ACH-000183,-1.10912146654
ACH-000188,-0.690950085937
ACH-000189,-1.04320205665
ACH-000190,-1.05942452663
ACH-000198,-0.7294190354279999
ACH-000204,-1.09873749642
ACH-000206,-1.18739243997
ACH-000207,-0.922629198345
ACH-000211,-0.539859771819
ACH-000215,-0.8498459478
ACH-000221,-1.1275329136799999
ACH-000222,-0.687515201075
ACH-000223,-0.7334659807189999
ACH-000226,-0.8062611765600001
ACH-000227,-0.957837711149
ACH-000228,-0.5934004215559999
ACH-000231,-0.677766180985
ACH-000232,-0.9302987934039999
ACH-000233,-1.05424394893
ACH-000234,-0.723000762114
ACH-000235,-0.931988790349
ACH-000237,-0.492946168415
ACH-000238,-0.9841828060789999
ACH-000243,-0.577974514899
ACH-000244,-0.44132659442199995
ACH-000246,-0.769744430208
ACH-000248,-0.8785666135519999
ACH-000250,-0.341948030726
ACH-000251,-0.6659874092600001
ACH-000253,-0.584054783635
ACH-000255,-0.707465935315
ACH-000256,-0.9678918317759999
ACH-000257,-0.8514660620800001
ACH-000258,-0.497272182468
ACH-000259,-1.01416603866
ACH-000260,-0.597899841643
ACH-000261,-0.625478605219
ACH-000262,-0.7266584989910001
ACH-000263,-0.9345883202799999
ACH-000264,-0.5599996485140001
ACH-000265,-1.07442846814
ACH-000266,-0.597767493857
ACH-000272,-0.57938697434
ACH-000273,-0.5878676904779999
ACH-000274,-0.90583248781
ACH-000277,-0.9482973801819999
ACH-000278,-0.624113754435
ACH-000279,-1.33665013557
ACH-000280,-0.637638268288
ACH-000281,-0.9972117426389999
ACH-000288,-0.972000031711
ACH-000291,-0.770229456245
ACH-000293,-0.851456993778
ACH-000294,-1.2306391605299998
ACH-000295,-0.9628220581470001
ACH-000296,-0.9354019499840001
ACH-000302,-1.07159944037
ACH-000304,-1.08417351405
ACH-000307,-0.853044308004
ACH-000308,-0.796908973526
ACH-000310,-0.566755191202
ACH-000311,-0.822961096606
ACH-000312,-0.9488774262090001
ACH-000315,-1.13483788918
ACH-000316,-0.438574933467
ACH-000317,-1.51542963607
ACH-000318,-0.8599020530679999
ACH-000319,-0.617815236648
ACH-000320,-0.964052238224
ACH-000322,-0.8919394996009999
ACH-000323,-0.718533978173
ACH-000324,-0.686069108911
ACH-000329,-0.751917083028
ACH-000330,-0.590631884997
ACH-000331,-0.7833114282510001
ACH-000332,-0.291402379498
ACH-000334,-0.575448762995
ACH-000335,-1.04798750155
ACH-000336,-0.948407825929
ACH-000337,-0.724646493661
ACH-000339,-0.920036597844
ACH-000341,-0.884906383865
ACH-000348,-0.743154861837
ACH-000350,-0.9004531705419999
ACH-000352,-1.1835507451799998
ACH-000356,-0.996940166137
ACH-000361,-0.800664781329
ACH-000362,-0.500447785481
ACH-000363,-1.0369655542799998
ACH-000364,-0.774086408904
ACH-000365,-0.9421866368590001
ACH-000366,-0.8445907496610001
ACH-000368,-0.6043617794889999
ACH-000374,-1.154719614
ACH-000375,-0.7873431497229999
ACH-000376,-0.969241546038
ACH-000381,-1.0499919923999999
ACH-000383,-0.849097120315
ACH-000387,-0.878704463866
ACH-000389,-0.63045678389
ACH-000390,-0.807910142208
ACH-000393,-0.627641905307
ACH-000395,-0.886548474323
ACH-000397,-0.636469671154
ACH-000401,-0.747692518477
ACH-000402,-0.706694296305
ACH-000403,-0.722176522642
ACH-000404,-0.238025187407
ACH-000406,-1.20302561063
ACH-000407,-0.521434622692
ACH-000408,-1.0642602213099999
ACH-000410,-0.643899351732
ACH-000411,-0.348533586171
ACH-000414,-1.22929659074
ACH-000415,-0.9414455380769999
ACH-000416,-0.579922664718
ACH-000420,-0.581362753265
ACH-000421,-0.7148126921279999
ACH-000424,-1.21560142867
ACH-000425,-0.656127869538
ACH-000426,-0.923206910786
ACH-000427,-0.894966111313
ACH-000433,-0.49704978360299995
ACH-000436,-0.744092637168
ACH-000444,-0.583790361258
ACH-000445,-0.694739860457
ACH-000448,-1.12644950844
ACH-000450,-0.63248282598
ACH-000452,-0.568431907928
ACH-000454,-1.08407378686
ACH-000458,-0.929169603127
ACH-000459,-1.1971136872700001
ACH-000460,-0.70543067369
ACH-000461,-1.25618434931
ACH-000463,-0.862164923049
ACH-000464,-0.991846444093
ACH-000466,-1.13509450971
ACH-000467,-1.02365087292
ACH-000468,-0.994419381567
ACH-000469,-0.8775029733700002
ACH-000470,-0.7057664190170001
ACH-000471,-0.40552535249300004
ACH-000472,-0.708168249634
