,SUZ12 (23512)
ACH-000004,-0.33133044524599997
ACH-000007,0.128654108183
ACH-000009,-0.157665930111
ACH-000011,-0.075398490382
ACH-000012,-0.198727906044
ACH-000013,-0.462419843103
ACH-000014,-0.153046762165
ACH-000015,-0.0824338324883
ACH-000017,-1.0618835135
ACH-000018,-0.357750257189
ACH-000019,-0.540353779736
ACH-000021,-0.09907067583990001
ACH-000022,-0.40472085088799997
ACH-000025,0.282067328918
ACH-000028,-0.21898696249400001
ACH-000030,-0.18261540944000001
ACH-000035,-0.372532560287
ACH-000036,0.39224754275300006
ACH-000037,-0.433850221668
ACH-000039,0.0341629107642
ACH-000040,0.0314336481311
ACH-000041,-0.226935910209
ACH-000042,-0.23249043155000002
ACH-000045,-0.0985809810971
ACH-000047,-0.49749166112099996
ACH-000052,-0.367763660019
ACH-000053,0.0855697667213
ACH-000054,0.166832666839
ACH-000055,-0.511573238717
ACH-000060,0.0780375212628
ACH-000067,-0.063639555032
ACH-000070,-0.612669013436
ACH-000075,-0.172034442455
ACH-000078,-0.015973535839
ACH-000082,-0.326374896309
ACH-000085,-0.599257296236
ACH-000086,-0.237529425304
ACH-000087,0.046247115031099996
ACH-000092,-0.5496577490160001
ACH-000095,-0.340749274323
ACH-000097,-0.5384671177929999
ACH-000098,-0.15535911054600002
ACH-000099,-0.354713349265
ACH-000108,0.175652542949
ACH-000113,-0.309200822381
ACH-000115,-0.9848162990279999
ACH-000116,-0.339168355615
ACH-000118,-0.41891761218699997
ACH-000120,-0.565251908611
ACH-000123,-0.352873121633
ACH-000127,0.161418157013
ACH-000128,-0.231527901226
ACH-000132,-0.30989427035
ACH-000133,0.0742733573233
ACH-000137,-0.19239305244899998
ACH-000138,0.310579247728
ACH-000142,-0.531104312329
ACH-000143,-0.234220864126
ACH-000146,-0.269672681466
ACH-000148,-0.364722142563
ACH-000150,0.058331368172699995
ACH-000152,-0.195079531441
ACH-000153,0.576370492753
ACH-000159,-0.41325531022699996
ACH-000160,0.0781636329397
ACH-000163,-0.27499791406
ACH-000167,0.16564637121099998
ACH-000168,-0.12729481417400001
ACH-000169,-0.479830367983
ACH-000178,-0.302121132919
ACH-000182,0.0974677947413
ACH-000183,-0.439050239434
ACH-000188,-0.316781610167
ACH-000189,-0.778502721962
ACH-000190,0.131736823949
ACH-000198,-0.255560725016
ACH-000204,-0.24758358609900002
ACH-000206,-0.68724875185
ACH-000207,-0.496122738688
ACH-000211,-0.304171229703
ACH-000215,-0.0937719149427
ACH-000221,-0.030924193301099998
ACH-000222,-0.27508201531
ACH-000223,-0.38316949611999995
ACH-000226,-0.360773610677
ACH-000227,-0.034115877355999996
ACH-000228,0.0723595057136
ACH-000231,-0.483718032794
ACH-000232,0.09293264871500001
ACH-000233,0.155040202906
ACH-000234,-0.591110378283
ACH-000235,-0.19549067920000002
ACH-000237,-0.241371003302
ACH-000238,-0.228719217001
ACH-000243,-0.312657391474
ACH-000244,0.7244335649950001
ACH-000246,-0.676414894474
ACH-000248,-0.837854226269
