,STEAP1B (256227)
ACH-000004,0.347523391397
ACH-000007,0.101368160614
ACH-000009,0.0005485433448439999
ACH-000011,0.059686450134899996
ACH-000012,0.033462377916299996
ACH-000013,0.253159331269
ACH-000014,0.0148652892025
ACH-000015,0.166885747656
ACH-000017,0.234693085082
ACH-000018,0.210206736404
ACH-000019,0.0613151451616
ACH-000021,0.110192497791
ACH-000022,0.174951227732
ACH-000025,0.2202474667
ACH-000028,0.20915153840599998
ACH-000030,0.0724686675903
ACH-000035,-0.013674134264799999
ACH-000036,-0.0692708956524
ACH-000037,-0.101891232947
ACH-000039,-0.0320496083444
ACH-000040,0.17834457636700002
ACH-000041,0.143511426704
ACH-000042,0.116322007097
ACH-000045,0.273659335452
ACH-000047,0.247663606838
ACH-000052,0.153470599295
ACH-000053,0.0610743506719
ACH-000054,0.103652050384
ACH-000055,0.33873586268100003
ACH-000060,0.23188521770799997
ACH-000067,0.197961469634
ACH-000070,0.0582202934284
ACH-000075,0.17220076192000003
ACH-000078,0.0574296805348
ACH-000082,0.252953863371
ACH-000085,0.141614683981
ACH-000086,0.257556386726
ACH-000087,0.13147397390999999
ACH-000092,0.30830389864
ACH-000095,0.0697399229705
ACH-000097,0.257743356854
ACH-000098,0.21272139366099999
ACH-000099,0.017678141917
ACH-000108,0.142103693271
ACH-000113,0.17194480755199998
ACH-000115,0.38932275626
ACH-000116,0.226871646798
ACH-000118,0.250004797973
ACH-000120,0.319227426752
ACH-000123,0.0271355978769
ACH-000127,0.122137407174
ACH-000128,-0.010806441973000002
ACH-000132,0.345012538032
ACH-000133,0.06998838713910001
ACH-000137,0.31146507979800003
ACH-000138,0.144226684966
ACH-000142,0.07099062517610001
ACH-000143,0.191110665559
ACH-000146,-0.010410657648399999
ACH-000148,0.0573177028909
ACH-000150,0.204933859056
ACH-000152,0.138035461075
ACH-000153,0.278789208595
ACH-000159,0.156067913619
ACH-000160,0.207786615537
ACH-000163,0.194751585715
ACH-000167,0.0028362615097800004
ACH-000168,0.13866046090999998
ACH-000169,0.19855292253100001
ACH-000178,0.115687581461
ACH-000182,0.15915383644099998
ACH-000183,0.282624722171
ACH-000188,0.154197181127
ACH-000189,0.246466435544
ACH-000190,0.285212478319
ACH-000198,0.234608715128
ACH-000204,0.406089095804
ACH-000206,0.148515364778
ACH-000207,0.008429567870560001
ACH-000211,0.166266982232
ACH-000215,0.0407751257419
ACH-000221,0.132982837202
ACH-000222,0.291774955522
ACH-000223,0.311884047414
ACH-000226,0.0913552028792
ACH-000227,-0.039218930428199995
ACH-000228,0.178017052383
ACH-000231,0.119266752132
ACH-000232,0.177749344739
ACH-000233,0.25032127664500003
ACH-000234,0.237077639803
ACH-000235,0.17872663096500002
ACH-000237,0.214028148805
ACH-000238,0.18844359656800003
ACH-000243,0.216877991213
ACH-000244,0.09068333469869999
ACH-000246,0.136426112414
ACH-000248,0.21171276395
ACH-000250,0.141033614912
ACH-000251,0.244906295326
ACH-000253,0.09643174640480001
ACH-000255,0.23869272300099997
ACH-000256,0.238894779866
ACH-000257,0.392436182104
ACH-000258,-0.09775201516439999
ACH-000259,0.19252210857000002
ACH-000260,0.201885660018
ACH-000261,0.220392921558
ACH-000262,0.144675813348
ACH-000263,0.0431513298351
ACH-000264,0.147938319486
ACH-000265,0.204359348678
ACH-000266,0.142500836602
ACH-000272,0.126699691857
ACH-000273,0.146106782312
ACH-000274,0.25251697593
ACH-000277,0.256748892405
ACH-000278,0.22923076248100002
ACH-000279,0.0807584416691
ACH-000280,-0.014020347911799999
ACH-000281,0.126397798375
ACH-000288,0.047531866743199994
ACH-000291,0.143698789773
ACH-000293,0.16932153238400002
ACH-000294,0.0817129728575
ACH-000295,-0.154167256417
ACH-000296,0.11302891181
ACH-000302,0.16234343000499998
ACH-000304,0.102737361798
ACH-000307,0.24684717020599997
ACH-000308,0.22963132189399998
ACH-000310,0.0207838419994
ACH-000311,0.140450237945
ACH-000312,0.226248798673
ACH-000315,0.126808562524
ACH-000316,0.21562235950599998
ACH-000317,0.06217922047069999
ACH-000318,0.0772792738522
ACH-000319,0.12042790434
ACH-000320,0.315978379714
ACH-000322,0.24645060528
ACH-000323,0.189161238903
ACH-000324,0.108383867246
ACH-000329,0.260311739629
ACH-000330,0.120771957983
ACH-000331,0.163705407568
ACH-000332,0.176998806008
ACH-000334,0.167273733415
ACH-000335,0.221498023407
