,PCTP (58488)
ACH-000004,0.084634620338
ACH-000007,0.09330376565
ACH-000009,-0.09601281954129999
ACH-000011,0.00224612029708
ACH-000012,-0.0779460792956
ACH-000013,-0.101398526951
ACH-000014,0.20029238796
ACH-000015,-0.11838697212999999
ACH-000017,-0.00988804376013
ACH-000018,-0.0156085527724
ACH-000019,-0.550590035454
ACH-000021,-0.009030934275629999
ACH-000022,-0.0374025824323
ACH-000025,0.10352434843800001
ACH-000028,-0.13295496654
ACH-000030,-0.09834458909600001
ACH-000035,-0.11446041565500001
ACH-000036,-0.072921973903
ACH-000037,-0.0104514000028
ACH-000039,-0.267892710293
ACH-000040,-0.119841173934
ACH-000041,-0.09234337838030002
ACH-000042,0.0416426095608
ACH-000045,0.0378104755424
ACH-000047,-0.171369245196
ACH-000052,0.0672491109416
ACH-000053,-0.0787717437209
ACH-000054,-0.120539277244
ACH-000055,-0.021880044256099997
ACH-000060,-0.127034899724
ACH-000067,-0.054951825133999994
ACH-000070,0.0981354362872
ACH-000075,-0.111272981669
ACH-000078,-0.126180797916
ACH-000082,-0.169525558185
ACH-000085,0.0881642922071
ACH-000086,-0.0023239760355999997
ACH-000087,-0.041543946136
ACH-000092,0.0428035743667
ACH-000095,-0.136138632348
ACH-000097,-0.016604339014399998
ACH-000098,-0.0011282026064200002
ACH-000099,-0.253189373684
ACH-000108,-0.0579793473689
ACH-000113,0.0218091012209
ACH-000115,0.0101970167123
ACH-000116,-0.0687006862835
ACH-000118,-0.08979961030030001
ACH-000120,-0.544111726004
ACH-000123,-0.328634841891
ACH-000127,-0.07348188986439999
ACH-000128,-0.164135443467
ACH-000132,0.00223898626302
ACH-000133,0.13182604476
ACH-000137,-0.189151894306
ACH-000138,-0.112387110081
ACH-000142,-0.13978566702700002
ACH-000143,-0.08899463062589999
ACH-000146,0.0187646434002
ACH-000148,-0.0769707820785
ACH-000150,0.0749550083716
ACH-000152,-0.16347962592
ACH-000153,-0.146236750329
ACH-000159,-0.051929988299199994
ACH-000160,-0.143334285837
ACH-000163,-0.225180803849
ACH-000167,0.16104098266
ACH-000168,-0.0563728381051
ACH-000169,-0.036819974076900006
ACH-000178,0.0408111965205
ACH-000182,0.0322527118309
ACH-000183,-0.0624876720744
ACH-000188,-0.18308901420600002
ACH-000189,0.110949406957
ACH-000190,-0.38161196653800006
ACH-000198,0.00379355473314
ACH-000204,-0.24567170952
ACH-000206,0.0025036484523
ACH-000207,0.268277966967
ACH-000211,-0.13110915736099998
ACH-000215,-0.0548085031466
ACH-000221,0.0885537832409
ACH-000222,0.185994679855
ACH-000223,-0.0699176301413
ACH-000226,-0.025192375967700003
ACH-000227,-0.525213045375
ACH-000228,-0.0390354133051
ACH-000231,-0.164169957126
ACH-000232,0.049092595773
ACH-000233,0.0637496590608
ACH-000234,0.041861308778
ACH-000235,-0.005801233952079999
ACH-000237,-0.08193711012789999
ACH-000238,-0.09843082206710002
ACH-000243,-0.125060419942
ACH-000244,-0.048260088685
ACH-000246,-0.024877510518999998
ACH-000248,-0.0674156195555
ACH-000250,-0.191544843066
ACH-000251,-0.22187490375100002
ACH-000253,-0.07925419774119999
ACH-000255,-0.11786567351600001
ACH-000256,-0.135441524449
ACH-000257,0.238750400962
ACH-000258,0.193082803691
ACH-000259,-0.012772369442399999
ACH-000260,0.00158337229919
ACH-000261,0.030287825523099998
ACH-000262,-0.0028744852230399996
ACH-000263,-0.0300763077483
ACH-000264,-0.24355246496599997
ACH-000265,-0.048437474640699994
ACH-000266,-0.025782612105
ACH-000272,0.101557155343
