,ARGFX (503582)
ACH-000467,-0.651756028164
ACH-000468,-0.634872189421
ACH-000469,-0.723231920708
ACH-000470,-0.592758595934
ACH-000471,-0.6475261503809999
ACH-000472,-0.72921497852
ACH-000473,-0.939551298686
ACH-000475,-0.662183470717
ACH-000476,-0.6306765484179999
ACH-000477,-0.878209643321
ACH-000480,-0.855124245159
ACH-000481,-0.95568726499
ACH-000483,-0.48454948224
ACH-000484,-0.65006167434
ACH-000485,-0.5813917055160001
ACH-000486,-0.5705648858160001
ACH-000487,-0.509729193908
ACH-000488,-0.701723491445
ACH-000490,-0.798016380213
ACH-000491,-0.864566851139
ACH-000495,-0.647547651053
ACH-000496,-0.903255542869
ACH-000499,-0.6899175789669999
ACH-000500,-0.32539229596999997
ACH-000502,-0.7027936442199999
ACH-000503,-0.7831598071220001
ACH-000505,-0.694477110051
ACH-000507,-0.600066565423
ACH-000510,-0.580838733919
ACH-000511,-0.792779904497
ACH-000512,-0.901319064225
ACH-000516,-0.458915643273
ACH-000517,-0.78362532939
ACH-000518,-0.5435418628750001
ACH-000520,-0.8034992665970001
ACH-000521,-0.8147341685189999
ACH-000522,-0.586873029428
ACH-000524,-1.0009161754
ACH-000527,-0.729072386795
ACH-000528,-0.656116093148
ACH-000537,-0.604519335847
ACH-000541,-0.555979517484
ACH-000542,-0.700407888738
ACH-000544,-0.66111246354
ACH-000545,-0.808238680726
ACH-000547,-0.552734639802
ACH-000548,-0.8550044078479999
ACH-000549,-0.551642722861
ACH-000550,-0.6328343554070001
ACH-000552,-0.623279848582
ACH-000556,-0.761618980923
ACH-000557,-0.478240723358
ACH-000570,-0.7063699742239999
ACH-000571,-0.680526050134
ACH-000573,-0.609434947928
ACH-000576,-0.556031241119
ACH-000580,-0.795701370938
ACH-000584,-0.762722191462
ACH-000585,-0.7491079624979999
ACH-000588,-0.757454512357
ACH-000589,-0.7561173721719999
ACH-000591,-0.344305733614
ACH-000593,-0.711205920307
ACH-000600,-0.7441872301520001
ACH-000601,-0.720617030688
ACH-000604,-0.7676185942649999
ACH-000605,-0.605185859581
ACH-000606,-0.617005099758
ACH-000608,-0.9287052289609999
ACH-000614,-0.872509621013
ACH-000616,-0.6815666860549999
ACH-000618,-0.791248595845
ACH-000619,-0.714082696849
ACH-000620,-0.699143921538
ACH-000621,-0.7745224577330001
ACH-000622,-0.415670099135
ACH-000623,-0.8330271850640001
ACH-000624,-0.780889073187
ACH-000627,-0.685638164226
ACH-000630,-0.7905010573800001
ACH-000632,-0.518404448664
ACH-000633,-0.753474630871
ACH-000637,-0.622849867767
ACH-000638,-0.78586334882
ACH-000646,-0.8762417470589999
ACH-000647,-0.6805745122319999
ACH-000648,-0.595397866542
ACH-000649,-0.552842619178
ACH-000651,-0.621511608896
ACH-000652,-0.678793631296
ACH-000653,-0.7902193402240001
ACH-000657,-0.680054609427
ACH-000658,-0.618641575217
ACH-000661,-0.811840304697
ACH-000662,-0.492670667807
ACH-000663,-0.8474178066789999
ACH-000665,-0.630145016884
ACH-000671,-0.630586565043
ACH-000673,-0.6594472744200001
ACH-000676,-0.594646631189
ACH-000677,-0.554287671843
ACH-000681,-0.671533034582
ACH-000682,-0.768286662209
ACH-000683,-0.639040468046
ACH-000684,-0.6202688359880001
ACH-000688,-0.738070113038
ACH-000693,-0.5380587929339999
ACH-000694,-0.702638410164
ACH-000695,-0.8088434000839999
ACH-000696,-0.689530683585
ACH-000697,-0.713747657783
ACH-000699,-0.745928151359
ACH-000701,-0.378419657708
ACH-000706,-0.645366204768
ACH-000711,-0.69669840729
ACH-000713,-0.643475685075
ACH-000714,-0.96299424544
ACH-000718,-0.7820026298039999
ACH-000720,-0.632687068988
ACH-000721,-0.60395181571
ACH-000724,-0.955154884584
ACH-000725,-0.47803574976700003
ACH-000732,-0.7878764423899999
ACH-000734,-0.697070527122
ACH-000735,-0.730277727144
ACH-000736,-0.5613920222259999
ACH-000738,-0.54060821673
ACH-000746,-0.45761343018999995
ACH-000747,-0.6851274876219999
ACH-000748,-0.571735929326
ACH-000753,-0.682468645731
ACH-000756,-0.628344452256
ACH-000757,-0.6752882580990001
ACH-000758,-0.5289321955899999
ACH-000760,-0.6185283659499999
ACH-000763,-0.7854820628129999
ACH-000764,-0.47180174220700005
ACH-000765,-0.656254506216
ACH-000766,-0.751678285637
ACH-000767,-0.869097186999
ACH-000768,-0.8222240962180001
ACH-000769,-0.8093065002240001
ACH-000770,-0.733813221319
ACH-000771,-0.522625015276
ACH-000773,-0.771841016816
ACH-000776,-0.77538344219
ACH-000777,-0.556991574723
ACH-000778,-0.622857950461
ACH-000781,-0.632924250632
ACH-000782,-0.517491555492
ACH-000783,-0.70026631682
ACH-000784,-0.61179384393
ACH-000785,-0.7166190757459999
ACH-000787,-0.809938566217
ACH-000788,-0.635042070008
ACH-000791,-0.7079607368240001
ACH-000792,-0.5618200943020001
ACH-000794,-0.542147217558
ACH-000796,-0.734825207283
ACH-000799,-0.6536591852220001
ACH-000800,-0.838394622864
ACH-000802,-0.741903525758
ACH-000804,-0.961653909419
ACH-000805,-0.7593762023939999
ACH-000809,-0.641366287051
ACH-000810,-0.936203861759
ACH-000811,-0.7373501202860001
ACH-000817,-0.667785108949
ACH-000819,-0.576192772986
ACH-000820,-0.338209823628
ACH-000821,-1.0388332567299998
ACH-000822,-0.7799859198899999
ACH-000823,-0.598522489605
ACH-000824,-0.627135992675
ACH-000827,-0.646502381658
ACH-000829,-0.8696185288299999
ACH-000831,-0.686599591894
ACH-000832,-0.705752831237
ACH-000833,-0.438659481831
ACH-000834,-0.5327379837539999
ACH-000835,-0.5879039209529999
ACH-000836,-0.7633718943350001
ACH-000837,-0.48966233526600006
ACH-000838,-0.6868156345379999
ACH-000839,-0.615066110057
ACH-000840,-0.64352809025
ACH-000841,-0.7653126404870001
ACH-000843,-0.745836497393
ACH-000846,-0.727686884961
ACH-000847,-0.649859894268
ACH-000848,-0.591928370088
ACH-000849,-0.6448526300190001
ACH-000851,-0.5937543057469999
ACH-000855,-0.43597477608400004
ACH-000856,-0.66855768181
ACH-000858,-0.775304402039
ACH-000859,-0.889861434355
ACH-000861,-0.984744157696
ACH-000862,-0.814055363957
ACH-000865,-0.554753012075
ACH-000866,-0.563344114475
ACH-000867,-0.7889327186249999
ACH-000869,-0.602803242168
ACH-000872,-0.47066591300099997
ACH-000873,-0.776761932578
ACH-000876,-0.8732543153479999
ACH-000878,-0.6649823284749999
ACH-000880,-0.663148496184
ACH-000881,-0.693974361943
ACH-000882,-0.5658301920090001
ACH-000884,-0.583720591136
ACH-000885,-0.6867198483570001
ACH-000887,-0.574802676736
ACH-000888,-0.461735394685
ACH-000889,-0.610088546498
ACH-000890,-0.5041316080330001
ACH-000896,-0.694138899607
ACH-000898,-0.589242518902
ACH-000900,-0.739672351607
ACH-000901,-0.840926597173
ACH-000905,-0.603242587065
ACH-000906,-0.869688459549
ACH-000907,-0.5796050692270001
ACH-000910,-0.5968402176690001
ACH-000911,-0.635299247593
ACH-000912,-0.710465834587
ACH-000913,-0.571030984667
ACH-000915,-0.617455378474
ACH-000916,-0.523630222967
ACH-000917,-0.608823098164
ACH-000921,-0.481624888619
ACH-000924,-0.7139786444089999
ACH-000926,-0.789011841736
ACH-000928,-0.5830529126349999
ACH-000929,-0.860955119158
ACH-000932,-0.592518925826
ACH-000935,-0.8087721064229999
ACH-000936,-0.6598082252090001
ACH-000937,-0.601960272578
ACH-000938,-0.5907859376219999
ACH-000939,-0.649711412409
ACH-000941,-0.6587323122850001
ACH-000943,-0.75037758152
ACH-000946,-0.766164880846
ACH-000947,-0.6863308306110001
ACH-000948,-0.8454596372609999
ACH-000950,-0.884247961623
ACH-000953,-0.572982589595
ACH-000957,-0.628450381223
ACH-000958,-0.606899182837
ACH-000960,-0.6411077549490001
ACH-000963,-0.944005735772
ACH-000968,-0.63461752791
ACH-000969,-0.857781528018
ACH-000973,-0.72240528834
ACH-000974,-0.7239940930750001
ACH-000975,-0.631509894598
ACH-000976,-0.597187866635
ACH-000978,-0.844345290615
ACH-000980,-0.568602113536
ACH-000984,-0.653173596028
ACH-000986,-0.743660466155
ACH-000988,-0.475451387973
ACH-000993,-0.512064695196
ACH-000994,-0.9515720015000001
ACH-000996,-0.888268802764
ACH-001001,-0.632173571141
ACH-001020,-1.14849169256
ACH-001028,-0.594485594596
ACH-001031,-0.6527963515649999
ACH-001038,-0.677770851372
ACH-001048,-0.665131673999
ACH-001050,-0.551398313683
ACH-001053,-0.947539992489
ACH-001054,-0.6660706648100001
ACH-001061,-0.740487077537
ACH-001067,-0.547766232022
ACH-001075,-0.553001243217
ACH-001096,-0.572774713647
ACH-001128,-0.774332703187
ACH-001134,-0.627153433098
ACH-001151,-0.599484588548
ACH-001163,-0.425882613842
ACH-001164,-0.843047390372
ACH-001173,-0.6769558785340001
ACH-001183,-0.6592017531800001
ACH-001184,-0.6602882839249999
ACH-001190,-0.61908503905
ACH-001192,-0.539165782838
ACH-001193,-0.5859712073510001
ACH-001196,-0.897331091128
ACH-001197,-0.534107922709
ACH-001205,-0.7839951542560001
ACH-001211,-0.583381267207
ACH-001212,-0.8558166139200001
ACH-001228,-0.6266374675899999
ACH-001232,-0.7568093876109999
ACH-001239,-0.536835603383
ACH-001274,-0.716394175184
ACH-001275,-0.40355050683300003
ACH-001277,-0.9328422764390001
ACH-001278,-0.7022802694560001
ACH-001280,-0.671178760216
ACH-001283,-0.693596952951
ACH-001289,-0.7038883688230001
ACH-001295,-0.486399094331
ACH-001300,-0.57208548198
ACH-001301,-0.6886229633140001
ACH-001302,-0.8211844211470001
ACH-001303,-0.351045500868
ACH-001306,-0.7940514622470001
ACH-001318,-0.515903136319
ACH-001322,-0.789972568723
ACH-001328,-0.7055747005930001
ACH-001332,-0.7615506341920001
ACH-001333,-0.7868948025120001
ACH-001336,-0.771136354073
ACH-001340,-0.746552578266
ACH-001346,-0.590730958767
ACH-001353,-0.634760221587
ACH-001354,-0.995774343266
ACH-001367,-0.568870501039
ACH-001368,-0.605824886805
ACH-001374,-0.820453994885
ACH-001375,-0.637915030031
ACH-001377,-0.673342633057
ACH-001380,-0.926395887498
ACH-001391,-0.816704904932
ACH-001407,-0.576769082342
ACH-001408,-0.936737558073
ACH-001413,-0.5878135267310001
ACH-001430,-0.8612615638560001
ACH-001431,-0.6795041999629999
ACH-001450,-0.6258897728530001
ACH-001496,-0.6638119499790001
ACH-001500,-0.762293175173
ACH-001521,-0.695232848599
ACH-001523,-0.710497741859
ACH-001532,-0.6436997601
ACH-001536,-0.73997749082
ACH-001550,-0.618884743802
ACH-001552,-0.429301627553
ACH-001554,-0.790769495202
ACH-001645,-0.7164159201170001
ACH-001654,-0.7507346740080001
ACH-001715,-0.688099276385
ACH-001735,-0.45009197331999995
ACH-001736,-0.617904231043
ACH-001737,-0.757552139684
ACH-001740,-0.7068398976000001
ACH-001745,-0.572874760166
ACH-001750,-0.620894249879
ACH-001765,-0.662493098482
ACH-001956,-0.851029997192
ACH-001957,-0.6630790755579999
