,HIST1H2AD (3013)
ACH-000243,-0.295747494815
ACH-000244,-0.501134117161
ACH-000246,-0.349165628742
ACH-000248,-0.53189244568
ACH-000250,-0.367332408256
ACH-000251,-0.8532213116480001
ACH-000253,-0.448796263315
ACH-000255,-0.27994171446800004
ACH-000256,-0.22920497691199998
ACH-000257,-0.327496757502
ACH-000258,-0.447007570272
ACH-000259,-0.315347883111
ACH-000260,-0.32418252301899997
ACH-000261,-0.34351416705300003
ACH-000262,-0.155486423445
ACH-000263,-0.0836435338112
ACH-000264,-0.446341268398
ACH-000265,-0.36793291289200003
ACH-000266,-0.232585561252
ACH-000272,-0.222376284803
ACH-000273,-0.439914600084
ACH-000274,-0.290405415404
ACH-000277,-0.555334208421
ACH-000278,-0.29347034065
ACH-000279,-0.20969658449700002
ACH-000280,-0.254411806639
ACH-000281,-0.205458102407
ACH-000288,-0.321979964537
ACH-000291,-0.35912974742799997
ACH-000293,-0.676029409906
ACH-000294,-0.133826610893
ACH-000295,-0.7474400751260001
ACH-000296,-0.384868047948
ACH-000302,-0.274703047806
ACH-000304,-0.464319892975
ACH-000307,-0.441214511656
ACH-000308,-0.423621427702
ACH-000310,-0.126590547417
ACH-000311,0.0779243494958
ACH-000312,-0.104621690008
ACH-000315,-0.122233261402
ACH-000316,-0.36073465031999996
ACH-000317,-0.45827960174500004
ACH-000318,-0.319259036329
ACH-000319,-0.43469332874300004
ACH-000320,-0.288357117611
ACH-000322,-0.360308625912
ACH-000323,-0.30830623783000005
ACH-000324,-0.240420784741
ACH-000329,-0.454009683993
ACH-000330,-0.416978208239
ACH-000331,-0.5288492858780001
ACH-000332,-0.386643047925
ACH-000334,-0.558928730088
ACH-000335,-0.32057340992899996
ACH-000336,-0.5266924460069999
ACH-000337,-0.168672454967
ACH-000339,-0.178969853094
ACH-000341,-0.27199715541700004
ACH-000348,-0.39971895670100005
ACH-000350,-0.14515481391899998
ACH-000352,-0.175194897461
ACH-000356,-0.735573450492
ACH-000361,-0.502517746089
ACH-000362,-0.524919967986
ACH-000363,-0.463050121442
ACH-000364,-0.309442256066
ACH-000365,-0.191040638296
ACH-000366,-0.09827694273710001
ACH-000368,-0.491861193422
ACH-000374,-0.6851886715909999
ACH-000375,-0.466736614374
ACH-000376,-0.333967138169
ACH-000381,-0.54513736994
ACH-000383,-0.36006874850500004
ACH-000387,-0.31820807523
ACH-000389,-0.328011104539
ACH-000390,-0.278520525912
ACH-000393,-0.336362172503
ACH-000395,-0.178002099199
ACH-000397,-0.32320227297299997
ACH-000401,-0.540620857655
ACH-000402,-0.311463166262
ACH-000403,-0.388089603912
ACH-000404,-0.307476178477
ACH-000406,-0.22298828536999996
ACH-000407,-0.391099998073
ACH-000408,-0.329158743061
ACH-000410,-0.142239365547
ACH-000411,-0.328983297221
ACH-000414,-0.25263224717
ACH-000415,-0.365361451387
ACH-000416,-0.31935428834699997
ACH-000420,-0.421259732057
ACH-000421,-0.33911085081200004
ACH-000424,-0.156964577369
ACH-000425,-0.286811128065
ACH-000426,-0.182947477168
ACH-000427,-0.37789055681
ACH-000433,-0.29595221874899996
ACH-000436,-0.385275292645
ACH-000444,-0.352907937415
ACH-000445,-0.36476071817199995
ACH-000448,-0.36667117641099994
ACH-000450,-0.494164648921
ACH-000452,-0.532902542137
ACH-000454,-0.393415694582
ACH-000458,-0.49981309056199996
ACH-000459,-0.7292991261139999
ACH-000460,-0.335415431587
ACH-000461,-0.263781570703
ACH-000463,-0.312011873826
ACH-000464,-0.486370925573
ACH-000466,-0.632508627467
ACH-000467,-0.244321930361
ACH-000468,-0.234158476129
ACH-000469,-0.626150136645
ACH-000470,-0.207729972043
ACH-000471,-0.293410849458
ACH-000472,-0.522493445971
ACH-000473,-0.327518955924
ACH-000475,-0.40908846466700005
ACH-000476,-0.39602539830899997
ACH-000477,-0.502951479754
ACH-000480,-0.31800510245999997
ACH-000481,-0.530842663228
ACH-000483,-0.37222077942599996
ACH-000484,-0.033615527807100004
ACH-000485,-0.547523855159
ACH-000486,-0.397732251149
ACH-000487,-0.670986784657
ACH-000488,-0.5101441024669999
ACH-000490,-0.46520268156800004
ACH-000491,-0.44576148628999995
ACH-000495,-0.520838608841
ACH-000496,-0.295180675704
ACH-000499,-0.26766675672
ACH-000500,0.395481757597
ACH-000502,-0.319888966897
ACH-000503,-0.607300724939
ACH-000505,-0.143512527256
ACH-000507,-0.381859994358
ACH-000510,-0.237391591525
ACH-000511,-0.519775541215
ACH-000512,-0.591221835195
ACH-000516,-0.715181640784
ACH-000517,-0.499052495632
ACH-000518,-0.49833472965400005
ACH-000520,-0.422153221678
ACH-000521,-0.040154650199599996
ACH-000522,-0.522610947764
ACH-000524,-0.7149769182719999
ACH-000527,-0.451950234524
ACH-000528,-0.440220747575
ACH-000537,-0.48193713891
ACH-000541,-0.13387003987999999
ACH-000542,-0.322336287177
ACH-000544,-0.331687575345
ACH-000545,-0.45614455470799997
ACH-000547,-0.267974332962
ACH-000548,-0.498175230141
ACH-000549,-0.24598286520100002
ACH-000550,-0.40866914926700004
ACH-000552,-0.287536915745
ACH-000556,-0.44378523795
ACH-000557,-0.5345824293670001
ACH-000570,-0.40374547055
ACH-000571,-0.482637786761
ACH-000573,-0.329288068171
ACH-000576,-0.293347163858
ACH-000580,-0.176931796952
ACH-000584,-0.453102255983
ACH-000585,-0.6213502920530001
ACH-000588,-0.20633185713100002
ACH-000589,-0.34366399607299997
ACH-000591,-0.226051118374
ACH-000593,-0.254784638718
ACH-000600,-0.529107231579
ACH-000601,-0.20083401529
ACH-000604,-0.47395611288999995
ACH-000605,-0.38976896664399996
ACH-000606,-0.44205453069899997
ACH-000608,-0.374986084557
ACH-000614,-0.41817727902699997
ACH-000616,-0.159084252669
ACH-000618,-0.42346324064400004
ACH-000619,-0.586443898692
ACH-000620,-0.292839688127
ACH-000621,-0.475956664106
ACH-000622,-0.331667479968
ACH-000623,-0.45894037203500004
ACH-000624,-0.39230898024300004
ACH-000627,-0.331695620017
ACH-000630,-0.540177652013
ACH-000632,-0.439666908657
ACH-000633,-0.0315316493032
ACH-000637,-0.562329346765
ACH-000638,-0.322767682046
ACH-000646,-0.29275813485999996
ACH-000647,-0.529741136423
ACH-000648,-0.28046071876999995
ACH-000649,-0.269898907667
ACH-000651,-0.224877884407
ACH-000652,-0.371768829513
ACH-000653,-0.35509550314099997
ACH-000657,-0.41434803298600004
ACH-000658,-0.21309809064399998
ACH-000661,-0.691375954657
ACH-000662,-0.33502352432599997
ACH-000663,-0.37289663194600003
ACH-000665,-0.43655128428400003
ACH-000671,-0.107646956955
ACH-000673,-0.418748076942
ACH-000676,-0.464369457391
ACH-000677,-0.154004056735
ACH-000681,-0.13673479552200002
ACH-000682,-0.383179474933
ACH-000683,-0.35539954097599996
ACH-000684,-0.211026631407
ACH-000688,-0.284763958568
ACH-000693,-0.333163257584
ACH-000694,-0.314315304794
ACH-000695,-0.159418195373
ACH-000696,-0.542131076219
ACH-000697,-0.21264739100000002
ACH-000699,-0.451240955213
ACH-000701,-0.517993863523
ACH-000706,-0.353896798094
ACH-000711,-0.489318599507
ACH-000713,-0.365298447831
ACH-000714,-0.257914151626
ACH-000718,-0.17624888905299999
ACH-000720,-0.509215167404
ACH-000721,-0.417472774592
ACH-000724,-0.615647384094
ACH-000725,0.0782518386401
ACH-000732,-0.45226098563600003
ACH-000734,-0.27982517745499996
ACH-000735,-0.308566936599
ACH-000736,-0.459493939541
ACH-000738,-0.314178142333
ACH-000746,-0.35771170217200005
ACH-000747,-0.127579135935
ACH-000748,-0.605912603339
ACH-000753,-0.37157266176
ACH-000756,-0.307420866682
ACH-000757,0.023936445172599997
ACH-000758,-0.360597066857
ACH-000760,-0.333675844976
ACH-000763,-0.704129735092
ACH-000764,-0.554087855057
ACH-000765,-0.564875900347
ACH-000766,-0.377010002212
ACH-000767,-0.16359384915300001
ACH-000768,-0.40294649068899996
ACH-000769,-0.223515682675
ACH-000770,-0.364750324399
ACH-000771,-0.297666211546
ACH-000773,-0.33811857523
ACH-000776,-0.34104501240400004
ACH-000777,-0.5614876489239999
ACH-000778,-0.42062854590300003
ACH-000781,-0.36733646784999996
ACH-000782,-0.464950973537
ACH-000783,-0.30111153438
ACH-000784,-0.347296307202
ACH-000785,-0.12450275670199999
ACH-000787,-0.19059981053800001
ACH-000788,-0.403927603159
ACH-000791,-0.15165624062799998
ACH-000792,-0.420977821301
ACH-000794,-0.40378115283
ACH-000796,-0.342873311857
ACH-000799,-0.483562060186
ACH-000800,-0.454802644613
ACH-000802,-0.35308775768899997
ACH-000804,-0.276989202086
ACH-000805,-0.28296526979200004
ACH-000809,-0.416418465366
ACH-000810,-0.462332725172
ACH-000811,-0.361306911531
ACH-000817,-0.371923622254
ACH-000819,-0.258353542886
ACH-000820,-0.19041516926
ACH-000821,-0.25516723831599997
ACH-000822,-0.34743472789700003
ACH-000823,-0.357144494086
ACH-000824,-0.637147977383
ACH-000827,-0.521533846885
ACH-000829,-0.675973565791
ACH-000831,-0.315206242551
ACH-000832,-0.33821986151100003
ACH-000833,-0.363878146179
ACH-000834,-0.312767000325
ACH-000835,-0.25333058927200003
ACH-000836,-0.27086843375999997
ACH-000837,-0.159505260295
ACH-000838,-0.24848600545699998
ACH-000839,-0.349320017315
ACH-000840,-0.529146311344
ACH-000841,-0.481129637078
ACH-000843,-0.450956375828
ACH-000846,-0.417547370223
ACH-000847,-0.0985270994125
ACH-000848,-0.5313256392369999
ACH-000849,-0.586348594139
ACH-000851,-0.404597136422
ACH-000855,-0.45731398802400003
ACH-000856,-0.309866580425
ACH-000858,-0.169795868545
ACH-000859,-0.24247048191599999
ACH-000861,-0.0350105987098
ACH-000862,-0.393996013471
ACH-000865,-0.368880726879
ACH-000866,-0.44032162402099995
ACH-000867,-0.617300985823
ACH-000869,-0.284378434199
ACH-000872,-0.47592634537100004
ACH-000873,-0.4337602812
ACH-000876,-0.428673271245
ACH-000878,-0.338780478531
ACH-000880,-0.390989050737
ACH-000881,-0.553634807641
ACH-000882,-0.406497602548
ACH-000884,-0.232360596778
ACH-000885,-0.372590721657
ACH-000887,-0.284343309832
ACH-000888,-0.266762447192
ACH-000889,-0.48861019599100003
ACH-000890,-0.149975988992
ACH-000896,-0.382009801544
ACH-000898,-0.293042103998
ACH-000900,-0.37262315848600003
ACH-000901,-0.327458410963
ACH-000905,-0.408557240752
ACH-000906,-0.389093874569
ACH-000907,-0.173278051145
ACH-000910,-0.233981868356
ACH-000911,-0.229456703123
ACH-000912,-0.44249246258
ACH-000913,-0.0826654964029
ACH-000915,-0.370220810621
ACH-000916,-0.69073798214
ACH-000917,-0.257840245702
ACH-000921,-0.261873436425
ACH-000924,-0.24297988053199998
ACH-000926,-0.170355661937
ACH-000928,-0.305126109362
ACH-000929,-0.191397315194
ACH-000932,-0.186599013823
ACH-000935,-0.310596154927
ACH-000936,-0.42913327262100004
ACH-000937,-0.522786809895
ACH-000938,-0.35097336459399997
ACH-000939,-0.21631776778700001
ACH-000941,-0.211800943401
ACH-000943,-0.389619238699
ACH-000946,-0.389196366307
ACH-000947,-0.462416109648
ACH-000948,-0.452578077368
ACH-000950,-0.118391838267
ACH-000953,-0.44647491240099996
ACH-000957,-0.050640330044599995
ACH-000958,-0.414631577673
ACH-000960,-0.6061462933380001
ACH-000963,-0.17423717421100002
ACH-000968,-0.371365560242
ACH-000969,-0.32562355828899997
ACH-000973,-0.419899672845
ACH-000974,-0.5378267078769999
ACH-000975,-0.237094910858
ACH-000976,-0.10335234376
ACH-000978,-0.376080661605
ACH-000980,-0.287587573904
ACH-000984,-0.09978588700549999
ACH-000986,-0.287690541782
ACH-000988,-0.385744193183
ACH-000993,-0.27855831252700003
ACH-000994,-0.348534721102
ACH-000996,-0.5504732061050001
ACH-001001,-0.235840387113
ACH-001020,0.00698347489891
ACH-001028,-0.361098384376
ACH-001031,-0.37421197245399995
ACH-001038,-0.39042627977600003
ACH-001048,-0.483221994083
ACH-001050,-0.206308563823
ACH-001053,-0.41847486931100003
ACH-001054,-0.26918279404
ACH-001061,-0.278255719012
ACH-001067,-0.349156867943
ACH-001075,-0.46465753419100003
ACH-001096,-0.0406961332699
ACH-001128,-0.49471164868600004
ACH-001134,-0.217833089256
ACH-001151,-0.265800637169
ACH-001163,-0.226880276396
ACH-001164,-0.20830680938299997
ACH-001173,-0.339825569678
ACH-001183,-0.250401226577
ACH-001184,-0.0696044295158
ACH-001190,-0.275724981007
ACH-001192,-0.269222588329
ACH-001193,-0.5488190417050001
ACH-001196,-0.39981830799999996
ACH-001197,-0.137469618926
ACH-001205,-0.324159483896
ACH-001211,-0.387982087555
ACH-001212,-0.762791140656
ACH-001228,-0.440512602305
ACH-001232,-0.35775567798299995
ACH-001239,-0.453394975449
ACH-001274,-0.430250863969
ACH-001275,-0.398987158742
ACH-001277,0.129516743455
ACH-001278,-0.275402308737
ACH-001280,-0.41419225808700005
ACH-001283,-0.42253854064400004
ACH-001289,-0.566202578535
ACH-001295,-0.385607147047
ACH-001300,-0.33752179903000007
ACH-001301,-0.46758252492200003
ACH-001302,-0.577948233937
ACH-001303,-0.29897973713000003
ACH-001306,-0.37254935598899996
ACH-001318,-0.423247982674
ACH-001322,-0.332576700202
ACH-001328,-0.39172210645000005
ACH-001332,-0.390272828314
ACH-001333,-0.414768133416
ACH-001336,-0.615773774673
ACH-001340,-0.671873119366
ACH-001346,-0.329712064535
ACH-001353,-0.356292143821
ACH-001354,0.134074981832
ACH-001367,-0.0325415291839
ACH-001368,-0.284254271894
ACH-001374,-0.47971897826399995
ACH-001375,-0.335315609483
ACH-001377,-0.268431079372
ACH-001380,-0.252367392856
ACH-001391,-0.220354491292
ACH-001407,-0.507061309807
ACH-001408,-0.538874087194
ACH-001413,-0.519171174151
ACH-001430,-0.474308207581
ACH-001431,-0.186800022007
ACH-001450,-0.188362848131
ACH-001496,-0.19148550744800003
ACH-001500,-0.36474000705
ACH-001521,-0.615140128589
ACH-001523,-0.17097845331599998
ACH-001532,-0.442352293055
ACH-001536,-0.649465932575
ACH-001550,-0.386936185297
ACH-001552,-0.492221907258
ACH-001554,-0.36629175664499997
ACH-001645,-0.33572478305200004
ACH-001654,-0.401113282101
ACH-001715,-0.359158385503
ACH-001735,-0.277708480097
ACH-001736,-0.327108959133
ACH-001737,-0.906467253133
ACH-001740,-0.276104398416
ACH-001745,-0.131886932306
ACH-001750,-0.4046397096
ACH-001765,-0.297412860905
ACH-001956,-0.553393114329
ACH-001957,-0.499565293276
