,ATE1 (11101)
ACH-000004,0.00160424578152
ACH-000007,0.33880104635799996
ACH-000009,-0.131138494932
ACH-000011,0.0626966476208
ACH-000012,-0.112629489419
ACH-000013,0.07998620986010001
ACH-000014,0.259269164439
ACH-000015,-0.071212659238
ACH-000017,0.0521370279577
ACH-000018,0.054786323043999996
ACH-000019,-0.364373520198
ACH-000021,0.0401716739531
ACH-000022,-0.120362300658
ACH-000025,0.211788525016
ACH-000028,-0.0879815979163
ACH-000030,0.0160844872322
ACH-000035,-0.04268807926419999
ACH-000036,0.16691667285999998
ACH-000037,-0.049885599593
ACH-000039,0.205504734672
ACH-000040,0.158514967921
ACH-000041,0.10610523964299999
ACH-000042,0.010575069427200002
ACH-000045,0.31120086000999997
ACH-000047,-0.0197098010947
ACH-000052,0.0163966097809
ACH-000053,0.08882765776410001
ACH-000054,-0.160619529815
ACH-000055,0.10555498400800001
ACH-000060,0.224252296935
ACH-000067,0.102403247982
ACH-000070,0.16159652517200002
ACH-000075,0.350817121245
ACH-000078,-0.153360347413
ACH-000082,0.054460881675
ACH-000085,-0.017626286938
ACH-000086,0.018617779894700003
ACH-000087,0.0541126743338
ACH-000092,0.0339366637679
ACH-000095,0.047233872710699995
ACH-000097,0.08924247967690001
ACH-000098,-0.0765840594708
ACH-000099,-0.34101503450599996
ACH-000108,-0.12252479432800001
ACH-000113,0.20455891063499998
ACH-000115,-0.0337611095061
ACH-000116,-0.0754679513095
ACH-000118,-0.551278795676
ACH-000120,-0.04362966813730001
ACH-000123,-0.033006963894
ACH-000127,0.0947936537744
ACH-000128,-0.0406426927829
ACH-000132,-0.0977811675794
ACH-000133,-0.07946295229110001
ACH-000137,0.18792105683200003
ACH-000138,0.025904424798499998
ACH-000142,0.0503657129502
ACH-000143,0.041454282330900004
ACH-000146,0.051008602968
ACH-000148,-0.162229624169
ACH-000150,-0.0121554097716
ACH-000152,0.042530806009
ACH-000153,-0.15283684862
ACH-000159,-0.0119049284121
ACH-000160,0.0150724737412
ACH-000163,0.0635387812542
ACH-000167,0.181819290734
ACH-000168,0.321141568962
ACH-000169,-0.18880732791700003
ACH-000178,-0.111788973497
ACH-000182,-0.4333615632399999
ACH-000183,-0.0923817990996
ACH-000188,0.020068904387
ACH-000189,-0.005570401703979999
ACH-000190,0.060287300702300005
ACH-000198,0.248698679725
ACH-000204,0.17500770975699997
ACH-000206,-0.0360241526288
ACH-000207,-0.318266089083
ACH-000211,0.0112107461002
ACH-000215,0.074245678729
ACH-000221,-0.130729568922
ACH-000222,-0.11924186855900001
ACH-000223,-0.231237701367
ACH-000226,-0.0325953447
ACH-000227,-0.381202404411
ACH-000228,-0.24788553282900003
ACH-000231,-0.0614575776055
ACH-000232,0.0828443648249
ACH-000233,0.00862564055864
ACH-000234,0.08202357525760001
ACH-000235,-0.0202072342798
ACH-000237,-0.0192023383972
ACH-000238,-0.271787098812
ACH-000243,-0.0786076409268
ACH-000244,-0.0488770747732
ACH-000246,0.09459192484819999
ACH-000248,-0.019568865439099997
ACH-000250,-0.0332485981638
