,PRPF38A (84950)
ACH-000855,-1.30584498496
ACH-000856,-1.6037307834799999
ACH-000858,-1.41211848023
ACH-000859,-1.53827731484
ACH-000861,-1.34124140629
ACH-000862,-1.4389764818900002
ACH-000865,-1.43230920416
ACH-000866,-1.59939713419
ACH-000867,-1.7892722799599998
ACH-000869,-1.22891895169
ACH-000872,-1.11953655939
ACH-000873,-1.27994211866
ACH-000876,-1.5777895021000001
ACH-000878,-1.1878745935200001
ACH-000880,-1.47182031778
ACH-000881,-1.5559607475200001
ACH-000882,-1.20776319089
ACH-000884,-1.11997288361
ACH-000885,-1.4093354474899997
ACH-000887,-1.49705508514
ACH-000888,-1.66002420204
ACH-000889,-1.7340263678
ACH-000890,-1.5454368209399998
ACH-000896,-1.42254713706
ACH-000898,-1.4081594978999998
ACH-000900,-1.40400925238
ACH-000901,-1.6983112525600002
ACH-000905,-1.56425532836
ACH-000906,-1.39886487986
ACH-000907,-1.2574059068999999
ACH-000910,-1.70616948433
ACH-000911,-1.48127064592
ACH-000912,-1.4502912934799999
ACH-000913,-1.34271017592
ACH-000915,-1.5175261508000002
ACH-000916,-1.33596060079
ACH-000917,-1.39988289671
ACH-000921,-1.3715108622999999
ACH-000924,-1.4686925509
ACH-000926,-1.60504127266
ACH-000928,-1.10193270412
ACH-000929,-1.31825636832
ACH-000932,-1.5054339020899998
ACH-000935,-1.29404589908
ACH-000936,-1.5566469089700001
ACH-000937,-1.78476527759
ACH-000938,-1.8368905306099998
ACH-000939,-1.3979156603
ACH-000941,-1.4873992475
ACH-000943,-1.5030878704600001
ACH-000946,-1.3686925922
ACH-000947,-1.48004544695
ACH-000948,-1.21309675521
ACH-000950,-1.37805502116
ACH-000953,-1.9085895875799999
ACH-000957,-1.1912257205299999
ACH-000958,-1.21025044713
ACH-000960,-1.77779939696
ACH-000963,-1.27566292342
ACH-000968,-1.2881833924500001
ACH-000969,-1.4756038172
ACH-000973,-1.6685382616
ACH-000974,-1.48788757094
ACH-000975,-1.49914543041
ACH-000976,-1.3566029291600001
ACH-000978,-1.36364153999
ACH-000980,-1.4389674287
ACH-000984,-1.43995384826
ACH-000986,-1.21633524472
ACH-000988,-1.2875254902600002
ACH-000993,-1.0411492908600002
ACH-000994,-1.4819530859999999
ACH-000996,-1.39607370282
ACH-001001,-1.49853653479
ACH-001020,-1.4388891077700001
ACH-001028,-1.6446189616799998
ACH-001031,-1.66240683347
ACH-001038,-1.50628114741
ACH-001048,-1.5658217629
ACH-001050,-1.29395444014
ACH-001053,-1.3484865261599999
ACH-001054,-1.69370022789
ACH-001061,-1.32626766452
ACH-001067,-1.4482479778400001
ACH-001075,-1.6169106312000001
ACH-001096,-1.56063952465
ACH-001128,-1.29189473623
ACH-001134,-1.4213251216299998
ACH-001151,-1.45755635729
ACH-001163,-1.6323552242500001
ACH-001164,-1.1719611028
ACH-001173,-1.4526247219600001
ACH-001183,-1.39736378036
ACH-001184,-1.6013275203400001
ACH-001190,-1.3261053917399999
ACH-001192,-1.63481046979
ACH-001193,-0.90947659248
ACH-001196,-1.3792859334099998
ACH-001197,-1.613950266
ACH-001205,-1.6415935382299998
ACH-001211,-1.3570218512099999
ACH-001212,-1.38684514838
ACH-001228,-1.4744741516
ACH-001232,-1.38085451637
ACH-001239,-1.60610102517
ACH-001274,-1.70239495379
ACH-001275,-1.7370461325400002
ACH-001277,-1.33457284718
ACH-001278,-1.4291318384
ACH-001280,-1.4502139273399999
ACH-001283,-1.31660788272
ACH-001289,-1.52584311741
ACH-001295,-1.74960273288
ACH-001300,-1.55924080764
ACH-001301,-1.19705762186
ACH-001302,-1.54009102197
ACH-001303,-1.2439878012999999
ACH-001306,-1.3771767342899999
ACH-001318,-1.4960413680700002
ACH-001322,-1.35666557845
ACH-001328,-1.3242311640200002
ACH-001332,-1.11908823046
ACH-001333,-1.30858519369
ACH-001336,-1.0763969693000002
ACH-001340,-1.40280574429
ACH-001346,-1.21008658557
ACH-001353,-1.2800524433
ACH-001354,-1.47757759699
ACH-001367,-1.44740617775
ACH-001368,-1.34935229907
ACH-001374,-1.67540113066
ACH-001375,-1.3707814531
ACH-001377,-1.67250093991
ACH-001380,-1.32910760344
ACH-001391,-1.45158801972
ACH-001407,-1.30869494241
ACH-001408,-1.9056773818500001
ACH-001413,-1.06534399627
ACH-001430,-2.00470964713
ACH-001431,-1.6533807858899998
ACH-001450,-1.57769861287
ACH-001496,-1.3232063312200002
ACH-001500,-1.76522856155
ACH-001521,-1.76044437719
ACH-001523,-1.43765231801
ACH-001532,-1.54203968314
ACH-001536,-1.32543469759
ACH-001550,-1.6041158211500002
ACH-001552,-1.1685237200799998
ACH-001554,-1.5518809613799998
ACH-001645,-1.3596731747100002
ACH-001654,-1.62879173689
ACH-001715,-1.61435717933
ACH-001735,-1.6970397472799998
ACH-001736,-1.9241509198
ACH-001737,-1.92533610877
ACH-001740,-1.5970252138999999
ACH-001745,-1.6278865680799999
ACH-001750,-1.2438356359
ACH-001765,-1.43575306069
ACH-001956,-1.44394964157
ACH-001957,-1.36945737844
