,MTSS1L (92154)
ACH-000004,-0.108154143615
ACH-000007,0.070646110528
ACH-000009,-0.08919458023589999
ACH-000011,0.09215587928880001
ACH-000012,-0.105349245131
ACH-000013,-0.182533812326
ACH-000014,-0.169669837036
ACH-000015,-0.005997876648050001
ACH-000017,0.0536220696254
ACH-000018,0.0660844392719
ACH-000019,0.22396138788000003
ACH-000021,-0.173840152951
ACH-000022,0.0267232583006
ACH-000025,-0.10481450717299999
ACH-000028,0.147523706469
ACH-000030,0.034444135262099995
ACH-000035,-0.168686550153
ACH-000036,0.0196209793888
ACH-000037,-0.173201276776
ACH-000039,0.060500713612599996
ACH-000040,0.0511139383875
ACH-000041,-0.123024761499
ACH-000042,-0.135174428844
ACH-000045,-0.0526703793186
ACH-000047,-0.143570808415
ACH-000052,-0.319930244079
ACH-000053,-0.09376840758210002
ACH-000054,-0.0850542181591
ACH-000055,-0.0566026647946
ACH-000060,0.0429655164877
ACH-000067,-0.010181675420799998
ACH-000070,-0.12161144649599999
ACH-000075,-0.07114222567419999
ACH-000078,-0.141422115146
ACH-000082,0.00355263613814
ACH-000085,-0.032926696373099994
ACH-000086,-0.00860879700557
ACH-000087,-0.08795906631810001
ACH-000092,-0.061069395489600005
ACH-000095,-0.0906201647439
ACH-000097,-0.034627843345
ACH-000098,-0.1801467293
ACH-000099,-0.0664149354798
ACH-000108,-0.267909094156
ACH-000113,-0.0112989156881
ACH-000115,-0.21023068857299998
ACH-000116,0.05171968415559999
ACH-000118,0.025059210822099998
ACH-000120,-0.243718549981
ACH-000123,0.03751878209
ACH-000127,-0.2222885725
ACH-000128,-0.079015142318
ACH-000132,-0.291706860686
ACH-000133,-0.0817954317988
ACH-000137,0.0115245654433
ACH-000138,0.007870609282279999
ACH-000142,-0.115786473902
ACH-000143,0.07375708740669999
ACH-000146,-0.216807472769
ACH-000148,0.0572757101481
ACH-000150,0.034904689042
ACH-000152,0.147843038708
ACH-000153,-0.284736974245
ACH-000159,0.0373540234046
ACH-000160,0.013195373181
ACH-000163,-0.0320916724946
ACH-000167,-0.37990205965499996
ACH-000168,-0.109887055113
ACH-000169,-0.014676525166299999
ACH-000178,-0.228470171144
ACH-000182,-0.08160173529760001
ACH-000183,-0.077422246184
ACH-000188,0.10689013263399999
ACH-000189,0.17365504750900002
ACH-000190,-0.100763236677
ACH-000198,0.0244626499895
ACH-000204,0.0794075848998
ACH-000206,-0.0971411073915
ACH-000207,0.224965861107
ACH-000211,-0.0520634559014
ACH-000215,-0.0872548441708
ACH-000221,-0.103851122071
ACH-000222,0.0017374635501
ACH-000223,-0.0995769062562
ACH-000226,0.0752352272906
ACH-000227,-0.347527380727
ACH-000228,-0.148296250712
ACH-000231,0.019031832391099998
ACH-000232,-0.337311405955
ACH-000233,-0.0856055599337
ACH-000234,-0.0594209971694
ACH-000235,-0.139507126289
ACH-000237,-0.0592430394427
ACH-000238,0.0418454642949
ACH-000243,-0.0903985373153
ACH-000244,-0.0499503023251
ACH-000246,-6.96734229675e-06
ACH-000248,0.22255245501600002
ACH-000250,-0.11978359165500001
ACH-000251,0.194930005715
ACH-000253,-0.0887069976825
ACH-000255,0.0463818020586
ACH-000256,-0.037919917621
ACH-000257,-0.011645838981299998
ACH-000258,-0.16611601547
ACH-000259,-0.09347002561519999
ACH-000260,0.0718462748371
ACH-000261,-0.14977822707
ACH-000262,0.111078262182
ACH-000263,-0.281297171853
ACH-000264,-0.043164834129
ACH-000265,0.09540027802249999
ACH-000266,-0.07648396069680001
ACH-000272,0.030262830016799996
ACH-000273,0.0535113443449
ACH-000274,0.022561632382400002
ACH-000277,-0.108073851012
ACH-000278,-0.18708148357700002
ACH-000279,-0.233557109742
ACH-000280,-0.00928477874182
ACH-000281,-0.216492239435
ACH-000288,-0.0724264640165
ACH-000291,-0.14755675902100002
ACH-000293,-0.0922671755909
ACH-000294,-0.226107359266
ACH-000295,-0.034890784933800004
ACH-000296,0.031834074571
ACH-000302,-0.055181541344300006
ACH-000304,0.172327318586
ACH-000307,0.10025356084100001
ACH-000308,-0.0254021722957
ACH-000310,0.0229541974592
ACH-000311,-0.25690705231
ACH-000312,-0.12481577377999999
ACH-000315,-0.169950570835
ACH-000316,0.14248453789100002
ACH-000317,-0.0407987592671
ACH-000318,0.041622793659099995
ACH-000319,-0.00954595057852
ACH-000320,-0.267561492214
ACH-000322,-0.218030009566
ACH-000323,-0.05745962206119999
ACH-000324,-0.06670074561980001
ACH-000329,-0.00893584845534
ACH-000330,0.0259567452124
ACH-000331,-0.0764736316331
ACH-000332,-0.0429878156575
ACH-000334,-0.035099094174699995
ACH-000335,-0.157837533018
ACH-000336,0.048146605367199995
ACH-000337,-0.225962342014
ACH-000339,-0.06584421827169999
ACH-000341,0.033283069346
ACH-000348,-0.173597012753
ACH-000350,0.11772256258300001
ACH-000352,0.156863631652
ACH-000356,-0.0768155360823
ACH-000361,-0.113914249389
ACH-000362,-0.180344513765
ACH-000363,-0.0681209624935
ACH-000364,-0.017420922576
ACH-000365,-0.131247541503
ACH-000366,-0.144277632119
ACH-000368,-0.0383812923577
ACH-000374,0.134756168007
ACH-000375,0.056164068152
ACH-000376,-0.10887505849300001
ACH-000381,-0.135471966294
ACH-000383,0.0111947744163
ACH-000387,-0.131329519221
ACH-000389,-0.123257187918
ACH-000390,-0.0806975577098
ACH-000393,0.011554917435899998
ACH-000395,-0.280383232505
ACH-000397,-0.0630954279133
ACH-000401,-0.221088923392
ACH-000402,-0.26899429138799996
ACH-000403,-0.145831775017
ACH-000404,0.200190322685
ACH-000406,-0.00553307819427
ACH-000407,-0.0821499879212
ACH-000408,-0.180921195275
ACH-000410,-0.0617847037175
ACH-000411,-0.0391024482216
ACH-000414,-0.114053247356
ACH-000415,0.0401519844687
ACH-000416,-0.027342113126500003
ACH-000420,-0.0753724046452
ACH-000421,-0.0765831049158
ACH-000424,-0.0995314164323
ACH-000425,0.00893554962192
ACH-000426,0.141474330841
ACH-000427,-0.0364344735805
ACH-000433,-0.141324318832
ACH-000436,0.12319887294000001
ACH-000444,-0.252729954659
ACH-000445,0.144053850197
ACH-000448,-0.012575494546299998
ACH-000450,0.10443729793199999
ACH-000452,-0.0436309244032
ACH-000454,-0.130335991646
ACH-000458,0.045903597978099994
ACH-000459,-0.135915474552
ACH-000460,0.00229984455075
ACH-000461,-0.122929762671
ACH-000463,-0.037679605132400006
ACH-000464,0.0708528560071
ACH-000466,-0.0796314743605
ACH-000467,-0.00075907261394
ACH-000468,-0.180730769881
ACH-000469,-0.133417659352
ACH-000470,-0.167107449979
ACH-000471,-0.0386386601907
ACH-000472,-0.1669641704
ACH-000473,0.0659936904171
ACH-000475,-0.230274797523
ACH-000476,-0.23304958840999998
ACH-000477,0.0447878482274
ACH-000480,0.063252622168
ACH-000481,0.120526957281
ACH-000483,-0.08065820466310002
ACH-000484,-0.147926746982
ACH-000485,0.0325473805614
ACH-000486,-0.038547989924800005
ACH-000487,-0.0220542722884
ACH-000488,-0.0312561963409
ACH-000490,0.0224528278434
ACH-000491,-0.141257721776
ACH-000495,-0.0960543917046
ACH-000496,-0.22517419918200002
ACH-000499,-0.0416622525032
ACH-000500,0.136771417164
ACH-000502,-0.147561885022
ACH-000503,0.0574917728164
ACH-000505,-0.283213879441
ACH-000507,-0.0959355760869
ACH-000510,0.0279053625234
ACH-000511,0.00760785729618
ACH-000512,0.181736960719
ACH-000516,-0.131256482081
ACH-000517,-0.0375828700591
ACH-000518,-0.0774533608199
ACH-000520,-0.156792828782
ACH-000521,-0.097876958091
ACH-000522,-0.301431837949
ACH-000524,-0.020160909372
ACH-000527,-0.036422260052699995
ACH-000528,0.014721699859499999
ACH-000537,-0.158189779182
ACH-000541,-0.07715895635060001
ACH-000542,-0.0195680465213
ACH-000544,-0.137338268092
ACH-000545,-0.018974693648599997
ACH-000547,-0.0526486807471
ACH-000548,-0.11703758179899999
ACH-000549,-0.0496634695634
ACH-000550,-0.2685290407
ACH-000552,0.0365638989776
ACH-000556,-0.174150819463
ACH-000557,-0.133061961643
ACH-000570,-0.0181352117524
ACH-000571,-0.352839376043
ACH-000573,-0.029261835559200002
ACH-000576,-0.09595511400159999
ACH-000580,-0.246967580071
ACH-000584,-0.0420646960194
ACH-000585,-0.0863074531412
ACH-000588,0.106439725429
ACH-000589,-0.0027528234604799998
ACH-000591,-0.407965346759
ACH-000593,-0.106969816903
ACH-000600,0.00729459204358
ACH-000601,-0.0971237401929
ACH-000604,0.0929839267564
ACH-000605,-0.17928810721799998
ACH-000606,0.170406381039
ACH-000608,-0.0960001066069
ACH-000614,0.130357513289
ACH-000616,-0.0784671908764
ACH-000618,0.0240142301989
ACH-000619,-0.025898775039900002
ACH-000620,-0.0975533075523
ACH-000621,-0.0913201656006
ACH-000622,-0.193988709301
ACH-000623,-0.057051676975499996
ACH-000624,0.00243192227056
ACH-000627,0.0037210348800300005
ACH-000630,-0.157653764737
ACH-000632,-0.0399276708357
ACH-000633,-0.32327207226300003
ACH-000637,-0.026334170373
ACH-000638,0.0639197737188
ACH-000646,-0.040266572824
ACH-000647,-0.0670630173777
ACH-000648,0.22731287236499997
ACH-000649,-0.0231476816768
ACH-000651,-0.35118078821000004
ACH-000652,-0.12062654605999999
ACH-000653,-0.057160500159
ACH-000657,-0.044440118996800004
ACH-000658,-0.10053810076400001
