,WBSCR17 (64409)
ACH-000004,0.19042652223099998
ACH-000007,0.154343412505
ACH-000009,0.179773961681
ACH-000011,0.143609536795
ACH-000012,0.228922398688
ACH-000013,0.213631970042
ACH-000014,0.05194922786949999
ACH-000015,0.0909846971763
ACH-000017,0.17876130874200002
ACH-000018,0.0988474894384
ACH-000019,-0.206482883169
ACH-000021,-0.238151339214
ACH-000022,0.056413404776300004
ACH-000025,0.07650896443510001
ACH-000028,0.12261777514599999
ACH-000030,0.14256879744
ACH-000035,-0.019952446578099997
ACH-000036,-0.037424835441999996
ACH-000037,0.199322208295
ACH-000039,0.14064719574
ACH-000040,0.116059721598
ACH-000041,0.16777917159400002
ACH-000042,0.18204575111699997
ACH-000045,0.197032807136
ACH-000047,0.0746317319864
ACH-000052,-0.00912253386491
ACH-000053,0.0535392985312
ACH-000054,-0.00970179628886
ACH-000055,0.278814928304
ACH-000060,-0.036899644847499996
ACH-000067,-0.0691026516626
ACH-000070,0.09890754091710001
ACH-000075,0.0035436615647
ACH-000078,0.179514077786
ACH-000082,-0.0012865451164700001
ACH-000085,0.307276184868
ACH-000086,0.237983584999
ACH-000087,0.059714724667499997
ACH-000092,0.11060236444
ACH-000095,0.00266762702509
ACH-000097,0.0514893202159
ACH-000098,-0.159106120451
ACH-000099,0.00529769082695
ACH-000108,-0.0646174216128
ACH-000113,0.119979643866
ACH-000115,0.154800568114
ACH-000116,0.149622314365
ACH-000118,-0.009889272962500001
ACH-000120,0.09440585755599999
ACH-000123,0.044092384042800005
ACH-000127,-0.09940074521130002
ACH-000128,0.159868126815
ACH-000132,0.127468620024
ACH-000133,0.039372294505199995
ACH-000137,0.09539975875839998
ACH-000138,0.101751801984
ACH-000142,0.0214608465615
ACH-000143,0.0467628025009
ACH-000146,0.0426920449896
ACH-000148,-0.0322639814938
ACH-000150,0.030201579723200003
ACH-000152,0.0659215975783
ACH-000153,0.4463728249
ACH-000159,-0.0878404540137
ACH-000160,0.120030808697
