,AZIN1 (51582)
ACH-000352,-0.46795787204800005
ACH-000356,-0.178417528206
ACH-000361,-0.206384427881
ACH-000362,-0.545271014456
ACH-000363,-1.03041971142
ACH-000364,-0.0697876632186
ACH-000365,-0.459609217636
ACH-000366,0.0014662090596600002
ACH-000368,-0.014254532697999998
ACH-000374,0.0889119411575
ACH-000375,-0.527829386426
ACH-000376,-0.0657163843481
ACH-000381,-0.32582714996
ACH-000383,-0.587271282047
ACH-000387,-0.10221689539899999
ACH-000389,-0.09309819383210001
ACH-000390,-0.607394989647
ACH-000393,-0.15973431192
ACH-000395,-0.288628915486
ACH-000397,-0.29837404917800003
ACH-000401,-0.492433207122
ACH-000402,-0.532919333475
ACH-000403,-0.148734470348
ACH-000404,-0.216393027568
ACH-000406,-0.566434562117
ACH-000407,-0.10841016452999999
ACH-000408,-0.400413279341
ACH-000410,-0.289468853039
ACH-000411,-0.34765444306599996
ACH-000414,-0.372509630901
ACH-000415,-0.20841304336199998
ACH-000416,-0.406267159933
ACH-000420,-0.08990291672110001
ACH-000421,-0.157074990786
ACH-000424,-0.08927313128310001
ACH-000425,-0.514717726461
ACH-000426,-0.15430094581700002
ACH-000427,-0.46537305987800004
ACH-000433,-0.16339197317
ACH-000436,-0.679635116821
ACH-000444,-0.224241370623
ACH-000445,-0.33158727429699997
ACH-000448,-0.217702263771
ACH-000450,-0.23289988960000002
ACH-000452,-0.152663649691
ACH-000454,-0.40341153564599996
ACH-000458,-0.09470772102710001
ACH-000459,-0.145771396321
ACH-000460,-0.347726962468
ACH-000461,-0.062464716098800006
ACH-000463,0.0614466611136
ACH-000464,-0.0851881974471
ACH-000466,-0.299803519868
ACH-000467,-0.305848889009
ACH-000468,-0.495385608098
ACH-000469,-0.193480461175
ACH-000470,-0.244628905049
ACH-000471,-0.45904437000299997
ACH-000472,-0.28443221117
ACH-000473,-0.12640606478
ACH-000475,-0.343951559122
ACH-000476,-0.20179938145799997
ACH-000477,-0.332502330203
ACH-000480,-0.0127352637934
ACH-000481,-0.465670645711
ACH-000483,-0.111058008086
ACH-000484,-0.0268535921932
ACH-000485,-0.0102615963035
ACH-000486,-0.327730312915
ACH-000487,-0.5271399014989999
ACH-000488,-0.25487860330699996
ACH-000490,-0.250985696348
ACH-000491,-0.052259919688499995
ACH-000495,-0.333036759359
ACH-000496,-0.268938850295
ACH-000499,-0.0985214280223
ACH-000500,-0.25083261784099997
ACH-000502,-0.309335240159
ACH-000503,-0.405121787153
ACH-000505,-0.271993719243
ACH-000507,-0.260106591431
ACH-000510,-0.279709718402
ACH-000511,-0.282605961439
ACH-000512,-0.288202522772
ACH-000516,-0.17061154469599998
ACH-000517,-0.26232093109099996
ACH-000518,-0.16100543839099998
ACH-000520,-0.07403482423110001
ACH-000521,-0.283680755278
ACH-000522,-0.238944602745
ACH-000524,-0.17598609973
ACH-000527,-0.198576482315
ACH-000528,-0.183485352709
ACH-000537,-0.16427239134500002
ACH-000541,-0.08598324509680001
ACH-000542,-0.436378367458
ACH-000544,-0.051404275950300005
ACH-000545,-0.455148208531
ACH-000547,-0.195231576276
ACH-000548,-0.29317180830899997
ACH-000549,-0.0825036650915
ACH-000550,-0.19066239415600003
ACH-000552,-0.43774854262100005
ACH-000556,-0.7413016189910001
ACH-000557,-0.945213539965
ACH-000570,-0.0787661276772
ACH-000571,-0.0799978910062
ACH-000573,-0.12734570754799998
ACH-000576,-0.8985205582350001
ACH-000580,-0.160216422861
ACH-000584,-0.448218182333
ACH-000585,-0.331332561558
ACH-000588,-0.373981545395
ACH-000589,-0.236000578745
ACH-000591,0.0378771373552
ACH-000593,-0.309115380524
ACH-000600,-0.22608691056999997
ACH-000601,-0.529466013924
ACH-000604,-0.12463892021199999
ACH-000605,-0.337374694507
ACH-000606,-0.290298393084
ACH-000608,-0.0443389867409
ACH-000614,-0.473120635021
ACH-000616,-0.0703356790196
ACH-000618,-0.21605888466999995
ACH-000619,-0.67714282256
ACH-000620,-0.153316354377
ACH-000621,-0.39808128670000004
ACH-000622,-0.10405482811200001
ACH-000623,0.062438035534899995
ACH-000624,-0.178594327009
ACH-000627,-0.30057830344700004
ACH-000630,-0.118396882444
ACH-000632,-0.151684967432
ACH-000633,-0.023418083816900002
ACH-000637,-0.18253860526299998
ACH-000638,-0.5637372944619999
ACH-000646,-0.24853320636100001
ACH-000647,-0.27710931658599997
ACH-000648,-0.239168294945
ACH-000649,-0.199654319288
ACH-000651,-0.219759038942
ACH-000652,-0.272153066322
ACH-000653,-0.14005467304000002
ACH-000657,-0.148510612461
ACH-000658,-0.884201414979
ACH-000661,-0.470614670868
ACH-000662,-0.035231989692000004
ACH-000663,-0.45749933236199997
ACH-000665,-0.13918049193600002
ACH-000671,-0.107999129157
ACH-000673,-0.257554598782
ACH-000676,-0.6268188313499999
ACH-000677,-0.266750738682
ACH-000681,-0.360615634122
ACH-000682,-0.140884828166
ACH-000683,-0.29340393696600003
ACH-000684,-0.0844703695425
ACH-000688,-0.139414420041
ACH-000693,-0.287768792359
ACH-000694,-0.176182787023
ACH-000695,-0.598245026866
ACH-000696,-0.129717729887
ACH-000697,-0.262240753136
ACH-000699,-0.49403700772799997
ACH-000701,-0.145831109579
ACH-000706,-0.0496810323339
ACH-000711,-0.325981923652
ACH-000713,-0.5065155407890001
ACH-000714,-0.364633105611
ACH-000718,-0.161424351695
ACH-000720,-0.146954771586
ACH-000721,-0.34564222416900003
ACH-000724,0.085724463592
ACH-000725,-0.24386733799600002
ACH-000732,-0.215276777171
ACH-000734,-0.16654720493300001
ACH-000735,-0.269458047198
ACH-000736,-0.027983043500999998
ACH-000738,-0.150981145951
ACH-000746,-0.272467686566
ACH-000747,-0.400621746928
ACH-000748,-0.17918137919399998
ACH-000753,-0.524035233897
ACH-000756,-0.08463667630439999
ACH-000757,-0.23136275916299998
ACH-000758,-0.212540537223
ACH-000760,-0.18001022247600001
ACH-000763,-0.409389903112
ACH-000764,-0.182147911671
ACH-000765,-0.0888763831242
ACH-000766,-0.105860324925
ACH-000767,-0.271099850431
ACH-000768,-0.26503803623000005
ACH-000769,-0.443273734899
ACH-000770,-0.48004308351
ACH-000771,-0.311589278083
ACH-000773,-0.475087960886
ACH-000776,-0.26545388357099997
ACH-000777,-0.146232547425
ACH-000778,-0.35449307406400005
ACH-000781,-0.383988740636
ACH-000782,-0.0443962139883
ACH-000783,-0.618626034477
ACH-000784,-0.245295634179
ACH-000785,-0.211620185673
ACH-000787,-0.174423646923
ACH-000788,-0.141776833056
ACH-000791,-0.30163082245
ACH-000792,-0.249915526702
ACH-000794,-0.378013422315
ACH-000796,-0.26122277491900003
ACH-000799,-0.779650542386
ACH-000800,-0.274151783276
ACH-000802,-0.101015791064
ACH-000804,-0.34963953570600004
ACH-000805,-0.159577698008
ACH-000809,-0.28862186173
ACH-000810,-0.36050800777500003
ACH-000811,-0.257598143742
ACH-000817,-0.263406994358
ACH-000819,-0.16976273516399998
ACH-000820,0.224012187566
ACH-000821,-0.70093628884
ACH-000822,-0.700398353389
ACH-000823,-0.336896947866
ACH-000824,-0.132298854622
ACH-000827,-0.213737825444
ACH-000829,-0.17164482436200001
ACH-000831,-0.181565034496
ACH-000832,-0.437573240621
ACH-000833,-0.023642314624799998
ACH-000834,-0.186453765095
ACH-000835,-0.296458446649
ACH-000836,-0.38926113494599995
ACH-000837,-0.552104726374
ACH-000838,-0.286938019631
ACH-000839,-0.123945139472
ACH-000840,-0.0772174623814
ACH-000841,-0.68234344468
ACH-000843,-0.41503874377300004
ACH-000846,-0.50979288474
ACH-000847,-0.17197424073800002
ACH-000848,-0.188038516155
ACH-000849,-0.812657984091
ACH-000851,-0.16817147691300002
ACH-000855,-0.082905997087
ACH-000856,-0.407949616906
ACH-000858,-0.205892307304
ACH-000859,-0.36958727457400004
ACH-000861,-0.119920567962
ACH-000862,-0.164050012679
ACH-000865,-0.168037892517
ACH-000866,-0.260588140014
ACH-000867,-0.746086537829
ACH-000869,-0.22462034546
ACH-000872,-0.234039123141
ACH-000873,-0.40745523226999997
ACH-000876,-0.243051941951
ACH-000878,-0.185368613121
ACH-000880,-0.5157640794380001
ACH-000881,-0.36089455467
ACH-000882,-0.476060610377
ACH-000884,-0.149965626555
ACH-000885,-0.11687965855
ACH-000887,-0.0877247522094
ACH-000888,-0.42513407711999995
ACH-000889,-0.557913184358
ACH-000890,-0.44794260542
ACH-000896,-0.203246938922
ACH-000898,-0.45474543053000005
ACH-000900,-0.325553107904
ACH-000901,-0.0936152669056
ACH-000905,-0.25018984184500004
ACH-000906,-0.25598256226300004
ACH-000907,-0.022264755742700003
ACH-000910,-0.62560372409
ACH-000911,-0.27373875653900004
ACH-000912,-0.239407291641
ACH-000913,-0.37563371367799997
ACH-000915,-0.20726110229000003
ACH-000916,-0.298032288655
ACH-000917,-0.00133695159624
ACH-000921,-0.193167758493
ACH-000924,-0.396538839028
ACH-000926,-0.40262463691699996
ACH-000928,-0.31118007299
ACH-000929,-0.14661115501299998
ACH-000932,-0.38826894456600003
ACH-000935,-0.03347364363
ACH-000936,-0.41718009773599996
ACH-000937,-0.0279640582839
ACH-000938,-0.32370529567899997
ACH-000939,-0.189330137535
ACH-000941,-0.348100599248
ACH-000943,-0.283814103411
ACH-000946,-0.296245426983
ACH-000947,-0.101712232215
ACH-000948,-0.12100266577800001
ACH-000950,-0.228525743699
ACH-000953,-0.44091980033699996
ACH-000957,-0.243518118307
ACH-000958,-0.23799308212499998
ACH-000960,-0.5162548375020001
ACH-000963,-0.46760812144599995
ACH-000968,-0.287622603513
ACH-000969,-0.158986626016
ACH-000973,-0.160153029749
ACH-000974,-0.481592455666
ACH-000975,-0.48045618515
ACH-000976,-0.22360629456199999
ACH-000978,-0.20545538330200003
ACH-000980,-0.18920639172400003
ACH-000984,-0.27125008400600004
ACH-000986,-0.472175373806
ACH-000988,-0.33220547302299996
ACH-000993,-0.47335592316299996
ACH-000994,-0.0765104952595
ACH-000996,-0.319607700216
ACH-001001,-0.139470985298
ACH-001020,-0.00364580884711
ACH-001028,-0.30791904868299996
ACH-001031,0.050059455182300004
ACH-001038,-0.180598403937
ACH-001048,-0.280199362701
ACH-001050,-0.265568187487
ACH-001053,-0.0631609130392
ACH-001054,-0.24737752380699998
ACH-001061,-0.299467031263
ACH-001067,-0.234531064613
ACH-001075,-0.309246227376
ACH-001096,-0.303783018697
ACH-001128,0.034232566889200004
ACH-001134,-0.645749354763
ACH-001151,-0.173479778354
ACH-001163,-0.40154599233599997
ACH-001164,-0.09690384616250002
ACH-001173,-0.0332260973187
ACH-001183,-0.223513937836
ACH-001184,-0.42667897037299995
ACH-001190,-0.15206912996
ACH-001192,-0.296660876718
ACH-001193,0.00184585358321
ACH-001196,-0.5743032238979999
ACH-001197,0.18202089223700002
ACH-001205,-0.330903563887
ACH-001211,-0.577735803281
ACH-001212,0.272523078049
ACH-001228,-0.17146803077300002
ACH-001232,-0.102834944444
ACH-001239,-0.24246033222600002
ACH-001274,-0.329124526889
ACH-001275,-0.32338962504
ACH-001277,-0.061393777781400004
ACH-001278,-0.102308777491
ACH-001280,-0.376552187848
ACH-001283,-0.162047702141
ACH-001289,-0.12078925411699999
ACH-001295,-0.19335968654599997
ACH-001300,-0.174051660982
ACH-001301,-0.155687771856
ACH-001302,-0.425068099324
ACH-001303,-0.29702631786600003
ACH-001306,0.022363660468900003
ACH-001318,-0.164307528461
ACH-001322,-0.171269810555
ACH-001328,-0.151407036271
ACH-001332,-0.161002548131
ACH-001333,-0.160737465738
ACH-001336,-0.06097478744319999
ACH-001340,-0.417761810397
ACH-001346,-0.24417840264899998
ACH-001353,-0.158314438246
ACH-001354,-0.213922520598
ACH-001367,-0.206964774429
ACH-001368,-0.477367625816
ACH-001374,-0.223468093365
ACH-001375,-0.075045322803
ACH-001377,-0.35205701964
ACH-001380,-0.0655448206764
ACH-001391,-0.0914657667265
ACH-001407,-0.24704983959600002
ACH-001408,-0.162942809714
ACH-001413,-0.0514972015743
ACH-001430,-0.169660560555
ACH-001431,-0.501508939814
ACH-001450,-0.594645995969
ACH-001496,-0.168376712282
ACH-001500,0.0431178135394
ACH-001521,0.0151807485554
ACH-001523,-0.171023195798
ACH-001532,-0.071569829833
ACH-001536,-0.046450237948900006
ACH-001550,-0.33239779224300003
ACH-001552,-0.33644243200400004
ACH-001554,-0.304657614784
ACH-001645,-0.16286890041899998
ACH-001654,-0.0125219780448
ACH-001715,-0.282627595204
ACH-001735,-0.240466245335
ACH-001736,-0.128915545884
ACH-001737,-0.10432107581599999
ACH-001740,-0.114065100614
ACH-001745,-0.192689648937
ACH-001750,0.086549327264
ACH-001765,-0.300741411528
ACH-001956,-0.126566416753
ACH-001957,-0.38434919899000003
