,ST13 (6767)
ACH-000004,-0.270304007613
ACH-000007,-0.622411798856
ACH-000009,-0.5338677045920001
ACH-000011,0.0103308246382
ACH-000012,-0.48765149967699994
ACH-000013,-0.40560040613700005
ACH-000014,-0.407012902196
ACH-000015,-0.47356444511100004
ACH-000017,-0.168405371453
ACH-000018,-0.605733936639
ACH-000019,-0.41200631461900006
ACH-000021,-0.369935164071
ACH-000022,-0.479019630538
ACH-000025,-0.36352105337499996
ACH-000028,-0.317243936418
ACH-000030,-0.34945791024000006
ACH-000035,-0.30605621197
ACH-000036,-0.540062817391
ACH-000037,-0.22071859269400002
ACH-000039,-0.49154393505099997
ACH-000040,-0.498040288651
ACH-000041,-0.366341253572
ACH-000042,-0.283377066804
ACH-000045,-0.23515285269900002
ACH-000047,-0.43099838845
ACH-000052,-0.412715574902
ACH-000053,-0.349708056743
ACH-000054,-0.33751924587899995
ACH-000055,-0.5436726158340001
ACH-000060,-0.397442759599
ACH-000067,-0.556334727546
ACH-000070,-0.348428491989
ACH-000075,-0.585459122262
ACH-000078,-0.267331440846
ACH-000082,-0.44161954368999995
ACH-000085,-0.452079274498
ACH-000086,-0.47332037403399996
ACH-000087,-0.700073483374
ACH-000092,-0.538767791465
ACH-000095,-0.37425136066
ACH-000097,-0.130057556098
ACH-000098,-0.34087263090400005
ACH-000099,-0.274281028298
ACH-000108,-0.338110740973
ACH-000113,-0.304550197786
ACH-000115,-0.32427560642299996
ACH-000116,-0.377277634468
ACH-000118,-0.39765100643
ACH-000120,-0.210094345663
ACH-000123,-0.300161825105
ACH-000127,-0.32836270419
ACH-000128,-0.319270571042
ACH-000132,-0.403526988032
ACH-000133,-0.56203519088
ACH-000137,-0.407639031188
ACH-000138,-0.322555782698
ACH-000142,-0.290389226469
ACH-000143,-0.431413961088
ACH-000146,-0.0557859019236
ACH-000148,-0.46839976676000006
ACH-000150,-0.163141762249
ACH-000152,-0.544234113633
ACH-000153,-0.31711520751
ACH-000159,-0.286584698693
ACH-000160,-0.608190592504
ACH-000163,-0.318510945918
ACH-000167,-0.278193878041
ACH-000168,-0.23012814216999997
ACH-000169,-0.589284100064
ACH-000178,-0.301633667404
ACH-000182,-0.338950848962
ACH-000183,-0.309220287711
ACH-000188,-0.41853930924500005
ACH-000189,-0.958396983576
ACH-000190,-0.214513252122
ACH-000198,-0.5381693895090001
ACH-000204,-0.310704766052
ACH-000206,-0.149581392227
ACH-000207,-0.18202508086199998
ACH-000211,-0.319989024773
ACH-000215,-0.209368567972
ACH-000221,-0.47118134808999995
ACH-000222,-0.529994280594
ACH-000223,-0.597812304468
ACH-000226,-0.316602685017
ACH-000227,-0.380226314219
ACH-000228,-0.341139791333
ACH-000231,-0.45096068120899996
ACH-000232,-0.206782801678
ACH-000233,-0.531744432894
ACH-000234,-0.128037922626
ACH-000235,-0.304965307117
ACH-000237,-0.505939822222
ACH-000238,-0.5730479492670001
ACH-000243,-0.287939206109
ACH-000244,-0.330576139037
ACH-000246,-0.30224553041700003
ACH-000248,-0.7128386269499999
ACH-000250,-0.52532751868
ACH-000251,-0.584260074297
ACH-000253,-0.17953726078899998
ACH-000255,-0.474960716804
ACH-000256,-0.450343305554
ACH-000257,-0.341742086249
ACH-000258,-0.28180549456
ACH-000259,-0.398037720292
ACH-000260,-0.26933020128
ACH-000261,-0.457967068353
ACH-000262,-0.64108117164
ACH-000263,-0.728910423211
ACH-000264,-0.5318393063579999
ACH-000265,-0.416727525201
ACH-000266,-0.513964945199
ACH-000272,-0.24152108334199998
ACH-000273,-0.42607459337399994
ACH-000274,-0.43994813824600004
ACH-000277,-0.133396563036
ACH-000278,-0.414894952138
ACH-000279,-0.43552809556100003
ACH-000280,-0.246696314828
ACH-000281,-0.501162759364
ACH-000288,-0.349356175955
ACH-000291,-0.367543040876
ACH-000293,-0.273146466688
ACH-000294,-0.21826263854699998
ACH-000295,-0.30890122996999997
ACH-000296,-0.21987637756700001
ACH-000302,-0.335295046941
ACH-000304,-0.15840166263699998
ACH-000307,-0.16988978579300001
ACH-000308,-0.372222728784
ACH-000310,-0.341997152189
ACH-000311,-0.386240377679
ACH-000312,-0.296742264874
