,ZMYND10 (51364)
ACH-000004,-0.19239056829
ACH-000007,-0.256104427684
ACH-000009,-0.269279105455
ACH-000011,-0.141433976628
ACH-000012,-0.206720222471
ACH-000013,-0.193072322786
ACH-000014,-0.143473920774
ACH-000015,-0.393297293985
ACH-000017,-0.21099744792300001
ACH-000018,-0.43015858452100003
ACH-000019,-0.306802909388
ACH-000021,-0.337003391382
ACH-000022,-0.257741809263
ACH-000025,-0.34432325329
ACH-000028,-0.14693232112500001
ACH-000030,-0.18602058241799999
ACH-000035,-0.218166451867
ACH-000036,-0.248233790825
ACH-000037,-0.327345080783
ACH-000039,-0.447119299821
ACH-000040,-0.24552228954
ACH-000041,-0.263741043632
ACH-000042,-0.297073534126
ACH-000045,-0.17988740364599998
ACH-000047,-0.170249764587
ACH-000052,-0.24335814681499998
ACH-000053,-0.22530091349300002
ACH-000054,-0.46122176805
ACH-000055,-0.29277845167800004
ACH-000060,-0.299545044014
ACH-000067,-0.32458557231999996
ACH-000070,-0.378280087595
ACH-000075,-0.006398548720100001
ACH-000078,-0.129732298554
ACH-000082,-0.217051782594
ACH-000085,-0.277508910645
ACH-000086,-0.24278645548900002
ACH-000087,-0.13132887441299998
ACH-000092,-0.25590342356
ACH-000095,-0.207078126397
ACH-000097,-0.15768861692
ACH-000098,-0.296345106962
ACH-000099,-0.148673693315
ACH-000108,-0.306205641095
ACH-000113,-0.31547163244000004
ACH-000115,-0.266464984952
ACH-000116,-0.13761302877
ACH-000118,-0.467854919046
ACH-000120,-0.183849103651
ACH-000123,-0.210735706943
ACH-000127,-0.23400584346900002
ACH-000128,-0.33800093015199995
ACH-000132,-0.342514615566
ACH-000133,-0.189678514549
ACH-000137,0.024528757840499998
ACH-000138,-0.22691496370900002
ACH-000142,-0.113787607008
ACH-000143,-0.161721144919
ACH-000146,-0.283934891787
ACH-000148,-0.24536626343
ACH-000150,-0.6763407680269999
ACH-000152,-0.220815169877
ACH-000153,-0.162599035288
ACH-000159,-0.25269284670200004
ACH-000160,-0.278496522733
ACH-000163,-0.0437144958706
ACH-000167,-0.22953968274099998
ACH-000168,-0.536783335978
ACH-000169,-0.27183264225000003
ACH-000178,-0.161522163897
ACH-000182,-0.2420143737
ACH-000183,-0.25312818362100004
ACH-000188,-0.317854601084
ACH-000189,0.007508641396100001
ACH-000190,0.084132112796
ACH-000198,-0.265121251895
ACH-000204,-0.233745021702
ACH-000206,-0.211643579459
ACH-000207,-0.235113812802
ACH-000211,-0.384270365398
ACH-000215,-0.28403110112700003
ACH-000221,-0.228099852115
ACH-000222,-0.269238485922
ACH-000223,-0.136172903875
ACH-000226,-0.11318946137000001
ACH-000227,-0.0806983719663
ACH-000228,-0.31240368590100004
ACH-000231,-0.214167691021
ACH-000232,-0.130661572178
ACH-000233,-0.106178941084
ACH-000234,-0.305969724289
ACH-000235,-0.249242595592
ACH-000237,-0.09433469975950001
ACH-000238,-0.156856265188
ACH-000243,-0.277091657829
ACH-000244,-0.17917189135699998
