,OSTM1 (28962)
ACH-000004,-0.0327108318494
ACH-000007,0.141885716331
ACH-000009,-0.0391085739073
ACH-000011,-0.100022355515
ACH-000012,-0.07373546907289999
ACH-000013,-0.140206901779
ACH-000014,-0.0902042400798
ACH-000015,0.28289651567699997
ACH-000017,0.0830698316053
ACH-000018,-0.217374237983
ACH-000019,0.105307232152
ACH-000021,-0.12105055020199999
ACH-000022,-0.0330298496363
ACH-000025,0.04332540036
ACH-000028,-0.0900621716908
ACH-000030,-0.0222989698094
ACH-000035,0.172697525788
ACH-000036,0.0674464117824
ACH-000037,-0.0960943233471
ACH-000039,-0.009697874208250001
ACH-000040,0.0507230121692
ACH-000041,-0.15912061237800001
ACH-000042,-0.07608057784410001
ACH-000045,-0.007683077304069999
ACH-000047,-0.030777356840300002
ACH-000052,-0.26564759578200003
ACH-000053,-0.042435457083800004
ACH-000054,0.0925035977034
ACH-000055,-0.010204376491
ACH-000060,-0.293785603412
ACH-000067,-0.0762013600159
ACH-000070,0.261806715653
ACH-000075,-0.0861303245337
ACH-000078,-0.12582348285999997
ACH-000082,-0.121921434528
ACH-000085,0.0435915628889
ACH-000086,0.0174150872226
ACH-000087,-0.141404826265
ACH-000092,-0.0148890575511
ACH-000095,-0.136814773842
ACH-000097,-0.160188007474
ACH-000098,-0.412704097582
ACH-000099,-0.190665484542
ACH-000108,0.0816637017895
ACH-000113,0.0128758342701
ACH-000115,-0.217255840511
ACH-000116,0.00431328433728
ACH-000118,-0.130832519719
ACH-000120,0.135063132537
ACH-000123,-0.0544099889864
ACH-000127,-0.0389227707656
ACH-000128,-0.163523157899
ACH-000132,-0.0768749856734
ACH-000133,0.19743402792599998
ACH-000137,-0.24391029815
ACH-000138,-0.0225156274064
ACH-000142,-0.07654734193900001
ACH-000143,0.005756748818140001
ACH-000146,0.049592322386
ACH-000148,-0.00294046837796
ACH-000150,-0.304769775033
ACH-000152,0.06997939317360001
ACH-000153,-0.115177333322
ACH-000159,-0.0697922034648
ACH-000160,-0.00995588168366
ACH-000163,0.0767584454117
ACH-000167,0.41807571469000004
ACH-000168,0.027510606956599997
ACH-000169,-0.07386918176639999
ACH-000178,0.0442504098188
ACH-000182,-0.0812726830345
ACH-000183,-0.0700578674603
ACH-000188,-0.11655142291500001
ACH-000189,-0.0658878105742
ACH-000190,0.10214432982899999
ACH-000198,0.149731443434
ACH-000204,0.255050698801
ACH-000206,-0.0386550511716
ACH-000207,0.11758767385199999
ACH-000211,-0.06474166768209999
ACH-000215,-0.0539852179257
ACH-000221,-0.111859981961
ACH-000222,0.0475714171268
ACH-000223,-0.207998067213
ACH-000226,-0.0757241090932
ACH-000227,-0.450199400515
ACH-000228,-0.034333365534900004
ACH-000231,0.0171844110393
ACH-000232,-0.09883492567089999
ACH-000233,-0.0248484652843
ACH-000234,-0.023973399911700003
ACH-000235,-0.16538500158299999
ACH-000237,0.15373054719100002
ACH-000238,-0.0757174050348
ACH-000243,-0.005926903516799999
ACH-000244,-0.176098010528
ACH-000246,-0.187185421149
ACH-000248,-0.181678409246
ACH-000250,-0.057279651835699996
ACH-000251,0.323255048522
ACH-000253,0.0851496217098
ACH-000255,-0.10937736538899999
ACH-000256,0.168239355059
ACH-000257,-0.0902869117399
ACH-000258,-0.139544225479
ACH-000259,-0.0934304520634
ACH-000260,-0.114808371254
ACH-000261,-0.00322494254229
ACH-000262,0.107401613746
ACH-000263,-0.38098252586099995
ACH-000264,-0.0280070782849
ACH-000265,-0.0205907092352
ACH-000266,-0.07208952635049999
ACH-000272,-0.10127217300899999
ACH-000273,-0.016634632945000002
ACH-000274,-0.0330658844949
ACH-000277,-0.16882870511599998
ACH-000278,-0.044429385499900005
ACH-000279,-0.00471401942483
ACH-000280,0.039549771636
ACH-000281,-0.0206325641798
ACH-000288,0.04648392197390001
ACH-000291,0.04128801585
ACH-000293,-0.0788509801023
ACH-000294,0.0372583038465
ACH-000295,0.112703439387
ACH-000296,0.0644470580875
ACH-000302,0.018749043869
ACH-000304,-0.403675903584
ACH-000307,-0.0146023462136
ACH-000308,-0.0383177179052
ACH-000310,-0.166192775416
ACH-000311,0.22419532474
ACH-000312,-0.012460745984799999
ACH-000315,-0.129617300511
ACH-000316,-0.137445649809
ACH-000317,-0.0331029194404
ACH-000318,-0.009599789747379999
ACH-000319,-0.12267847119999999
ACH-000320,-0.165242137451
ACH-000322,0.06988625035469999
ACH-000323,0.156417048357
ACH-000324,-0.046121268187800005
ACH-000329,-0.0208235558221
ACH-000330,-0.114573033352
ACH-000331,-0.05820582219980001
ACH-000332,-0.0691936870393
ACH-000334,-0.018047089822799997
ACH-000335,-0.0027042544018600003
ACH-000336,-0.0289279263508
ACH-000337,0.35142648305299995
ACH-000339,0.0641804143011
ACH-000341,-0.086506251536
ACH-000348,-0.0943088814956
ACH-000350,-0.10921097078400001
ACH-000352,0.00933410617065
ACH-000356,-0.016796347713799998
ACH-000361,0.20591471255899998
ACH-000362,-0.0369227455992
ACH-000363,0.213080823795
ACH-000364,-0.021477576789899998
ACH-000365,0.0503016261437
ACH-000366,-0.128192826961
ACH-000368,0.0328055653386
ACH-000374,0.110954130261
ACH-000375,-0.165154358619
ACH-000376,-0.10358025841700001
ACH-000381,0.0481467558638
ACH-000383,-0.123492559969
ACH-000387,-0.0489340463073
ACH-000389,-0.0006661316702230001
ACH-000390,0.0314697664654
ACH-000393,-0.11005506182600001
ACH-000395,0.132128766634
ACH-000397,0.152508367156
ACH-000401,0.025255889854099996
ACH-000402,-0.204051482869
ACH-000403,-0.08155242801260001
ACH-000404,-0.21084385159400001
ACH-000406,0.0956428379547
ACH-000407,0.0072730819662200005
ACH-000408,-0.08495149594529999
ACH-000410,-0.09647992720200001
ACH-000411,-0.103248833239
ACH-000414,0.0584552704785
ACH-000415,-0.012851708149899999
ACH-000416,-0.0772155024733
ACH-000420,0.0314847922102
ACH-000421,-0.125560237605
ACH-000424,-0.13619599780799999
ACH-000425,0.116459561055
ACH-000426,0.113328587435
ACH-000427,-0.0688611217001
ACH-000433,0.217929989747
ACH-000436,-0.0752638859921
ACH-000444,-0.018425196334500002
ACH-000445,-0.455643039891
ACH-000448,-0.153214391737
ACH-000450,0.0774685784887
ACH-000452,-0.0582916912857
ACH-000454,-0.0482347970776
ACH-000458,0.106059126313
ACH-000459,0.16793796724800003
