,FAM71F1 (84691)
ACH-000004,0.0136745120633
ACH-000007,0.08488104158880001
ACH-000009,0.268923372479
ACH-000011,0.37267646194
ACH-000012,0.316983888567
ACH-000013,0.193263174611
ACH-000014,0.219757659575
ACH-000015,0.378985306532
ACH-000017,0.380082104093
ACH-000018,0.309549887862
ACH-000019,0.0922823579624
ACH-000021,0.236108620193
ACH-000022,0.17658368508699998
ACH-000025,0.24520032573699999
ACH-000028,0.183395126191
ACH-000030,0.25330081229699997
ACH-000035,0.186332789219
ACH-000036,0.31533028096099996
ACH-000037,0.358182310983
ACH-000039,0.373150464101
ACH-000040,0.041713863390900004
ACH-000041,0.214145167951
ACH-000042,0.352599643708
ACH-000045,0.24323921614900001
ACH-000047,0.225118389193
ACH-000052,0.332378679665
ACH-000053,0.27588075892700004
ACH-000054,0.142915977704
ACH-000055,0.310076904915
ACH-000060,0.17383111687600003
ACH-000067,0.251532713437
ACH-000070,0.217200633015
ACH-000075,0.34982942966799996
ACH-000078,0.3332976115
ACH-000082,0.176726199472
ACH-000085,0.0856712350801
ACH-000086,0.429415337191
ACH-000087,0.153737342161
ACH-000092,0.155872307839
ACH-000095,0.314117243474
ACH-000097,0.240826184849
ACH-000098,0.303988734029
ACH-000099,0.399828967307
ACH-000108,0.416522617424
ACH-000113,0.33387892852400003
ACH-000115,0.285083479749
ACH-000116,0.196061330429
ACH-000118,0.322663966596
ACH-000120,0.382839763197
ACH-000123,0.294329916654
ACH-000127,0.16015340737199998
ACH-000128,0.0592323913072
ACH-000132,0.144455327972
ACH-000133,0.20162759817499998
ACH-000137,0.236497370132
ACH-000138,0.340877252726
ACH-000142,0.37455547218099994
ACH-000143,-0.00654184222008
ACH-000146,0.361470767697
ACH-000148,0.288520158274
ACH-000150,0.237825696272
ACH-000152,0.298183393736
ACH-000153,-0.0502397936108
ACH-000159,0.183457090006
ACH-000160,0.323816261632
ACH-000163,0.343309416229
ACH-000167,0.209083460755
ACH-000168,0.230510915117
ACH-000169,0.351099714862
ACH-000178,0.23124914075300002
ACH-000182,0.206709183491
ACH-000183,0.174371296794
ACH-000188,0.228475341615
ACH-000189,0.0609745201882
ACH-000190,0.281998249679
ACH-000198,0.17010596091400002
ACH-000204,0.37920761372699996
ACH-000206,0.11901275055600001
ACH-000207,0.45614144008100005
ACH-000211,0.237791561155
ACH-000215,0.306343433961
ACH-000221,0.198904724853
ACH-000222,0.32770223250999997
ACH-000223,0.26863522522
ACH-000226,0.188281022362
ACH-000227,0.224274398208
ACH-000228,0.0708250265994
ACH-000231,0.255672041144
ACH-000232,0.159677864736
ACH-000233,0.261682716577
ACH-000234,0.256106902302
ACH-000235,0.260784326671
ACH-000237,0.299867212306
ACH-000238,0.234449348934
ACH-000243,0.328214396456
ACH-000244,0.192721550289
ACH-000246,0.229012946174
ACH-000248,0.398613913406
ACH-000250,0.254696673452
ACH-000251,0.09004020995380001
ACH-000253,0.22320026001899998
ACH-000255,0.158222574998
ACH-000256,0.231334872433
ACH-000257,0.17708570180599997
ACH-000258,0.39229055491899995
ACH-000259,0.38581572950900006
ACH-000260,0.15718363445800002
ACH-000261,0.239865348835
ACH-000262,0.291952581762
ACH-000263,0.150641360586
ACH-000264,0.289619792068
ACH-000265,0.57929429071
ACH-000266,0.259714517542
ACH-000272,0.236851550851
ACH-000273,0.25666541927
ACH-000274,0.114145449938
ACH-000277,0.318750099439
ACH-000278,0.305563491691
ACH-000279,0.25647454365899996
ACH-000280,0.133764719999
ACH-000281,0.311283110657
ACH-000288,0.168162001031
ACH-000291,0.212183900189
ACH-000293,0.257834753042
ACH-000294,0.19442922931200002
ACH-000295,0.339832914013
ACH-000296,0.400661289094
ACH-000302,0.24667036354200003
ACH-000304,0.722054036991
ACH-000307,0.281371862469
ACH-000308,0.22800301828800001
ACH-000310,0.320906368266
ACH-000311,0.225301839713
ACH-000312,0.336550230634
ACH-000315,0.45899808348399995
ACH-000316,0.134616986112
ACH-000317,0.291929920868
ACH-000318,-0.06167971393780001
ACH-000319,0.36726016664300004
ACH-000320,0.389860513324
ACH-000322,0.301528979895
ACH-000323,0.264402885401
ACH-000324,0.252384108785
ACH-000329,0.307635846514
ACH-000330,0.214814057515
ACH-000331,0.17573927188400001
ACH-000332,0.37854474283100004
ACH-000334,0.167149499923
ACH-000335,0.543903203573
ACH-000336,0.41939007562200004
ACH-000337,0.351633500733
ACH-000339,0.22679757030900002
ACH-000341,0.36063405986999997
ACH-000348,0.360567254979
ACH-000350,0.384008690282
ACH-000352,0.309956080266
ACH-000356,0.11712406454299999
ACH-000361,0.25265570569
ACH-000362,0.23659803344500002
ACH-000363,0.36769753309500003
ACH-000364,0.271477026266
ACH-000365,0.09757379319949999
ACH-000366,0.242800798216
ACH-000368,0.22643095483000003
ACH-000374,0.10840810877399999
ACH-000375,0.41871721657399996
ACH-000376,0.22109561797200003
ACH-000381,0.276028448453
ACH-000383,0.23534777734600001
ACH-000387,0.26937675678399997
ACH-000389,0.388172059045
ACH-000390,0.357388088125
ACH-000393,0.189671088664
ACH-000395,0.18753613173
ACH-000397,0.302620038481
ACH-000401,0.242770875711
ACH-000402,0.0865474523562
ACH-000403,0.19640945188
ACH-000404,0.289005949201
ACH-000406,0.220107953325
ACH-000407,0.27910637812899997
ACH-000408,0.209538359225
ACH-000410,0.15316828005000002
ACH-000411,0.363841519593
ACH-000414,0.347812635669
ACH-000415,0.249231396129
ACH-000416,0.23641425135400002
ACH-000420,0.165928397742
ACH-000421,0.29722950013
ACH-000424,0.183063288579
ACH-000425,0.27621723230399997
ACH-000426,0.255782801008
ACH-000427,0.269805336994
ACH-000433,0.315497662011
ACH-000436,0.250921565953
ACH-000444,0.292413952559
ACH-000445,0.46897182690300004
ACH-000448,0.324327295967
ACH-000450,0.132947748893
ACH-000452,0.313533007505
ACH-000454,0.495983171492
ACH-000458,0.20886290390999998
ACH-000459,-0.0481945712792
ACH-000460,0.375101878346
ACH-000461,0.263924491971
ACH-000463,0.23441179478
ACH-000464,0.276521747644
ACH-000466,0.567925084895
ACH-000467,0.124329234619
ACH-000468,0.194254472152
ACH-000469,0.263166082526
ACH-000470,0.373005094123
ACH-000471,0.263345377953
