,MTPN (136319)
ACH-000004,0.0748878887983
ACH-000007,0.22321394100900002
ACH-000009,0.022533683185900003
ACH-000011,0.10170461619799999
ACH-000012,0.126033626592
ACH-000013,0.18215488075599998
ACH-000014,-0.0847047916011
ACH-000015,0.13111122844599998
ACH-000017,0.043442514020100007
ACH-000018,0.145884123468
ACH-000019,0.152722510601
ACH-000021,0.129107985728
ACH-000022,0.0917598506569
ACH-000025,0.00254811085839
ACH-000028,0.167978933072
ACH-000030,0.06893405124160001
ACH-000035,-0.015063433501
ACH-000036,-0.07015396821560001
ACH-000037,0.287323164437
ACH-000039,0.122327623181
ACH-000040,0.051824354510000004
ACH-000041,0.0196969791623
ACH-000042,0.137148383931
ACH-000045,0.216887342507
ACH-000047,0.0647512428574
ACH-000052,0.16078622663
ACH-000053,0.08292464905960001
ACH-000054,0.166229476206
ACH-000055,0.23530940381999998
ACH-000060,0.136543984687
ACH-000067,-0.08571160036710002
ACH-000070,0.309216082394
ACH-000075,0.025816562635499998
ACH-000078,0.227472780292
ACH-000082,0.126275597826
ACH-000085,0.106381345869
ACH-000086,0.103495613268
ACH-000087,-0.0140778393106
ACH-000092,0.11486858873400001
ACH-000095,0.0817621195152
ACH-000097,0.09491285554260001
ACH-000098,0.17738637156599998
ACH-000099,0.17632772033
ACH-000108,0.0760171191303
ACH-000113,0.0474873829483
ACH-000115,-0.017431530486099998
ACH-000116,0.0722604142551
ACH-000118,0.09000658458889998
ACH-000120,0.0925243116234
ACH-000123,0.137999620598
ACH-000127,0.0900931228715
ACH-000128,-0.00564185965183
ACH-000132,0.05571318325130001
ACH-000133,0.048018373949699995
ACH-000137,0.19003008382800002
ACH-000138,0.1781074218
ACH-000142,0.0527393127231
ACH-000143,-0.0149849474951
ACH-000146,-0.0361054938129
ACH-000148,0.148512834748
ACH-000150,0.296736373805
ACH-000152,-0.297364286762
ACH-000153,0.283371197277
ACH-000159,0.178553275353
ACH-000160,0.10252745028799999
ACH-000163,-0.00490558186321
