,WBSCR28 (135886)
ACH-000004,-0.0589738922761
ACH-000007,-0.121128279011
ACH-000009,-0.169428855479
ACH-000011,-0.445480596559
ACH-000012,-0.180927734423
ACH-000013,-0.08384449376610001
ACH-000014,-0.145888155903
ACH-000015,-0.04648005173380001
ACH-000017,-0.297741035999
ACH-000018,-0.0697908534634
ACH-000019,-0.146110062216
ACH-000021,-0.379883937356
ACH-000022,-0.124742721627
ACH-000025,-0.24890167316
ACH-000028,-0.000230858130346
ACH-000030,-0.106737496739
ACH-000035,-0.412630070172
ACH-000036,-0.246722670801
ACH-000037,-0.10287663988
ACH-000039,-0.09914434041819999
ACH-000040,-0.273183020008
ACH-000041,-0.024742138130200004
ACH-000042,-0.139896919229
ACH-000045,-0.0925424860405
ACH-000047,-0.445282710164
ACH-000052,-0.31126458371300003
ACH-000053,-0.056870481407900006
ACH-000054,-0.39824078480499997
ACH-000055,-0.160592318161
ACH-000060,-0.42865419655299997
ACH-000067,-0.22216838118299997
ACH-000070,-0.395881287128
ACH-000075,-0.102213297379
ACH-000078,0.08883446232249999
ACH-000082,-0.153869106436
ACH-000085,-0.491833178592
ACH-000086,-0.13224775459899998
ACH-000087,-0.163437607246
ACH-000092,-0.109175102117
ACH-000095,-0.247888862405
ACH-000097,-0.201201102899
ACH-000098,-0.36283718323299996
ACH-000099,-0.0370377316012
ACH-000108,-0.09724511935180001
ACH-000113,-0.232481108161
ACH-000115,-0.030000691067300002
ACH-000116,-0.207036257258
ACH-000118,-0.25478792007
ACH-000120,-0.247064364036
ACH-000123,-0.059184450558699996
ACH-000127,-0.18002348829
ACH-000128,-0.11291320065199999
ACH-000132,-0.313164967533
ACH-000133,-0.375305944379
ACH-000137,-0.102466397532
ACH-000138,-0.177047324403
ACH-000142,-0.16430246734999998
ACH-000143,-0.25968869596099997
ACH-000146,-0.20154559804000002
ACH-000148,-0.273936466887
ACH-000150,-0.177724159234
ACH-000152,-0.206407791171
ACH-000153,0.0320406628518
ACH-000159,-0.40565963601300004
ACH-000160,-0.00851790871067
ACH-000163,-0.32508631136
ACH-000167,-0.140959970219
ACH-000168,-0.19526701488099998
ACH-000169,-0.232447347824
ACH-000178,-0.078066408953
ACH-000182,-0.272543594448
ACH-000183,-0.160891028908
ACH-000188,-0.20876916671100001
ACH-000189,-0.151244165454
ACH-000190,-0.09384784631760001
ACH-000198,-0.131593334499
ACH-000204,-0.289963350476
ACH-000206,-0.0402895162855
ACH-000207,-0.243767826503
ACH-000211,-0.301473063865
ACH-000215,-0.203249044743
ACH-000221,-0.418996585906
ACH-000222,-0.308263052612
ACH-000223,-0.21854753351999998
ACH-000226,-0.141891878946
ACH-000227,0.12857128551799998
ACH-000228,-0.396407313689
ACH-000231,-0.315491033995
ACH-000232,-0.08811615671530001
ACH-000233,-0.12511046407
ACH-000234,-0.101495418308
ACH-000235,-0.23216660803300002
ACH-000237,-0.18982661011
ACH-000238,-0.231337832681
ACH-000243,-0.262753844357
ACH-000244,-0.337251540891
ACH-000246,-0.259026899305
ACH-000248,0.22559623125300002
ACH-000250,-0.30663129809
ACH-000251,-0.0577423686484
ACH-000253,-0.27462366356999995
ACH-000255,-0.272445320803
ACH-000256,-0.526087853148
ACH-000257,0.0161345350329
ACH-000258,-0.24326238323199997
ACH-000259,-0.266192697574
ACH-000260,-0.171069422629
ACH-000261,-0.270972120265
ACH-000262,-0.334049790617
ACH-000263,-0.0867251832667
ACH-000264,-0.243404793464
ACH-000265,-0.18179207858899998
ACH-000266,-0.161281649485
ACH-000272,-0.0166145063285
ACH-000273,-0.24087289837499998
ACH-000274,-0.201083551838
ACH-000277,-0.17676875851100002
ACH-000278,-0.357555864135
ACH-000279,-0.16242906242
ACH-000280,-0.157887072908
ACH-000281,-0.29179700561099997
ACH-000288,-0.256730585083
ACH-000291,-0.0420432440671
ACH-000293,-0.0693478172154
ACH-000294,0.18027892936
ACH-000295,-0.224347395677
ACH-000296,-0.135778422801
ACH-000302,-0.188726520358
ACH-000304,-0.386819308864
ACH-000307,-0.174244908087
ACH-000308,-0.267363000536
ACH-000310,0.11485376320699998
ACH-000311,-0.185527911489
ACH-000312,-0.215579764276
ACH-000315,-0.523670277716
ACH-000316,-0.333575228934
ACH-000317,-0.07784634644930001
ACH-000318,-0.289565101917
ACH-000319,-0.396900145311
ACH-000320,-0.216515370149
ACH-000322,-0.278242668959
ACH-000323,-0.046516271343599994
ACH-000324,-0.18463002119600003
ACH-000329,-0.0068356263896
ACH-000330,-0.109647686368
ACH-000331,-0.266761856
ACH-000332,-0.175937419067
ACH-000334,0.0868289048966
ACH-000335,-0.16210216085100002
ACH-000336,0.149010090356
ACH-000337,-0.234143638398
ACH-000339,-0.17129163489100002
ACH-000341,-0.271469954553
ACH-000348,-0.17881203558800002
ACH-000350,-0.00526667685267
ACH-000352,-0.119792774361
ACH-000356,-0.30821482281
ACH-000361,-0.398316252534
ACH-000362,-0.0294118101994
ACH-000363,-0.130047223749
ACH-000364,-0.371731260437
ACH-000365,-0.22423948551999998
ACH-000366,-0.0404974718624
ACH-000368,-0.303509752804
ACH-000374,-0.338493778489
ACH-000375,-0.433578294191
ACH-000376,-0.159567497549
ACH-000381,-0.313403480161
ACH-000383,-0.37417878698299994
ACH-000387,-0.189876269139
ACH-000389,-0.058656129963300004
ACH-000390,-0.10170955831700002
ACH-000393,-0.285949580997
ACH-000395,-0.504057057294
ACH-000397,-0.012770607533200001
ACH-000401,-0.09656459359930002
ACH-000402,-0.42372270999
ACH-000403,-0.22249051768000003
ACH-000404,-0.22199320389600002
ACH-000406,-0.0791465123861
ACH-000407,-0.302446271571
ACH-000408,-0.0498470294171
ACH-000410,-0.228214858209
ACH-000411,-0.180806405898
ACH-000414,-0.230908634411
ACH-000415,-0.517327002485
ACH-000416,-0.19148336915800002
ACH-000420,-0.08612843982719999
ACH-000421,-0.213540390763
ACH-000424,-0.372031653642
ACH-000425,-0.439494114419
ACH-000426,-0.24549319026799998
ACH-000427,-0.670956057367
ACH-000433,-0.274739483065
ACH-000436,-0.202010949228
ACH-000444,-0.18164748121899998
ACH-000445,-0.474322156009
ACH-000448,-0.218722185128
ACH-000450,-0.36686574692900004
ACH-000452,-0.391136212474
ACH-000454,-0.100113545228
ACH-000458,-0.31558176098
ACH-000459,-0.222668332252
ACH-000460,-0.182327064098
ACH-000461,-0.262600705464
ACH-000463,-0.291225101269
ACH-000464,-0.00531356437049
ACH-000466,-0.11766403245200001
ACH-000467,-0.26465619165300003
ACH-000468,-0.142744878508
ACH-000469,-0.366127617035
ACH-000470,0.0170798426739
ACH-000471,-0.0827358507258
ACH-000472,-0.172073223074
ACH-000473,-0.291460051097
ACH-000475,-0.0841674300605
ACH-000476,-0.287710790685
ACH-000477,-0.0531938295809
ACH-000480,-0.047379242535800004
ACH-000481,-0.210452150511
ACH-000483,-0.21894008589299999
ACH-000484,-0.118011768121
ACH-000485,-0.17945984061099998
ACH-000486,-0.293280886035
ACH-000487,-0.20036610575
ACH-000488,-0.36948756232
ACH-000490,-0.5211728253010001
ACH-000491,-0.28391602973200003
ACH-000495,-0.203864062449
ACH-000496,-0.0330486859578
ACH-000499,0.0969818187162
ACH-000500,-1.1072498776100002
ACH-000502,-0.269066440036
ACH-000503,-0.265962717688
ACH-000505,-0.254242296988
ACH-000507,-0.242103300968
ACH-000510,-0.284270575359
ACH-000511,-0.15545546832499998
ACH-000512,0.0142183836134
ACH-000516,-0.340135186012
ACH-000517,-0.120629399354
ACH-000518,-0.173359291204
ACH-000520,-0.26329523263
ACH-000521,-0.257004410295
ACH-000522,-0.280601732949
ACH-000524,-0.184117210787
ACH-000527,-0.39606560516
ACH-000528,-0.1136343548
ACH-000537,-0.14158758312699998
ACH-000541,-0.04981375024069999
ACH-000542,-0.341338402565
ACH-000544,-0.11474052058800001
ACH-000545,-0.228695959321
ACH-000547,-0.480552382773
ACH-000548,-0.290141522242
ACH-000549,-0.17412252316500001
ACH-000550,-0.285196862854
ACH-000552,-0.193382906202
ACH-000556,-0.14022632494999998
ACH-000557,-0.181514344751
ACH-000570,-0.048299813463900006
ACH-000571,-0.198696612443
ACH-000573,-0.23603927290399998
ACH-000576,-0.157488317454
ACH-000580,-0.210860487121
ACH-000584,-0.316376127549
ACH-000585,-0.332335551442
ACH-000588,-0.352135408354
ACH-000589,-0.117288071003
ACH-000591,-0.128551483326
ACH-000593,-0.37957931266
ACH-000600,-0.571871433043
ACH-000601,-0.14341981409600002
ACH-000604,-0.294940937212
ACH-000605,-0.439732176192
ACH-000606,-0.287833864765
ACH-000608,-0.193951094184
ACH-000614,-0.228629150123
ACH-000616,-0.313330570267
ACH-000618,-0.0828845619722
ACH-000619,-0.40721967178999996
ACH-000620,-0.12097022705999998
ACH-000621,-0.211171956797
ACH-000622,-0.22490899062199998
ACH-000623,-0.149337940188
ACH-000624,-0.22797258182100003
ACH-000627,0.00446245097335
ACH-000630,-0.23248411745
ACH-000632,-0.09717466106139999
ACH-000633,-0.249594644837
ACH-000637,-0.220901252704
ACH-000638,-0.26791481807900003
ACH-000646,-0.317327447959
ACH-000647,-0.0318274653982
ACH-000648,0.00746959120876
ACH-000649,-0.130238024163
ACH-000651,-0.012590173178100001
ACH-000652,-0.296791389349
ACH-000653,0.08800873868660002
ACH-000657,-0.17327178208799998
ACH-000658,-0.0812415308765
ACH-000661,-0.16635026599199998
ACH-000662,0.276952255872
ACH-000663,-0.010288456208700001
ACH-000665,-0.40645071543000005
ACH-000671,-0.178529710203
ACH-000673,-0.253575693794
ACH-000676,-0.150190413794
ACH-000677,-0.231552689421
ACH-000681,-0.26139647549899997
ACH-000682,-0.43850730938999993
ACH-000683,-0.218159371998
ACH-000684,-0.145978581974
ACH-000688,-0.312679726671
ACH-000693,-0.37831897486500005
ACH-000694,-0.09756960119960001
ACH-000695,-0.164091387807
ACH-000696,-0.153095502853
ACH-000697,-0.09635293037460001
ACH-000699,-0.200723870984
ACH-000701,-0.33717382080499997
ACH-000706,-0.1215088582
ACH-000711,-0.282744587093
ACH-000713,-0.347745751088
ACH-000714,-0.290035921142
ACH-000718,-0.06853488533869999
ACH-000720,-0.20033609104400002
ACH-000721,-0.17136609254000001
ACH-000724,-0.19144757630800002
ACH-000725,-0.136941960019
ACH-000732,-5.12113347166e-05
ACH-000734,-0.22588708276900002
ACH-000735,-0.338468501981
ACH-000736,-0.162681237715
ACH-000738,-0.121695023626
ACH-000746,-0.299547822559
ACH-000747,-0.25914603541
ACH-000748,-0.21425920313400001
ACH-000753,-0.183060029529
ACH-000756,-0.0526761301604
ACH-000757,-0.03526683998769999
ACH-000758,-0.32862080469599997
ACH-000760,-0.00403699633356
ACH-000763,-0.055709907207500006
ACH-000764,-0.00220970043794
ACH-000765,0.0379812172079
ACH-000766,-0.342159054957
ACH-000767,-0.21427554380999997
ACH-000768,-0.214189916195
ACH-000769,-0.19952504023899997
ACH-000770,-0.057149630405800005
ACH-000771,-0.288259965396
ACH-000773,0.00561951329942
ACH-000776,-0.204174192148
ACH-000777,-0.196004039923
ACH-000778,-0.204352936156
ACH-000781,-0.23984781965799998
ACH-000782,-0.17252232467700002
ACH-000783,-0.12026724520899999
ACH-000784,-0.211552038337
ACH-000785,-0.0672032958473
ACH-000787,-0.105463472336
ACH-000788,-0.118286265961
ACH-000791,-0.22667419288600002
ACH-000792,-0.0515984283037
ACH-000794,-0.24238729441999998
ACH-000796,-0.27449033447
ACH-000799,-0.524202050646
ACH-000800,0.0249825778936
ACH-000802,-0.186892855033
ACH-000804,0.116447901149
ACH-000805,-0.190073638427
ACH-000809,-0.37855410232000003
ACH-000810,-0.44892691756
ACH-000811,-0.24629731204799998
ACH-000817,-0.248074712658
ACH-000819,0.019289173283799997
ACH-000820,-0.558469277513
ACH-000821,-0.140292122332
ACH-000822,-0.110352882597
ACH-000823,-0.363398162358
ACH-000824,-0.0957617565924
ACH-000827,-0.38342465939900006
ACH-000829,-0.0701294210024
ACH-000831,-0.32711366707199996
ACH-000832,-0.293109034318
ACH-000833,-0.248659179859
ACH-000834,-0.258754101789
ACH-000835,-0.145583323507
ACH-000836,-0.16219095604599998
ACH-000837,-0.241304752114
ACH-000838,0.00288063328387
ACH-000839,-0.141470165703
ACH-000840,-0.357477425799
ACH-000841,-0.110692778209
ACH-000843,-0.07720345148739999
ACH-000846,-0.409376789172
ACH-000847,-0.37543891319399997
ACH-000848,-0.266092075778
ACH-000849,-0.454770399006
ACH-000851,-0.130711307085
ACH-000855,-0.5353942957060001
ACH-000856,-0.246480320016
ACH-000858,-0.197863168198
ACH-000859,0.0735731623429
ACH-000861,-0.22914990814599998
ACH-000862,-0.22715277208299997
ACH-000865,-0.19145254250799998
ACH-000866,-0.18954309812399997
ACH-000867,-0.238168564345
ACH-000869,-0.17483267707000003
ACH-000872,0.0844017413559
ACH-000873,-0.24737092477699998
ACH-000876,-0.362377473745
ACH-000878,-0.287730197749
ACH-000880,-0.380614646546
ACH-000881,-0.167890929554
ACH-000882,-0.192775835119
ACH-000884,-0.109589321128
ACH-000885,-0.185122784357
ACH-000887,-0.257195972106
ACH-000888,-0.281905139596
ACH-000889,-0.277853520467
ACH-000890,-0.168602006086
ACH-000896,-0.239737376877
ACH-000898,-0.378585755129
ACH-000900,-0.26028558550500003
ACH-000901,-0.248980166842
ACH-000905,-0.259766817356
ACH-000906,-0.210202124473
ACH-000907,-0.122298717822
ACH-000910,-0.220388384101
ACH-000911,-0.285259123094
ACH-000912,-0.424773629473
ACH-000913,-0.17398036181200002
ACH-000915,-0.122154580086
ACH-000916,-0.127235955771
ACH-000917,-0.171187705977
ACH-000921,-0.5928152112830001
ACH-000924,-0.292195926304
ACH-000926,-0.00542142090936
ACH-000928,-0.229961699435
ACH-000929,-0.26020742212299997
ACH-000932,-0.152716786305
ACH-000935,-0.134145308752
ACH-000936,-0.17454370500100003
ACH-000937,-0.294583809736
ACH-000938,-0.0313234157518
ACH-000939,-0.29721797796
ACH-000941,-0.370131242534
ACH-000943,-0.250811706536
ACH-000946,-0.25200954506900003
ACH-000947,-0.340558533187
ACH-000948,-0.127134266836
ACH-000950,-0.058515178389099996
ACH-000953,-0.0848265440856
ACH-000957,-0.353063235162
ACH-000958,-0.248792841781
ACH-000960,-0.169091231076
ACH-000963,-0.418226062421
ACH-000968,-0.0715660492649
ACH-000969,-0.260881444146
ACH-000973,-0.110665071127
ACH-000974,-0.32752259513500004
ACH-000975,-0.175515057588
ACH-000976,-0.197878732041
ACH-000978,-0.331114776541
ACH-000980,-0.20862423969399999
ACH-000984,0.00828364423056
ACH-000986,-0.0527172836553
ACH-000988,-0.186519152421
ACH-000993,-0.34506092058700005
ACH-000994,-0.138084420589
ACH-000996,-0.060832998144800005
ACH-001001,-0.25822461677700004
ACH-001020,-0.310440405176
ACH-001028,-0.189946943682
ACH-001031,-0.306959688596
ACH-001038,-0.261312614745
ACH-001048,-0.139780945874
ACH-001050,-0.137772586676
ACH-001053,-0.444222818112
ACH-001054,-0.239373723127
ACH-001061,-0.217163835454
ACH-001067,-0.280385691059
ACH-001075,0.11610726113
ACH-001096,-0.24880618888300002
ACH-001128,-0.209014154316
ACH-001134,-0.10391625868200001
ACH-001151,-0.323592719039
ACH-001163,-0.31333658268000003
ACH-001164,-0.12355666691299999
ACH-001173,-0.0236558943985
ACH-001183,-0.10676094088199999
ACH-001184,-0.379207782233
ACH-001190,-0.13913663677000002
ACH-001192,-0.21433647041099999
ACH-001193,-0.00117240212611
ACH-001196,-0.286236991795
ACH-001197,-0.32097640926300003
ACH-001205,-0.22281700972100002
ACH-001211,-0.44094077303400003
ACH-001212,-0.459263457197
ACH-001228,-0.341535941822
ACH-001232,-0.0176384214732
ACH-001239,-0.2112623738
ACH-001274,-0.36154490237400005
ACH-001275,-0.0573200422096
ACH-001277,-0.0284362074401
ACH-001278,-0.368327909395
ACH-001280,-0.480990087029
ACH-001283,-0.138609799087
ACH-001289,-0.27939055101
ACH-001295,-0.290501763888
ACH-001300,-0.0691825583039
ACH-001301,-0.24204467114300002
ACH-001302,-0.0163083224502
ACH-001303,-0.24423077525400003
ACH-001306,-0.0516468867811
ACH-001318,0.0087859324647
ACH-001322,-0.10635508995100001
ACH-001328,-0.232712981398
ACH-001332,-0.5127208295210001
ACH-001333,-0.588326485174
ACH-001336,-0.128961557172
ACH-001340,-0.21167565075199998
ACH-001346,-0.47425750288999996
ACH-001353,-0.192798160294
ACH-001354,-0.141354740615
ACH-001367,-0.117072688023
ACH-001368,-0.24172296750100003
ACH-001374,0.0374903004374
ACH-001375,-0.37642885118299996
ACH-001377,-0.21163678517200002
ACH-001380,-0.15192353808
ACH-001391,-0.14320205682
ACH-001407,-0.244184028603
ACH-001408,-0.35259775044
ACH-001413,-0.20722512942000001
ACH-001430,-0.154312705786
ACH-001431,-0.149833329488
ACH-001450,-0.338115339562
ACH-001496,-0.25713491019400003
ACH-001500,-0.164125422697
ACH-001521,-0.313790958053
ACH-001523,-0.49457370710799997
ACH-001532,-0.14259699161699999
ACH-001536,-0.166191262285
ACH-001550,-0.136356590054
ACH-001552,-0.185645803316
ACH-001554,-0.163908407506
ACH-001645,-0.268234126762
ACH-001654,-0.407884148975
ACH-001715,-0.0711148567231
ACH-001735,-0.08396330473880001
ACH-001736,-0.176155454562
ACH-001737,-0.719977770577
ACH-001740,0.00732559004543
ACH-001745,-0.23962851006299998
ACH-001750,-0.156213482019
ACH-001765,-0.26035575977200004
ACH-001956,-0.249191009852
ACH-001957,-0.470416296598
