,POLR3GL (84265)
ACH-000004,-0.0189507872906
ACH-000007,0.186564956558
ACH-000009,-0.0121110848235
ACH-000011,0.027668438565199998
ACH-000012,-0.0336530579133
ACH-000013,0.09160388532289998
ACH-000014,-0.118620578503
ACH-000015,0.0910205491669
ACH-000017,0.248364637117
ACH-000018,-0.049287646601400004
ACH-000019,0.202014529709
ACH-000021,0.054070342344
ACH-000022,0.10143911864499999
ACH-000025,0.07017589820560001
ACH-000028,0.158566588667
ACH-000030,0.021855784712099997
ACH-000035,0.0633943396688
ACH-000036,0.00525367693094
ACH-000037,0.0317395280515
ACH-000039,-0.0827008556448
ACH-000040,0.172887841152
ACH-000041,0.0336063676031
ACH-000042,0.0863727201048
ACH-000045,0.036923243848800004
ACH-000047,0.128325592174
ACH-000052,0.0808088921936
ACH-000053,-0.0694141749598
ACH-000054,0.153038542551
ACH-000055,-0.09231962532510002
ACH-000060,0.0652259513368
ACH-000067,0.20130650013
ACH-000070,0.12752577701099999
ACH-000075,0.0515491352537
ACH-000078,0.378166273178
ACH-000082,0.11835413950200001
ACH-000085,0.151197686397
ACH-000086,-0.0620961224051
ACH-000087,0.0934053136619
ACH-000092,0.0183172676248
ACH-000095,0.093998109528
ACH-000097,0.173995753744
ACH-000098,0.035420725095
ACH-000099,0.214567316274
ACH-000108,0.175424933521
ACH-000113,0.0337795359321
ACH-000115,-0.0157679854497
ACH-000116,-0.018760048730500002
ACH-000118,0.157210969063
ACH-000120,0.0281369146887
ACH-000123,0.09622321658369999
ACH-000127,0.0187701539963
ACH-000128,0.224047832424
ACH-000132,0.162194118298
ACH-000133,-0.0777056356002
ACH-000137,0.10131872144500001
ACH-000138,0.267633023695
ACH-000142,0.0011578465371600002
ACH-000143,0.0740984674781
ACH-000146,0.13375238235099998
ACH-000148,0.000255969878219
ACH-000150,-0.0576266607422
ACH-000152,-0.020560190309299998
ACH-000153,-0.02994824918
ACH-000159,0.061807704560199996
ACH-000160,0.438820482402
ACH-000163,0.15283230596300001
ACH-000167,0.7548989047720001
ACH-000168,0.228899330125
ACH-000169,0.0785314985075
ACH-000178,0.255603589043
ACH-000182,0.17167409761500002
ACH-000183,0.0697721313885
ACH-000188,0.00926653661255
ACH-000189,-0.21936303600200002
ACH-000190,0.532400068764
ACH-000198,0.0582505283713
ACH-000204,-0.0178560934329
ACH-000206,0.183740606929
ACH-000207,0.130470626339
ACH-000211,0.0954005467779
ACH-000215,0.117709286296
ACH-000221,0.00456992602293
ACH-000222,0.212569085766
ACH-000223,0.111311113377
ACH-000226,0.0325616505705
ACH-000227,0.128311037486
ACH-000228,0.040403687855
ACH-000231,0.00375702037221
ACH-000232,0.0764208064407
ACH-000233,0.077077471434
ACH-000234,0.07605367997010001
ACH-000235,0.09402249839130002
ACH-000237,0.134241142183
ACH-000238,0.059140698130900005
ACH-000243,0.134537105091
ACH-000244,-0.0079080018213
ACH-000246,0.141345950973
ACH-000248,0.346016221176
ACH-000250,0.156351857929
ACH-000251,-0.018719931418
ACH-000253,0.119023614972
ACH-000255,0.125911082543
ACH-000256,0.045427055973300004
ACH-000257,0.198132155005
ACH-000258,0.269099805527
ACH-000259,0.174709462819
ACH-000260,0.11952519643
ACH-000261,0.229485086857
ACH-000262,-0.11309269161699999
ACH-000263,-0.0445394792511
ACH-000264,-0.0262963239499
ACH-000265,0.10345916163100001
ACH-000266,0.201777433962
ACH-000272,-0.0399485408076
ACH-000273,6.25680016001e-05
ACH-000274,0.08550746340500001
ACH-000277,-0.08760451008030001
ACH-000278,0.0262607887455
ACH-000279,0.22388647146200003
ACH-000280,0.060068404020499996
ACH-000281,0.061843796928599995
ACH-000288,0.0733731808386
ACH-000291,0.0036203977876399997
ACH-000293,0.20989590480300002
ACH-000294,0.144154159019
ACH-000295,-0.021311636561099998
ACH-000296,-0.190732433244
ACH-000302,0.154486196766
ACH-000304,-0.0484323351403
ACH-000307,0.12481556734799999
ACH-000308,0.07410198449839998
ACH-000310,0.271001161719
ACH-000311,0.00293634807877
ACH-000312,0.19341754395
ACH-000315,0.10202629049100001
ACH-000316,0.121986264332
ACH-000317,0.300903853761
ACH-000318,-0.0181381971868
ACH-000319,-0.08502248947760001
ACH-000320,0.004190177800139999
ACH-000322,0.135765869519
ACH-000323,0.151625334743
ACH-000324,-0.021296994264700005
ACH-000329,0.0864747656812
ACH-000330,0.271952056604
ACH-000331,0.0197725406114
ACH-000332,0.176127875085
ACH-000334,0.0198160828065
ACH-000335,-0.171920611551
ACH-000336,0.133591767704
ACH-000337,0.057511192717500006
ACH-000339,0.308100672723
ACH-000341,-0.101122762456
ACH-000348,0.19206537373500002
ACH-000350,0.110533800867
ACH-000352,0.203925799711
ACH-000356,0.114372636753
ACH-000361,-0.15907007822799998
ACH-000362,0.15104768730999998
ACH-000363,-0.0840399718107
ACH-000364,-0.0189781481272
