,CCDC171 (203238)
ACH-000004,-0.60743669036
ACH-000007,0.0373177961769
ACH-000009,-0.20018383149900001
ACH-000011,-0.139458780832
ACH-000012,0.014839222497700002
ACH-000013,-0.146765451416
ACH-000014,-0.0524762837471
ACH-000015,-0.0936126981141
ACH-000017,0.0405280687791
ACH-000018,-0.163945417323
ACH-000019,0.361570419693
ACH-000021,-0.0744226999984
ACH-000022,-0.146724711209
ACH-000025,0.15537510943
ACH-000028,0.104881984051
ACH-000030,0.0540127011579
ACH-000035,-0.11841286212200001
ACH-000036,-0.171515129254
ACH-000037,-0.175342980687
ACH-000039,0.202489674147
ACH-000040,-0.300435436232
ACH-000041,-0.128618124735
ACH-000042,-0.016898445328600003
ACH-000045,0.212550325207
ACH-000047,0.0589914690374
ACH-000052,-0.194284281875
ACH-000053,0.040850968847099996
ACH-000054,0.056643251832999994
ACH-000055,-0.319067110231
ACH-000060,0.0276951776423
ACH-000067,-0.02502364501
ACH-000070,-0.270884615307
ACH-000075,-0.0115889632236
ACH-000078,-0.00391315681758
ACH-000082,0.0263137374549
ACH-000085,-0.27280609755999996
ACH-000086,-0.000517899836313
ACH-000087,0.286959315713
ACH-000092,-0.07058993561549999
ACH-000095,-0.13378313961
ACH-000097,-0.0702157321995
ACH-000098,-0.161136915803
ACH-000099,-0.0450012776516
ACH-000108,-0.219694029528
ACH-000113,-0.056652905534899996
ACH-000115,0.0316886115961
ACH-000116,0.0378792498183
ACH-000118,0.0436455269419
ACH-000120,0.07010531817639999
ACH-000123,-0.0812657494428
ACH-000127,-0.0456867217214
ACH-000128,0.0005684741618830001
ACH-000132,-0.344530068852
ACH-000133,-0.0290764402323
ACH-000137,0.0262909997542
ACH-000138,-0.036760289292199995
ACH-000142,0.042640949415400003
ACH-000143,0.0679030618123
ACH-000146,0.190832135751
ACH-000148,-0.116172531827
ACH-000150,-0.439972224749
ACH-000152,-0.131978020143
ACH-000153,0.103170080056
ACH-000159,-0.030917094349199998
ACH-000160,-0.0629703041357
ACH-000163,-0.223884358103
ACH-000167,-0.336301948008
ACH-000168,-0.119042155052
ACH-000169,0.0508919353481
ACH-000178,-0.0194826227668
ACH-000182,0.0010467118698
ACH-000183,0.051378379309300004
ACH-000188,-0.024891735208799996
ACH-000189,-0.328205670674
ACH-000190,0.22564509490499998
ACH-000198,0.013486887946799999
ACH-000204,-0.08825435595039999
ACH-000206,-0.109784106862
ACH-000207,0.0389864113708
ACH-000211,-0.267122239855
ACH-000215,-0.19542375341899998
ACH-000221,-0.0677293248262
ACH-000222,0.0536959700144
ACH-000223,-0.0335927251818
ACH-000226,-0.137674630426
ACH-000227,-0.0639880271014
ACH-000228,-0.0798097825001
ACH-000231,-0.10615411305099999
ACH-000232,0.040093416191699996
ACH-000233,-0.0376585352394
ACH-000234,-0.0266583932253
ACH-000235,-0.190036808303
ACH-000237,-0.140151081894
ACH-000238,-0.212565985256
ACH-000243,-0.0633226187596
ACH-000244,0.0640819681167
ACH-000246,-0.0225738834943
ACH-000248,0.0205916380291
ACH-000250,-0.014491566711
ACH-000251,0.19204222765700002
ACH-000253,-0.1081962636
ACH-000255,0.00171420381734
ACH-000256,-0.0767168638182
ACH-000257,-0.251036250136
ACH-000258,0.223761185752
ACH-000259,-0.0398342181176
ACH-000260,0.015173786690400001
ACH-000261,-0.10846147696599999
ACH-000262,0.133594361466
ACH-000263,-0.20133633291499997
ACH-000264,-0.100588839114
ACH-000265,-0.157954310192
ACH-000266,-0.12211445102299999
ACH-000272,-0.195709036752
ACH-000273,0.0362687679125
ACH-000274,-0.174416126023
ACH-000277,-0.0948562903501
ACH-000278,0.035090415531500004
ACH-000279,-0.17398414275
ACH-000280,0.0350046555821
ACH-000281,-0.0326664375082
ACH-000288,0.0343242458603
ACH-000291,-0.0327954002481
ACH-000293,-0.0442287859382
ACH-000294,0.299353698095
ACH-000295,-0.0468997043198
ACH-000296,-0.181018815389
ACH-000302,-0.0641617604144
ACH-000304,-0.21296806274799998
ACH-000307,-0.144349544267
ACH-000308,-0.23016740391600002
ACH-000310,0.10161983694
ACH-000311,-0.0404890474335
ACH-000312,-0.00411602132817
ACH-000315,0.220071678202
ACH-000316,-0.23375521780699998
ACH-000317,-0.037701239400199996
ACH-000318,-0.0594568548084
ACH-000319,-0.24959426379299998
ACH-000320,-0.23046890384500002
ACH-000322,0.0613186243009
ACH-000323,-0.368789924926
ACH-000324,0.0663548827883
ACH-000329,0.145975162229
ACH-000330,-0.206234295935
ACH-000331,-0.0727593674146
ACH-000332,-0.11232757355999999
ACH-000334,-0.0498959340067
ACH-000335,-0.15498893470699998
ACH-000336,-0.644419352999
ACH-000337,-0.263484293745
ACH-000339,0.00239469711025
ACH-000341,0.0663098560764
ACH-000348,-0.0380295283856
ACH-000350,-0.181276722408
ACH-000352,-0.147533188955
ACH-000356,-0.209371401918
ACH-000361,-0.09362200278439999
ACH-000362,-0.011609974737100001
ACH-000363,0.06912351541930001
ACH-000364,-0.111482300581
ACH-000365,-0.027887462389700003
ACH-000366,-0.14868539652999999
ACH-000368,-0.058906560315300005
ACH-000374,-0.186622455206
ACH-000375,0.170366366036
ACH-000376,-0.029725503294799997
ACH-000381,0.022371596597599998
ACH-000383,-0.042277959758400006
ACH-000387,-0.0326590399323
ACH-000389,0.277877154291
ACH-000390,-0.286944807825
ACH-000393,-0.24942943420000002
ACH-000395,0.268570208546
ACH-000397,-0.0383973309307
ACH-000401,0.09125942191120001
ACH-000402,0.15041364623700001
ACH-000403,0.0575955430044
ACH-000404,0.0433762728677
ACH-000406,-0.000751552111392
ACH-000407,0.164543300737
ACH-000408,-0.00171747451706
ACH-000410,-0.114671466568
ACH-000411,-0.00390955462251
ACH-000414,-0.028031326447799997
ACH-000415,0.0592187811563
ACH-000416,-0.055865011361499996
ACH-000420,-0.158217088587
ACH-000421,-0.10056455260500001
ACH-000424,0.041160624393300003
ACH-000425,-0.00486668989249
ACH-000426,0.38338765882
ACH-000427,0.14412954004200002
ACH-000433,-0.175666351061
ACH-000436,-0.015670031049899998
ACH-000444,-0.35188251496399997
ACH-000445,0.050439875227
ACH-000448,-0.07548163548600001
ACH-000450,0.11378233870200001
ACH-000452,-0.107378233857
ACH-000454,0.04248366553780001
ACH-000458,0.0487425960977
ACH-000459,0.114746121276
ACH-000460,-0.0111408214577
ACH-000461,0.0737639632048
ACH-000463,0.133753440645
ACH-000464,-0.135570504152
ACH-000466,0.125473147597
ACH-000467,0.10567960786599999
ACH-000468,0.0640203894568
ACH-000469,0.0203078667874
ACH-000470,-0.09473466871739998
ACH-000471,-0.169575442645
ACH-000472,-0.13454111242699998
ACH-000473,0.06634701236309999
ACH-000475,-0.151367341198
ACH-000476,-0.014171579673
ACH-000477,-0.20781652287
ACH-000480,-0.0904351939076
ACH-000481,-0.220587348065
ACH-000483,-0.08761045909660001
ACH-000484,0.34800975140199997
ACH-000485,-0.141258344501
ACH-000486,-0.00147581807535
ACH-000487,-0.217007089329
ACH-000488,-0.11878969237800001
ACH-000490,-0.0963925899463
ACH-000491,-0.126455254065
ACH-000495,-0.0788080117564
ACH-000496,-0.00480057779017
ACH-000499,0.158113755215
ACH-000500,0.07384002810660001
ACH-000502,-0.04981924219719999
ACH-000503,-0.111670909691
ACH-000505,-0.0398640317974
ACH-000507,0.013279689697799999
ACH-000510,-0.0606397847219
ACH-000511,-0.0196825381775
ACH-000512,0.133765992822
ACH-000516,-0.11888798260399999
ACH-000517,-0.10062326638
ACH-000518,0.122734676869
ACH-000520,-0.07531185033639999
ACH-000521,-0.08932826933560001
ACH-000522,-0.0457823520316
ACH-000524,-0.0296273592265
ACH-000527,-0.00560071698831
ACH-000528,-0.0789936125191
ACH-000537,0.114121901736
ACH-000541,-0.298129247915
ACH-000542,-0.046514896142300005
ACH-000544,-0.160740902332
ACH-000545,-0.07926553133519999
ACH-000547,0.00325994459121
ACH-000548,-0.08448255307939999
ACH-000549,-0.158834447622
ACH-000550,-0.037763655919300004
ACH-000552,-0.0775271076631
ACH-000556,0.058600807295399994
ACH-000557,-0.14030690025999998
ACH-000570,0.100523816018
ACH-000571,-0.10113962687999999
ACH-000573,-0.061774736853
ACH-000576,-0.163104993365
ACH-000580,-0.039514231524400006
ACH-000584,-0.124405975696
ACH-000585,-0.0470089656552
ACH-000588,-0.10364899939099999
ACH-000589,0.047241592983099996
ACH-000591,-0.101249609004
ACH-000593,-0.105739566942
ACH-000600,-0.101003473347
ACH-000601,0.0353737654809
ACH-000604,-0.33156767643199997
ACH-000605,-0.0352072679314
ACH-000606,-0.052190538860599996
ACH-000608,-0.0158373116316
ACH-000614,-0.265598713986
ACH-000616,-0.031179812206
ACH-000618,0.03792414953
ACH-000619,0.00335470296172
ACH-000620,0.0185496300386
ACH-000621,-0.165308203751
ACH-000622,-0.283550618476
ACH-000623,-0.297995841003
ACH-000624,-0.130031940422
ACH-000627,0.18147247193100002
ACH-000630,-0.139065407332
ACH-000632,-0.0504883132266
ACH-000633,-0.0845975811875
ACH-000637,0.0137291638247
ACH-000638,-0.113068317258
ACH-000646,-0.251079726459
ACH-000647,0.0300042430908
ACH-000648,-0.206178816352
ACH-000649,-0.0512611862785
ACH-000651,-0.066485631952
ACH-000652,-0.156756027389
ACH-000653,-0.08408098476410002
ACH-000657,-0.145020194627
ACH-000658,-0.13060359159499998
ACH-000661,-0.0914863550161
ACH-000662,0.016585949839
ACH-000663,-0.0957248576049
ACH-000665,-0.0508262527307
ACH-000671,-0.137706785438
ACH-000673,-0.00554384695419
ACH-000676,-0.0245111541796
ACH-000677,0.0127622307378
ACH-000681,-0.07435467104469999
ACH-000682,-0.19201632417999998
ACH-000683,-0.054522228916
ACH-000684,-0.04957427921080001
ACH-000688,-0.0829350592833
ACH-000693,-0.060693262698599995
ACH-000694,0.0013798503323199998
ACH-000695,-0.138373715009
