,VWC2 (375567)
ACH-000004,0.0398463047126
ACH-000007,-0.28242787519
ACH-000009,0.125628789267
ACH-000011,-0.134409043894
ACH-000012,-0.0502507116535
ACH-000013,0.08410374256380002
ACH-000014,-0.0237955741802
ACH-000015,0.047930840131699994
ACH-000017,0.315922551019
ACH-000018,-0.035355435063699994
ACH-000019,0.032861252681499996
ACH-000021,0.142344440469
ACH-000022,-0.10223194023
ACH-000025,-0.11041040504499999
ACH-000028,0.135344441915
ACH-000030,-0.0171123161971
ACH-000035,0.0167885463417
ACH-000036,-0.137225933191
ACH-000037,0.11250766407099999
ACH-000039,0.343938237725
ACH-000040,-0.0057548089961
ACH-000041,0.0494601635644
ACH-000042,0.015426641381
ACH-000045,0.106787130307
ACH-000047,-0.0113888552045
ACH-000052,-0.0943363015648
ACH-000053,0.0158698562631
ACH-000054,-0.00650558429613
ACH-000055,0.364991284877
ACH-000060,-0.084339892384
ACH-000067,0.0577087445734
ACH-000070,-0.00452710050758
ACH-000075,-0.20511607495700002
ACH-000078,0.162527480679
ACH-000082,-0.109193823488
ACH-000085,0.024126323252699998
ACH-000086,0.269171421923
ACH-000087,0.05489242006159999
ACH-000092,0.289509851691
ACH-000095,0.005975836021239999
ACH-000097,0.12495744049
ACH-000098,-0.00013561407244999999
ACH-000099,0.057870214973599995
ACH-000108,0.113764040346
ACH-000113,0.00593426583049
ACH-000115,0.16514327345899998
ACH-000116,0.052955179288200004
ACH-000118,0.052584985548499996
ACH-000120,0.0943537460308
ACH-000123,0.133129684485
ACH-000127,0.0764912709428
ACH-000128,-0.157617109803
ACH-000132,0.30812647929000003
ACH-000133,0.108493622375
ACH-000137,-0.0166229695607
ACH-000138,0.17188764628800002
ACH-000142,0.230643314888
ACH-000143,0.013463181633299999
ACH-000146,0.0428946276298
ACH-000148,-0.0827589753018
ACH-000150,0.10406858442900001
ACH-000152,0.01823421879
ACH-000153,-0.240389364784
ACH-000159,-0.147325000426
ACH-000160,0.045039901597600004
ACH-000163,0.0607075773914
ACH-000167,0.399280710872
ACH-000168,0.09621873919360001
ACH-000169,-0.100439041274
ACH-000178,0.24323773471000001
ACH-000182,0.0607351507488
ACH-000183,0.00711778637361
ACH-000188,0.123436183236
ACH-000189,0.19019805140700002
ACH-000190,0.07050232268739999
ACH-000198,-0.00117522256295
ACH-000204,-0.0197597553182
ACH-000206,0.0694613082445
ACH-000207,0.0685228799481
ACH-000211,0.101251478487
ACH-000215,-0.0726398662483
ACH-000221,-0.13166506258400001
ACH-000222,0.004069612398659999
ACH-000223,0.08368453449030001
ACH-000226,0.077590879747
ACH-000227,-0.00989276599227
ACH-000228,-0.245144437192
ACH-000231,0.023558697342099998
ACH-000232,0.09804845693269999
ACH-000233,0.0412195440481
ACH-000234,0.021223299986299998
ACH-000235,-0.0827181950923
ACH-000237,-0.034599265601599996
ACH-000238,0.0661592812875
ACH-000243,0.155900951501
ACH-000244,-0.11227952602499999
ACH-000246,-0.0360922878413
ACH-000248,-0.0393166552739
ACH-000250,-0.09328020156710001
ACH-000251,0.282624368959
ACH-000253,0.11112987889499999
ACH-000255,-0.113576667612
ACH-000256,0.039057382050800005
ACH-000257,0.0713151209146
ACH-000258,0.119807691968
ACH-000259,0.117884332661
ACH-000260,0.032517853823
ACH-000261,-0.0202932568636
ACH-000262,-0.147504244758
ACH-000263,-0.0832073081925
ACH-000264,0.028010539807899998
ACH-000265,0.0438277472365
ACH-000266,-0.0712575316905
ACH-000272,0.143489647863
ACH-000273,0.0453258733376
ACH-000274,0.228253463943
ACH-000277,0.026370975885400005
ACH-000278,0.0110235931831
ACH-000279,-0.10520587515799999
ACH-000280,0.0695874140152
ACH-000281,0.084399242389
ACH-000288,-0.0143183412192
ACH-000291,-0.0765836367344
ACH-000293,-0.11288066712099999
ACH-000294,-0.138571171228
ACH-000295,0.0425098124412
ACH-000296,0.0873048968829
ACH-000302,0.0863582048133
ACH-000304,-0.0690994663517
ACH-000307,-0.0293662864585
ACH-000308,-0.049211969379400006
ACH-000310,0.16919396852600002
ACH-000311,0.250750535165
ACH-000312,0.146544160665
ACH-000315,-0.11298574049599999
ACH-000316,0.005100305146130001
