,TNIP3 (79931)
ACH-000004,-0.194612917716
ACH-000007,-0.358954182537
ACH-000009,-0.0676224043906
ACH-000011,-0.190657624538
ACH-000012,-0.00932171620261
ACH-000013,-0.050596224459499996
ACH-000014,-0.249014086502
ACH-000015,-0.08555383869349999
ACH-000017,-0.0216715651573
ACH-000018,-0.17419015218699999
ACH-000019,0.0513244458369
ACH-000021,0.0131368047908
ACH-000022,-0.0379439493857
ACH-000025,-0.112195888146
ACH-000028,-0.178365483057
ACH-000030,-0.157891203819
ACH-000035,0.00250130918953
ACH-000036,-0.017973915274900002
ACH-000037,-0.292552636317
ACH-000039,0.028598679087200003
ACH-000040,-0.22456637301999996
ACH-000041,-0.23363275639000003
ACH-000042,-0.126358303945
ACH-000045,-0.139238791837
ACH-000047,-0.139616690579
ACH-000052,-0.263428582974
ACH-000053,-0.0448407687153
ACH-000054,-0.19126643726300002
ACH-000055,-0.103545457617
ACH-000060,-0.0520686856083
ACH-000067,-0.13928552078099998
ACH-000070,-0.19710458635000003
ACH-000075,-0.10714872239800001
ACH-000078,-0.23325572250799997
ACH-000082,-0.272542847266
ACH-000085,-0.0183621978191
ACH-000086,-0.0905216943632
ACH-000087,-0.304085759408
ACH-000092,-0.313061436659
ACH-000095,-0.054645124150900004
ACH-000097,-0.116773743542
ACH-000098,-0.16649536935999998
ACH-000099,-0.198740484184
ACH-000108,-0.14553861374399998
ACH-000113,-0.0007444782532050001
ACH-000115,-0.14369898736300002
ACH-000116,-0.127503198219
ACH-000118,-0.101774992381
ACH-000120,-0.0382769707059
ACH-000123,-0.0535934630074
ACH-000127,-0.137565145876
ACH-000128,-0.017656347999599996
ACH-000132,-0.150730567041
ACH-000133,-0.200974008556
ACH-000137,-0.0313626277416
ACH-000138,-0.11449480425999999
ACH-000142,-0.173236268719
ACH-000143,-0.2096559857
ACH-000146,-0.167098875141
ACH-000148,-0.129194110347
ACH-000150,-0.224812104012
ACH-000152,-0.272976803527
ACH-000153,-0.370742630454
ACH-000159,-0.044178983552299995
ACH-000160,-0.219444496743
ACH-000163,0.151907430891
ACH-000167,-0.258068939417
ACH-000168,-0.271631101656
ACH-000169,-0.13407372439
ACH-000178,-0.256737791779
ACH-000182,-0.030712893261599997
ACH-000183,0.0056187657764300005
ACH-000188,-0.128841086564
ACH-000189,-0.00812673047265
ACH-000190,-0.10754598442600001
ACH-000198,-0.20106255520999997
ACH-000204,-0.180937169197
ACH-000206,-0.122205086217
ACH-000207,-0.010138594894799999
ACH-000211,-0.102583749061
ACH-000215,-0.153320562439
ACH-000221,-0.143230105438
ACH-000222,0.022001568595500003
ACH-000223,-0.199025911254
ACH-000226,-0.104966996535
ACH-000227,-0.35330439952299997
ACH-000228,-0.0399371560218
ACH-000231,-0.05556841581830001
ACH-000232,-0.25553836407499997
ACH-000233,-0.012912805141200003
ACH-000234,-0.149959007839
ACH-000235,-0.0428328846689
ACH-000237,-0.0380271127344
ACH-000238,-0.0962219027957
ACH-000243,-0.050988820437599995
ACH-000244,-0.0890932628072
ACH-000246,-0.0974997967486
ACH-000248,0.0475298333202
ACH-000250,-0.138579296891
ACH-000251,-0.353229557909
ACH-000253,-0.19561374467599998
ACH-000255,-0.0927733184159
ACH-000256,0.17517064349199998
ACH-000257,-0.244720954551
ACH-000258,-0.183329978378
ACH-000259,-0.19379544339000002
ACH-000260,-0.205771256733
ACH-000261,-0.181168065183
ACH-000262,-0.183345612024
ACH-000263,0.101436013588
ACH-000264,-0.210656601026
ACH-000265,-0.0975459210768
ACH-000266,-0.210243848487
ACH-000272,-0.0876115039433
ACH-000273,-0.173788023975
ACH-000274,-0.19041717125100002
ACH-000277,0.0212523357228
ACH-000278,-0.0672878681085
ACH-000279,-0.27070984181499996
ACH-000280,-0.183817940385
ACH-000281,-0.21404677290100002
ACH-000288,-0.0799839058639
ACH-000291,-0.09807404867080001
ACH-000293,-0.254760955029
ACH-000294,0.025370525455
ACH-000295,0.0230205223551
ACH-000296,-0.053718793720699994
ACH-000302,-0.12382972888900001
ACH-000304,-0.21114334165999998
ACH-000307,-0.211465034808
ACH-000308,-0.18546100683800001
ACH-000310,-0.10075184907299999
ACH-000311,-0.205286419021
ACH-000312,-0.118855364026
ACH-000315,0.00460835736616
ACH-000316,-0.129896841039
ACH-000317,-0.15374380544299998
ACH-000318,-0.013751914062700002
ACH-000319,-0.191781073929
ACH-000320,-0.229591429572
ACH-000322,-0.184122580878
ACH-000323,-0.16051243745
ACH-000324,-0.0871118950713
ACH-000329,-0.00962799132468
ACH-000330,-0.106215280637
ACH-000331,-0.0132702072355
ACH-000332,-0.113494290946
ACH-000334,0.196724630263
ACH-000335,-0.09246211782500001
ACH-000336,-0.36631988609399996
ACH-000337,-0.21749644791499997
ACH-000339,-0.142079710005
ACH-000341,-0.314087226165
ACH-000348,-0.05557483457140001
ACH-000350,-0.137936622746
ACH-000352,-0.0158321134661
ACH-000356,0.098827395638
ACH-000361,-0.23112441278499998
ACH-000362,-0.09358553233339999
ACH-000363,-0.09301761322560001
ACH-000364,-0.263540261529
ACH-000365,-0.0988640512102
ACH-000366,-0.11196239042400001
ACH-000368,-0.09968453067739999
ACH-000374,-0.269460912839
ACH-000375,-0.218379886396
ACH-000376,-0.168138354968
ACH-000381,-0.205272823562
ACH-000383,-0.09919853892539998
ACH-000387,-0.14709836942399998
ACH-000389,-0.116065010498
ACH-000390,-0.229375589334
ACH-000393,-0.08412404292789999
ACH-000395,-0.014971366836500001
ACH-000397,-0.164660758102
ACH-000401,-0.120629205065
ACH-000402,0.203524389223
ACH-000403,-0.166613097405
ACH-000404,-0.11646664822799999
ACH-000406,-0.155883931068
ACH-000407,-0.218203088844
ACH-000408,-0.0769157769232
ACH-000410,-0.33977975420999995
ACH-000411,-0.17543301079
ACH-000414,-0.21540172542599997
ACH-000415,-0.153079747182
ACH-000416,-0.054904746494800004
ACH-000420,-0.206722668495
ACH-000421,-0.2341278678
ACH-000424,-0.356164602535
ACH-000425,-0.29269485165
ACH-000426,-0.17189793633
ACH-000427,-0.29305942513300004
ACH-000433,0.334142594931
ACH-000436,-0.057747796023500005
ACH-000444,-0.290593186812
ACH-000445,-0.11556734468
ACH-000448,-0.239157069602
ACH-000450,-0.0513330126099
ACH-000452,-0.120919407465
ACH-000454,-0.133481907012
ACH-000458,0.120652987254
ACH-000459,-0.022386580558700003
ACH-000460,-0.254779246803
ACH-000461,-0.242152133256
ACH-000463,-0.07052990031610001
ACH-000464,0.009324683530110001
ACH-000466,-0.08728825804269999
ACH-000467,-0.24034673629099998
ACH-000468,-0.08746106391969999
ACH-000469,-0.0997082077602
ACH-000470,-0.147204838462
ACH-000471,-0.209613937276
ACH-000472,-0.0562434412
ACH-000473,0.0334841112672
ACH-000475,-0.0627962027756
ACH-000476,-0.378933970659
ACH-000477,-0.287663713504
ACH-000480,-0.0465307185784
ACH-000481,-0.16796506404300002
ACH-000483,-0.146646469275
ACH-000484,-0.057617739944799996
ACH-000485,0.17876462702799997
ACH-000486,-0.17786470827
ACH-000487,-0.174603650399
ACH-000488,-0.11222005660800001
ACH-000490,-0.17074263816399998
ACH-000491,-0.0719294561774
ACH-000495,-0.277472815317
ACH-000496,-0.0601865722248
ACH-000499,-0.0117558459911
ACH-000500,0.42570774297700004
ACH-000502,-0.0456434482278
ACH-000503,0.172477974033
ACH-000505,-0.101293145024
ACH-000507,-0.20499006680799997
ACH-000510,-0.125869536448
ACH-000511,-0.174199997191
ACH-000512,-0.34534760578699997
ACH-000516,-0.14065790017000002
ACH-000517,-0.155539079771
ACH-000518,-0.242196437998
ACH-000520,-0.124394743135
ACH-000521,-0.106058318774
ACH-000522,-0.14460160523
ACH-000524,-0.132004427897
ACH-000527,-0.116387843988
ACH-000528,-0.10383217442800001
ACH-000537,-0.0399367401362
ACH-000541,-0.0548948572405
ACH-000542,-0.176278934846
ACH-000544,-0.00295208600798
ACH-000545,-0.129732406439
ACH-000547,-0.09622399856560002
ACH-000548,-0.119177603384
ACH-000549,-0.18531505515299998
ACH-000550,-0.233171206629
ACH-000552,-0.181054587271
ACH-000556,-0.05435346570709999
ACH-000557,-0.06427955741090001
ACH-000570,-0.136060084516
ACH-000571,-0.0636642636612
ACH-000573,-0.190411240854
ACH-000576,-0.0413604694285
ACH-000580,-0.35451729976199997
ACH-000584,-0.024688357346799996
ACH-000585,0.0309157867285
ACH-000588,-0.029764980041299998
ACH-000589,-0.118677210568
ACH-000591,-0.282641241453
ACH-000593,-0.0512677903599
ACH-000600,-0.148021793388
ACH-000601,-0.11856782247000001
ACH-000604,-0.212057794171
ACH-000605,-0.20095994195500003
ACH-000606,-0.137802593277
ACH-000608,-0.0630216095459
ACH-000614,-0.0387200981421
ACH-000616,-0.0831442989162
ACH-000618,-0.269483279036
ACH-000619,-0.18369452092799998
ACH-000620,-0.0957894878665
ACH-000621,-0.12525562957800002
ACH-000622,-0.0224545505498
ACH-000623,-0.202590927217
ACH-000624,-0.027040990386099997
ACH-000627,-0.124027372466
ACH-000630,-0.08693842886679999
ACH-000632,-0.13833685396099998
ACH-000633,-0.18611726657400002
ACH-000637,-0.10045406078400002
ACH-000638,-0.106890775607
ACH-000646,-0.0826548978534
ACH-000647,-0.186328092597
ACH-000648,0.019934214425700002
ACH-000649,-0.036302842444099995
ACH-000651,-0.0722540891884
ACH-000652,-0.251756480045
ACH-000653,0.009097086265969999
ACH-000657,-0.16467545325
ACH-000658,0.0178290779331
ACH-000661,-0.292579242762
ACH-000662,-0.17315747791299999
ACH-000663,-0.12562953994
ACH-000665,-0.0457364684144
ACH-000671,-0.28548414315000004
ACH-000673,-0.200763666094
ACH-000676,-0.0496490072685
ACH-000677,-0.291983235951
ACH-000681,-0.0855250858388
ACH-000682,-0.088567027666
ACH-000683,-0.0606075146604
ACH-000684,-0.0618594226093
ACH-000688,-0.224755237065
ACH-000693,-0.101242569171
ACH-000694,-0.14586568754
ACH-000695,-0.285182103484
ACH-000696,-0.162559279285
ACH-000697,-0.0481267481825
ACH-000699,-0.0411540016404
ACH-000701,-0.220286722872
ACH-000706,-0.10925041509000001
ACH-000711,-0.106843945006
ACH-000713,-0.308229308732
ACH-000714,0.037241585107
ACH-000718,-0.302026703264
ACH-000720,-0.159875148898
ACH-000721,-0.0605302985984
ACH-000724,-0.430650521035
ACH-000725,0.0467034348524
ACH-000732,0.10589394194900001
ACH-000734,-0.10064363103499999
ACH-000735,-0.034888909140800006
ACH-000736,-0.176712788502
ACH-000738,-0.14303157157
ACH-000746,0.042703790323
ACH-000747,-0.0396230011793
ACH-000748,-0.12728104605
ACH-000753,-0.04946224997859999
ACH-000756,-0.0773608794807
ACH-000757,-0.0599555145608
ACH-000758,-0.097751242013
ACH-000760,-0.301075223571
ACH-000763,-0.41733522164000003
ACH-000764,-0.0841996435628
ACH-000765,-0.109367640513
ACH-000766,-0.0426760739432
ACH-000767,-0.0442185660744
ACH-000768,-0.0597605748625
ACH-000769,-0.252261894181
ACH-000770,-0.0889844468248
ACH-000771,-0.0222373717946
ACH-000773,0.06878951420439999
ACH-000776,-0.300406627927
ACH-000777,-0.15418950406600002
ACH-000778,0.214451306629
ACH-000781,-0.189552138675
ACH-000782,-0.149333181095
ACH-000783,-0.005142947390439999
ACH-000784,-0.0411320672339
ACH-000785,-0.04912993063709999
ACH-000787,-0.110072759221
ACH-000788,-0.06705533576969999
ACH-000791,-0.0468144317122
ACH-000792,-0.291854709818
ACH-000794,-0.0162415142185
ACH-000796,-0.239825126307
ACH-000799,-0.210495030894
ACH-000800,-0.11755368746
ACH-000802,-0.133509203379
ACH-000804,0.0895570572979
ACH-000805,-0.126546643598
ACH-000809,-0.0734926630463
ACH-000810,-0.721697604049
ACH-000811,-0.1130110077
ACH-000817,-0.0840905354245
ACH-000819,-0.11318143579199999
ACH-000820,-0.118913673356
ACH-000821,-0.507460067844
ACH-000822,-0.134590613469
ACH-000823,-0.0941746082457
ACH-000824,-0.169568553222
ACH-000827,-0.116105540284
ACH-000829,-0.273618890628
ACH-000831,-0.00438715258868
ACH-000832,-0.111844447959
ACH-000833,-0.427909002755
ACH-000834,-0.132004438523
ACH-000835,-0.106726362135
ACH-000836,-0.22065039950999998
ACH-000837,-0.118558501149
ACH-000838,0.18585532643599997
ACH-000839,0.006025344616659999
ACH-000840,0.018811995226900004
ACH-000841,0.0180354858576
ACH-000843,-0.155604955929
ACH-000846,-0.329052378639
ACH-000847,0.000452451398542
ACH-000848,-0.145405411825
ACH-000849,-0.124923019584
ACH-000851,-0.0923715242382
ACH-000855,-0.43300112233000004
ACH-000856,0.049451056417
ACH-000858,-0.15934380093
ACH-000859,0.0326360080169
ACH-000861,-0.180427760564
ACH-000862,-0.058228869847800006
ACH-000865,-0.08480369164689999
ACH-000866,-0.127972757848
ACH-000867,-0.157769392096
ACH-000869,-0.2884588456
ACH-000872,-0.110062848267
ACH-000873,-0.13155709893
ACH-000876,-0.08952114968810002
ACH-000878,-0.28721124093600003
ACH-000880,0.0841647473591
ACH-000881,0.0611383936804
ACH-000882,-0.00969716467911
ACH-000884,-0.163123118945
ACH-000885,0.0320407889418
ACH-000887,-0.128528042925
ACH-000888,-0.12506227801699998
ACH-000889,0.0035448963709000005
ACH-000890,0.0132699975049
ACH-000896,-0.210687676637
ACH-000898,0.0598996304798
ACH-000900,-0.21277842011300002
ACH-000901,-0.170476141554
ACH-000905,-0.0791067139612
ACH-000906,-0.155596134889
ACH-000907,-0.159484056332
ACH-000910,-0.114833902091
ACH-000911,-0.105734379756
ACH-000912,-0.0282611668573
ACH-000913,0.0560812782465
ACH-000915,-0.0353443765484
ACH-000916,-0.0334988137286
ACH-000917,-0.111956166429
ACH-000921,-0.011161938562200002
ACH-000924,-0.157431323156
ACH-000926,-0.142356368068
ACH-000928,-0.0976604517702
ACH-000929,-0.323932223031
ACH-000932,-0.17808040111900003
ACH-000935,-0.251985811116
ACH-000936,-0.117250196192
ACH-000937,-0.157924826921
ACH-000938,-0.225470708511
ACH-000939,-0.10203190924000001
ACH-000941,-0.169179677586
ACH-000943,-0.111708297829
ACH-000946,-0.0688221516014
ACH-000947,-0.169244098674
ACH-000948,-0.035180384621
ACH-000950,-0.296874763156
ACH-000953,-0.16583779161599999
ACH-000957,-0.270465867241
ACH-000958,-0.09867415763419998
ACH-000960,0.00446875855119
ACH-000963,0.00068287638434
ACH-000968,-0.011220273406
ACH-000969,-0.2539674863
ACH-000973,-0.195101151826
ACH-000974,-0.211123317737
ACH-000975,-0.211557108388
ACH-000976,-0.13122420860200001
ACH-000978,-0.313465853752
ACH-000980,-0.10418846272700001
ACH-000984,0.021668227823900002
ACH-000986,-0.136971663534
ACH-000988,-0.1045397677
ACH-000993,-0.152662920177
ACH-000994,-0.103521346535
ACH-000996,-0.435119920863
ACH-001001,-0.133719435193
ACH-001020,-0.22552361093000003
ACH-001028,-0.105158342405
ACH-001031,-0.025922349480300002
ACH-001038,-0.0814118967964
ACH-001048,-0.14479099886900001
ACH-001050,-0.20948784501899997
ACH-001053,0.12428942704700001
ACH-001054,-0.09656476309930001
ACH-001061,-0.110836047825
ACH-001067,0.00599554723045
ACH-001075,-0.141246180736
ACH-001096,-0.180104863261
ACH-001128,-0.127793634069
ACH-001134,-0.028587227982799997
ACH-001151,-0.1235978292
ACH-001163,0.0436713001775
ACH-001164,0.0191526970464
ACH-001173,-0.17025404138300002
ACH-001183,-0.14688149216
ACH-001184,-0.330548485834
ACH-001190,-0.254871287145
ACH-001192,0.0253059480465
ACH-001193,0.16071727871400002
ACH-001196,0.0177848921329
ACH-001197,-0.08649682564519999
ACH-001205,-0.376720433439
ACH-001211,-0.136590798106
ACH-001212,-0.254054987546
ACH-001228,0.09778406094239998
ACH-001232,-0.26744967158000005
ACH-001239,-0.170619874344
ACH-001274,0.122438274353
ACH-001275,-0.004746241956
ACH-001277,-0.0166475173416
ACH-001278,-0.09046231783939998
ACH-001280,-0.07198312900119999
ACH-001283,-0.26150374585700004
ACH-001289,-0.18433736055599997
ACH-001295,-0.08183462458850001
ACH-001300,-0.11159486589400001
ACH-001301,-0.09400482234650001
ACH-001302,-0.27184712808
ACH-001303,-0.252957842787
ACH-001306,0.11156016437300001
ACH-001318,-0.0728206863751
ACH-001322,-0.0220403387629
ACH-001328,-0.0246930772376
ACH-001332,-0.1089754143
ACH-001333,0.024170376479500003
ACH-001336,-0.135528938553
ACH-001340,-0.0914379439456
ACH-001346,-0.161716838963
ACH-001353,-0.0479131849489
ACH-001354,0.16424889515799998
ACH-001367,-0.153165821985
ACH-001368,-0.0600874740336
ACH-001374,-0.37468359029799997
ACH-001375,-0.184976778723
ACH-001377,-0.09435423197550001
ACH-001380,-0.0678404397923
ACH-001391,0.10940099276799999
ACH-001407,-0.134768461239
ACH-001408,-0.151041735337
ACH-001413,-0.226833958925
ACH-001430,-0.0150931199647
ACH-001431,-0.13210218521199998
ACH-001450,-0.15513718223
ACH-001496,-0.19476493920000001
ACH-001500,-0.182296416888
ACH-001521,0.0190832707244
ACH-001523,-0.237752116173
ACH-001532,-0.13080851274900002
ACH-001536,-0.057747611903
ACH-001550,-0.20634362662500003
ACH-001552,-0.00098160509582
ACH-001554,-0.118548178017
ACH-001645,-0.492264256082
ACH-001654,-0.158425640941
ACH-001715,-0.256332669309
ACH-001735,0.00314661636547
ACH-001736,-0.0401778855834
ACH-001737,-0.11093864073
ACH-001740,-0.0964813106482
ACH-001745,-0.32925023584199997
ACH-001750,-0.244843029657
ACH-001765,-0.112212260842
ACH-001956,-0.203050608286
ACH-001957,-0.107496992448
