,EIF3B (8662)
ACH-000004,-1.5731621874500001
ACH-000007,-1.01057584707
ACH-000009,-1.38771914568
ACH-000011,-1.70120592222
ACH-000012,-1.1029931575799998
ACH-000013,-1.57758994463
ACH-000014,-1.1473914778899998
ACH-000015,-1.3919829550799998
ACH-000017,-0.965007062506
ACH-000018,-1.32775645593
ACH-000019,-0.91706567744
ACH-000021,-1.2355410882
ACH-000022,-1.7773243535799998
ACH-000025,-1.4840992659799999
ACH-000028,-1.12147174221
ACH-000030,-1.0990069921799999
ACH-000035,-0.953291893018
ACH-000036,-1.2944287674500001
ACH-000037,-2.31914538668
ACH-000039,-1.35780884506
ACH-000040,-1.3797808448500002
ACH-000041,-1.24219862765
ACH-000042,-1.23866512705
ACH-000045,-1.45546168571
ACH-000047,-1.10866733841
ACH-000052,-1.27729423009
ACH-000053,-1.24003765956
ACH-000054,-1.38941383403
ACH-000055,-1.6027711954600001
ACH-000060,-1.46236569054
ACH-000067,-1.28884323512
ACH-000070,-1.6898694762
ACH-000075,-1.42880056826
ACH-000078,-1.3406311061299998
ACH-000082,-1.2575666199
ACH-000085,-1.3584034573700001
ACH-000086,-1.4085969937
ACH-000087,-1.22927795008
ACH-000092,-1.17303545811
ACH-000095,-1.37992212141
ACH-000097,-1.00074416707
ACH-000098,-1.35182624771
ACH-000099,-1.66318583849
ACH-000108,-1.1968785443
ACH-000113,-1.33366695691
ACH-000115,-1.86654548743
ACH-000116,-1.40169207232
ACH-000118,-1.22694178005
ACH-000120,-1.02244790728
ACH-000123,-1.2351388395899998
ACH-000127,-1.4440115491999999
ACH-000128,-1.73799754447
ACH-000132,-1.2411376173100002
ACH-000133,-1.33293493763
ACH-000137,-1.33254650131
ACH-000138,-1.30263248158
ACH-000142,-1.6078609580599998
ACH-000143,-1.31498493913
ACH-000146,-1.37179671981
ACH-000148,-1.31503991745
ACH-000150,-1.2976971993000002
ACH-000152,-1.21554763707
ACH-000153,-2.13776977989
ACH-000159,-1.4742308038499998
ACH-000160,-1.5979998680399998
ACH-000163,-1.19505266902
ACH-000167,-1.8769253752500001
ACH-000168,-1.46975631363
ACH-000169,-1.3947148824700002
ACH-000178,-1.36160631193
ACH-000182,-1.1206466131000001
ACH-000183,-1.25987884282
ACH-000188,-1.44753149587
ACH-000189,-1.4392995437600002
ACH-000190,-1.21325454419
ACH-000198,-1.27614308491
ACH-000204,-1.20046210059
ACH-000206,-1.8770918607900002
ACH-000207,-1.12276735145
ACH-000211,-1.5054778062600003
ACH-000215,-1.1711797709
ACH-000221,-1.1159988803
ACH-000222,-0.886288883875
ACH-000223,-1.4604153620299998
ACH-000226,-1.15515935949
ACH-000227,-1.4515003537200002
ACH-000228,-1.10879050036
ACH-000231,-1.28638538744
ACH-000232,-1.39297984234
ACH-000233,-1.16234459624
ACH-000234,-1.6552872886
ACH-000235,-1.2799845838500001
ACH-000237,-1.65914999486
ACH-000238,-1.23714340873
ACH-000243,-1.09740534435
ACH-000244,-1.07648988146
ACH-000246,-1.23020806706
ACH-000248,-0.961442695009
ACH-000250,-1.64567949748
ACH-000251,-1.25886522051
ACH-000253,-1.65398697917
ACH-000255,-1.25875802631
ACH-000256,-1.47152972309
ACH-000257,-1.4480485510299999
ACH-000258,-2.13485501542
ACH-000259,-1.23625595668
ACH-000260,-1.19112096236
ACH-000261,-1.10598745381
ACH-000262,-1.4763697969999998
ACH-000263,-0.8338427292470001
ACH-000264,-1.27593439422
ACH-000265,-1.5755641081
ACH-000266,-1.16671943013
ACH-000272,-1.278672904
ACH-000273,-1.4032075727700002
ACH-000274,-1.3154370300700002
ACH-000277,-1.3166504167200002
ACH-000278,-1.2094475064399999
ACH-000279,-1.38842415491
ACH-000280,-1.1481108717
ACH-000281,-1.0889732481299998
ACH-000288,-1.2023477997499998
ACH-000291,-1.80157986813
ACH-000293,-1.33140298092
ACH-000294,-1.33739829507
ACH-000295,-1.56938988708
ACH-000296,-1.10396368538
ACH-000302,-1.31897816461
ACH-000304,-1.01521478321
ACH-000307,-1.6603687769100002
ACH-000308,-1.52233957687
ACH-000310,-1.41990910907
ACH-000311,-1.08050610026
ACH-000312,-1.3479265545399999
ACH-000315,-1.5305380898899998
ACH-000316,-0.954199382065
ACH-000317,-1.0501482948
ACH-000318,-1.32253195545
ACH-000319,-1.7078069094600001
ACH-000320,-1.5845720508599999
ACH-000322,-1.125208603
ACH-000323,-1.4680140990200001
ACH-000324,-1.37416892014
ACH-000329,-1.770139568
ACH-000330,-1.37277087344
ACH-000331,-1.31475486032
ACH-000332,-1.33879937841
ACH-000334,-0.9040447425679999
ACH-000335,-1.0262981010799999
ACH-000336,-1.5243881369699999
ACH-000337,-1.63309182852
ACH-000339,-1.4640409301
ACH-000341,-1.95774392978
ACH-000348,-1.36869334245
ACH-000350,-1.4366755737999999
ACH-000352,-1.1987273197200001
ACH-000356,-1.2414237579799998
ACH-000361,-1.11176742565
ACH-000362,-1.1289744248
ACH-000363,-1.37448123652
ACH-000364,-1.1537093971899999
ACH-000365,-1.1435118273
ACH-000366,-1.33249561591
ACH-000368,-1.2258010135500002
ACH-000374,-1.2753815839899998
ACH-000375,-1.5471897392200002
ACH-000376,-1.10107628699
ACH-000381,-0.9272454520129999
ACH-000383,-1.43364888354
ACH-000387,-1.215559875
ACH-000389,-1.15913720125
ACH-000390,-1.18832050112
ACH-000393,-1.37338013674
ACH-000395,-1.53987049125
ACH-000397,-1.46272917868
ACH-000401,-1.21916218732
ACH-000402,-1.65035793967
ACH-000403,-1.3162246377700002
ACH-000404,-1.27991628535
ACH-000406,-1.09769805056
ACH-000407,-1.1863569357500001
ACH-000408,-1.1859207977500001
ACH-000410,-1.0458215445399999
ACH-000411,-1.6329165474599998
ACH-000414,-1.26286547699
ACH-000415,-1.23786795744
ACH-000416,-1.52943808401
ACH-000420,-1.0913848420299999
ACH-000421,-1.4200070917200003
ACH-000424,-1.30965332604
ACH-000425,-0.934685113892
ACH-000426,-1.2098306550700002
ACH-000427,-1.61192992451
ACH-000433,-1.37487685449
ACH-000436,-1.33010251838
ACH-000444,-1.03239050301
ACH-000445,-0.922184199736
ACH-000448,-1.23656344123
ACH-000450,-1.4293018225
ACH-000452,-1.56125143709
ACH-000454,-1.24508095582
ACH-000458,-1.58034509821
ACH-000459,-1.2031564928799998
ACH-000460,-1.2905814233600001
ACH-000461,-1.50344962572
ACH-000463,-1.3708073228400002
ACH-000464,-1.8039641808400002
ACH-000466,-1.2412411202
ACH-000467,-1.40926189722
ACH-000468,-1.0350878827299999
ACH-000469,-1.2943082943700002
ACH-000470,-1.2811696105500001
ACH-000471,-1.4737483918399998
ACH-000472,-1.56655023028
ACH-000473,-1.49945575639
ACH-000475,-1.28669460749
ACH-000476,-1.14149850764
ACH-000477,-1.2048370631899998
ACH-000480,-1.4192250012
ACH-000481,-1.10902375733
ACH-000483,-1.32455050885
ACH-000484,-1.56036607113
ACH-000485,-1.38491515293
ACH-000486,-1.47750653536
ACH-000487,-1.53420042432
ACH-000488,-1.4675398057799998
ACH-000490,-1.1201683542
ACH-000491,-1.24480152086
ACH-000495,-1.1282763142899999
ACH-000496,-1.03330166356
ACH-000499,-1.18925017371
ACH-000500,-1.04625530642
ACH-000502,-1.24386530301
ACH-000503,-1.25331524393
ACH-000505,-1.7503008869999999
ACH-000507,-1.38165066723
ACH-000510,-1.4624546179799998
ACH-000511,-1.27361746588
ACH-000512,-1.37869267831
ACH-000516,-1.6366765711000002
ACH-000517,-1.13923473724
ACH-000518,-1.1016814484100002
ACH-000520,-1.17516611073
ACH-000521,-1.3575030694499999
ACH-000522,-1.4365685858500001
ACH-000524,-1.8406430877900002
ACH-000527,-1.36973960321
ACH-000528,-1.0619192752200002
ACH-000537,-0.936964996609
ACH-000541,-1.01071832225
ACH-000542,-1.62150977595
ACH-000544,-1.2382249511599999
ACH-000545,-1.35168819088
ACH-000547,-1.48304341465
ACH-000548,-1.23110112437
ACH-000549,-1.3225286843700002
ACH-000550,-1.3952439305500002
ACH-000552,-1.17284954906
ACH-000556,-1.42041765181
ACH-000557,-1.70891042022
ACH-000570,-1.5072648092299998
ACH-000571,-1.6613454449899998
ACH-000573,-1.16806370029
ACH-000576,-1.6955775922299998
ACH-000580,-1.3132674100900001
ACH-000584,-1.48500984807
ACH-000585,-1.31896246308
ACH-000588,-1.47880677865
ACH-000589,-1.37890863011
ACH-000591,-1.94808690032
ACH-000593,-1.6094390680700001
ACH-000600,-1.28949218146
ACH-000601,-1.3148308056
ACH-000604,-0.9678389546580001
ACH-000605,-1.3606761763100002
ACH-000606,-1.18709574605
ACH-000608,-1.23961274545
ACH-000614,-1.2874627937799998
ACH-000616,-1.42459913278
ACH-000618,-1.16564264909
ACH-000619,-1.3719237855700002
ACH-000620,-1.7161205251700002
ACH-000621,-1.5035572424099999
ACH-000622,-1.33890754388
ACH-000623,-1.5241549428499999
ACH-000624,-0.873498991301
ACH-000627,-1.4231033677200002
ACH-000630,-1.4306356159
ACH-000632,-1.77537522121
ACH-000633,-1.33228411852
ACH-000637,-1.4341956716799997
ACH-000638,-1.12682021376
ACH-000646,-1.12696064368
ACH-000647,-1.0222156016600001
ACH-000648,-1.37328069773
ACH-000649,-1.60221651967
ACH-000651,-1.48512864554
ACH-000652,-1.49540902736
ACH-000653,-1.11006385279
ACH-000657,-1.38709952892
ACH-000658,-1.81539734353
ACH-000661,-1.23707079609
ACH-000662,-1.05667484712
ACH-000663,-1.37856541261
ACH-000665,-0.794862426294
ACH-000671,-1.51070718892
ACH-000673,-1.4980074977000002
ACH-000676,-1.4953936642399999
