,RPE65 (6121)
ACH-000363,-0.31582033827100003
ACH-000364,-0.383838881598
ACH-000365,-0.287573680051
ACH-000366,-0.383281639427
ACH-000368,-0.533651247739
ACH-000374,-0.386610627029
ACH-000375,-0.18689474902
ACH-000376,-0.142882826224
ACH-000381,-0.20603853465799998
ACH-000383,-0.263375809091
ACH-000387,-0.319361866384
ACH-000389,-0.556314400911
ACH-000390,-0.286513813346
ACH-000393,-0.25537523438299997
ACH-000395,-0.34233280935800003
ACH-000397,-0.24676672538000002
ACH-000401,-0.043427988786
ACH-000402,-0.657175494536
ACH-000403,-0.173212675568
ACH-000404,-0.443274027312
ACH-000406,-0.256323433595
ACH-000407,-0.436854903635
ACH-000408,-0.269059611628
ACH-000410,-0.304082392685
ACH-000411,-0.38251873317
ACH-000414,-0.21108790741
ACH-000415,-0.275408225421
ACH-000416,-0.150433292667
ACH-000420,-0.278274543992
ACH-000421,-0.149746305811
ACH-000424,-0.43179561956699997
ACH-000425,-0.324651471137
ACH-000426,-0.0949268578547
ACH-000427,-0.348937577408
ACH-000433,-0.145513859568
ACH-000436,-0.12594001251700002
ACH-000444,-0.728763789906
ACH-000445,-0.5324353389450001
ACH-000448,-0.365334424953
ACH-000450,-0.39351373671499995
ACH-000452,-0.218647691732
ACH-000454,-0.569807371371
ACH-000458,-0.405602358909
ACH-000459,-0.467504893932
ACH-000460,-0.16807579612999998
ACH-000461,-0.21870598058000001
ACH-000463,-0.203236171215
ACH-000464,-0.38615531297
ACH-000466,-0.235267929947
ACH-000467,-0.363744610736
ACH-000468,-0.07763553641139999
ACH-000469,-0.304050856066
ACH-000470,-0.046471021997400004
ACH-000471,-0.210166009545
ACH-000472,-0.126100540412
ACH-000473,-0.279326442467
ACH-000475,-0.288903685742
ACH-000476,-0.240135406814
ACH-000477,-0.20561930664
ACH-000480,-0.246030028601
ACH-000481,-0.256075972861
ACH-000483,-0.304367711035
ACH-000484,0.000737063619741
ACH-000485,-0.308972909841
ACH-000486,-0.495669718794
ACH-000487,-0.336298645475
ACH-000488,-0.349180937754
ACH-000490,-0.33734101080300005
ACH-000491,-0.19030492062600002
ACH-000495,-0.111363931386
ACH-000496,-0.342044076918
ACH-000499,-0.690870774568
ACH-000500,-0.0432137767595
ACH-000502,-0.23430527066799997
ACH-000503,-0.182283510211
ACH-000505,-0.215899623339
ACH-000507,-0.289440589646
ACH-000510,-0.33616313368199996
ACH-000511,-0.56289558624
ACH-000512,-0.187489307962
ACH-000516,-0.202990178864
ACH-000517,-0.288552003363
ACH-000518,-0.30346332145599997
ACH-000520,-0.427969154303
ACH-000521,-0.268371438056
ACH-000522,-0.512088856928
ACH-000524,-0.0699125300529
ACH-000527,-0.380021810547
ACH-000528,-0.298289837314
ACH-000537,-0.350572271347
ACH-000541,-0.483976639211
ACH-000542,-0.367048197578
ACH-000544,-0.400525014217
ACH-000545,-0.461001953104
ACH-000547,-0.7787434728489999
ACH-000548,-0.160462571141
ACH-000549,-0.303367048773
ACH-000550,-0.410082497777
ACH-000552,-0.288311204923
ACH-000556,-0.40928288921899997
ACH-000557,-0.17063504232
ACH-000570,-0.289551984629
ACH-000571,-0.39201927511699997
ACH-000573,-0.521110345346
ACH-000576,-0.38566184414399995
ACH-000580,-0.321357637885
ACH-000584,-0.186798758127
ACH-000585,-0.340350353814
ACH-000588,-0.5103144564459999
ACH-000589,-0.28915482288100003
ACH-000591,-0.5020388474899999
ACH-000593,-0.132253801165
ACH-000600,-0.206431297595
ACH-000601,-0.41755326507299995
ACH-000604,-0.365226642431
ACH-000605,-0.35023810542499995
ACH-000606,-0.525108352662
ACH-000608,-0.0953833939758
ACH-000614,-0.467950155366
ACH-000616,-0.295729898902
ACH-000618,-0.293908755522
ACH-000619,-0.180651402695
ACH-000620,-0.21844135108399998
ACH-000621,-0.40230624909900004
ACH-000622,-0.344251601867
ACH-000623,-0.12836631952
ACH-000624,-0.272207687819
ACH-000627,-0.388257142505
ACH-000630,-0.32079942846000004
ACH-000632,-0.347564798676
ACH-000633,-0.258060229731
ACH-000637,-0.35974739746
ACH-000638,-0.394707397655
ACH-000646,-0.321120967571
ACH-000647,-0.118232829684
ACH-000648,-0.480059898442
ACH-000649,-0.305173368326
ACH-000651,-0.37831144015
ACH-000652,-0.601618982146
ACH-000653,-0.1527133467
ACH-000657,-0.444769006197
ACH-000658,-0.158706001373
ACH-000661,-0.20674269542100002
ACH-000662,-0.302159668013
ACH-000663,-0.256719897456
ACH-000665,-0.317335754975
ACH-000671,-0.420334451259
ACH-000673,-0.247709589596
ACH-000676,-0.39536973221
ACH-000677,-0.251137938039
ACH-000681,-0.293691333447
ACH-000682,-0.407737129689
ACH-000683,-0.322683749724
ACH-000684,-0.255465663437
ACH-000688,-0.38444196384499996
ACH-000693,-0.548989894054
ACH-000694,-0.31096496980300004
ACH-000695,-0.19073622059999998
ACH-000696,-0.327839747656
ACH-000697,-0.201154050783
ACH-000699,-0.282161476752
ACH-000701,-0.273906695759
ACH-000706,-0.38751977721
ACH-000711,-0.30255729943799997
ACH-000713,-0.5704280927790001
ACH-000714,-0.281150807462
ACH-000718,-0.15760336060900001
ACH-000720,-0.29646450042100003
ACH-000721,-0.23542150106899998
ACH-000724,-0.519800313454
ACH-000725,-0.09377650150229999
ACH-000732,-0.35609698478600005
ACH-000734,-0.334284028768
ACH-000735,-0.231135939735
ACH-000736,-0.49193199060500004
ACH-000738,-0.131808745792
ACH-000746,-0.18867006497900002
ACH-000747,-0.401613919662
ACH-000748,-0.45193698361699997
ACH-000753,-0.23684409908000004
ACH-000756,-0.291091292111
ACH-000757,-0.5235556790470001
ACH-000758,-0.294103461811
ACH-000760,-0.350214682672
ACH-000763,-0.482674848367
ACH-000764,-0.20619459767700002
ACH-000765,-0.18876157036200003
ACH-000766,-0.216684513644
ACH-000767,-0.165809819718
ACH-000768,-0.164752575755
ACH-000769,-0.436621990021
ACH-000770,-0.24292860083099999
ACH-000771,-0.405341856448
ACH-000773,-0.219337350184
ACH-000776,-0.298229432449
ACH-000777,-0.47212897962800005
ACH-000778,-0.297032256123
ACH-000781,-0.185293527969
ACH-000782,-0.138084777504
ACH-000783,-0.311988374236
ACH-000784,-0.26719566382599996
ACH-000785,-0.454540472676
ACH-000787,-0.277501768943
ACH-000788,-0.440072157252
ACH-000791,-0.416123611556
ACH-000792,-0.295663240856
ACH-000794,-0.402612201045
ACH-000796,-0.250274985321
ACH-000799,-0.642563081774
ACH-000800,-0.483937708054
ACH-000802,-0.356507223828
ACH-000804,-0.304419228974
ACH-000805,-0.570097955565
ACH-000809,-0.206747856886
ACH-000810,-0.6773870504809999
ACH-000811,-0.127794726958
ACH-000817,-0.377299706033
ACH-000819,-0.284154707834
ACH-000820,-0.29740774155
ACH-000821,-0.179129284864
ACH-000822,-0.164291035282
ACH-000823,-0.275850013241
ACH-000824,-0.38258537645499996
ACH-000827,-0.32675109577100003
ACH-000829,-0.48444914474899997
ACH-000831,-0.265423424698
ACH-000832,-0.540753142937
ACH-000833,-0.046907681469099995
ACH-000834,-0.209658875377
ACH-000835,-0.280645890628
ACH-000836,-0.080932195728
ACH-000837,-0.287710805588
ACH-000838,-0.420732267376
ACH-000839,-0.436213460806
ACH-000840,-0.47746518061099996
ACH-000841,-0.36800400944
ACH-000843,-0.360793627267
ACH-000846,-0.330098280534
ACH-000847,-0.301592847981
ACH-000848,-0.38195690327
ACH-000849,-0.368070992944
ACH-000851,-0.384224058102
ACH-000855,-0.700782622216
ACH-000856,-0.247455681194
ACH-000858,-0.406390008877
ACH-000859,-0.294687320194
ACH-000861,-0.192089794378
ACH-000862,-0.421404433415
ACH-000865,-0.297704497811
ACH-000866,-0.291613724799
ACH-000867,-0.238379395603
ACH-000869,-0.327739648311
ACH-000872,-0.6583158556090001
ACH-000873,-0.356199746691
ACH-000876,-0.153976643485
ACH-000878,-0.29172181974800004
ACH-000880,-0.33885054671899995
ACH-000881,-0.405996852347
ACH-000882,-0.24886936986299998
ACH-000884,-0.21842142109999999
ACH-000885,-0.22768916108399997
ACH-000887,-0.551949799559
ACH-000888,-0.378892594321
ACH-000889,-0.297672999746
ACH-000890,-0.57149978942
ACH-000896,-0.323677776812
ACH-000898,-0.22237085162300002
ACH-000900,-0.31663098271699996
ACH-000901,-0.247692349212
ACH-000905,-0.211508184406
ACH-000906,-0.33912077873199997
ACH-000907,-0.462773157853
ACH-000910,-0.18372102603100002
ACH-000911,-0.27839172505800003
ACH-000912,-0.514064913125
ACH-000913,-0.260752313847
ACH-000915,-0.30336013219999997
ACH-000916,-0.059138242288499995
ACH-000917,-0.268612516764
ACH-000921,-0.310808937362
ACH-000924,-0.25077764766399996
ACH-000926,-0.20522959304900001
ACH-000928,-0.584879664258
ACH-000929,-0.24819158090500001
ACH-000932,-0.444781065546
ACH-000935,-0.35686278416699996
ACH-000936,-0.514344141302
ACH-000937,-0.298009353363
ACH-000938,-0.260861748768
ACH-000939,0.0931328740483
ACH-000941,-0.111247813969
ACH-000943,-0.302580520475
ACH-000946,-0.488312630766
ACH-000947,-0.35983669605499996
ACH-000948,-0.275358518397
ACH-000950,-0.598050072928
ACH-000953,-0.160051297753
ACH-000957,-0.377787738306
ACH-000958,-0.587654447743
ACH-000960,-0.445071869586
ACH-000963,-0.507565430519
ACH-000968,-0.37343332859300005
ACH-000969,-0.34309941608000005
ACH-000973,-0.289472815477
ACH-000974,-0.32823093042
ACH-000975,-0.343511169891
ACH-000976,-0.636094126422
ACH-000978,-0.11802934644600001
ACH-000980,-0.366292862402
ACH-000984,-0.31601268865800003
ACH-000986,-0.38781483219400004
ACH-000988,-0.45909875849699994
ACH-000993,-0.503331838095
ACH-000994,-0.132697239384
ACH-000996,-0.44074325021099997
ACH-001001,-0.329375700361
ACH-001020,0.206203327317
ACH-001028,-0.270860840294
ACH-001031,-0.27540429379000003
ACH-001038,-0.282923366608
ACH-001048,-0.35507093248300003
ACH-001050,-0.387074496241
ACH-001053,-0.354636708347
ACH-001054,-0.393710743383
ACH-001061,-0.335079718534
ACH-001067,-0.38522179524899997
ACH-001075,-0.307705042962
ACH-001096,-0.130811539325
ACH-001128,0.929587120738
ACH-001134,-0.302821683937
ACH-001151,-0.237499920413
ACH-001163,-0.266732259032
ACH-001164,-0.45515574167499995
ACH-001173,-0.277821275691
ACH-001183,-0.26286216406
ACH-001184,-0.443246251827
ACH-001190,-0.146823141081
ACH-001192,-0.385759090787
ACH-001193,-0.132621957963
ACH-001196,-0.37072022035999996
ACH-001197,-0.264385102168
ACH-001205,-0.237905682049
ACH-001211,-0.286604025592
ACH-001212,-0.18233175967700002
ACH-001228,-0.46663895404600003
ACH-001232,-0.440316726118
ACH-001239,-0.484993864136
ACH-001274,-0.296177570701
ACH-001275,-0.307828736397
ACH-001277,-0.32930329466999997
ACH-001278,-0.137570326758
ACH-001280,-0.37520156672300004
ACH-001283,-0.231336792512
ACH-001289,-0.441596343573
ACH-001295,-0.441440606678
ACH-001300,-0.150332050058
ACH-001301,-0.459011640048
ACH-001302,-0.120235615378
ACH-001303,-0.34183959628300004
ACH-001306,-0.414108286607
ACH-001318,-0.6222073330960001
ACH-001322,-0.514164779624
ACH-001328,-0.335898956795
ACH-001332,-0.433171760355
ACH-001333,-0.35029606410400005
ACH-001336,-0.409083795781
ACH-001340,-0.306784179826
ACH-001346,-0.337834608233
ACH-001353,-0.255192110573
ACH-001354,-0.35409348082500003
ACH-001367,-0.389968813155
ACH-001368,-0.391093868698
ACH-001374,-0.40631113069799996
ACH-001375,-0.105648345838
ACH-001377,-0.235532123773
ACH-001380,-0.317638364399
ACH-001391,-0.26732039436599997
ACH-001407,-0.275106531474
ACH-001408,-0.18778777184300002
ACH-001413,-0.7501778421699999
ACH-001430,-0.6494551970269999
ACH-001431,-0.232490367535
ACH-001450,-0.30657673029
ACH-001496,-0.241361158551
ACH-001500,-0.125515866507
ACH-001521,-0.285516924607
ACH-001523,-0.405265650396
ACH-001532,-0.5300278293289999
ACH-001536,-0.5119987353750001
ACH-001550,0.0401980207182
ACH-001552,-0.50260148641
ACH-001554,-0.394524279275
ACH-001645,-0.429830925122
ACH-001654,-0.238176104203
ACH-001715,-0.21943216818000003
ACH-001735,-0.163151200331
ACH-001736,-0.156541616268
ACH-001737,-0.258975985685
ACH-001740,-0.541291005518
ACH-001745,-0.285321693068
ACH-001750,-0.225231266968
ACH-001765,-0.235328493863
ACH-001956,-0.25470958854000003
ACH-001957,-0.395873889378
