,DECR2 (26063)
ACH-000004,0.10426351196799999
ACH-000007,-0.0939083027808
ACH-000009,0.12243559616800001
ACH-000011,0.122311675188
ACH-000012,0.0372168936122
ACH-000013,0.107035000779
ACH-000014,0.0715313400878
ACH-000015,0.131890958398
ACH-000017,0.241739046415
ACH-000018,0.153177660045
ACH-000019,0.278190196269
ACH-000021,0.107763137284
ACH-000022,-0.017910160291099996
ACH-000025,-0.07088562609349999
ACH-000028,-0.0030488974014899997
ACH-000030,0.11265903845599999
ACH-000035,0.17007743181499999
ACH-000036,-0.103405964341
ACH-000037,-0.00114799338619
ACH-000039,0.06878950846080001
ACH-000040,-0.0277429482485
ACH-000041,0.072500880516
ACH-000042,0.19107717046300002
ACH-000045,0.09875799208789998
ACH-000047,0.0205581779688
ACH-000052,0.250057372986
ACH-000053,-0.0275967385798
ACH-000054,0.000278966380668
ACH-000055,-0.0161416034762
ACH-000060,0.10688046328199999
ACH-000067,-0.06874259829439999
ACH-000070,0.285727081845
ACH-000075,0.102348074037
ACH-000078,-0.00900432958016
ACH-000082,0.10388638134099999
ACH-000085,-0.00861985201269
ACH-000086,0.37377183140799997
ACH-000087,0.111175590074
ACH-000092,-0.0110954601468
ACH-000095,0.06974049163039998
ACH-000097,0.0896201729334
ACH-000098,-0.00023513420738499998
ACH-000099,0.067428830751
ACH-000108,-0.0244207683833
ACH-000113,0.163340421009
ACH-000115,0.118363529539
ACH-000116,0.123786749384
ACH-000118,0.205617171411
ACH-000120,0.18089740600200002
ACH-000123,0.0321923137423
ACH-000127,-0.0101060212208
ACH-000128,0.33921574165
ACH-000132,0.0817888165128
ACH-000133,0.08628275118010001
ACH-000137,-0.0445802874802
ACH-000138,0.146673392091
ACH-000142,-0.0642211928919
ACH-000143,0.0269868929409
ACH-000146,0.134454849154
ACH-000148,0.06358301087309999
ACH-000150,0.178231736472
ACH-000152,0.18200950331399998
ACH-000153,-0.04247851555650001
ACH-000159,0.063962793651
ACH-000160,0.22668430558299998
ACH-000163,0.057606138028
ACH-000167,-0.016170485447
ACH-000168,-0.0423774092069
ACH-000169,0.0904479149205
ACH-000178,0.06958296018589999
ACH-000182,0.017206539530200002
ACH-000183,0.125302499441
ACH-000188,0.044532657813599996
ACH-000189,0.103106184483
ACH-000190,0.2288089153
ACH-000198,0.0686362480552
ACH-000204,0.163205050849
ACH-000206,0.19803542919199998
ACH-000207,-0.10351014814
ACH-000211,0.167718396538
ACH-000215,-0.040425909827099996
ACH-000221,0.102102707663
ACH-000222,0.08317877345130001
ACH-000223,0.138586444902
ACH-000226,0.271491809565
ACH-000227,-0.020143840639799997
ACH-000228,0.275212796718
ACH-000231,0.033237303342
ACH-000232,-0.02109058707
ACH-000233,0.160956993105
ACH-000234,0.07779550675430001
ACH-000235,-0.0136020976893
ACH-000237,0.0155428965724
ACH-000238,0.106086925389
ACH-000243,0.170172714552
ACH-000244,-0.16778929320500002
ACH-000246,0.0863031969454
ACH-000248,0.09795775697560001
ACH-000250,-0.00558193262597
ACH-000251,-0.0217654378626
ACH-000253,0.0898430205491
ACH-000255,0.193823674165
ACH-000256,-0.178223564383
ACH-000257,0.00708093895859
ACH-000258,-0.058391339812599995
ACH-000259,0.0789093718273
ACH-000260,0.0418271749554
ACH-000261,0.0450241057852
ACH-000262,0.239991042042
ACH-000263,0.29104355904
ACH-000264,0.0676969926138
ACH-000265,0.22734351620299997
ACH-000266,0.024320313508900005
ACH-000272,0.117527101961
ACH-000273,0.0958406334162
ACH-000274,0.09977459894580001
ACH-000277,0.008166336510600001
ACH-000278,0.0713976097112
ACH-000279,0.019945149520700003
ACH-000280,0.015393055459200002
ACH-000281,0.127133684628
ACH-000288,0.025555393565
ACH-000291,0.0704264067538
ACH-000293,0.151160405946
ACH-000294,0.199294343088
ACH-000295,-0.0971824546104
ACH-000296,-0.0625466188901
ACH-000302,0.22865701259799998
ACH-000304,0.129410824401
ACH-000307,0.137718167763
ACH-000308,0.04544568917
ACH-000310,0.0340484363024
ACH-000311,0.178117265015
ACH-000312,0.11817261691299999
ACH-000315,-0.0375090893475
ACH-000316,0.0310355435782
ACH-000317,0.019045369195599997
ACH-000318,0.118655083975
ACH-000319,0.0109095495121
ACH-000320,0.15340062169399998
ACH-000322,0.0365901917009
ACH-000323,0.0473859411646
ACH-000324,0.0126917280807
ACH-000329,0.0636968223038
ACH-000330,0.0423879522183
ACH-000331,0.185705861807
ACH-000332,0.0647936648579
ACH-000334,0.106527307094
ACH-000335,0.11161511087300001
ACH-000336,-0.11630332314200001
ACH-000337,0.33310343587900004
ACH-000339,0.0327530316036
ACH-000341,0.242881282877
ACH-000348,0.0899152542199
ACH-000350,0.0686491543537
ACH-000352,0.130758160201
ACH-000356,0.10834447377
ACH-000361,0.199465457441
ACH-000362,0.0783906051209
ACH-000363,-0.050600382106
ACH-000364,0.00494343841384
ACH-000365,0.106712479781
ACH-000366,-0.0542123703355
ACH-000368,0.104818067946
ACH-000374,0.16753984026
ACH-000375,0.09345391957890001
ACH-000376,0.0892396423123
ACH-000381,0.07851316868639999
ACH-000383,0.143305754284
ACH-000387,0.130730689069
ACH-000389,0.0451323402552
ACH-000390,0.209104630486
ACH-000393,0.11038905883899999
ACH-000395,-0.049634103087300006
ACH-000397,0.13246696669299998
ACH-000401,0.000201139345557
ACH-000402,0.115695790725
ACH-000403,0.09214625357310001
ACH-000404,0.266092907536
ACH-000406,0.069003243136
ACH-000407,0.19339466224100002
ACH-000408,-0.059868935371699995
ACH-000410,0.164781977716
ACH-000411,0.118880416665
ACH-000414,-0.013600492240000001
ACH-000415,0.118238733309
ACH-000416,0.09193275292410001
ACH-000420,0.205550011062
ACH-000421,0.07554623240319999
ACH-000424,0.517330441507
ACH-000425,0.0816027909585
ACH-000426,0.123898743732
ACH-000427,0.16906488086
ACH-000433,0.0529754806841
ACH-000436,0.09270084995319999
ACH-000444,-0.019286792312200002
ACH-000445,0.0415113072346
ACH-000448,0.0573223264774
ACH-000450,-0.006319405256520001
ACH-000452,-0.015527249011399999
ACH-000454,0.15640680841399998
ACH-000458,0.07895514692000001
ACH-000459,-0.110878525877
ACH-000460,0.0494415806721
ACH-000461,0.22474414123199998
ACH-000463,0.0459715617751
ACH-000464,0.21200153742800001
ACH-000466,0.10281921615299999
ACH-000467,0.215108942768
ACH-000468,0.036829621918599995
ACH-000469,0.16130182199
ACH-000470,0.279832727191
ACH-000471,0.11842740774
ACH-000472,0.06539571938699999
ACH-000473,0.0895270094413
ACH-000475,-0.0138337658195
ACH-000476,0.0878912097427
ACH-000477,0.298828800286
ACH-000480,0.246544357624
ACH-000481,0.179540355402
ACH-000483,0.141554430566
ACH-000484,0.020506168696500002
ACH-000485,0.0340975922822
ACH-000486,0.061072461812
ACH-000487,0.11613457355699999
ACH-000488,0.112290370708
ACH-000490,0.0678928586184
