,CELA2A (63036)
ACH-000004,-0.027523277608500003
ACH-000007,0.00601698478224
ACH-000009,-0.14484543388499999
ACH-000011,-0.18797022679000003
ACH-000012,-0.15298273141
ACH-000013,-0.140089273264
ACH-000014,-0.0985648129512
ACH-000015,-0.110575975309
ACH-000017,-0.0732976163991
ACH-000018,-0.036051981301
ACH-000019,-0.167245791395
ACH-000021,-0.027640170095900005
ACH-000022,0.0823419165417
ACH-000025,-0.112795275712
ACH-000028,0.0
ACH-000030,-0.15722206954600002
ACH-000035,-0.0581208000182
ACH-000036,-0.281465923704
ACH-000037,-0.220357500214
ACH-000039,-0.33757914167900005
ACH-000040,-0.042829414766300006
ACH-000041,0.0132824402331
ACH-000042,-0.014903143179
ACH-000045,-0.294381213312
ACH-000047,-0.175443554824
ACH-000052,0.210221696453
ACH-000053,-0.11200841706800001
ACH-000054,-0.21831650246
ACH-000055,-0.177284387332
ACH-000060,-0.12162051589400001
ACH-000067,-0.17418304704
ACH-000070,-0.211433374456
ACH-000075,-0.317979429059
ACH-000078,-0.0353568443192
ACH-000082,-0.12132257962000001
ACH-000085,-0.0667177791751
ACH-000086,-0.125244794065
ACH-000087,-0.34941803862899995
ACH-000092,-0.346981644696
ACH-000095,-0.297339318585
ACH-000097,-0.0875193161204
ACH-000098,-0.255749066187
ACH-000099,-0.0990775335092
ACH-000108,-0.19420118700199998
ACH-000113,-0.183743517569
ACH-000115,-0.08489146529
ACH-000116,-0.144047986306
ACH-000118,0.219170752959
ACH-000120,-0.157171011247
ACH-000123,-0.152944610414
ACH-000127,-0.07340620740760001
ACH-000128,-0.6429838211860001
ACH-000132,-0.21963665526099999
ACH-000133,-0.10052622165
ACH-000137,-0.207169503808
ACH-000138,-0.00892337299444
ACH-000142,-0.0723388325102
ACH-000143,-0.10697139559800001
ACH-000146,-0.127681552845
ACH-000148,-0.110266251055
ACH-000150,-0.47159658675800004
ACH-000152,-0.207168337785
ACH-000153,-0.238442730718
ACH-000159,-0.316076181036
ACH-000160,-0.12350250464000001
ACH-000163,-0.115894666652
ACH-000167,-0.160823799009
ACH-000168,-0.194881952541
ACH-000169,-0.010733288185600001
ACH-000178,-0.18294094916499998
ACH-000182,0.022839450096900003
ACH-000183,-0.054400999330699994
ACH-000188,-0.15133775941299998
ACH-000189,-0.263168260409
ACH-000190,0.0409433838181
ACH-000198,-0.21625380939
ACH-000204,0.05648041752719999
ACH-000206,-0.237541919901
ACH-000207,-0.152983306338
ACH-000211,-0.122456073905
ACH-000215,-0.0777378767115
ACH-000221,-0.17999342042
ACH-000222,0.198055085038
ACH-000223,-0.0730861802068
ACH-000226,-0.0395773465289
ACH-000227,0.128508456259
ACH-000228,-0.193341831945
ACH-000231,-0.160456354132
ACH-000232,-0.0654547419493
ACH-000233,-0.0991238383623
ACH-000234,-0.134455408115
ACH-000235,-0.0936414216712
ACH-000237,-0.10937939005000001
ACH-000238,-0.124395627648
ACH-000243,0.010487972541799999
ACH-000244,-0.366327834057
ACH-000246,-0.222841812836
ACH-000248,-0.11503054387900001
ACH-000250,-0.232083073703
ACH-000251,-0.165523006181
ACH-000253,-0.057391750757300006
ACH-000255,-0.022587151273599997
ACH-000256,-0.24170104909499998
ACH-000257,0.142068498981
ACH-000258,-0.352036879621
ACH-000259,-0.0606210930966
ACH-000260,-0.157690271009
ACH-000261,-0.0709801863701
ACH-000262,-0.0731677129484
ACH-000263,0.12741916612
ACH-000264,-0.157838323443
ACH-000265,-0.0505029385228
ACH-000266,-0.014547729393100001
ACH-000272,-0.099254787082
ACH-000273,0.0587834158122
ACH-000274,-0.241798474428
ACH-000277,-0.2756493269
ACH-000278,-0.238914562073
ACH-000279,0.00346803765516
ACH-000280,-0.146203207381
ACH-000281,0.276824551656
ACH-000288,-0.239437368382
ACH-000291,-0.0860348444742
ACH-000293,-0.120527787607
ACH-000294,-0.127338013552
ACH-000295,-0.389175484635
ACH-000296,-0.007406953373939999
ACH-000302,-0.18667850164000002
ACH-000304,-0.18839051059
ACH-000307,-0.0682174644354
ACH-000308,-0.0166010210966
ACH-000310,-0.433434418102
ACH-000311,0.19037457645999997
ACH-000312,-0.0900537674161
ACH-000315,0.0734755331295
ACH-000316,-0.125687250363
ACH-000317,-0.03876067765169999
ACH-000318,-0.016497642572600002
ACH-000319,-0.329437039007
ACH-000320,0.12036567856899999
ACH-000322,-0.22564860202599998
ACH-000323,-0.18642754604400003
ACH-000324,-0.357707330353
ACH-000329,-0.109974317224
ACH-000330,0.03465783752880001
ACH-000331,-0.144094049792
ACH-000332,-0.209154455132
ACH-000334,-0.22323258239
ACH-000335,0.144345448961
ACH-000336,-0.08357772857260001
ACH-000337,-0.101116876807
ACH-000339,-0.046052884926199994
ACH-000341,-0.167280506678
ACH-000348,-0.158912623639
ACH-000350,-0.499797741858
ACH-000352,-0.195142164644
ACH-000356,-0.180207868416
ACH-000361,-0.00503828124904
ACH-000362,-0.162666556941
ACH-000363,-0.0906456421583
ACH-000364,-0.19414990847600003
ACH-000365,-0.0605391730004
ACH-000366,-0.09782142311799999
ACH-000368,0.0694818770356
ACH-000374,-0.161640987369
ACH-000375,-0.11098315479399999
ACH-000376,-0.29759985061099997
ACH-000381,-0.0812045500967
ACH-000383,-0.0384044697167
ACH-000387,-0.0999438551622
ACH-000389,-0.220304023547
ACH-000390,-0.024632084663
ACH-000393,-0.10733117165200001
ACH-000395,-0.183190658064
ACH-000397,-0.06560427075969999
ACH-000401,0.0550385951867
ACH-000402,-0.0554369942626
ACH-000403,-0.18943679275800002
ACH-000404,-0.19135574287
ACH-000406,-0.143211206672
ACH-000407,-0.141774607424
ACH-000408,-0.15040307809
ACH-000410,-0.0630864732427
ACH-000411,-0.278285704867
ACH-000414,-0.00808037439922
ACH-000415,-0.179472170845
ACH-000416,-0.184966572977
ACH-000420,-0.26497616389600004
ACH-000421,-0.150395197501
ACH-000424,-0.164337955448
ACH-000425,-0.126028173341
ACH-000426,-0.0701826117682
ACH-000427,-0.057809488986599995
ACH-000433,-0.276657114928
ACH-000436,-0.039076675523900005
ACH-000444,-0.0021392548040800002
ACH-000445,-0.399446151905
ACH-000448,-0.00486178273268
ACH-000450,-0.0324015633305
ACH-000452,-0.215470955079
ACH-000454,-0.048142737756000004
ACH-000458,-0.204379417667
ACH-000459,-0.215194133081
ACH-000460,-0.245196417121
ACH-000461,-0.210724198696
ACH-000463,-0.24224750316500002
ACH-000464,-0.00353323986445
ACH-000466,-0.0706544803285
ACH-000467,-0.151151408605
ACH-000468,-0.050791232136500004
ACH-000469,-0.0272541602476
ACH-000470,-0.13542300614
ACH-000471,-0.09154016755489999
ACH-000472,-0.08794858362600001
ACH-000473,-0.154777068219
ACH-000475,-0.111405724938
ACH-000476,-0.269857761987
ACH-000477,-0.197369239232
ACH-000480,-0.08936346996439999
ACH-000481,-0.00840194668279
ACH-000483,-0.07213701312439999
ACH-000484,-0.121386497348
ACH-000485,-0.292584284932
ACH-000486,-0.18267021740800002
ACH-000487,-0.104268266848
ACH-000488,-0.0467508890371
ACH-000490,-0.0999864783258
ACH-000491,-0.11569226417400001
ACH-000495,-0.0465208887049
ACH-000496,-0.053183872118800005
ACH-000499,-0.291163051078
ACH-000500,-0.027170482387700003
ACH-000502,0.08527024707900001
ACH-000503,-0.0378203419021
ACH-000505,-0.152637031552
ACH-000507,-0.0766387245236
ACH-000510,-0.09379784884060001
ACH-000511,-0.182490370802
ACH-000512,0.0650460671732
ACH-000516,0.0889130785809
ACH-000517,-0.144471131669
ACH-000518,-0.058006312108500005
ACH-000520,-0.156459224059
ACH-000521,-0.219577724701
ACH-000522,-0.2093415411
ACH-000524,-0.39593692768600003
ACH-000527,-0.11616485614399999
ACH-000528,-0.22412494430500002
ACH-000537,-0.13830899445999997
ACH-000541,-0.43667644693999996
ACH-000542,-0.07022142297720001
ACH-000544,-0.15246873793500001
ACH-000545,-0.07250415903
ACH-000547,-0.0314735441644
ACH-000548,-0.090491714002
ACH-000549,-0.09606536743909999
ACH-000550,-0.331043303369
ACH-000552,-0.164607951006
ACH-000556,-0.024432372112599996
ACH-000557,0.00843520400629
ACH-000570,-0.22699639151700002
ACH-000571,-0.14008672012
ACH-000573,0.106512054993
ACH-000576,-0.347389447096
ACH-000580,0.07227568972330001
ACH-000584,-0.074500215949
ACH-000585,-0.155690195659
ACH-000588,-0.0200154529929
ACH-000589,-0.038749218015
ACH-000591,-0.326919794841
ACH-000593,-0.206325289113
ACH-000600,-0.140124972673
